,Comparison,Correlation,P_value
2488,EGFR_proteomics,1.0,0.0
717,ATP11A_proteomics,0.5770791126332542,2.010562859545182e-07
488,APAF1_proteomics,0.5609093043557825,4.4898890144201137e-07
6161,PLCB1_proteomics,0.5619523505883179,4.4898890144201137e-07
3756,HPCAL1_proteomics,0.5566812490346316,4.5435896117510743e-07
5611,NUDCD3_proteomics,0.5562135224443416,4.5435896117510743e-07
2616,ENPP3_proteomics,0.5544967541293412,4.5435896117510743e-07
7386,SCARB1_proteomics,0.5399166280816554,1.3949715191911568e-06
9542,ZC3HAV1L_proteomics,0.5354991544082187,1.7926860413731162e-06
6010,PGK1_proteomics,0.53244966986068,2.0745453152893176e-06
2417,DYNC1LI1_proteomics,-0.5309866646802255,2.125809902062353e-06
6389,PPP1R13L_proteomics,0.5274531008381123,2.396286818503453e-06
8668,TMEM30A_proteomics,0.5277094863954344,2.396286818503453e-06
5848,PBRM1_proteomics,-0.5215220759085548,3.574792466217713e-06
5321,NDUFA4L2_proteomics,0.5204969693553742,3.618056441273525e-06
5548,NR2C2AP_proteomics,0.5156896111109901,4.942168202163607e-06
7678,SLC16A3_proteomics,0.5145067279205569,5.098288309128308e-06
333,ALDOC_proteomics,0.510441761627153,5.641540509420278e-06
9472,YBX3_proteomics,0.5371583288770783,5.641540509420278e-06
7773,SLC39A14_proteomics,0.5110418515536013,5.641540509420278e-06
9471,YBX3_proteomics,0.5371583288770783,5.641540509420278e-06
1461,CEMIP2_proteomics,0.5080964343410768,6.437378079998402e-06
8789,TPI1_proteomics,0.5070935778067069,6.643103005036897e-06
6686,PUS7_proteomics,0.5059292037346123,6.950743782277488e-06
4097,JPT2_proteomics,0.5050421842010804,7.132877927987743e-06
6706,PYGL_proteomics,0.5031492276613793,7.902485896444648e-06
376,AMPD2_proteomics,0.5006987732586918,9.13008203319737e-06
5487,NOL3_proteomics,0.4959086735293742,1.2517684529399133e-05
9199,USP11_proteomics,-0.4913958893007957,1.6755270071273692e-05
1821,COX7A2L_proteomics,-0.49083705528816024,1.6859866726101394e-05
6277,POLD2_proteomics,0.4803005162975936,3.379544962500113e-05
644,ARPC5L_proteomics,-0.48006052802495525,3.379544962500113e-05
2585,EMC2_proteomics,-0.47905902424690094,3.512314477415202e-05
8399,TCAF2_proteomics,0.47844933987209864,3.5555341507432726e-05
7030,RHOB_proteomics,0.47596236519311785,4.0973294545594094e-05
1502,CFAP36_proteomics,0.47319773673047216,4.808916717998752e-05
8897,TRNT1_proteomics,-0.4704782580114704,5.622043650050447e-05
8576,TM6SF1_proteomics,-0.6139687480218804,5.9339409934548006e-05
4190,KIAA1671_proteomics,0.46843251165861954,6.117412696125585e-05
8703,TMSB10_proteomics,0.46681965249483837,6.324832640797132e-05
2538,EIF4EBP1_proteomics,0.467487293875278,6.324832640797132e-05
5895,PDCD5_proteomics,0.4668654289670046,6.324832640797132e-05
8659,TMEM243_proteomics,0.5999782499355109,7.25923824910974e-05
7504,SEPT9_proteomics,0.46169853748979844,8.093501650534407e-05
7477,SEMA4B_proteomics,0.4622726463604424,8.093501650534407e-05
7503,SEPT9_proteomics,0.46169853748979844,8.093501650534407e-05
4337,LDHA_proteomics,0.4574243924174143,0.00010455213772317058
2186,DENND6A_proteomics,-0.45627320875759136,0.00011024919460206657
8078,SRI_proteomics,0.45054815037449614,0.00015239664584472512
9500,YWHAG_proteomics,0.4506110008257434,0.00015239664584472512
5996,PFKP_proteomics,0.4475114417645887,0.00018079824809165686
6182,PLEKHA2_proteomics,0.44576260418819735,0.00019554421754698327
5923,PDK1_proteomics,0.44563576753551737,0.00019554421754698327
161,ADAM9_proteomics,0.4443930552223458,0.00020729507823079071
434,ANKZF1_proteomics,0.4432515294453041,0.0002183941685946227
3515,GYS1_proteomics,0.4409781052531989,0.000246643210690034
2462,EEF1AKMT1_proteomics,0.43965906042703984,0.000262647333631414
3314,GNAI3_proteomics,0.4392895954120083,0.00026399424273069647
1122,CA9_proteomics,0.4381393311124113,0.00027830976187108404
9104,UBP1_proteomics,-0.4371052344624067,0.00027944977310095557
1959,CTPS2_proteomics,0.4371423163922751,0.00027944977310095557
2550,EIF6_proteomics,0.4369884268142504,0.00027944977310095557
4199,KIF1BP_proteomics,0.4372581278308557,0.00027944977310095557
2531,EIF4A2_proteomics,-0.43636366280180283,0.0002812633873272098
9179,UQCRB_proteomics,-0.43661881033735117,0.0002812633873272098
2816,FAM13A_proteomics,0.4354934389879527,0.0002875518019073418
4824,MICALL1_proteomics,-0.43550116886982937,0.0002875518019073418
5121,MTR_proteomics,0.4351272310750163,0.0002896295298662181
5995,PFKL_proteomics,0.43479765166586304,0.00029113720163607363
4425,LPCAT1_proteomics,0.4318754950216019,0.0003417132512918087
5991,PFKFB2_proteomics,-0.43720354616974555,0.0003754439803990525
5992,PFKFB2_proteomics,-0.43720354616974555,0.0003754439803990525
5351,NDUFS1_proteomics,-0.4286134523222177,0.0003974097493964476
7940,SNX1_proteomics,-0.4281641309950198,0.0004025358309814753
3961,INPP4A_proteomics,-0.42712614128024795,0.0004221051795450482
6055,PHLDA3_proteomics,0.4325299757098131,0.00046616842876860416
1839,CPNE8_proteomics,0.42391219382415285,0.000471333266308737
5354,NDUFS4_proteomics,-0.4240125623607438,0.000471333266308737
1609,CLASP2_proteomics,-0.43355402844784396,0.000471333266308737
3261,GK_proteomics,-0.42429165721696815,0.000471333266308737
1608,CLASP2_proteomics,-0.43355402844784396,0.000471333266308737
3231,GGA1_proteomics,-0.4229122060363112,0.0004933270940111053
9008,TULP3_proteomics,0.42179368359720393,0.0005198655138949302
30,ABCC3_proteomics,0.421531974365294,0.0005214726055627038
1923,CSNK2A1_proteomics,0.4206784789963057,0.0005412374920069591
4001,IRAK4_proteomics,0.4199176654778298,0.0005523598716619375
6052,PHKA2_proteomics,0.42011023531521174,0.0005523598716619375
6947,RCC1_proteomics,0.41956857450752577,0.0005570975264036916
8768,TOR1A_proteomics,-0.41819380680502827,0.0005957767788555485
5729,OSTF1_proteomics,-0.41734999385293853,0.0006113128480382881
5314,NDUFA10_proteomics,-0.4173700707317939,0.0006113128480382881
5681,OGA_proteomics,0.4167229530565999,0.0006265569870286446
3219,GEMIN5_proteomics,0.4145761790054593,0.0006996885182706827
5889,PDAP1_proteomics,0.41358696801782463,0.000731802748820725
6716,QARS_proteomics,-0.41269830203343716,0.0007486469534183383
7599,SH3BP5L_proteomics,0.4127119559528032,0.0007486469534183383
9505,ZADH2_proteomics,-0.41261962356142257,0.0007486469534183383
6011,PGK2_proteomics,0.4119232115588151,0.000770398055207299
7674,SLC16A1_proteomics,0.41164533583629,0.0007745256711659976
7901,SMYD5_proteomics,0.41136696200804146,0.0007787657233912929
8549,TINAG_proteomics,-0.4107599722436086,0.0007897200848927851
5357,NDUFS7_proteomics,-0.41077209691350114,0.0007897200848927851
44,ABHD14B_proteomics,-0.41040193565702593,0.0007977630238044933
7279,RSL1D1_proteomics,0.40950331982608695,0.000807275452888401
2157,DDX56_proteomics,0.4093328008966161,0.000807275452888401
6976,RENBP_proteomics,-0.40968172662334096,0.000807275452888401
4415,LNPK_proteomics,0.4093993605493632,0.000807275452888401
1805,COTL1_proteomics,-0.40938046478908596,0.000807275452888401
5249,NASP_proteomics,0.4454289975704572,0.0008456636450349613
5358,NDUFS8_proteomics,-0.4079965457066895,0.0008456636450349613
5248,NASP_proteomics,0.4454289975704572,0.0008456636450349613
4119,KBTBD11_proteomics,0.40774923111136124,0.0008495377940255402
589,ARHGEF16_proteomics,0.40708907402222805,0.0008731486106387485
204,ADH6_proteomics,-0.4066574963564832,0.0008862386072961851
5324,NDUFA6_proteomics,-0.4060336875154688,0.0009090844917564311
6532,PRPS1_proteomics,0.40584737485115,0.0009104844973701983
3369,GPAT3_proteomics,-0.4048999725363038,0.0009393483324290895
423,ANKRD44_proteomics,-0.40493654947175456,0.0009393483324290895
5319,NDUFA3_proteomics,-0.4048085573966024,0.0009393483324290895
321,ALDH1B1_proteomics,-0.4045201969002473,0.0009462772019542792
8840,TRAPPC6B_proteomics,-0.40398968762220216,0.0009659526126454317
9415,WIPF1_proteomics,-0.40272306708487204,0.0009705297613790976
8955,TTC28_proteomics,0.4031174400472982,0.0009705297613790976
6798,RABGAP1_proteomics,-0.40293868928540966,0.0009705297613790976
9407,WDR91_proteomics,0.40280718141133204,0.0009705297613790976
9182,UQCRFS1_proteomics,-0.4032294633502277,0.0009705297613790976
241,AGL_proteomics,0.40328184391889177,0.0009705297613790976
4068,ITPR3_proteomics,0.4036684988286203,0.0009705297613790976
2590,EMC8_proteomics,-0.4034963586337079,0.0009705297613790976
6355,PPIA_proteomics,0.40226341178902714,0.0009873256042106419
6370,PPM1B_proteomics,-0.6358506534242756,0.0009896747229421814
6371,PPM1B_proteomics,-0.6358506534242756,0.0009896747229421814
5309,NDRG1_proteomics,0.40190844497961475,0.0009896747229421814
5084,MTCL1_proteomics,0.40165858142332755,0.0009896747229421814
4597,MAP3K21_proteomics,0.410124760642199,0.0010011212536189687
5754,P3H2_proteomics,0.40110459967713213,0.001004695429842447
281,AK3_proteomics,-0.40091328072265975,0.0010076940917239923
6940,RBSN_proteomics,-0.3996502825155044,0.0010706542477803335
2609,ENO2_proteomics,0.3994007916246056,0.0010772651738006902
8392,TBL3_proteomics,0.39847300234880545,0.0011240119363568005
67,ACAA1_proteomics,-0.39820811981637283,0.001131941081678535
846,BBX_proteomics,-0.3978004364229971,0.0011358705472624892
350,ALKBH5_proteomics,0.39761865442795846,0.0011358705472624892
5318,NDUFA2_proteomics,-0.3977119325762647,0.0011358705472624892
9317,VPS45_proteomics,-0.3978493495296719,0.0011358705472624892
216,ADPRHL2_proteomics,0.3973302069885756,0.001137762010890581
6504,PRMT7_proteomics,0.41549890669093614,0.001137762010890581
13,AARSD1_proteomics,0.39705363532144927,0.0011468284481625304
7602,SH3GL2_proteomics,-0.3963897681573756,0.0011800278416083181
9402,WDR81_proteomics,0.39615447890491506,0.0011868847852843187
5352,NDUFS2_proteomics,-0.39541135632676583,0.0012263605582464967
3328,GNG12_proteomics,0.3952830766399285,0.0012265871845128099
994,C12orf29_proteomics,0.3947649499068387,0.001244261000906142
8082,SRP54_proteomics,-0.3948244585877352,0.001244261000906142
