,Comparison,Correlation_Luad,Correlation_Gbm,Correlation_Brca,Correlation_hnscc,Correlation_colon,Correlation_Lscc
4542,SLC25A40_proteomics,,,,,-0.3531496430460912,
4543,IQCG_proteomics,,,,,,
4544,TACO1_proteomics,0.1900272287769157,,-0.3098205238405548,,,
4545,MRPS16_proteomics,,,-0.1842330247236011,,-0.215465505745848,
4546,CLCC1_proteomics,0.2973021364254451,,,,,
4547,VMAC_proteomics,,,-0.23424002698637816,,,
4548,WWTR1_proteomics,,,0.5904236890563149,,,
4549,UBN2_proteomics,,,,,,
4550,GLYATL1_proteomics,,,0.3184361728423988,,,
4551,PROM2_proteomics,0.2800632375942129,,,0.1888355329057786,,0.5084142082234286
4552,SNX30_proteomics,,,,,,
4553,GP5_proteomics,,,,,,
4554,HERC2_proteomics,,,,,,
4555,UBE2L3_proteomics,,,,,,
4556,STEAP3_proteomics,,,0.4192198008853433,0.27770448842258644,,
4557,NUDT16L1_proteomics,,,-0.5047033515916206,,,
4558,PIGO_proteomics,0.28781379443071964,,,,-0.26081427107186056,
4559,MAP7D3_proteomics,,,0.41310478270232254,,,
4560,ZNF516_proteomics,,,-0.278091208219902,,,
4561,MAP4_proteomics,,,0.25972648092432593,,,
4562,PLPP6_proteomics,0.2528489754847685,,,,,
4563,LRSAM1_proteomics,-0.2399503879643389,,-0.2787216629609324,,0.3090693837207931,
4564,TMTC3_proteomics,,,,0.3246559722845259,,0.3954692892180359
4565,SIGLEC1_proteomics,,,,-0.36999650094266656,0.2657233060927995,
4566,PPP2R2D_proteomics,-0.2511745128489813,,-0.21693116005047652,,,
4567,UBAC2_proteomics,0.19642084758333164,,0.26942320976061696,,-0.2273444299538864,0.31285855235121385
4568,PPP1R1B_proteomics,,,0.23532329276143946,,,-0.37865206868067053
4569,PDCD7_proteomics,,,,,,
4570,KIF3B_proteomics,0.1930550194686448,,-0.3896812115783856,,,
4571,MYO15B_proteomics,,,,,,
4572,PLA2G4F_proteomics,,,,,,
4573,MTPN_proteomics,-0.2444917301682889,,0.23561857509115824,,,
4574,FBL_proteomics,-0.2359334162468664,,,,-0.3660116939417167,
4575,DCP1A_proteomics,,,,-0.19803545484821705,,
4576,MYBBP1A_proteomics,,,,0.20981728255510074,,
4577,ERC1_proteomics,,,0.28728336476178234,0.20032670624456092,,
4578,MYOZ1_proteomics,,,,,,
4579,CRHBP_proteomics,,,,,,
4580,TM2D3_proteomics,-0.2965384672453195,,,0.2287493848228669,,
4581,DIP2B_proteomics,,,0.2592262199407089,0.2490794671744011,0.2778224698480186,0.2858192962896877
4582,KLHL22_proteomics,,,,,,
4583,GLB1L2_proteomics,,,,,,
4584,ELMSAN1_proteomics,,,-0.2783031498869883,,0.26646191903957195,
4585,EPRS_proteomics,,,,,,
4586,SLC13A1_proteomics,,,,,,
4587,RHBDF1_proteomics,0.3429640228223921,,,,,0.19364154106830944
4588,SLC34A1_proteomics,,,,,,
4589,CPNE6_proteomics,,,,,,
4590,SRP19_proteomics,,,,,,
4591,FAM120A_proteomics,0.21676250117070392,,-0.4923972515684898,,,
4592,PNO1_proteomics,,,,0.25338385614359915,,
4593,FAM122B_proteomics,0.22459790893996684,,,,,
4594,C1orf116_proteomics,0.2656087403504626,,0.3332708446141184,,,
4595,WDR26_proteomics,,,,0.33954757831004817,0.2320920132036206,
4596,RAF1_proteomics,,,,-0.2791965306230452,,
4597,HIST3H2BB_proteomics,,,,,-0.22046636804782616,
4598,TMA7_proteomics,,,,,-0.35705739920785473,
4599,NDUFB8_proteomics,,,,,0.20022126519320185,
4600,TTBK1_proteomics,,,,,,
4601,GPRIN1_proteomics,,,,,,
4602,HGSNAT_proteomics,,,,,,
4603,CEP128_proteomics,-0.3568436656570562,,,-0.2826110933100002,,
4604,ENTPD5_proteomics,,,,,,
4605,ZC3H7B_proteomics,,,,,0.2357059914265815,0.2256040635395928
4606,HSPB8_proteomics,,,-0.3024295890840973,,0.2353509619458604,0.2389915132765546
4607,WDR54_proteomics,0.27052009959541035,,-0.30213900476570743,,,
4608,WDR34_proteomics,,,-0.2319838128556521,,,
4609,ASB9_proteomics,-0.21455190582564432,,0.25243677430261235,,,
4610,PALLD_proteomics,,,,0.27866565361741524,,
4611,MRPS9_proteomics,,,-0.2331332979599143,,-0.3747087475266942,
4612,SEMA4A_proteomics,-0.2832593163181071,,,-0.3934151822672213,,
4613,SLC22A18_proteomics,0.3245524128487803,,,0.21506253419650434,0.2115737906006835,0.21352306499369844
4614,EIF2B4_proteomics,,,,,,
4615,ZBED8_proteomics,,,,,,
4616,CDK19_proteomics,,,,,,
4617,DHX58_proteomics,,,-0.2156985242138123,-0.2091986189673195,,
4618,TEX30_proteomics,,,0.442405610198272,,,
4619,PER3_proteomics,,,,-0.3128388586787885,,
4620,PDE11A_proteomics,,,,,,
4621,INTS12_proteomics,,,-0.2882541925228401,,-0.23408900113386155,
4622,IMPA1_proteomics,-0.2256933743239419,,-0.2507853546243499,-0.2572771073314111,0.2165938837924318,
4623,FXN_proteomics,-0.3477468402128517,,,-0.2138250591528964,,
4624,CDK4_proteomics,0.2959265135995678,,0.20745597496425186,,,
4625,SESTD1_proteomics,,,,,,
4626,PTEN_proteomics,,,,,,
4627,ARFGEF1_proteomics,0.3622148347919629,,-0.3664645217640364,,,
4628,CYP4F3_proteomics,-0.2369348772022562,,,,0.33982621186827017,
4629,BAZ1B_proteomics,0.21586208579009689,,0.25453249510005915,,,
4630,WDR43_proteomics,,,,0.1911883611189255,-0.29516285057103764,
4631,SLC22A8_proteomics,,,,,,
4632,RALB_proteomics,,,0.18357405510881056,0.22677105529934505,,0.3121263902635668
4633,BNIP3L_proteomics,,,,,,
4634,DDX10_proteomics,,,,,,
4635,HINT2_proteomics,,,-0.2062825231807059,,,
4636,TMOD1_proteomics,-0.2331268019029955,,0.33602525028080577,-0.19498916127645385,,
4637,CTSD_proteomics,,,,,,
4638,ATF2_proteomics,,,,,,
4639,EML2_proteomics,-0.2492437875348016,,-0.4154721034952217,,,
4640,TBCEL_proteomics,,,0.19494502212110984,-0.28113626068628844,,
4641,COX11_proteomics,,,,,,
4642,SMG9_proteomics,,,0.24910630634737346,,,
4643,MORC2_proteomics,,,0.1930047699851883,0.1967882838639759,,
4644,RAP1GDS1_proteomics,,,-0.2630630389280598,,,
4645,CCDC174_proteomics,,,,,,
4646,IFT172_proteomics,,,-0.2400275998033675,,,
4647,VAMP5_proteomics,,,0.20756590857537105,,,
4648,SEC13_proteomics,,,,,,
4649,MRE11_proteomics,,,,,-0.34309517523804434,
4650,HEBP1_proteomics,,,-0.271159115620047,,,
4651,MTREX_proteomics,,,,,,-0.1897724342721545
4652,PPP4C_proteomics,,,,,0.29423233671593,0.25032998613837576
4653,LOXL4_proteomics,,,,,,0.3813510598618841
4654,CHCHD6_proteomics,0.3064801269336605,,-0.2745684229875389,0.2175666896043772,,0.19765275793723772
4655,USP13_proteomics,0.1906909728756945,,,,,
4656,ESD_proteomics,-0.3295651585082365,,,,,
4657,MTA2_proteomics,,,,,,
4658,TBCK_proteomics,,,,,-0.2374185847841097,
4659,MT-ND5_proteomics,,,,,,
4660,CCT3_proteomics,,,,,,
4661,RAB5C_proteomics,-0.2005373077358491,,,0.2514725705303077,,
4662,CLC_proteomics,,,,,,
4663,ZNHIT6_proteomics,,,,,,
4664,HIRIP3_proteomics,0.20612311483943072,,-0.3343146750984162,,,
4665,COL16A1_proteomics,,,0.2039572718952796,0.2229434464934421,,
4666,ENPP5_proteomics,0.3175103825309401,,-0.3444125115947341,,,
4667,ASF1A_proteomics,,,0.19199293001813986,,0.3703369447880826,
4668,MRPL4_proteomics,,,,,,
4669,C6orf47_proteomics,0.3703911481518304,,,,,
4670,LYST_proteomics,0.22378998392205995,,,0.247700836820092,,
4671,EDF1_proteomics,-0.2626134140877553,,,,,
4672,RBM25_proteomics,,,-0.20024320338477256,,,
4673,GFOD2_proteomics,-0.3150065035730312,,0.3404583374876562,,,0.2083167374356314
4674,CDYL2_proteomics,,,-0.3123465463492713,,,
4675,SLC35A2_proteomics,0.30966601964158,,,,,
4676,MDH1_proteomics,-0.3637884041528766,,,,,
4677,TAX1BP1_proteomics,0.5615544926721305,,,,,
4678,MOG_proteomics,,,,,,
4679,TMEM119_proteomics,,,,,,-0.3251981740333757
4680,URB2_proteomics,,,,,-0.21979318374106305,
4681,LRWD1_proteomics,,,,,,
4682,LGALS3BP_proteomics,0.18902332716904352,,-0.2571280688502092,,,0.2021594568590437
4683,ATP5F1E_proteomics,-0.2824211459722425,,,,,
4684,CCDC65_proteomics,,,,,,
4685,PDXDC1_proteomics,0.3250173123122983,,-0.262709157839537,,,
4686,NCBP1_proteomics,,,,,-0.2992839015442477,
4687,MT1F_proteomics,,,0.22619826274409804,,0.39812179771518,
4688,SLC27A3_proteomics,,,,,,
4689,LRIF1_proteomics,,,0.2683716405208864,,,
4690,HSF1_proteomics,0.2155565269673408,,-0.18654026133031634,,,
4691,DIXDC1_proteomics,,,,,,
4692,SNU13_proteomics,,,,,-0.4483738093051055,-0.1918717305081974
4693,PLPP1_proteomics,,,,,,
4694,RBP4_proteomics,-0.22449862469218074,,0.23793943721916785,,0.20221625265892768,
4695,EIF2B1_proteomics,,,0.19077186012961286,,-0.2866518065815564,
4696,CEP250_proteomics,,,,,,
4697,ATP5F1D_proteomics,-0.2985876704587829,,,,,
4698,EIF4EBP3_proteomics,,,-0.2768708354918026,,,
4699,DOHH_proteomics,0.3287681215625619,,,,,
4700,SERBP1_proteomics,,,,,,
4701,NIP7_proteomics,,,0.21661354605019564,0.2516740504664439,,
4702,LECT2_proteomics,-0.30989473928236555,,,,,
4703,CLRN3_proteomics,,,,,,
4704,DTX3_proteomics,-0.24158784650799214,,,,,
4705,SLC25A29_proteomics,,,,,,
4706,STOML2_proteomics,,,,,-0.257252651644408,
4707,GAPVD1_proteomics,,,,,,
4708,STRADA_proteomics,0.2263417305555331,,,,,
4709,NSMCE3_proteomics,-0.3522643125375573,,,,,
4710,UBE2A_proteomics,0.198843203702998,,,,0.28844990784156377,0.25531157887843914
4711,ADCK1_proteomics,0.2799510397532339,,,,,
4712,RAB19_proteomics,,,,,,
4713,STX2_proteomics,-0.2349842166710431,,0.22317188738869573,-0.2465723098910219,,
4714,TSC2_proteomics,,,-0.2511250378862394,,,
4715,SRFBP1_proteomics,,,-0.2831991466836977,,-0.3229344820113984,
4716,NAT8_proteomics,,,,,,
4717,HSP90AB1_proteomics,0.2206528779979493,,,,,
4718,GOT2_proteomics,,,,,-0.3154432951382384,
4719,TGFBR3_proteomics,-0.2170619597259024,,,,,
4720,POLG_proteomics,,,,,,
4721,SLC15A1_proteomics,,,,,,
4722,SNX5_proteomics,-0.2740126894463658,,,,,
4723,MRPL34_proteomics,0.26478612949360275,,-0.2886654915635873,,,
4724,SELENOO_proteomics,,,,0.22184805843418254,0.23574980910508606,0.211912574361564
4725,ZNHIT3_proteomics,,,-0.40889812923671787,,,-0.22272802741136416
4726,CSNK1A1_proteomics,0.2164206370212936,,,0.2544174292520825,,0.5315294648782994
4727,CHPF_proteomics,,,0.2907246554207853,,,0.22609918915100224
4728,GOLGA2_proteomics,0.19720155926684088,,,,,
4729,ASNS_proteomics,,,0.3490093752674988,,,-0.20133176318547066
4730,C9orf85_proteomics,,,,,,
4731,VIPAS39_proteomics,-0.2208043520188786,,,,0.2836593070878463,
4732,NUAK2_proteomics,,,,,,
4733,CGGBP1_proteomics,-0.3572100303492294,,-0.2730465132054957,-0.4368511964664086,0.3806944665040263,-0.19156598014754544
4734,ATP13A1_proteomics,0.2725256549848506,,0.21387692130417504,,,
4735,NIPSNAP3A_proteomics,-0.3217156598507496,,,,,
4736,U2AF1L5_proteomics,,,,,,
4737,TIMM8B_proteomics,0.31475981197173275,,,,,
4738,ST13_proteomics,,,,,,
4739,MARVELD2_proteomics,0.23738802399472464,,,,,0.2677162138101137
4740,SAYSD1_proteomics,0.30752092669052244,,,,,-0.2320802585184241
4741,CLMN_proteomics,,,,-0.2319857601572247,,
4742,COPG2_proteomics,,,-0.19419234670205326,,,
4743,RPP25L_proteomics,,,,,,
4744,RPA1_proteomics,,,,,,
4745,BUD31_proteomics,,,,,-0.20212040182637936,-0.2189230296500504
4746,GTF3A_proteomics,-0.23299207410905104,,-0.20323628215481146,,,
4747,MRFAP1_proteomics,,,-0.19993150581657013,,0.39874078670876256,
4748,ZC3HAV1_proteomics,,,0.26686712024848513,,,
4749,FBXO2_proteomics,,,,,,
4750,ARHGEF40_proteomics,,,,,,
4751,PDK3_proteomics,,,,,-0.29096433384022746,
4752,ABHD15_proteomics,,,,,,
4753,SRC_proteomics,,,0.2841360515353343,0.2150768741725248,-0.2941253460036685,0.4661581046507896
4754,FAM160A2_proteomics,,,,,,
4755,RABEPK_proteomics,,,-0.21641475791180972,,,
4756,CLN8_proteomics,,,,,,
4757,TRAPPC2_proteomics,-0.19626187915504414,,,,,
4758,LRRC20_proteomics,,,,-0.19299515007685145,-0.3011908219508209,-0.18873602854203106
4759,AAK1_proteomics,,,,,,0.2909535848297924
4760,AKAP17A_proteomics,,,,-0.21913999404580156,,
4761,PDCD6_proteomics,0.19061867960987167,,,,,
4762,TTYH3_proteomics,0.4402506487395471,,0.3407829557389368,0.22727360006126185,,0.4405505516333142
4763,RPS6KC1_proteomics,,,,0.21131766097056706,,
4764,SFRP4_proteomics,,,,0.2590452478239675,,-0.2068773738052314
4765,NRBP2_proteomics,,,,,,
4766,SLC7A9_proteomics,,,,,,
4767,KLHL12_proteomics,,,,,,
4768,PROSER2_proteomics,-0.2544602680429424,,,,,
4769,PMPCA_proteomics,,,,,-0.22021354285945172,
4770,ALG9_proteomics,,,0.18468116038776164,,,
4771,RALGAPA2_proteomics,,,,,-0.2201360937973372,
4772,SLC2A4_proteomics,,,,,0.2996912213383862,
4773,PLEKHA6_proteomics,,,-0.3065915141346129,-0.3676693796794293,,-0.29361191290857985
4774,IVNS1ABP_proteomics,,,,0.4070628568372416,0.2621524923501333,0.2497690198933172
4775,ABRAXAS1_proteomics,,,,,,-0.291990553595051
4776,FAM89B_proteomics,,,,,,
4777,HCFC1_proteomics,,,,,,
4778,CALU_proteomics,,,0.5339506757285655,,,
4779,LGALS3_proteomics,0.33522479846923514,,,,,
4780,RALY_proteomics,,,,,-0.44476400709496505,
4781,RCC2_proteomics,,,0.23232413935945734,,,
4782,RBM24_proteomics,,,,,,
4783,DOCK1_proteomics,,,,,,
4784,TUBB4B_proteomics,,,,0.19400217596438094,,
4785,USF1_proteomics,,,,-0.32352324393580023,,-0.23524956470651845
4786,CRYL1_proteomics,-0.234826268484886,,,-0.336601233976404,,-0.29653417298372303
4787,CRISP3_proteomics,-0.2183403365053173,,,-0.2330703548443195,0.3630791826422724,
4788,KRT19_proteomics,,,,,,0.4547093715715852
4789,ATOX1_proteomics,0.2558144739676501,,,,,-0.2055610765619695
4790,HNRNPAB_proteomics,0.4093443960259274,,,,-0.2707443054445794,
4791,TUBB4A_proteomics,,,,0.19593281141453708,-0.2112599490598216,
4792,PROZ_proteomics,,,0.382754394572872,,,
4793,CLDND1_proteomics,,,,0.32595071077848903,,0.3178760371366544
4794,SGF29_proteomics,,,,,,
4795,FGD4_proteomics,-0.2524532813179736,,0.3009775176095677,,0.20701287535169288,
4796,CMBL_proteomics,,,-0.5382975141734666,,0.2510823644676806,
4797,SRSF7_proteomics,,,,,-0.3040368040362979,
4798,MPHOSPH6_proteomics,,,,,,
4799,ZNF318_proteomics,,,,-0.2216824461324346,,
4800,TBC1D4_proteomics,,,0.2281554952189129,0.2300929288260601,,
4801,TFDP1_proteomics,,,0.20011721216011846,,,
4802,KRT16_proteomics,,,0.5953254717268092,,,0.35814649563355594
4803,ALG14_proteomics,,,,-0.2835219348408421,,
4804,FCN3_proteomics,,,0.3964917861111564,,0.22018113769876954,
4805,UIMC1_proteomics,,,,,,-0.2636420658251348
4806,PDS5A_proteomics,,,-0.2037252367016832,,,
4807,RBM15_proteomics,,,,,,
4808,PAPOLG_proteomics,,,0.28878338809743354,,,
4809,SYNE2_proteomics,,,,,0.22241843605800252,
4810,ILKAP_proteomics,,,,,-0.2230432194722159,
4811,FOXP4_proteomics,0.21973714802463445,,,,,
4812,UBE2T_proteomics,,,,,,
4813,SORBS2_proteomics,,,,-0.4117627025202684,,
4814,RNF216_proteomics,,,,0.4216608368541965,,
4815,TRIM59_proteomics,,,,,,
4816,DCK_proteomics,,,-0.2213144168732004,-0.33365756237217825,,
4817,ZRANB2_proteomics,,,-0.2986968694441617,,,-0.20882081667722352
4818,LIMCH1_proteomics,,,,-0.22979213702268014,,
4819,RIN1_proteomics,,,,0.37241351582226506,,0.5085529450060499
4820,TUBB_proteomics,,,0.3902227492454055,0.25832152506285616,-0.2361132818716236,
4821,ARL6IP6_proteomics,,,0.2707734210756033,0.2032029642793852,0.22458246578440288,0.1901960325149772
4822,KRT17_proteomics,-0.23038263215209745,,0.4838078671121929,0.2203469646780956,,0.3826411612215764
4823,PLEKHA1_proteomics,-0.2270102456143077,,,0.1885415061581788,0.20945905467787326,0.426353879516732
4824,TRIM16_proteomics,-0.2421268144299988,,0.5357323977714346,,,0.2239919658165983
4825,CDH3_proteomics,,,,0.34940088896658883,,
4826,NACA_proteomics,,,,0.19772561587328089,,
4827,ACADM_proteomics,-0.3784446454486524,,,-0.3603746160271388,,-0.18757938024491053
4828,DNAH5_proteomics,,,,,,
4829,CPSF6_proteomics,,,-0.2285401868387648,,-0.35136809822274584,
4830,SUN1_proteomics,0.3527343149051201,,0.5345705715261186,0.3180604245703447,,0.2275947890350899
4831,TMEM192_proteomics,0.3567673724215219,,,,,
4832,EXOSC6_proteomics,-0.20909310564122985,,,,,
4833,SYNGAP1_proteomics,,,,,,
4834,LAMC2_proteomics,,,0.3871523879588853,0.3863042786980868,0.35378319421947074,0.4764105493082775
4835,GNA11_proteomics,,,,,,
4836,LITAF_proteomics,,,,,,
4837,CLU_proteomics,-0.3250378990335665,,0.22330934734638525,,0.2393843505357039,
4838,GNAQ_proteomics,,,,,0.21671079751177835,
4839,POR_proteomics,0.2393570233936681,,0.4691163978922902,,,
4840,CGNL1_proteomics,,,,-0.30200475804310223,,
4841,AP1M2_proteomics,0.20043651490386627,,-0.302972149578375,,,
4842,LTF_proteomics,-0.221260068720313,,0.3431550415503409,,0.2592268795137597,
4843,RBM39_proteomics,,,-0.20690281280588926,,-0.36933656844205853,-0.2405350027462605
4844,SYNPO_proteomics,-0.1959360329207413,,0.3089742371607558,,,
4845,U2AF1_proteomics,,,,,-0.40626706728279854,
4846,PTP4A1_proteomics,,,,,-0.31806928459519,
4847,SRGAP2_proteomics,,,,,,
4848,PTGFRN_proteomics,,,0.3527978124576192,0.2963511426920726,0.25305230200358325,0.3620301554630589
4849,GSTA3_proteomics,,,,,,
4850,OCIAD1_proteomics,,,-0.2477390034628269,,-0.2300816726163894,
4851,USP36_proteomics,,,,,,
4852,GSTA1_proteomics,-0.1918205353998627,,0.22143548928381948,,,
4853,CWC25_proteomics,,,,,,-0.2317762918365853
4854,XDH_proteomics,0.26185447849948784,,0.31180464834002675,,0.32098552839692224,0.24686965612935044
4855,GKAP1_proteomics,,,-0.19084730144995385,,,-0.3341912500995285
4856,NCOA5_proteomics,,,-0.2020903078872865,-0.212619006295963,-0.3339047639916365,
4857,ARMC4_proteomics,,,,,,
4858,KLK13_proteomics,,,,,,
4859,UBE2C_proteomics,,,,,-0.3272376674844833,
4860,SURF6_proteomics,,,,,,
4861,INPP4B_proteomics,,,-0.3206172265392851,,,
4862,EXOSC8_proteomics,-0.22701959447861536,,,0.2070121047900238,,
4863,U2AF2_proteomics,,,,0.25906318328720074,-0.22146441696098867,
4864,PRPF38B_proteomics,-0.2467605220283619,,,,,
4865,ESRP2_proteomics,,,,,,
4866,ANKRD1_proteomics,,,,,,
4867,FAM57A_proteomics,,,,0.43713754484052064,,
4868,NAP1L1_proteomics,,,,,,
4869,TCF20_proteomics,,,,,,
4870,CASP9_proteomics,,,,,,
4871,FAM76A_proteomics,,,0.22302002181522584,,,
4872,RBMS3_proteomics,,,0.3690212930916767,,,
4873,THG1L_proteomics,,,,0.2008951128269359,0.2363957414676969,0.21805563986977966
4874,HNRNPD_proteomics,,,,,-0.3527895828281213,
4875,TMED8_proteomics,,,-0.2844399215679033,,,
4876,DNAH9_proteomics,-0.20821642950725935,,,,,
4877,ERLEC1_proteomics,,,,-0.20969015110489928,0.2801338820866204,
4878,DNAH10_proteomics,,,,,,
4879,TSPAN13_proteomics,0.3480457028333218,,-0.23250090251424105,,0.3156203772659271,
4880,ASH2L_proteomics,-0.2507348874901135,,-0.2398408440256093,,,
4881,TRMT10C_proteomics,,,,,-0.3708539396326319,
4882,FUBP1_proteomics,,,-0.20046997248813894,,,-0.2381766070500861
4883,FIP1L1_proteomics,,,-0.2123920030633631,,,
4884,DCUN1D5_proteomics,,,,,,
4885,MMP8_proteomics,,,0.2350135874507025,,,
4886,MRPS6_proteomics,,,-0.2107044511557349,,,
4887,HNRNPL_proteomics,,,,,-0.3111757145936829,
4888,RPRD1A_proteomics,-0.2487439994256095,,-0.2585923206759421,,,
4889,CPSF1_proteomics,,,,,,
4890,S100A12_proteomics,-0.24394267684524376,,0.3171290268520108,,,
4891,KRT85_proteomics,,,,,,
4892,INTS6_proteomics,,,,,-0.4368545430283021,
4893,BCAR1_proteomics,0.21291457161044824,,0.21634659181227275,0.2311239554847269,,0.3398514974185801
4894,TUBB8_proteomics,,,,,,
4895,SURF2_proteomics,0.24309793787316694,,,0.1981549917547501,,
4896,RECQL5_proteomics,,,,0.2924457691460965,,-0.2523732674709123
4897,EXOC3_proteomics,,,-0.2261787480745863,,,0.20650063272449812
4898,ID4_proteomics,,,,,,
4899,SCAF4_proteomics,0.2647869262289748,,,-0.2223420795165165,,
4900,FSTL1_proteomics,,,0.3815770167537548,0.2193314205417714,0.22290130164748115,
4901,DNAH17_proteomics,,,,,,
4902,CBX1_proteomics,,,-0.1897026853415143,,,
4903,MGME1_proteomics,,,,0.3083179539086852,,
4904,UBE2N_proteomics,-0.3878812242577347,,-0.25926036033570715,-0.3068213597235413,-0.2920758743870878,
4905,SNRPC_proteomics,,,,,-0.34453842962933695,
4906,CPLX2_proteomics,,,,,,
4907,RASAL2_proteomics,,,0.3097034337672657,0.22125936623711928,,
4908,TAF6L_proteomics,,,,,,
4909,REEP3_proteomics,0.28992690146548783,,,,,
4910,WDR5_proteomics,,,,,-0.367546337593548,
4911,HOOK2_proteomics,,,-0.22435790446915213,,,0.20454124838146392
4912,HEATR6_proteomics,,,,0.2562029513592756,,
4913,MOB1B_proteomics,-0.2504171740596893,,,,,
4914,KRT81_proteomics,,,0.33707350747198184,,,
4915,KRT86_proteomics,,,,,,
4916,SRP14_proteomics,,,-0.3287216389331329,,-0.2168012732367897,
4917,SRSF1_proteomics,,,,,-0.2967954663697845,
4918,THAP11_proteomics,-0.20023012241731653,,,,,
4919,GALNT16_proteomics,,,,,,
4920,STAU2_proteomics,0.35893894252288705,,-0.3836582290461249,,,
4921,GSDMA_proteomics,-0.32144068011672466,,,,,
4922,COX18_proteomics,,,,,,
4923,NFYA_proteomics,,,,,,
4924,ISCA1_proteomics,,,,,,
4925,LMBRD2_proteomics,0.3077384579362481,,-0.2574246606191427,,,
4926,YIPF2_proteomics,0.24513661240626194,,,,,
4927,USP6NL_proteomics,,,0.29166540259991125,,,
4928,SCARA3_proteomics,,,,,,
4929,TMEM181_proteomics,,,-0.2507331557733312,0.273096204706626,,
4930,UCHL5_proteomics,,,,0.2505332449579022,,
4931,TRIO_proteomics,0.2825858222939974,,,,,0.20214157536978905
4932,RTFDC1_proteomics,,,,,-0.3618399324017437,
4933,SLC25A17_proteomics,,,,,,
4934,TACSTD2_proteomics,,,,0.23025163909626284,,0.37046903243811774
4935,SRRT_proteomics,,,-0.2878704211326411,,,-0.2287733160183341
4936,DHX15_proteomics,,,,,0.24509488712125285,
4937,CTSG_proteomics,-0.19961271533888947,,0.2006062056043236,,0.2766581910676853,
4938,SUPT6H_proteomics,,,,,-0.2263926434711244,
4939,HRAS_proteomics,0.3071144270075861,,,,,0.2017540404996333
4940,AGAP3_proteomics,,,-0.22933534489986676,,,0.4502051160920753
4941,TIAL1_proteomics,,,,,,
4942,TAF5L_proteomics,,,,,,
4943,PLCB3_proteomics,,,0.371222071974319,,,0.310494644273533
4944,ZMIZ1_proteomics,-0.2582999047857894,,-0.2834579886214056,,,
4945,GYPC_proteomics,,,0.2907631575765013,,,
4946,SLC35B3_proteomics,,,,,-0.4838867290263696,
4947,VIRMA_proteomics,,,,,,
4948,NUP214_proteomics,-0.21717696399312744,,,,,
4949,STEAP2_proteomics,,,,0.2486255155301165,,
4950,COMT_proteomics,,,0.2118948967340788,,,0.4106496577488151
4951,GOLGA1_proteomics,,,-0.2071525232294873,,,
4952,ACSS2_proteomics,0.26494012213188195,,0.2736404836063701,,-0.26490089435337194,
4953,GPLD1_proteomics,-0.21147032682219952,,0.33532381333097794,,,
4954,IFRD1_proteomics,,,0.23387396998217425,,0.2342173720125397,
4955,C7orf25_proteomics,,,,0.2912982246097269,,0.23822686975765836
4956,CARNMT1_proteomics,,,-0.2843422010116773,,,
4957,DNAH7_proteomics,,,,,,
4958,NXF1_proteomics,,,,,-0.2866786544880794,
4959,OXR1_proteomics,0.2440260224122176,,-0.27112307097230154,,,
4960,NUCB1_proteomics,,,,,0.21181764185402024,0.195443245337748
4961,NFS1_proteomics,,,-0.24159587538271626,,-0.36528292106755456,
4962,KIF21B_proteomics,,,,,,
4963,GRHL2_proteomics,0.3466568599434797,,,0.2469915162898457,0.3221730116558527,
4964,GFAP_proteomics,,,0.3117556529293607,,,
4965,RNF167_proteomics,,,,,,
4966,PTPA_proteomics,,,,-0.3122798390443152,,
4967,ENDOD1_proteomics,0.35176341745595685,,0.363565984942222,,0.3091266626783412,0.4927320429838205
4968,CDYL_proteomics,,,,,,
4969,LAMB3_proteomics,,,0.39435109459729417,0.3732247715723949,,0.49228604183935204
4970,ARL6_proteomics,,,,,,
4971,KRT14_proteomics,,,0.35551416582829803,0.21157734897256472,,0.4031571605373604
4972,LGALS4_proteomics,,,,,,
4973,TMUB1_proteomics,,,,,,
4974,TMBIM1_proteomics,,,,0.21990706580787056,,
4975,GPATCH8_proteomics,,,,,,
4976,EPS8L2_proteomics,0.2566827760234922,,,,,0.3029182148471528
4977,DHX9_proteomics,,,,,,
4978,EXOSC3_proteomics,,,,0.27927464163196897,,-0.2575923680732142
4979,BCLAF1_proteomics,,,,,-0.2631532908611524,
4980,STMN2_proteomics,,,,,,
4981,HNRNPA1L2_proteomics,-0.2650519787658584,,,,,
4982,CAMSAP1_proteomics,,,,,,0.22058458459572286
4983,CNOT3_proteomics,,,,,,
4984,AP1S1_proteomics,,,,,,0.1900426651424208
4985,PNN_proteomics,,,-0.2494782009236052,,-0.22539369088422215,-0.2450510832880536
4986,SCRN2_proteomics,,,,,0.3092437429207954,
4987,TSFM_proteomics,,,-0.19913879916311492,,-0.3248418213699649,
4988,PLEKHS1_proteomics,0.24372256663420644,,,,,
4989,CREB1_proteomics,-0.22961627411656044,,,,,
4990,CMTM7_proteomics,,,,,,
4991,CHD4_proteomics,0.2358336249275876,,,,-0.3768805723873609,
4992,DNAH6_proteomics,,,,,,0.31426133157408953
4993,DRAP1_proteomics,,,,0.19829895762379274,,
4994,SCLY_proteomics,-0.22793957019189245,,-0.2989295013757665,-0.349106532977899,,-0.2511227199029208
4995,HNRNPH1_proteomics,,,,0.18895508163961167,,
4996,TCERG1_proteomics,,,,,-0.3691256182195114,
4997,RAI1_proteomics,0.2393525017460923,,,,,
4998,TBL2_proteomics,0.2807427873253336,,0.2072376173448292,,,
