,Comparison,Correlation,P_value,Significant
4314,ITGAV_proteomics,0.4428407536140119,1.4223908397161948e-06,1.0
90,ACAP1_proteomics,-0.4422000273812984,1.479045793238391e-06,1.0
10145,ZBP1_proteomics,-0.442137854937479,1.4846556782984693e-06,1.0
1263,CARD8_proteomics,-0.4420912074734858,1.4888779633536424e-06,1.0
4478,KIF13B_proteomics,-0.4409492106991713,1.595866241684417e-06,1.0
3817,HCLS1_proteomics,-0.4407619945821126,1.6140861176106405e-06,1.0
8065,SERPINE1_proteomics,0.44058980862939956,1.6310171073916581e-06,1.0
9470,TRIP6_proteomics,0.4404324988714384,1.6466323010085362e-06,1.0
4288,ISG20_proteomics,-0.44029190301190735,1.6607081815251689e-06,1.0
61,ABI3_proteomics,-0.44012798284634724,1.677263131364608e-06,1.0
2495,DOCK2_proteomics,-0.4400847028736206,1.6816601687282443e-06,1.0
4228,INPP5D_proteomics,-0.4400583857621493,1.6843391978159522e-06,1.0
9877,VAV1_proteomics,-0.43946391089850745,1.745943823346517e-06,1.0
6831,PPM1K_proteomics,-0.4388457323694496,1.812265281199678e-06,1.0
4179,IL1RAP_proteomics,0.43878359073020146,1.8190625843955986e-06,1.0
6195,P4HA1_proteomics,0.43838024410527143,1.8637728096900646e-06,1.0
6664,PLOD1_proteomics,0.4370437775073418,2.0194718001212863e-06,1.0
1636,CGGBP1_proteomics,-0.4368511964664086,2.0428977511851033e-06,1.0
6030,NUB1_proteomics,-0.4337400677994331,2.4588950496279657e-06,1.0
3201,FGL2_proteomics,-0.4335338962802843,2.489121527900838e-06,1.0
10041,WIPF1_proteomics,-0.4332703408113532,2.5282731615041573e-06,1.0
8903,TBC1D1_proteomics,-0.43320159163906957,2.5385813883099386e-06,1.0
2951,F11R_proteomics,0.43231466183825784,2.675184117644018e-06,1.0
1648,CHCHD2_proteomics,0.43191308632664227,2.7392948254617434e-06,1.0
8670,ST6GAL1_proteomics,-0.4310267641993515,2.885975527804016e-06,1.0
2661,EFNA1_proteomics,0.4304135149258218,2.991779215871139e-06,1.0
7347,RASIP1_proteomics,-0.4303666495631692,3.000013978198652e-06,1.0
5447,MSRA_proteomics,-0.4302357864495482,3.023121712840938e-06,1.0
956,BLOC1S5_proteomics,-0.4299276903252824,3.078191542003374e-06,1.0
2504,DOK2_proteomics,-0.42929088899833834,3.195035720969672e-06,1.0
8376,SMAP2_proteomics,-0.42839089201604824,3.3673421766220983e-06,1.0
3665,GRAP2_proteomics,-0.4280928767245835,3.4263080552610333e-06,1.0
2941,EXT1_proteomics,0.43721836421496885,3.4729009111658713e-06,1.0
1204,CADPS2_proteomics,-0.44898414873437575,3.5341880697741036e-06,1.0
7125,PTPN18_proteomics,-0.42586986426033724,3.8979703981976824e-06,1.0
2968,FADD_proteomics,0.42536265363840564,4.01386666144582e-06,1.0
7345,RASAL3_proteomics,-0.42493070884197964,4.115124083578488e-06,1.0
4984,MAP4K1_proteomics,-0.4232537960756701,4.531560021463983e-06,1.0
221,ADPRH_proteomics,-0.42319209437660177,4.547616948889223e-06,1.0
2493,DOCK10_proteomics,-0.42119090046744045,5.0984999196236185e-06,1.0
6207,PACSIN1_proteomics,-0.4642313736569086,5.2179428357272795e-06,1.0
4214,INHBA_proteomics,0.4205589520795511,5.28515932941436e-06,1.0
7549,RIPK3_proteomics,-0.42049314202604027,5.304964270699829e-06,1.0
1300,CAVIN2_proteomics,-0.4196447588164822,5.5666309712327714e-06,1.0
477,AP1S2_proteomics,-0.4187672117278523,5.850078138207353e-06,1.0
6944,PRKAR2B_proteomics,-0.4186443323233162,5.890838240275687e-06,1.0
443,ANO1_proteomics,0.41830133382150775,6.006036057834539e-06,1.0
1437,CD4_proteomics,-0.4172324388659395,6.378811906335976e-06,1.0
9186,TMEM159_proteomics,0.4172320149528149,6.378963983086507e-06,1.0
598,ARHGDIB_proteomics,-0.4172130431511783,6.385773525887755e-06,1.0
3652,GPSM3_proteomics,-0.4163502879889822,6.70278883260027e-06,1.0
1949,CORO1A_proteomics,-0.41624040770107457,6.744213043181656e-06,1.0
3518,GLRX_proteomics,-0.4158674292676963,6.886631353679203e-06,1.0
8754,STX6_proteomics,0.4156265148813595,6.980124532581366e-06,1.0
1231,CAMSAP2_proteomics,0.41541673440419147,7.062508858422555e-06,1.0
3513,GLIPR2_proteomics,-0.4152524066007333,7.127682562795651e-06,1.0
5853,NGLY1_proteomics,-0.41500566527937777,7.226607874557923e-06,1.0
8518,SP2_proteomics,-0.4647985567775924,7.415797191771923e-06,1.0
1187,CAB39L_proteomics,-0.4135769168321187,7.82536001034674e-06,1.0
1424,CD276_proteomics,0.41317233553674015,8.003221815693229e-06,1.0
7159,PURB_proteomics,0.4123792046608771,8.363007939313787e-06,1.0
5283,MMRN2_proteomics,-0.41219121915536966,8.45048966349991e-06,1.0
8499,SORBS2_proteomics,-0.41176270252026836,8.653139329963523e-06,1.0
1430,CD34_proteomics,-0.4116507158477375,8.706848546876117e-06,1.0
3308,FRMD6_proteomics,0.4116095072250173,8.72669127674862e-06,1.0
5998,NSF_proteomics,-0.41151940082757166,8.770227719099056e-06,1.0
7129,PTPN6_proteomics,-0.41132119058497596,8.86671749076344e-06,1.0
5708,NCKAP1L_proteomics,-0.4107485259871254,9.151142377277261e-06,1.0
10141,ZAP70_proteomics,-0.4101673910556346,9.448543923452697e-06,1.0
6064,NUP133_proteomics,0.4098573672235587,9.610901475784982e-06,1.0
8033,SEPT6_proteomics,-0.40965608156970745,9.717716196882121e-06,1.0
8906,TBC1D10C_proteomics,-0.4096547816248133,9.71840964758961e-06,1.0
4832,LRRC8A_proteomics,0.40864130270534244,1.0273458810627985e-05,1.0
5332,MPZL1_proteomics,0.40738623389397255,1.1002205713630484e-05,1.0
1876,COL12A1_proteomics,0.407192932034985,1.1118677754248036e-05,1.0
4350,IVNS1ABP_proteomics,0.4070628568372416,1.1197705295518765e-05,1.0
7083,PSTPIP1_proteomics,-0.4070243361448293,1.1221209907110953e-05,1.0
1442,CD48_proteomics,-0.40659996010683563,1.1483248275216273e-05,1.0
1766,CLIC2_proteomics,-0.40624652975243325,1.170586355245916e-05,1.0
3263,FN3K_proteomics,-0.4060099439765156,1.1857143950915002e-05,1.0
1256,CARD11_proteomics,-0.40482029580789447,1.2646127799025552e-05,1.0
3281,FOSL2_proteomics,0.4047681287730043,1.2681830897717594e-05,1.0
7346,RASGRP2_proteomics,-0.4046579281461644,1.2757564083961102e-05,1.0
3482,GIMAP1_proteomics,-0.4029098239851556,1.4017287080004754e-05,1.0
6550,PIK3CG_proteomics,-0.40248400493335645,1.4341385286367369e-05,1.0
7134,PTPRC_proteomics,-0.4023965480766871,1.4408816402928144e-05,1.0
6074,NUP37_proteomics,0.40215495755686614,1.4596640065739421e-05,1.0
4020,HSD17B11_proteomics,-0.4021456901239445,1.4603890631544923e-05,1.0
8212,SKAP1_proteomics,-0.42244768393511745,1.4708381403965003e-05,1.0
4167,IKZF1_proteomics,-0.40173695713873236,1.4927059700956596e-05,1.0
3621,GPC1_proteomics,0.40160660176189766,1.5031532278017793e-05,1.0
8280,SLC2A1_proteomics,0.40149734169546425,1.5119627164846595e-05,1.0
8006,SELP_proteomics,-0.4012807982103539,1.529565899741837e-05,1.0
7881,SASH3_proteomics,-0.40117236149329727,1.5384531076409192e-05,1.0
9063,THEMIS2_proteomics,-0.4010718283582962,1.5467358892048302e-05,1.0
618,ARHGEF6_proteomics,-0.4010364518648825,1.549660462837993e-05,1.0
4326,ITGB8_proteomics,0.4008437150067259,1.565685510172535e-05,1.0
2136,CTTN_proteomics,0.40020626937750875,1.6198020107861773e-05,1.0
5794,NEDD9_proteomics,-0.4326347141003749,1.655255904687243e-05,1.0
3485,GIMAP4_proteomics,-0.3986168265735719,1.7624927275775844e-05,1.0
9440,TRIM26_proteomics,-0.39858862687571495,1.765127800113462e-05,1.0
4735,LIMD1_proteomics,-0.39761943757262935,1.8579738227503514e-05,1.0
9026,TFEB_proteomics,-0.3970445515891313,1.9151933078492096e-05,1.0
1792,CLSTN1_proteomics,0.3963304448309263,1.9885743416414644e-05,1.0
673,ARRB2_proteomics,-0.3959667040338391,2.0269588233458144e-05,1.0
6614,PLCB2_proteomics,-0.39576258019549754,2.048802946886494e-05,1.0
1416,CD2_proteomics,-0.39570652237976756,2.054840481559797e-05,1.0
3761,GZMH_proteomics,-0.39558297100549955,2.0682062140656217e-05,1.0
7482,RFK_proteomics,-0.3951549913154555,2.115138423723698e-05,1.0
7738,RPS3_proteomics,0.3951088109241606,2.1202618714056352e-05,1.0
3177,FERMT1_proteomics,0.39493834108300585,2.1392755381427684e-05,1.0
3829,HDDC3_proteomics,-0.3943840233785104,2.202214333823791e-05,1.0
3566,GNG7_proteomics,-0.4047302218447526,2.2317568496500106e-05,1.0
9913,VPS13C_proteomics,-0.3940090314155126,2.24577274620966e-05,1.0
7163,PUS7_proteomics,0.3929848999781237,2.3688882858679715e-05,1.0
4302,ITGA2_proteomics,0.39275855913291924,2.396938758055264e-05,1.0
4409,KCNAB2_proteomics,-0.3924041757456884,2.4414840532953125e-05,1.0
867,BAIAP2L1_proteomics,0.39208310463083584,2.4825112864024513e-05,1.0
6472,PHACTR2_proteomics,-0.3920658195744773,2.4847382489207697e-05,1.0
3052,FAM49A_proteomics,-0.3918631295738604,2.5109924778949944e-05,1.0
154,ACVR1_proteomics,0.41375294438577986,2.5249843385389983e-05,1.0
1886,COL28A1_proteomics,-0.3915485553642112,2.5522546245977362e-05,1.0
3224,FKBP14_proteomics,0.39115242466476263,2.6051189410966554e-05,1.0
4356,JAK1_proteomics,-0.3911420532307712,2.606516719781083e-05,1.0
2618,ECHDC1_proteomics,-0.3905817666044027,2.6830812924687932e-05,1.0
6653,PLEKHO1_proteomics,-0.3903558167318909,2.714550366808027e-05,1.0
5634,NAAA_proteomics,-0.3902383003594543,2.7310538502203557e-05,1.0
4688,LCP2_proteomics,-0.3900975548371692,2.7509432981975283e-05,1.0
1957,COTL1_proteomics,-0.39002114651327097,2.7617977158071692e-05,1.0
9147,TMC5_proteomics,-0.5509403464099658,2.797516278302815e-05,1.0
637,ARL4C_proteomics,0.46644341675607504,2.8051839266133793e-05,1.0
6969,PRNP_proteomics,0.3895588658633055,2.828329260308778e-05,1.0
5593,MYO1G_proteomics,-0.3895294803242211,2.832608804365228e-05,1.0
4306,ITGA5_proteomics,0.3891455243561357,2.889086552215571e-05,1.0
576,ARHGAP15_proteomics,-0.3888292496480555,2.9363995728174026e-05,1.0
3878,HID1_proteomics,-0.38876601740331507,2.9459454478590253e-05,1.0
8496,SOD3_proteomics,-0.38863488913129884,2.965834012550729e-05,1.0
1874,COL11A1_proteomics,0.3884581110361827,2.992845577355483e-05,1.0
9563,TTC9_proteomics,-0.3882876870887532,3.0191042963843518e-05,1.0
3541,GMPR_proteomics,-0.3882876761269267,3.0191059922902255e-05,1.0
1432,CD38_proteomics,-0.38793868875461485,3.073552545064754e-05,1.0
2800,ENPP4_proteomics,-0.3878129721232836,3.093390320995985e-05,1.0
2817,EPB41L3_proteomics,-0.3876269591703295,3.122962841666015e-05,1.0
3185,FGD2_proteomics,-0.38748963863260777,3.1449638776217823e-05,1.0
6525,PICK1_proteomics,-0.3957481266266538,3.208240594137867e-05,1.0
7862,SAMHD1_proteomics,-0.3869854638257351,3.226992339396538e-05,1.0
4387,KANK4_proteomics,0.39560660303761996,3.231080804995694e-05,1.0
3312,FRY_proteomics,-0.39719937849432907,3.2645979017395226e-05,1.0
1443,CD5_proteomics,-0.3969504486623524,3.3053843507110985e-05,1.0
4274,IRF4_proteomics,-0.3864794009764706,3.3113397420514425e-05,1.0
4646,LAMC2_proteomics,0.3863042786980868,3.3410057171273026e-05,1.0
6682,PLXNA1_proteomics,0.3860884510627962,3.3779096117742376e-05,1.0
10121,YKT6_proteomics,0.3860656057438393,3.3818381422583785e-05,1.0
8944,TBRG4_proteomics,0.3858472669065007,3.4196005893754705e-05,1.0
9678,UBE2J1_proteomics,-0.38499324535590945,3.571131735370435e-05,1.0
6194,P3H4_proteomics,0.38493499633428485,3.581692665754113e-05,1.0
8515,SP110_proteomics,-0.38459583460120605,3.6437678865696754e-05,1.0
4575,KRIT1_proteomics,0.3836194564655627,3.828138535136549e-05,1.0
2545,DSC3_proteomics,0.38284338684804986,3.980873124315516e-05,1.0
8042,SERINC3_proteomics,0.38268074085106213,4.013597028743741e-05,1.0
1268,CARMIL2_proteomics,-0.4165152803861112,4.0149212610714575e-05,1.0
503,APBB1IP_proteomics,-0.38255526186209043,4.0390148162286515e-05,1.0
1049,BZW2_proteomics,0.3821228367552638,4.127767805128652e-05,1.0
8010,SEMA4A_proteomics,-0.39341518226722133,4.3034814371827516e-05,1.0
2882,ERO1A_proteomics,0.38095710106222924,4.3762010317653706e-05,1.0
1558,CELSR1_proteomics,0.3808765099839783,4.3938826609574746e-05,1.0
7460,REPIN1_proteomics,-0.38940737600229136,4.394752362337089e-05,1.0
5272,MMP14_proteomics,0.38069049166977315,4.4349503186982416e-05,1.0
7350,RASSF2_proteomics,-0.38046114340987824,4.4860780576149074e-05,1.0
2069,CSK_proteomics,-0.38026000953885974,4.531369102418434e-05,1.0
8694,STAT5B_proteomics,-0.38013157110322715,4.560513958844561e-05,1.0
3500,GJB3_proteomics,0.5123446634583998,4.617537147156082e-05,1.0
406,ANK2_proteomics,-0.37933259623208027,4.7457872461222235e-05,1.0
6621,PLCG2_proteomics,-0.3789496501144576,4.837060683348736e-05,1.0
2814,EPB41_proteomics,-0.37887161573543693,4.855859899119977e-05,1.0
196,ADGRE5_proteomics,-0.3783654250653158,4.979473803830176e-05,1.0
127,ACSL5_proteomics,-0.3783079316327603,4.993698398391658e-05,1.0
3637,GPNMB_proteomics,0.3779600755612443,5.080575389741185e-05,1.0
7799,RTKN_proteomics,0.3779558742799378,5.0816332376403455e-05,1.0
4269,IRF2_proteomics,-0.37779324549130655,5.1227403408898045e-05,1.0
2602,DYRK1A_proteomics,-0.3776004323433543,5.1718795152333424e-05,1.0
6040,NUDCD3_proteomics,0.3774212466197147,5.217940134657776e-05,1.0
2914,EVL_proteomics,-0.37734879937260724,5.23667163750172e-05,1.0
281,AIFM2_proteomics,-0.37725616779589827,5.260713382732468e-05,1.0
10053,WNT4_proteomics,0.4546534862783034,5.326936918412859e-05,1.0
3158,FCHO1_proteomics,-0.46002524889532415,5.43310670842274e-05,1.0
7452,REL_proteomics,0.37652670127265897,5.453675060328998e-05,1.0
9959,VWA5A_proteomics,-0.37648948383247355,5.463695050106609e-05,1.0
9984,WDFY4_proteomics,-0.37638876938568167,5.490896518961538e-05,1.0
5592,MYO1F_proteomics,-0.375708563229194,5.677947932664623e-05,1.0
9282,TNFAIP8L2_proteomics,-0.3756269287295837,5.700792391965108e-05,1.0
9082,THYN1_proteomics,-0.3755671383370889,5.717578448176007e-05,1.0
1906,COLGALT1_proteomics,0.37529570731871725,5.794364198058552e-05,1.0
87,ACADSB_proteomics,-0.375189760302479,5.82459619346267e-05,1.0
4883,LYN_proteomics,-0.3747085957835987,5.963758854317352e-05,1.0
3350,FZD6_proteomics,0.37443467570096844,6.044362317298325e-05,1.0
2058,CRYM_proteomics,-0.3736321765755741,6.286396874892956e-05,1.0
9252,TMF1_proteomics,-0.37344615218821,6.3437787061091e-05,1.0
4643,LAMB3_proteomics,0.37322477157239486,6.412703523299297e-05,1.0
7135,PTPRCAP_proteomics,-0.4123476734791607,6.551884018546534e-05,1.0
2745,ELMO1_proteomics,-0.37274298884921436,6.565124268385931e-05,1.0
962,BMP1_proteomics,0.37270082449661035,6.578623334687428e-05,1.0
457,ANXA2_proteomics,0.37251289406400623,6.639105449808555e-05,1.0
7536,RIN1_proteomics,0.37241351582226506,6.67129789326603e-05,1.0
4470,KIAA1324_proteomics,-0.37240261696376886,6.674837300731425e-05,1.0
8624,SRPK2_proteomics,0.37218774788351155,6.744974803308964e-05,1.0
8552,SPI1_proteomics,-0.40040034938292135,6.9845673029758e-05,1.0
3345,FYB1_proteomics,-0.3708165975212031,7.208989001228766e-05,1.0
4800,LPXN_proteomics,-0.37065608620013335,7.26521266486684e-05,1.0
5583,MYO10_proteomics,0.3706030282877606,7.283887441403778e-05,1.0
1396,CCR1_proteomics,-0.5849297247082341,7.37368006324453e-05,1.0
7352,RASSF4_proteomics,-0.3875203747348511,7.407034648501693e-05,1.0
7940,SDC1_proteomics,0.37020916465449955,7.423921180558967e-05,1.0
8156,SHANK3_proteomics,-0.37002783848158616,7.489229794411056e-05,1.0
8182,SIGLEC1_proteomics,-0.36999650094266656,7.500570834736932e-05,1.0
6674,PLS3_proteomics,0.36991938745313957,7.528546376462541e-05,1.0
3498,GJA1_proteomics,0.36985480087626305,7.552052173861204e-05,1.0
5467,MT1X_proteomics,0.3696286836494065,7.634885956476516e-05,1.0
8946,TBXAS1_proteomics,-0.3694256012711927,7.710002466699997e-05,1.0
3692,GSDME_proteomics,0.3693651281843372,7.732503121646765e-05,1.0
6685,PLXNB2_proteomics,0.3692881472803162,7.761234506733732e-05,1.0
8673,STAB1_proteomics,-0.36908121908401414,7.838959755845973e-05,1.0
2663,EFNB1_proteomics,0.36829328925921,8.141606864296239e-05,1.0
6327,PCSK9_proteomics,0.3779069750762134,8.302066988401692e-05,1.0
4159,IGSF3_proteomics,0.3677938167876182,8.339057448009964e-05,1.0
6638,PLEKHA6_proteomics,-0.36766937967942925,8.38893917731245e-05,1.0
1454,CD79A_proteomics,-0.36669286722460054,8.790142207113343e-05,1.0
6698,PMVK_proteomics,0.3663520491686926,8.934325015212223e-05,1.0
3190,FGF1_proteomics,0.36584032019033835,9.154952528390441e-05,1.0
1436,CD3G_proteomics,-0.38103218224103175,9.190454909419046e-05,1.0
1121,C2CD2L_proteomics,-0.3654675970486992,9.318830472766625e-05,1.0
3240,FLI1_proteomics,-0.3654210967946806,9.339466116399976e-05,1.0
4746,LIN7A_proteomics,-0.5238465535331185,9.457405614419512e-05,1.0
3254,FMNL1_proteomics,-0.3651388094817941,9.465653944207452e-05,1.0
2232,DARS_proteomics,0.36488687324502306,9.579612816224052e-05,1.0
2975,FAHD1_proteomics,0.36453428511867925,9.74124524624955e-05,1.0
6328,PCTP_proteomics,-0.36446615461589704,9.772768589444729e-05,1.0
9027,TFF3_proteomics,-0.37610831720599225,9.789851433874758e-05,1.0
2281,DDAH1_proteomics,-0.3638021486830243,0.00010085008928566904,1.0
5257,MLPH_proteomics,-0.3636902223842212,0.00010138546302971812,1.0
5643,NADK_proteomics,-0.36354086323431667,0.00010210400794112096,1.0
1181,CA5B_proteomics,-0.3634120194667916,0.00010272766025559775,1.0
8681,STAP1_proteomics,-0.536074027586165,0.0001029213035008475,1.0
8693,STAT5A_proteomics,-0.3625957253311337,0.00010676192199546281,1.0
3388,GAN_proteomics,0.3625401441755228,0.0001070419030519638,1.0
5030,MAST3_proteomics,-0.3689041824813554,0.00010776843688935907,1.0
8878,TANC2_proteomics,0.3620576467984281,0.00010950126386836358,1.0
8231,SLC16A1_proteomics,0.3619935072346706,0.00010983212158126784,1.0
6481,PHF1_proteomics,-0.36197096201772044,0.00010994863956250106,1.0
7652,RPL10_proteomics,0.3618252727126287,0.00011070436578518761,1.0
1894,COL5A1_proteomics,0.3617761041136906,0.00011096050372329053,1.0
4249,IPCEF1_proteomics,-0.549443311516727,0.0001121352052861545,1.0
3486,GIMAP6_proteomics,-0.36119116805137874,0.00011405023361569558,1.0
3262,FN1_proteomics,0.36081326340286285,0.00011608872406770517,1.0
5946,NOTCH3_proteomics,0.36069647965614743,0.00011672549707562195,1.0
85,ACADM_proteomics,-0.3603746160271388,0.00011849733173496887,1.0
4716,LGALS9_proteomics,-0.36035775458671215,0.00011859083832109553,1.0
7517,RHOB_proteomics,0.3601335237744018,0.00011984086843715959,1.0
7975,SEC23B_proteomics,-0.3601120776132889,0.00011996106486030942,1.0
9482,TRMT5_proteomics,0.36000733001533325,0.00012054974152784607,1.0
5249,MLF1_proteomics,0.38818608489728684,0.00012064179904356546,1.0
5167,METTL7A_proteomics,-0.35948687668011414,0.00012351468533084386,1.0
10150,ZBTB20_proteomics,-0.3594769504655811,0.00012357188645718533,1.0
4261,IQGAP2_proteomics,-0.3594168273151861,0.0001239188805459449,1.0
6881,PPP3CC_proteomics,-0.35917146148685597,0.00012534439136959688,1.0
3532,GMDS_proteomics,-0.35892487393992983,0.00012679233959480172,1.0
2792,ENO1_proteomics,0.3584253170432138,0.00012977346502731705,1.0
7538,RIN3_proteomics,-0.3580825617100261,0.0001318563956513917,1.0
4784,LOXL2_proteomics,0.35790069037620875,0.0001329742011078432,1.0
5964,NPTN_proteomics,0.35708585997216624,0.00013809115494315053,1.0
4032,HSP90AA1_proteomics,0.3570810751761526,0.00013812173520814968,1.0
2830,EPHB3_proteomics,0.35708004604871196,0.00013812831331959716,1.0
6665,PLOD2_proteomics,0.3567342451183371,0.00014035519571166762,1.0
5208,MICAL1_proteomics,-0.35643321709863585,0.00014232084334334365,1.0
4362,JCHAIN_proteomics,-0.3563446245835128,0.00014290418253052288,1.0
5558,MYH11_proteomics,-0.356324036807519,0.0001430400606373624,1.0
5669,NAT1_proteomics,-0.3560904197669248,0.00014459034498885635,1.0
1740,CLASP2_proteomics,-0.355816980737797,0.00014642469583450347,1.0
8147,SH3KBP1_proteomics,-0.3556599970394298,0.00014748754949130596,1.0
2831,EPHB4_proteomics,0.35533356248207104,0.00014972063139729835,1.0
164,ADAM17_proteomics,0.3552378859118801,0.00015038106024945196,1.0
3,AAAS_proteomics,0.3545782270401064,0.000155008603974933,1.0
9797,UROS_proteomics,-0.3543318400638455,0.00015677065744946017,1.0
5997,NSDHL_proteomics,0.3540841076767659,0.0001585610540490287,1.0
7459,RENBP_proteomics,-0.3535903430848322,0.0001621862772337795,1.0
8709,STK10_proteomics,-0.353202366441315,0.0001650885802082926,1.0
7835,S100A2_proteomics,0.3531872511157893,0.0001652026210241243,1.0
8596,SQLE_proteomics,0.35305403726169554,0.00016621084560731472,1.0
1258,CARD16_proteomics,-0.3643416452155993,0.00016683333782575182,1.0
2503,DOK1_proteomics,-0.3526652900795979,0.0001691857838905738,1.0
6625,PLCL2_proteomics,-0.35228891537738877,0.0001721130154102647,1.0
2111,CTNNA1_proteomics,0.35226707660438794,0.00017228429818830896,1.0
1021,BSG_proteomics,0.35223673281958684,0.0001725225486351437,1.0
2802,ENTPD1_proteomics,-0.35199007524737247,0.00017447059568426776,1.0
9178,TMEM132A_proteomics,0.3519668194545332,0.00017465531291390582,1.0
