,Comparison,Correlation,P_value,Significant
7066,ZG16_proteomics,0.19758195525653255,0.052391919037951824,0.0
177,AGR2_proteomics,0.19751570224616047,0.05247263612175115,0.0
3674,MRPL30_proteomics,-0.19749143388093696,0.05250222824311308,0.0
2331,GALT_proteomics,0.21099156260183885,0.05258358813207907,0.0
5240,RNASE2_proteomics,0.1974239555495082,0.0525845814794186,0.0
4110,NRDC_proteomics,0.19742216157466053,0.05258677236690013,0.0
6541,TRIOBP_proteomics,0.1973389119320571,0.05268852341811243,0.0
5120,RBM19_proteomics,-0.21089321590478532,0.052696394793141074,0.0
2907,ILF3_proteomics,-0.19728529344894413,0.05275414377724608,0.0
1672,DIP2A_proteomics,0.25553563198027357,0.052866104241746065,0.0
2314,GAL_proteomics,0.30443976918401516,0.05295386508733938,0.0
2174,FBXO30_proteomics,0.19917931786581686,0.05297849217773712,0.0
4170,NUMB_proteomics,0.19706674926707837,0.053022302250773715,0.0
6269,THNSL1_proteomics,-0.19907443264945096,0.05310620703158958,0.0
2208,FGB_proteomics,0.19697590912597338,0.0531340943523241,0.0
2955,IQGAP2_proteomics,0.19697407935463895,0.053136348143409055,0.0
7061,ZFR_proteomics,-0.196953475276131,0.05316173230786956,0.0
6980,XPO4_proteomics,-0.19683603623934703,0.05330660727701838,0.0
4749,PPP6C_proteomics,0.19683437697700126,0.05330865649637744,0.0
5904,SP110_proteomics,0.21412982922705445,0.05339282328192183,0.0
2816,HSPA14_proteomics,-0.1966513072168225,0.05353514901801367,0.0
5346,RPRD1A_proteomics,-0.20195045448488444,0.053545271919197966,0.0
4367,PDCD2L_proteomics,0.22841984339101717,0.05362139327210411,0.0
4252,OTUD4_proteomics,0.2774172628811188,0.0536246464172393,0.0
6503,TRAFD1_proteomics,0.19656920662036814,0.053636979788664774,0.0
1264,COL18A1_proteomics,0.196397014226615,0.05385106993846282,0.0
5862,SNRPF_proteomics,-0.19639470762179173,0.05385394254278174,0.0
3220,LETM1_proteomics,-0.19636892528133182,0.05388605997568025,0.0
4562,PLEK_proteomics,0.1962954680509021,0.053977652991940635,0.0
5193,RFC5_proteomics,0.19627997395935928,0.05399698872668668,0.0
128,ADCY6_proteomics,0.21100953743045486,0.054015735832385454,0.0
5880,SNX30_proteomics,-0.20045812865743434,0.05402864497582065,0.0
2636,HBE1_proteomics,0.32821825656357473,0.05423539280469203,0.0
1308,COPS5_proteomics,0.19604687563917197,0.054288569247107836,0.0
2887,IGFBP2_proteomics,0.19603957981819936,0.05429771634603898,0.0
2602,GYS1_proteomics,0.19599348923873106,0.05435553143199404,0.0
6422,TMX2_proteomics,-0.19596784126297162,0.054387725613609314,0.0
7105,ZNHIT2_proteomics,0.22608352392171677,0.05444227867029133,0.0
3064,KDELR2_proteomics,0.24549260611241777,0.05445302301026018,0.0
5305,RPL23A_proteomics,-0.19590008391665836,0.054472852175830005,0.0
2424,GLOD4_proteomics,0.19587319006766804,0.05450667042112145,0.0
355,APOBEC3F_proteomics,0.2735741548209426,0.054557493664856085,0.0
3173,LAMB3_proteomics,0.19578496937268852,0.05461772643696299,0.0
14,AATF_proteomics,-0.19577448422450575,0.05463093793351512,0.0
941,CCNK_proteomics,-0.195756789318656,0.0546532398175055,0.0
5588,SEPT6_proteomics,0.19567870489963174,0.05475174325823102,0.0
198,AIMP1_proteomics,-0.1956240830932371,0.05482073520025768,0.0
2680,HIBCH_proteomics,-0.1955635388683001,0.05489729100212507,0.0
276,ANAPC5_proteomics,-0.20890340906591334,0.05502174473748065,0.0
2834,HTATIP2_proteomics,-0.1954303767302229,0.055065977982877094,0.0
2491,GORAB_proteomics,0.26493127999897403,0.05521894884683817,0.0
5833,SMPD4_proteomics,-0.19528955113742194,0.0552448352810293,0.0
4802,PRMT3_proteomics,-0.20276983300158918,0.055274034710159216,0.0
999,CDC123_proteomics,-0.2111816831796633,0.05530750103152008,0.0
3623,MOSPD2_proteomics,-0.2178701420492179,0.05533987626829927,0.0
5081,RAP1GAP2_proteomics,0.23346108698255988,0.05535926690922355,0.0
1118,CHERP_proteomics,-0.19514404917961942,0.05543013207676545,0.0
6384,TMEM259_proteomics,0.34742031143833874,0.05549295680044113,0.0
3340,LYAR_proteomics,-0.1950596439190752,0.05553785558951483,0.0
6579,TSPAN14_proteomics,0.21225407132066146,0.05556778990002701,0.0
4958,PWP1_proteomics,0.19492747915333553,0.055706877699956,0.0
2669,HELZ2_proteomics,0.20578307491531184,0.05585387308792959,0.0
1824,ECSIT_proteomics,-0.19480786018479454,0.05586021866102091,0.0
4650,POLR2G_proteomics,-0.19480509767027884,0.05586376404406908,0.0
6309,TJP2_proteomics,-0.1947375144788387,0.055950557092970275,0.0
6900,WARS2_proteomics,-0.19470434804020886,0.05599319117579826,0.0
3617,MON1B_proteomics,0.21439504510176033,0.0561722048614283,0.0
4965,PYCR1_proteomics,-0.19448873931922228,0.05627099683103349,0.0
458,ARMT1_proteomics,0.19445598778342618,0.056313294876455554,0.0
1741,DOK1_proteomics,0.19439409246200806,0.05639330275067086,0.0
2414,GK_proteomics,-0.19436396852454124,0.05643227559291515,0.0
4535,PKM_proteomics,0.1942976917824144,0.05651809879818156,0.0
6582,TSPAN6_proteomics,-0.19427812164942881,0.056543461027163,0.0
783,C4B_proteomics,0.19421427614270492,0.05662626746168023,0.0
2603,GZMA_proteomics,0.19837345874196635,0.05662934769326226,0.0
876,CASD1_proteomics,0.2712872799739748,0.05669176029605019,0.0
3284,LPP_proteomics,0.1941583947244887,0.05669882610516881,0.0
3728,MRPS6_proteomics,-0.19409218915805748,0.05678488855240987,0.0
4522,PIP4K2A_proteomics,0.19402765318928608,0.05686888357273081,0.0
5343,RPP30_proteomics,-0.1938838070195762,0.05705646871604535,0.0
5147,RBX1_proteomics,0.19379723594863363,0.05716960720199893,0.0
5478,SARS2_proteomics,-0.19364871827268612,0.057364130518001995,0.0
1456,CTSC_proteomics,0.193620773297353,0.0574007923573951,0.0
4254,OTUD7B_proteomics,0.21471577079387627,0.05740112462175264,0.0
3386,MAP1B_proteomics,0.19355383248680474,0.057488691967139065,0.0
5144,RBPJ_proteomics,0.21191310543778585,0.057537526943035024,0.0
78,ACOX1_proteomics,-0.19336734728685975,0.05773414559193675,0.0
6818,VAMP3_proteomics,0.1933457120317227,0.05776267753966749,0.0
3214,LEMD2_proteomics,-0.19330247704200207,0.05781972914680309,0.0
3719,MRPS27_proteomics,-0.19323940981490745,0.057903033430570884,0.0
6411,TMOD1_proteomics,0.19317859014793318,0.057983461907971316,0.0
4738,PPP2R5E_proteomics,0.19311843363650139,0.05806310327342473,0.0
2049,EXOC5_proteomics,0.19307346501442652,0.05812269575952123,0.0
2911,IMMT_proteomics,-0.19305220135577975,0.058150891802272404,0.0
45,ABR_proteomics,0.1930444204653317,0.05816121221551139,0.0
1976,EPB42_proteomics,0.19302790440272163,0.05818312374503694,0.0
2695,HIST1H1C_proteomics,-0.19295785815651,0.05827612772320982,0.0
4623,POF1B_proteomics,-0.19295394918707176,0.058281321440048044,0.0
5607,SERPINB9_proteomics,0.19295283853140444,0.05828279720008709,0.0
1980,EPHB3_proteomics,0.19587924541371154,0.0584799830880171,0.0
2866,IFI16_proteomics,0.19278104804946603,0.058511428220452966,0.0
4520,PIN4_proteomics,-0.19273300771496593,0.058575494718109355,0.0
5506,SCIN_proteomics,0.19266579673265102,0.05866522335812792,0.0
6614,TUBA3C_proteomics,-0.19264159294947902,0.058697563617004435,0.0
1155,CIZ1_proteomics,0.22227729327614582,0.05874750939333851,0.0
2826,HSPB6_proteomics,0.1925984598596503,0.058755232676152715,0.0
4151,NUDC_proteomics,0.19244972128176177,0.05895445175274728,0.0
2207,FGA_proteomics,0.1923795351894544,0.05904864981093139,0.0
6928,WDR41_proteomics,0.21611091435637997,0.05906336969647716,0.0
4720,PPP1R18_proteomics,0.19211067069373783,0.05941063608854677,0.0
5463,SAMD9L_proteomics,0.23150783750560722,0.05942875953494119,0.0
6746,UHRF2_proteomics,-0.21577768858851334,0.05946495133713836,0.0
3895,NCAPG_proteomics,0.19513172466549092,0.059467715226485064,0.0
4308,PARD3B_proteomics,0.30844586419867914,0.059551298721788125,0.0
3515,MEST_proteomics,0.21566990560481988,0.05959531834567993,0.0
6895,VWA8_proteomics,-0.19192248771147827,0.059665073027983274,0.0
5474,SARDH_proteomics,-0.30026526778532747,0.05976480454221967,0.0
5422,RTF1_proteomics,0.19178025966871134,0.059857965223328174,0.0
417,ARHGDIA_proteomics,0.191748035765724,0.05990173849727801,0.0
6241,TF_proteomics,0.1916647118585184,0.06001504765765451,0.0
1946,EML1_proteomics,0.19163571464602627,0.06005452091673318,0.0
3979,NEDD4L_proteomics,0.19160067779089307,0.06010224406785582,0.0
4790,PRKCD_proteomics,0.19156379912051846,0.060152509349181635,0.0
5229,RIOX2_proteomics,-0.19460229289448774,0.0601754796019594,0.0
6290,TIMM17A_proteomics,0.19778306215325903,0.06020929532052141,0.0
6506,TRAPPC1_proteomics,0.2526640378277393,0.060281610675764714,0.0
695,BST1_proteomics,0.1914630525477947,0.06029000084201507,0.0
5741,SLC27A3_proteomics,0.19144224916273486,0.06031842367929494,0.0
3212,LDLRAP1_proteomics,-0.3075486254228925,0.06033497045961639,0.0
552,ATP6V0C_proteomics,0.22729240494679157,0.06035321940740033,0.0
1266,COL1A2_proteomics,0.19140174767597362,0.06037379060558299,0.0
2459,GNB4_proteomics,0.19139542409455781,0.0603824388994918,0.0
7032,ZC2HC1A_proteomics,0.19763066640310434,0.06041119022894287,0.0
4935,PTPRC_proteomics,0.19123172442034403,0.060606670730473954,0.0
2463,GNG12_proteomics,0.19113761557462766,0.06073588584959364,0.0
2642,HCFC1_proteomics,-0.19104699906144507,0.06086051806199595,0.0
6473,TP53RK_proteomics,-0.19102195835600663,0.06089499531469718,0.0
3174,LAMC1_proteomics,0.1909803358055798,0.060952338482425435,0.0
3823,MYL3_proteomics,0.19097842903523152,0.06095496648401039,0.0
6382,TMEM245_proteomics,0.19097660704566172,0.06095747772299536,0.0
5153,RCN1_proteomics,-0.19097634715841538,0.06095783593114226,0.0
1270,COL3A1_proteomics,0.190774241980947,0.06123692182133558,0.0
5100,RAVER1_proteomics,-0.19075226150039534,0.061267337226426015,0.0
3828,MYO15B_proteomics,-0.19074165679954355,0.06128201584239892,0.0
1643,DHPS_proteomics,0.20755178630038632,0.06133979607790126,0.0
4306,PAPSS2_proteomics,0.190538368461682,0.06156395416476541,0.0
565,ATPAF1_proteomics,-0.1905228638535793,0.061585500633230726,0.0
4939,PTPRJ_proteomics,0.21265137139653537,0.06159435775975338,0.0
2315,GAL3ST2_proteomics,0.20733096535461962,0.061622393963840415,0.0
5745,SLC2A3_proteomics,0.19033300576989046,0.061849841465293855,0.0
5151,RCCD1_proteomics,0.2941580081019607,0.06192651694670498,0.0
4714,PPP1R12B_proteomics,0.19023349748433474,0.06198875625621476,0.0
7111,ZYX_proteomics,0.1901756582894578,0.062069617175389245,0.0
3782,MTR_proteomics,0.20554592393602722,0.06229763301584748,0.0
6440,TNS1_proteomics,0.18996693328131747,0.06236213546787875,0.0
2996,ITGAL_proteomics,0.19403571847560977,0.06236956544137907,0.0
1276,COL5A2_proteomics,0.18992284876947357,0.062424061151203636,0.0
1973,EPB41L3_proteomics,0.18988894394111455,0.062471721436633994,0.0
2772,HNRNPLL_proteomics,-0.1898804129447682,0.062483718188168974,0.0
5211,RHOB_proteomics,0.192874364820357,0.0625333703464426,0.0
1115,CHD8_proteomics,0.2482998420650231,0.06255041223165551,0.0
4026,NID2_proteomics,0.18969096770529975,0.06275060990971823,0.0
2409,GINS3_proteomics,0.2896133355667513,0.06283488617316599,0.0
6809,UTP3_proteomics,-0.1916052609125663,0.0628730739381027,0.0
1734,DOCK2_proteomics,0.18956286869824496,0.0629316017663105,0.0
838,CALU_proteomics,0.18955418165265436,0.06294389110613038,0.0
3045,KARS_proteomics,-0.18954768052799442,0.0629530893570686,0.0
6694,UBE2Q1_proteomics,0.1978960740243279,0.0630291031139344,0.0
1612,DEF6_proteomics,0.18940806239410712,0.06315089502350014,0.0
721,C12orf4_proteomics,-0.26467945646273827,0.06323880171718145,0.0
4607,PMPCB_proteomics,-0.1893373725810371,0.0632512382641932,0.0
7071,ZMPSTE24_proteomics,-0.1893237089029064,0.0632706486177883,0.0
833,CALCOCO2_proteomics,-0.18928062544109803,0.06333188386038326,0.0
2644,HCLS1_proteomics,0.1892782759909796,0.0633352245582598,0.0
1234,CNP_proteomics,0.18926595475955982,0.06335274654098098,0.0
4213,OGDHL_proteomics,0.20722569278626446,0.06341824583880983,0.0
5749,SLC30A7_proteomics,0.20342056415003892,0.06346776693414222,0.0
897,CBR1_proteomics,0.1891818001648788,0.06347252794576942,0.0
4891,PSPC1_proteomics,-0.18902172132408218,0.06370088434869818,0.0
837,CALR_proteomics,0.18900896109386756,0.06371911583284011,0.0
1001,CDC23_proteomics,-0.19304596192024692,0.06374352823609611,0.0
5789,SLFN5_proteomics,0.18896261415983,0.06378537080719586,0.0
1240,COA3_proteomics,-0.1889184365814238,0.06384857670780779,0.0
6454,TOMM6_proteomics,0.1889049025281916,0.06386795037915378,0.0
2115,FAM207A_proteomics,0.23875594463795452,0.06387310758242248,0.0
7095,ZNF687_proteomics,-0.20182181043762018,0.06398785943065403,0.0
5585,SEPT3_proteomics,-0.222543667079561,0.06406840927623464,0.0
5939,SPRYD4_proteomics,-0.1887320535774203,0.06411579990428529,0.0
3189,LARP4_proteomics,0.20162664092836352,0.06425080911380228,0.0
825,CACYBP_proteomics,0.18861496486297125,0.06428413795182579,0.0
6282,THY1_proteomics,-0.1885934189870272,0.0643151534644852,0.0
3011,ITLN1_proteomics,0.18855791812418282,0.06436628384168631,0.0
2457,GNB1L_proteomics,0.21915310082251085,0.06437350945925845,0.0
4583,PLP1_proteomics,0.20031231828634166,0.06442494467470222,0.0
5678,SI_proteomics,0.29889609896189084,0.06454706339225097,0.0
6178,TAX1BP1_proteomics,0.23243667868139226,0.06456665817106914,0.0
4373,PDCL3_proteomics,-0.18833414868815612,0.06468932989823695,0.0
1116,CHDH_proteomics,-0.188305320861833,0.06473104292400202,0.0
4767,PRDX6_proteomics,0.1882396188519898,0.06482619343755348,0.0
6635,TWF2_proteomics,0.18823478855461673,0.06483319321659328,0.0
785,C4BPB_proteomics,0.18817359031064457,0.06492193121627199,0.0
1891,EIF3K_proteomics,0.18812283435545551,0.06499560258466086,0.0
3157,KYNU_proteomics,0.20601720061478276,0.06501086061827903,0.0
6444,TOE1_proteomics,0.22501480290972575,0.06505870090413367,0.0
3988,NELFA_proteomics,-0.18804717553403907,0.06510554598848914,0.0
4914,PTK2_proteomics,-0.1880252554555324,0.06513742727699312,0.0
6387,TMEM30A_proteomics,0.18797274322083513,0.06521385435274699,0.0
4109,NRBP2_proteomics,-0.2906061881533014,0.06529295741266676,0.0
1092,CFHR3_proteomics,0.20699927018175757,0.06542728417056526,0.0
3785,MTTP_proteomics,-0.24569227382691225,0.0654474286214443,0.0
6394,TMEM45B_proteomics,-0.324391504617481,0.06550483447378776,0.0
1663,DHX8_proteomics,-0.1995200959939455,0.06550981692533887,0.0
5724,SLC25A20_proteomics,-0.18764266872300428,0.06569591764557035,0.0
2303,G3BP1_proteomics,-0.18745771626462526,0.06596729598223378,0.0
4980,QPCTL_proteomics,0.19916606957829242,0.06599938038105875,0.0
4719,PPP1R14D_proteomics,-0.19796142436668468,0.06606395438639384,0.0
2377,GDPD3_proteomics,0.18737286634775985,0.06609209900606378,0.0
6808,UTP23_proteomics,-0.25192982617945325,0.06609985451995687,0.0
4354,PCP4L1_proteomics,0.2646146074064431,0.06615256959881438,0.0
2538,GREM1_proteomics,0.18723949556090608,0.06628865675150165,0.0
2238,FKBP9_proteomics,-0.18723214669971394,0.06629950103714975,0.0
4169,NUMA1_proteomics,-0.18721357119016924,0.06632691824492773,0.0
5328,RPL5_proteomics,-0.18717001309240175,0.06639124547226927,0.0
5370,RPS27L_proteomics,0.21446924679753449,0.0665146077130503,0.0
1384,CRCP_proteomics,0.30489107024672896,0.06652219317073865,0.0
4042,NLN_proteomics,-0.18706133660972074,0.06655196098508483,0.0
1368,CPSF3_proteomics,-0.18705761498644607,0.06655747026259486,0.0
5367,RPS26_proteomics,-0.18703572378724462,0.06658988421980737,0.0
2994,ITGA7_proteomics,0.18702554371340957,0.06660496205384607,0.0
2153,FASN_proteomics,0.18694955029286076,0.06671760429497335,0.0
3671,MRPL27_proteomics,-0.18686915438862653,0.06683694017115209,0.0
6068,STX2_proteomics,0.25124554269579996,0.06686394738259524,0.0
1290,COMMD4_proteomics,0.18683889767988326,0.06688189656651879,0.0
1736,DOCK6_proteomics,-0.18681525187318176,0.06691704732268251,0.0
2679,HIBADH_proteomics,-0.18681423124330845,0.06691856488046917,0.0
2090,FAHD2A_proteomics,-0.2171078558688929,0.06696679902634295,0.0
2118,FAM210A_proteomics,0.19618202875836271,0.06696902433620908,0.0
5442,S100A12_proteomics,0.1867078352301615,0.0670769163864732,0.0
3587,MLST8_proteomics,0.19385773252984534,0.06713076924542839,0.0
6071,STX5_proteomics,0.18663152384180998,0.0671906791122472,0.0
4356,PCSK1N_proteomics,0.23394007049370474,0.0672434062375676,0.0
2085,FADD_proteomics,-0.18649332888753486,0.06739709372669075,0.0
395,ARFIP2_proteomics,0.1894025036074914,0.06749819053559336,0.0
4122,NSMAF_proteomics,-0.24387933798549583,0.06752427259658304,0.0
546,ATP5S_proteomics,-0.18635971084588526,0.06759716002770283,0.0
4636,POLE3_proteomics,0.18635331571874234,0.0676067474961563,0.0
4748,PPP5C_proteomics,0.18630095855516132,0.06768528189636054,0.0
1641,DHFR_proteomics,0.19566123707559463,0.06771142446971787,0.0
6990,XRN2_proteomics,-0.18625831543759802,0.06774930003454648,0.0
3514,MESDC2_proteomics,0.1861763298894329,0.06787251884676213,0.0
6687,UBE2J1_proteomics,0.18615263422267433,0.06790816562311297,0.0
2223,FILIP1_proteomics,0.19775331316505496,0.06798256101905337,0.0
48,ACAA1_proteomics,-0.18610316685632222,0.06798263110911745,0.0
2745,HMGN2_proteomics,0.18606879554412217,0.06803441071601268,0.0
4788,PRKCA_proteomics,0.18605458561293023,0.06805582697986343,0.0
1756,DPP4_proteomics,0.19213747673870896,0.06806483585757067,0.0
5051,RAC2_proteomics,0.18603803164575222,0.06808078289832006,0.0
5350,RPS11_proteomics,-0.18593954836747875,0.06822940439704825,0.0
6590,TSSC4_proteomics,0.18982084657500498,0.06839200681767024,0.0
1480,CWC25_proteomics,0.21303603801602505,0.06839627379561372,0.0
4115,NRP2_proteomics,0.1962723678058107,0.06845597562407878,0.0
5639,SFXN2_proteomics,-0.18977366207219534,0.06846199649717574,0.0
2710,HK3_proteomics,0.18568877909224868,0.06860902675358482,0.0
4505,PIGR_proteomics,0.18547304073706392,0.06893698359037831,0.0
6083,SUCLG2_proteomics,-0.18543735481026274,0.06899135388165274,0.0
2594,GUCY2C_proteomics,-0.1981352878107281,0.06910441383009759,0.0
4366,PDCD11_proteomics,-0.18532345531335154,0.06916512059585543,0.0
3432,MAT2B_proteomics,0.18527029691277191,0.06924634081657234,0.0
5952,SRA1_proteomics,0.18922007766057838,0.06928747099793496,0.0
5802,SMARCA2_proteomics,-0.19014195593739985,0.06945599770661523,0.0
2122,FAM234A_proteomics,-0.18510097752334745,0.06950555627211939,0.0
1754,DPM3_proteomics,-0.18508324713822855,0.06953274547186615,0.0
3909,NCKAP1L_proteomics,0.18507448937041196,0.06954617850853906,0.0
2481,GOLGA5_proteomics,0.1850168386856959,0.0696346579237727,0.0
935,CCL20_proteomics,0.32482864581432475,0.06968578695034362,0.0
3471,MCTP2_proteomics,0.28264259530253355,0.06973413456283974,0.0
6744,UGT8_proteomics,0.22815488195066702,0.06979134370717593,0.0
1385,CREB1_proteomics,0.18489357054821562,0.0698241488963124,0.0
2477,GOLGA1_proteomics,0.19196981639224595,0.06988937596456857,0.0
6736,UGDH_proteomics,0.18479216266811643,0.06998034780947532,0.0
5867,SNTB2_proteomics,0.18475085083801268,0.07004406141583022,0.0
6428,TNFAIP8L2_proteomics,0.3054378845317232,0.07006092703315929,0.0
3928,NDUFA12_proteomics,0.18470275312005605,0.07011829964401128,0.0
6263,THBS3_proteomics,0.18967488222136586,0.0701563846806633,0.0
3824,MYL6_proteomics,0.18467479608608506,0.07016148017006094,0.0
1945,EMILIN3_proteomics,0.29284432663811966,0.0704191630108354,0.0
7081,ZNF24_proteomics,0.2046387679582943,0.07043942803807728,0.0
8,AAMP_proteomics,0.1844755794401124,0.07046979863764145,0.0
7069,ZMAT2_proteomics,-0.19048520737285246,0.07051443094950945,0.0
2435,GM2A_proteomics,0.18438022150287603,0.07061776632785666,0.0
2470,GNL3L_proteomics,-0.18933115854917273,0.07067543640178503,0.0
5916,SPATS2_proteomics,0.21889349005878828,0.07075740340189604,0.0
4721,PPP1R1B_proteomics,0.18426582737161742,0.07079560339276324,0.0
383,ARF1_proteomics,0.1881727660781087,0.07087114597946402,0.0
4458,PGM2_proteomics,0.184136843800342,0.07099655450532644,0.0
485,ASH2L_proteomics,-0.18412675028152936,0.0710122991899066,0.0
4470,PHB2_proteomics,-0.18407804423197704,0.07108831441432492,0.0
121,ADAM17_proteomics,0.18501629666725192,0.07112947523689386,0.0
6997,YBX2_proteomics,-0.3181206652586033,0.0712004552911264,0.0
2028,ESRP2_proteomics,-0.19436780846644092,0.07123655590620825,0.0
2759,HNRNPA1_proteomics,-0.18392218622567183,0.0713320022612911,0.0
3763,MTHFD1_proteomics,0.1837694170871947,0.0715715140195547,0.0
1656,DHX30_proteomics,-0.18370846034817817,0.07166726293539659,0.0
113,ACTR8_proteomics,-0.2741589657039997,0.07171984390948455,0.0
6572,TSEN34_proteomics,0.2011663180295369,0.07173214661566844,0.0
326,AP1S2_proteomics,0.22140724611686044,0.07176435098419727,0.0
2323,GALNT1_proteomics,0.18363267589631058,0.07178644674675769,0.0
1549,DCLK1_proteomics,0.18358343882165523,0.07186396593459224,0.0
6063,STX11_proteomics,0.24925050619978853,0.07188813075194184,0.0
4447,PFN2_proteomics,0.1835551390586845,0.07190855180608695,0.0
6067,STX18_proteomics,0.1835399823594263,0.07193244013659277,0.0
4775,PRIM1_proteomics,0.22289255702539248,0.07203544390078631,0.0
3276,LPCAT1_proteomics,0.18346538387499925,0.0720501073418762,0.0
1864,EI24_proteomics,-0.19494851099292465,0.0720623990465463,0.0
3718,MRPS26_proteomics,-0.18345554733444241,0.07206563448520265,0.0
3093,KIAA1524_proteomics,0.2675604772669712,0.07222842080134309,0.0
4488,PHLDB2_proteomics,0.19957954978485606,0.07223142120532286,0.0
5005,RAB23_proteomics,0.18330463833040442,0.0723041851123739,0.0
353,APOB_proteomics,0.1833022177231552,0.07230801668540618,0.0
409,ARHGAP30_proteomics,0.22795816930255142,0.0723564460890184,0.0
186,AHNAK_proteomics,0.18323073843971138,0.07242123482853674,0.0
4398,PDLIM7_proteomics,0.1831938598463451,0.07247970374918325,0.0
1874,EIF2B3_proteomics,-0.18318033419521593,0.07250115743225075,0.0
99,ACTG1_proteomics,0.1831670548125916,0.07252222547377518,0.0
3635,MPP1_proteomics,-0.18311587668367757,0.07260346687138627,0.0
6111,SVIL_proteomics,0.18310002121453722,0.0726286510952841,0.0
3439,MB_proteomics,0.21135064841358664,0.07266182381188122,0.0
4395,PDLIM3_proteomics,0.18305169650703373,0.07270545163166192,0.0
894,CBL_proteomics,0.18302878950594975,0.07274187966357462,0.0
4095,NPM1_proteomics,-0.18298389289095335,0.07281331948669201,0.0
2244,FLOT1_proteomics,0.18293075472939452,0.07289794632464414,0.0
1219,CNDP2_proteomics,0.18286133908730945,0.07300861567166395,0.0
6006,ST5_proteomics,0.18976215076055014,0.07323041913961804,0.0
6755,UNG_proteomics,-0.1875480983852959,0.07341790998027709,0.0
4946,PTTG1IP_proteomics,0.18259474861458946,0.07343489889722599,0.0
2254,FN1_proteomics,0.18254490123098083,0.07351482768128262,0.0
6499,TRAF2_proteomics,-0.18247373871322203,0.07362905595449076,0.0
2479,GOLGA3_proteomics,0.18237577622226325,0.07378653646339173,0.0
3614,MOGAT2_proteomics,0.2722486502194302,0.07380098870247596,0.0
2758,HNRNPA0_proteomics,-0.18235088698540322,0.07382659053042351,0.0
1472,CUL4A_proteomics,-0.18229115931575623,0.07392278119511855,0.0
2066,EZR_proteomics,0.18223075799243318,0.07402015928285281,0.0
1954,ENGASE_proteomics,-0.18217638661413404,0.07410790420929961,0.0
2694,HIST1H1B_proteomics,-0.18214484674865178,0.07415884180349883,0.0
4573,PLEKHO2_proteomics,0.18210853814735256,0.07421751587775025,0.0
1260,COL14A1_proteomics,0.18208977246311547,0.07424785553171888,0.0
1074,CEP170B_proteomics,0.18296634801720343,0.07437361226076711,0.0
1623,DENND4C_proteomics,-0.18200678043689852,0.07438215354713376,0.0
2539,GREM2_proteomics,0.24033427801667018,0.07439366302166167,0.0
5599,SERPINA5_proteomics,0.1819746948419006,0.07443412690821015,0.0
4350,PCNA_proteomics,0.1819659808493355,0.07444824717697845,0.0
6979,XPO1_proteomics,-0.1818627443407566,0.07461569694283335,0.0
6035,STIM2_proteomics,0.23789387088930125,0.0747578064359331,0.0
4341,PCDH1_proteomics,0.18765415020700502,0.07487651133826786,0.0
5671,SHMT2_proteomics,-0.18167064821421963,0.07492808293547061,0.0
3405,MAP7D1_proteomics,0.18166715993993082,0.07493376525548945,0.0
2237,FKBP8_proteomics,0.1814896823650354,0.07522332958256552,0.0
1328,CORO7-PAM16_proteomics,-0.181451712529874,0.07528539602878734,0.0
5808,SMARCC1_proteomics,-0.18137197560169027,0.07541586993466629,0.0
986,CD59_proteomics,0.18136846681597465,0.0754216155467511,0.0
1037,CDK5RAP1_proteomics,0.31864281989651644,0.0754925378028585,0.0
2865,IER3IP1_proteomics,0.18129729200240635,0.07553823973385895,0.0
4762,PRDX1_proteomics,-0.18128421421018248,0.0755596842221149,0.0
460,ARPC1A_proteomics,-0.18121473820884249,0.07567369044494478,0.0
4985,QSOX2_proteomics,0.18703214544522478,0.07586333680432622,0.0
3463,MCM4_proteomics,0.1810948896745441,0.07587067982945432,0.0
3745,MST1R_proteomics,0.21201098961517828,0.07590372962838886,0.0
5417,RSRC1_proteomics,-0.2586141908053974,0.07592557044744153,0.0
2243,FLNC_proteomics,0.18100325531520553,0.07602157248655253,0.0
1454,CTSA_proteomics,-0.1808249111011596,0.07631593941581731,0.0
5216,RHPN2_proteomics,-0.18992199666187798,0.0763412890744232,0.0
6863,VPS29_proteomics,0.18078474240576753,0.0763823661186587,0.0
2063,EXOSC8_proteomics,0.18074571873245723,0.07644694373469223,0.0
3223,LGALS2_proteomics,0.19920696640972446,0.07647419078236982,0.0
4791,PRKCDBP_proteomics,0.1807289680007333,0.07647467681470135,0.0
6381,TMEM238_proteomics,0.1855595940675078,0.07657662696036475,0.0
6920,WDR20_proteomics,0.2759628120609451,0.07689366343862948,0.0
1994,EPS8L1_proteomics,0.1951820266878185,0.07701498862253596,0.0
3558,MICALL2_proteomics,0.18038076517103946,0.07705300365649774,0.0
5968,SRPK2_proteomics,-0.1803047351126622,0.07717974664583109,0.0
1579,DDX10_proteomics,-0.18619700305058523,0.07720468599974221,0.0
6267,THEMIS2_proteomics,0.18413254020868602,0.07725596362852506,0.0
3594,MMGT1_proteomics,0.19616600762762545,0.07734674538253425,0.0
6086,SUGP2_proteomics,-0.18306945285950466,0.07737334765710532,0.0
3454,MCCC1_proteomics,-0.18017700673807918,0.07739304762148634,0.0
126,ADAR_proteomics,0.18009173670354023,0.0775357078573337,0.0
3810,MYADM_proteomics,0.18008180993966386,0.07755232942688162,0.0
2191,FCN1_proteomics,0.18004984703462568,0.07760586815232726,0.0
