,Comparison,Correlation,P_value,fdr_bh_p_val,Cancer Type
997,TRAPPC4_proteomics,-0.3600683038761979,0.000111675273460786,0.0038016614144440204,Kidney
585,NDUFA12_proteomics,-0.35977883115754644,0.00011320922915966129,0.003840405389185433,Kidney
750,PPP1R3G_proteomics,0.3595762447058594,0.00011429439301193315,0.0038637080174277892,Kidney
323,FBXO17_proteomics,0.3591625850772946,0.00011654028502237318,0.003925950851691197,Kidney
698,PHYHD1_proteomics,-0.35893575507085185,0.00011778917052619193,0.003954292499810084,Kidney
605,NDUFS3_proteomics,-0.3585902988555222,0.00011971511634839922,0.004005089857972997,Kidney
332,FGFR1OP2_proteomics,-0.35850420379696923,0.00012019963922449633,0.004007480755175476,Kidney
926,STRBP_proteomics,-0.3581534935961332,0.00012219225323342343,0.004059963153666692,Kidney
454,IRF2_proteomics,-0.35780714554980597,0.00012419017952542682,0.004112263214183246,Kidney
987,TNK1_proteomics,0.3776799130349505,0.00012613852741369765,0.004162571404652022,Kidney
149,CAB39_proteomics,-0.357286756850771,0.00012724921420203378,0.004184989410807227,Kidney
814,RHPN2_proteomics,0.355743809226446,0.00013673573543816585,0.004481790896017179,Kidney
727,PM20D2_proteomics,0.3554231883658879,0.00013878768499864052,0.004533731043288924,Kidney
81,APTX_proteomics,-0.3553185990792588,0.0001394632103825649,0.004540510292388069,Kidney
856,SERF2_proteomics,-0.35498017525090914,0.00014167001795310503,0.004596931485555267,Kidney
187,CHD3_proteomics,-0.35486236523644765,0.0001424458161408586,0.004606697693995367,Kidney
430,ICAM1_proteomics,0.354766890442215,0.0001430774251150808,0.004611751423476791,Kidney
128,BCKDK_proteomics,0.35468735151437697,0.00014360559561724679,0.004613448638008372,Kidney
171,CD151_proteomics,0.35443586985020137,0.00014528746928132544,0.004652075996592143,Kidney
166,CCT4_proteomics,0.3543138197139176,0.00014611029799997837,0.004663033260512468,Kidney
36,ADH1C_proteomics,-0.35424114976509724,0.00014660227162898714,0.004663394227358798,Kidney
798,RBKS_proteomics,0.3540395447400728,0.000147975195279084,0.0046916841326721335,Kidney
715,PLCL1_proteomics,-0.3536417598612946,0.00015071917174923764,0.004747453341171715,Kidney
1035,UQCR10_proteomics,-0.35362128221935096,0.0001508616996525779,0.004747453341171715,Kidney
468,KCTD9_proteomics,0.35348116335831603,0.00015184031262983322,0.004747453341171715,Kidney
1016,TTLL12_proteomics,0.3534088475419026,0.00015234768005840143,0.004747453341171715,Kidney
251,DHX30_proteomics,-0.3533835756815455,0.00015252535801110238,0.004747453341171715,Kidney
829,SAP30_proteomics,0.3533630066886211,0.00015267011363075396,0.004747453341171715,Kidney
772,PTK2B_proteomics,-0.35322982357769356,0.0001536104882997849,0.004761434368960106,Kidney
755,PPP4R2_proteomics,-0.35291132025436805,0.0001558812080470041,0.004816431466471445,Kidney
880,SLC2A13_proteomics,0.3522677845213178,0.00016056454707288924,0.0049453880498449895,Kidney
992,TRAF3IP2_proteomics,0.3736734102524764,0.00016319936140758728,0.005010633558153202,Kidney
336,FNBP1_proteomics,-0.35161183561023734,0.00016547230000415477,0.005051617708646667,Kidney
124,BASP1_proteomics,-0.35159822441521404,0.00016557559589256237,0.005051617708646667,Kidney
1005,TRIP6_proteomics,0.35146632452843085,0.000166579692034418,0.00506632028877092,Kidney
524,MBOAT2_proteomics,-0.37259565165564057,0.00017104227504477544,0.0051857879765137855,Kidney
721,PLIN2_proteomics,0.35079348655740306,0.00017179018108089546,0.005192237809491737,Kidney
193,CKS1B_proteomics,0.3875714547433687,0.00017512552319909664,0.005276608155520607,Kidney
969,TMCO6_proteomics,0.3997963511951595,0.00018074439073569317,0.005429046683955713,Kidney
396,HABP4_proteomics,-0.34958525168638743,0.00018152797351221538,0.005435754317949116,Kidney
1047,VIL1_proteomics,-0.34922323515762355,0.00018454378147403813,0.0055090577472649786,Kidney
1018,TUBB2B_proteomics,-0.37822390906877346,0.00018549839118899423,0.005520568685017245,Kidney
174,CDC37L1_proteomics,-0.3488368505981828,0.00018781377473804336,0.005571530613939835,Kidney
110,ATP2B4_proteomics,0.3487729971921214,0.00018835931162361017,0.005571530613939835,Kidney
243,DDX47_proteomics,0.3486538165508727,0.00018938147156435188,0.005584738714642376,Kidney
842,SDR39U1_proteomics,-0.3484616450421818,0.00019104047404169762,0.005616589936825909,Kidney
306,ERO1A_proteomics,0.34813364763206844,0.0001939031928089435,0.005645305764588654,Kidney
972,TMEM115_proteomics,-0.348132530040971,0.00019391301458303463,0.005645305764588654,Kidney
138,BRK1_proteomics,-0.34798339446610416,0.00019522781178642337,0.005645305764588654,Kidney
679,PFAS_proteomics,0.34798048493948563,0.00019525354446672975,0.005645305764588654,Kidney
384,GRAP_proteomics,-0.40721232351387093,0.00019571816246718058,0.005645305764588654,Kidney
253,DHX36_proteomics,-0.34788612168167454,0.0001960898255372302,0.005645305764588654,Kidney
878,SLC27A4_proteomics,-0.34788606880710815,0.00019609029505940803,0.005645305764588654,Kidney
619,NME7_proteomics,0.3474015826975238,0.00020043649442372897,0.005753357600292955,Kidney
481,KRIT1_proteomics,0.34708130031736795,0.0002033584733765794,0.005820011530087237,Kidney
347,GABARAPL1_proteomics,-0.4930548890065374,0.00020430384335312467,0.005825321544997199,Kidney
598,NDUFB5_proteomics,-0.3468640808567945,0.00020536259399525923,0.005825321544997199,Kidney
786,RAB20_proteomics,0.34674004811517467,0.00020651513929468218,0.005825321544997199,Kidney
774,PTPN12_proteomics,0.3467221895068134,0.00020668157870851187,0.005825321544997199,Kidney
308,ERP44_proteomics,-0.3466758190660292,0.00020711432411047172,0.005825321544997199,Kidney
213,CRYBG1_proteomics,0.34654232649486005,0.00020836481334182805,0.005825321544997199,Kidney
848,SEMA5B_proteomics,0.3465001622188565,0.0002087612369845072,0.005825321544997199,Kidney
998,TRAPPC5_proteomics,-0.3464420069159735,0.00020930915241919635,0.005825321544997199,Kidney
411,HK2_proteomics,0.34643842151101145,0.0002093429761762909,0.005825321544997199,Kidney
126,BBS7_proteomics,0.34641667239244023,0.00020954826007050324,0.005825321544997199,Kidney
107,ATG3_proteomics,-0.3461763172221369,0.00021182935202853967,0.00587190963823112,Kidney
444,IL16_proteomics,-0.3460523626953505,0.00021301470847332775,0.0058879450188268545,Kidney
782,PXK_proteomics,-0.34575729912014247,0.00021586110429376823,0.005949671687096986,Kidney
923,STK10_proteomics,-0.34540211015772043,0.0002193342071614474,0.006028273308442953,Kidney
993,TRAPPC1_proteomics,-0.3451177063218399,0.00022215237280817494,0.006088481132725744,Kidney
383,GPX3_proteomics,-0.345019270500481,0.00022313555770214045,0.006098200509369484,Kidney
820,RP2_proteomics,0.34489599513574837,0.00022437252173636602,0.0060994933381799355,Kidney
158,CAV1_proteomics,0.3448892654221376,0.00022444023105856907,0.0060994933381799355,Kidney
860,SH3BGRL_proteomics,-0.3447303483454712,0.00022604464150955742,0.006125936066831638,Kidney
175,CDH2_proteomics,0.34431659161392014,0.00023027181277207378,0.006223111775806852,Kidney
1002,TRIM26_proteomics,-0.3440023564452469,0.00023353095785131912,0.006289832960995469,Kidney
364,GLB1_proteomics,-0.34395390313878,0.00023403728086161251,0.006289832960995469,Kidney
1075,YWHAQ_proteomics,0.34348453974608073,0.00023899483437192322,0.006405325643857456,Kidney
589,NDUFA4_proteomics,-0.34305874475933684,0.00024357606255715917,0.006510123853800436,Kidney
521,MAPKAP1_proteomics,-0.34277538735917523,0.0002466696373323088,0.0065667328006639636,Kidney
689,PGAM1_proteomics,0.34274097775522383,0.00024704777079389266,0.0065667328006639636,Kidney
684,PFDN6_proteomics,0.3425954294135673,0.00024865316527726273,0.006586521302867615,Kidney
325,FBXO4_proteomics,0.34255056126012573,0.0002491500018709972,0.006586521302867615,Kidney
115,ATP6V1D_proteomics,-0.3421758710075902,0.00025333502971325647,0.006678957767059821,Kidney
1064,WIPF2_proteomics,0.3420567392633604,0.0002546792057083854,0.006696199603747305,Kidney
111,ATP5S_proteomics,-0.34149914354412636,0.00026105872482617206,0.0068453831034149225,Kidney
313,FABP1_proteomics,-0.3410926562717056,0.00026580214102372404,0.006937373824714117,Kidney
937,TACC1_proteomics,-0.34107610011861256,0.0002659970173978202,0.006937373824714117,Kidney
507,MALT1_proteomics,0.3406072338175731,0.000271571000430636,0.007054319913317857,Kidney
753,PPP2R5A_proteomics,0.34057690599867263,0.0002719352347537496,0.007054319913317857,Kidney
569,NAGK_proteomics,-0.340442746694123,0.00027355189763806855,0.007067528034228231,Kidney
879,SLC2A1_proteomics,0.3404138466398226,0.0002739013132209663,0.007067528034228231,Kidney
641,OGDHL_proteomics,-0.34024994408521625,0.0002758907885049072,0.007099979920622307,Kidney
704,PIK3IP1_proteomics,-0.4273764926427299,0.0002780602587397337,0.007136879974319832,Kidney
479,KRBA1_proteomics,0.45995701128185745,0.00028066523837664995,0.007177448169237333,Kidney
295,ENGASE_proteomics,0.33982425439837494,0.000281120418914676,0.007177448169237333,Kidney
359,GGH_proteomics,-0.3395637862864458,0.0002843652945547165,0.0072412390755114435,Kidney
803,RBP1_proteomics,-0.33922069726526183,0.00028869226021837995,0.0073321788184259745,Kidney
309,ESF1_proteomics,0.3387833597374673,0.0002942960358454659,0.007454987310111515,Kidney
217,CTSA_proteomics,-0.338514183328769,0.0002977948625972977,0.00752397332530985,Kidney
176,CELSR1_proteomics,0.33828051767547707,0.000300863214067667,0.007557612306169041,Kidney
1014,TTC39A_proteomics,0.338215744702421,0.00030171892514447733,0.007557612306169041,Kidney
548,MRPL52_proteomics,-0.33818377283704276,0.00030214213100166604,0.007557612306169041,Kidney
570,NAGLU_proteomics,-0.33817622092685656,0.0003022421742726848,0.007557612306169041,Kidney
451,IQGAP2_proteomics,-0.33801076111547856,0.00030444177944191137,0.0075930440723532755,Kidney
198,CMAS_proteomics,0.33789561541931185,0.0003059812253073634,0.007611871404953948,Kidney
440,IFT88_proteomics,0.3375564437578712,0.00031055765790654276,0.007705960094652884,Kidney
224,CXorf57_proteomics,0.41290475996957315,0.0003126964289323987,0.0077392366160768675,Kidney
767,PRPS2_proteomics,0.33716734227321327,0.00031588557217377783,0.00779827435427479,Kidney
983,TMSB4X_proteomics,-0.33710214558171053,0.0003167865105595978,0.007800666815860959,Kidney
49,AKAP12_proteomics,0.3370436689397178,0.00031759660301937983,0.007800815803782337,Kidney
83,ARF4_proteomics,-0.33667585498283736,0.00032273601905280616,0.00790703246679375,Kidney
737,PON2_proteomics,0.33656143639035563,0.000324350357943866,0.00791888009112759,Kidney
456,ISPD_proteomics,0.3365259875435305,0.00032485201775600705,0.00791888009112759,Kidney
117,ATP6V1F_proteomics,-0.336355578496951,0.0003272735964461038,0.007957915871478946,Kidney
96,ARPC2_proteomics,-0.33618147696140066,0.00032976483921676425,0.007998446175202617,Kidney
102,ARRDC1_proteomics,-0.33606685391502567,0.00033141453526534895,0.00801587714343198,Kidney
834,SCD_proteomics,0.34356805716284333,0.00033289855001212697,0.00801587714343198,Kidney
700,PI4KA_proteomics,-0.3359598032357948,0.00033296212005803834,0.00801587714343198,Kidney
785,QTRT1_proteomics,0.3358315832586241,0.00033482451435103345,0.008040760985727046,Kidney
768,PSMD10_proteomics,0.3357471272465209,0.000336056482032999,0.008050419725146066,Kidney
835,SCD5_proteomics,-0.33550087991500993,0.000339672425709014,0.008105885665224891,Kidney
436,IFT46_proteomics,0.33547579242138453,0.00034004282269084013,0.008105885665224891,Kidney
649,PACS1_proteomics,-0.3349579708829782,0.0003477717468062975,0.008269807567437986,Kidney
22,ACTRT1_proteomics,-0.49476294343203986,0.00035060206498597996,0.008316726734704101,Kidney
498,LPIN1_proteomics,-0.34868765436579263,0.0003522589444791843,0.008335649461797674,Kidney
651,PAH_proteomics,-0.334597218929385,0.0003532516751983152,0.008338802318185045,Kidney
522,MAPRE1_proteomics,-0.3344445157984299,0.0003555951763670901,0.008345932363757587,Kidney
1012,TTC27_proteomics,0.3344300514872854,0.0003558178985702653,0.008345932363757587,Kidney
409,HILPDA_proteomics,0.44248243156075745,0.00035613440513251296,0.008345932363757587,Kidney
373,GOLPH3_proteomics,-0.33410011555945596,0.00036093333024219743,0.008438012457854938,Kidney
69,ANKS6_proteomics,0.3339560495952779,0.0003631881698400661,0.00847031640333731,Kidney
235,DCAF1_proteomics,-0.33360887951948603,0.00036867533955762844,0.008577669411002664,Kidney
27,ADAL_proteomics,0.33328677778155835,0.00037383453201693184,0.008657731695323464,Kidney
227,CYBRD1_proteomics,-0.3332826415232935,0.00037390121421774185,0.008657731695323464,Kidney
25,ACYP2_proteomics,-0.33317120523093613,0.00037570185274559087,0.008678712798423149,Kidney
268,DTD1_proteomics,0.3326691638786442,0.0003839136023285593,0.008833621602837008,Kidney
147,CA12_proteomics,0.3326500884103223,0.00038422885141179314,0.008833621602837008,Kidney
362,GKN1_proteomics,-0.41261628916752346,0.00038583836427159466,0.00884965439754849,Kidney
266,DPYD_proteomics,-0.332345817166089,0.0003892897194690701,0.00890775674124745,Kidney
311,EVI2B_proteomics,-0.33802458466304397,0.0003943710349560883,0.00900279477916228,Kidney
143,C4orf33_proteomics,0.3319137371022267,0.0003965819830667162,0.009032015022801128,Kidney
374,GORAB_proteomics,-0.33173751133388474,0.0003995921289946877,0.009079257226010445,Kidney
707,PKIG_proteomics,0.3316813703826761,0.0004005554945844393,0.009079881795463155,Kidney
3,ABAT_proteomics,-0.331493157538509,0.00040380081293758596,0.009132110692588482,Kidney
344,FYCO1_proteomics,-0.33140804852396577,0.0004052762682985046,0.009144163616353701,Kidney
882,SLC30A1_proteomics,0.3313476204175545,0.00040632686637798757,0.009146596885381057,Kidney
990,TPK1_proteomics,0.33076198498024223,0.00041663941436453173,0.009357026847603441,Kidney
355,GDE1_proteomics,-0.33052101977238635,0.00042095216448082706,0.009432050576889109,Kidney
907,SOD2_proteomics,0.3302212556174758,0.0004263746510161424,0.009524838352699141,Kidney
1062,WFS1_proteomics,-0.3301837963349382,0.0004270567597839751,0.009524838352699141,Kidney
659,PAXX_proteomics,-0.32998400099864034,0.00043071189935741755,0.009573481583634786,Kidney
421,HSD17B4_proteomics,-0.3299568275645259,0.00043121124016165757,0.009573481583634786,Kidney
840,SCYL1_proteomics,-0.32984652106084555,0.0004332437167150865,0.009578207726062894,Kidney
620,NMRAL1_proteomics,0.3298381349265081,0.00043339859737596476,0.009578207726062894,Kidney
1027,UBLCP1_proteomics,-0.329766420448915,0.0004347251505761093,0.00958568957020321,Kidney
261,DOK2_proteomics,-0.3295922371587231,0.00043796271903542134,0.009635179818779269,Kidney
133,BIN2_proteomics,-0.3295270572516993,0.0004391799219301826,0.009640098648340794,Kidney
722,PLOD3_proteomics,0.32919439186070265,0.00044544092470586685,0.009755457904054899,Kidney
551,MSRA_proteomics,-0.3290539411211363,0.00044810888519623203,0.009791784694085232,Kidney
391,GUF1_proteomics,-0.3287108176775647,0.00045468871638841833,0.009913235789663898,Kidney
655,PAPLN_proteomics,-0.3285008933894672,0.0004587579922717543,0.00996101595316405,Kidney
720,PLEKHO2_proteomics,-0.3284602432329894,0.00045954983660223775,0.00996101595316405,Kidney
847,SEMA4D_proteomics,-0.32843919534607346,0.0004599603326136358,0.00996101595316405,Kidney
622,NOL10_proteomics,0.3281313534637209,0.0004660028338053275,0.010068358170200227,Kidney
977,TMEM179B_proteomics,0.3280812844307048,0.0004669924939796023,0.010068358170200227,Kidney
940,TARSL2_proteomics,0.3273534728319341,0.0004815983671616208,0.010359934101731378,Kidney
90,ARHGEF10_proteomics,0.32725396998961476,0.0004836275316046902,0.010359934101731378,Kidney
643,OSMR_proteomics,0.49902284532755714,0.0004842233436341274,0.010359934101731378,Kidney
981,TMPPE_proteomics,-0.33462832941505555,0.0004847876811158571,0.010359934101731378,Kidney
699,PHYKPL_proteomics,0.32692611820740713,0.0004903691803217074,0.010447000089323866,Kidney
237,DCTD_proteomics,-0.3268949069191775,0.0004910154649280234,0.010447000089323866,Kidney
1032,UMOD_proteomics,-0.326726511124961,0.00049451592735336,0.010483269956482672,Kidney
146,C9orf78_proteomics,-0.32670900107520484,0.0004948812244969144,0.010483269956482672,Kidney
232,DAO_proteomics,-0.3264801148741162,0.0004996791521352314,0.01056184560787803,Kidney
650,PAFAH1B3_proteomics,0.325976669689232,0.000510383235364411,0.010764648151098948,Kidney
681,PFDN2_proteomics,0.32586297378539275,0.00051282958891664,0.010792782368046075,Kidney
633,NRAS_proteomics,0.3255458133507597,0.0005197108882012346,0.010913928652225928,Kidney
1083,ZFAND1_proteomics,0.3254748564850649,0.0005212619793926387,0.010922859015264321,Kidney
889,SLFN11_proteomics,0.32540238143579486,0.0005228506479143078,0.010932536607897874,Kidney
664,PCK1_proteomics,-0.32501394833151254,0.0005314412658302707,0.011088264862549001,Kidney
248,DGKA_proteomics,-0.3248003352034873,0.0005362206318023365,0.011163975471558518,Kidney
888,SLC7A8_proteomics,-0.3247219364494054,0.0005379846028628386,0.011176716524572292,Kidney
132,BICD1_proteomics,0.3246584418105273,0.0005394171366919123,0.011182532179882335,Kidney
1031,UCHL1_proteomics,-0.32459353286024367,0.0005408852007793399,0.011189058034032315,Kidney
282,EIF1AD_proteomics,0.3244137014718158,0.0005449716891918391,0.011249607081998347,Kidney
939,TANGO2_proteomics,-0.33954330488243567,0.0005482238734613835,0.011292713418943404,Kidney
676,PEPD_proteomics,-0.32419597930723143,0.0005499571517813174,0.011304415861403266,Kidney
566,MZT1_proteomics,0.33605768244894474,0.000554003200524407,0.0113475869137826,Kidney
638,NUDT9_proteomics,-0.3240036211057409,0.0005543966395725574,0.0113475869137826,Kidney
105,ASPSCR1_proteomics,-0.3238881485667807,0.0005570774462635518,0.01137845343926101,Kidney
927,STRN_proteomics,-0.323732267255063,0.0005607152651904426,0.01142869643461696,Kidney
338,FOXK1_proteomics,0.32361612992595584,0.0005634397409327522,0.011460151711802018,Kidney
223,CUL4A_proteomics,0.3232821058545855,0.0005713435398993253,0.011572864435029067,Kidney
284,EIF2AK2_proteomics,-0.323281123198578,0.0005713669412882831,0.011572864435029067,Kidney
710,PLA2G4A_proteomics,-0.3231664377547916,0.0005741041618012001,0.011604080370406757,Kidney
938,TALDO1_proteomics,-0.3229472149270422,0.0005793699240463876,0.011661886969000777,Kidney
760,PRKCB_proteomics,-0.32280908794296626,0.000582710483391778,0.011661886969000777,Kidney
948,TBL1XR1_proteomics,0.3227412301472904,0.0005843580718849781,0.011661886969000777,Kidney
152,CAMK1_proteomics,0.3227258472460538,0.0005847321630554926,0.011661886969000777,Kidney
795,RANBP1_proteomics,0.32270686027840556,0.0005851942033091968,0.011661886969000777,Kidney
531,METTL26_proteomics,0.3227053563296979,0.00058523081561835,0.011661886969000777,Kidney
1046,VCP_proteomics,-0.32269930444446027,0.0005853781646983486,0.011661886969000777,Kidney
500,LRCH1_proteomics,-0.3224710455841339,0.0005909606542792284,0.011748975958641545,Kidney
1055,WDR3_proteomics,0.32239981941717794,0.0005927125974806615,0.011759708835904659,Kidney
381,GPN1_proteomics,0.32229076674433915,0.0005954041935351277,0.011789003031995529,Kidney
252,DHX32_proteomics,0.3221980779311271,0.00059770071707296,0.011810371399270585,Kidney
230,CYTH4_proteomics,-0.349217682965967,0.0006016469691350663,0.0118641847450171,Kidney
819,ROGDI_proteomics,-0.3218668782218519,0.0006059733340891839,0.011917618763396769,Kidney
1011,TST_proteomics,-0.3218334777918045,0.0006068134064232121,0.011917618763396769,Kidney
321,FASTKD5_proteomics,-0.3217672689140174,0.0006084818212872815,0.011926243697230717,Kidney
234,DARS_proteomics,0.3216533180292092,0.0006113631584579878,0.011958559200321366,Kidney
487,LARS2_proteomics,-0.32135801828386057,0.000618888396357687,0.0120813988359402,Kidney
612,NEDD4_proteomics,0.3212187054614702,0.0006224679774319696,0.012126876138644516,Kidney
100,ARRB1_proteomics,-0.32096521077346496,0.0006290301721701076,0.012226338266082866,Kidney
756,PPP6R1_proteomics,-0.32092435555344806,0.0006300937057350477,0.012226338266082866,Kidney
211,CPQ_proteomics,-0.3206491969259042,0.0006372996404120019,0.012341479264026432,Kidney
635,NUDCD2_proteomics,0.32051311110713065,0.0006408913583502711,0.012381557881265909,Kidney
723,PLSCR1_proteomics,0.32047420461110243,0.0006419216258788654,0.012381557881265909,Kidney
769,PSPC1_proteomics,-0.3202478311728655,0.000647946319356381,0.012472966647610334,Kidney
59,ALPK2_proteomics,0.3259213668587822,0.0006511302009319442,0.012509436058300441,Kidney
240,DCXR_proteomics,-0.3200094712935365,0.0006543460238672921,0.012543245638116039,Kidney
228,CYC1_proteomics,-0.31996761697178044,0.0006554757306251115,0.012543245638116039,Kidney
414,HNRNPH2_proteomics,-0.3193640760528544,0.0006719662024235925,0.012833496251798611,Kidney
626,NPC2_proteomics,-0.319133468723472,0.0006783668360179059,0.012910194878017816,Kidney
564,MYOF_proteomics,0.31908253667000963,0.0006797879957388391,0.012910194878017816,Kidney
955,TDRP_proteomics,0.3190758710346505,0.0006799741891019485,0.012910194878017816,Kidney
581,NCF4_proteomics,-0.3187824393555351,0.0006882171795335175,0.013038571591247175,Kidney
40,ADSSL1_proteomics,0.3187397659868184,0.0006894235442496187,0.013038571591247175,Kidney
892,SMARCC1_proteomics,-0.31867342994607695,0.0006913026944113555,0.013048674593733408,Kidney
1065,WWC1_proteomics,0.31855480796942354,0.0006946746921500427,0.013086861870368378,Kidney
528,ME1_proteomics,-0.3182840411963413,0.0007024281597210478,0.013204015628696416,Kidney
802,RBM6_proteomics,-0.31823327901786314,0.0007038905419000212,0.013204015628696416,Kidney
445,IMPDH2_proteomics,0.31819565255240767,0.0007049763034080338,0.013204015628696416,Kidney
599,NDUFB6_proteomics,-0.31776095137535476,0.0007176319324002166,0.013415154158279194,Kidney
1057,WDR36_proteomics,0.31746084308910805,0.0007264901736514974,0.013426067367913337,Kidney
806,RCSD1_proteomics,-0.3174526787415453,0.0007267325525065542,0.013426067367913337,Kidney
887,SLC47A2_proteomics,-0.3292642191883537,0.0007270630816642494,0.013426067367913337,Kidney
911,SRD5A3_proteomics,0.3173605067023783,0.0007294740502288234,0.013426067367913337,Kidney
553,MT-ND4_proteomics,-0.3245904531635377,0.0007296119731727692,0.013426067367913337,Kidney
843,SEC24B_proteomics,-0.3173547511650723,0.0007296455525126301,0.013426067367913337,Kidney
443,IKBIP_proteomics,0.3173347541883232,0.0007302417052807028,0.013426067367913337,Kidney
442,IKBIP_proteomics,0.3173347541883232,0.0007302417052807028,0.013426067367913337,Kidney
452,IQSEC1_proteomics,-0.3173203858065907,0.0007306703329476646,0.013426067367913337,Kidney
422,HSD17B8_proteomics,-0.31721657316193763,0.000733774053356396,0.013457610332067587,Kidney
494,LLGL1_proteomics,0.3171569743545767,0.0007355613492388923,0.013464936245878741,Kidney
428,HTT_proteomics,-0.31705078550168325,0.0007387557070959025,0.013481459364080725,Kidney
714,PLCG2_proteomics,-0.31700907734899086,0.0007400138367125306,0.013481459364080725,Kidney
365,GLIPR2_proteomics,-0.3169885873791938,0.0007406326366785226,0.013481459364080725,Kidney
93,ARHGEF37_proteomics,0.3168169960422048,0.0007458333485259948,0.013525442830449529,Kidney
665,PCK2_proteomics,-0.3167995711491969,0.0007463633404922714,0.013525442830449529,Kidney
401,HAVCR1_proteomics,0.3225098500699502,0.0007472312262544782,0.013525442830449529,Kidney
928,STX17_proteomics,-0.31644637487189864,0.0007571806976580222,0.01368001327500583,Kidney
1009,TSPAN8_proteomics,-0.3162550968742802,0.000763098711241494,0.013761307985994377,Kidney
358,GGA2_proteomics,-0.31584601449872557,0.0007758978158572391,0.013966160685430305,Kidney
86,ARFGEF3_proteomics,0.31568401012611097,0.0007810205919615386,0.014018398363243756,Kidney
61,AMACR_proteomics,-0.3156629217402183,0.0007816897046500589,0.014018398363243756,Kidney
1056,WDR35_proteomics,0.31554054071036963,0.0007855830957073072,0.01405237945911278,Kidney
1086,ZPR1_proteomics,0.31551238472243887,0.000786481348824803,0.01405237945911278,Kidney
811,RFK_proteomics,-0.3151588714734527,0.0007978396585398189,0.01422911832197302,Kidney
438,IFT74_proteomics,0.31508480164754166,0.0008002384441399302,0.014243398015441722,Kidney
339,FOXK2_proteomics,-0.3150435729499812,0.0008015765116915255,0.014243398015441722,Kidney
957,TFRC_proteomics,0.3148480709301581,0.0008079493958223539,0.014330393122977108,Kidney
925,STK33_proteomics,-0.3144715832443665,0.0008203527289265499,0.014523836087674064,Kidney
351,GAN_proteomics,0.32132006194435403,0.0008310828928532875,0.014687005876981048,Kidney
932,STXBP5_proteomics,-0.46184984408576024,0.0008362099575068432,0.014750743650420714,Kidney
865,SH3GLB2_proteomics,-0.313620029741314,0.0008490521054537471,0.014916677336205875,Kidney
23,ACY1_proteomics,-0.31358567194349846,0.000850229083376814,0.014916677336205875,Kidney
24,ACY1_proteomics,-0.31358567194349846,0.000850229083376814,0.014916677336205875,Kidney
837,SCOC_proteomics,-0.31350254437616454,0.0008530829169485823,0.014932831414570979,Kidney
75,AP1S2_proteomics,-0.3134692572896218,0.0008542281421445983,0.014932831414570979,Kidney
634,NTN1_proteomics,-0.3590186624817478,0.0008589270943537993,0.014941839636278638,Kidney
392,GYG1_proteomics,-0.3133112547602618,0.0008596833349476776,0.014941839636278638,Kidney
154,CAPRIN1_proteomics,-0.3132857032644604,0.0008605685114323526,0.014941839636278638,Kidney
549,MRPL53_proteomics,-0.31327603202656695,0.0008609037679529744,0.014941839636278638,Kidney
953,TCEAL3_proteomics,-0.31319919306299243,0.0008635716611881838,0.014961379030085284,Kidney
219,CTSL_proteomics,-0.3129602447108125,0.0008719164596988036,0.015067010877992039,Kidney
600,NDUFB7_proteomics,-0.31293578828157315,0.0008727746973233896,0.015067010877992039,Kidney
799,RBM15B_proteomics,-0.3128434115739934,0.0008760234002890147,0.01508482217823695,Kidney
870,SLC12A1_proteomics,-0.31281808340945805,0.0008769160697305339,0.01508482217823695,Kidney
757,PRKACA_proteomics,-0.3127145943910934,0.0008805720975536162,0.015120903522947227,Kidney
868,SKAP1_proteomics,-0.39138088255326703,0.0008829827509539001,0.015135509981898833,Kidney
1033,UNC119B_proteomics,0.31237930674134856,0.000892512936072928,0.01527188801724788,Kidney
157,CASP2_proteomics,0.31227706869974214,0.0008961833448943601,0.015307695091839933,Kidney
60,ALPL_proteomics,0.312203372629877,0.00089883762903186,0.015313214731334318,Kidney
491,LDLRAP1_proteomics,-0.3121391279245416,0.0009011573659152774,0.015313214731334318,Kidney
797,RAPGEF6_proteomics,0.3121367990374602,0.0009012415596363529,0.015313214731334318,Kidney
717,PLCXD3_proteomics,-0.3120547951782342,0.0009042107426222763,0.015336805288323993,Kidney
150,CAD_proteomics,0.3120063314384046,0.000905969709864951,0.015339822207870425,Kidney
160,CCDC186_proteomics,-0.31163585907027214,0.0009195194712591042,0.015542121794696566,Kidney
367,GLT8D1_proteomics,-0.3328129714963014,0.0009225013847036111,0.015565405972859887,Kidney
818,RNASE2_proteomics,-0.3111940317858181,0.0009359209349519922,0.015764418248097618,Kidney
473,KIF13B_proteomics,-0.31097213571433985,0.0009442585463162517,0.015877290149671184,Kidney
758,PRKAG1_proteomics,0.31071503894490776,0.0009540036055618729,0.016013396161178705,Kidney
191,CHP1_proteomics,-0.3105800203575595,0.0009591580850796008,0.01607211008884678,Kidney
450,IPO4_proteomics,0.31050257474169135,0.0009621261195801048,0.016094047607183064,Kidney
556,MTMR3_proteomics,-0.310432448371593,0.0009648208832765975,0.01611134631592005,Kidney
853,SEPT7_proteomics,0.443985524437699,0.0009770915758762165,0.016252986911373675,Kidney
852,SEPT7_proteomics,0.443985524437699,0.0009770915758762165,0.016252986911373675,Kidney
503,LSP1_proteomics,-0.31008360620344166,0.0009783286287613096,0.016252986911373675,Kidney
