,Comparison,Correlation,P_value,fdr_bh_p_val,Cancer Type
327,FDPS_proteomics,0.30999159760597117,0.0009819200140881988,0.016284765772108894,Kidney
648,PA2G4_proteomics,0.30974417343942395,0.0009916375431373837,0.016417862531602212,Kidney
410,HINT1_proteomics,0.3096818146573047,0.0009941004817136587,0.01643060114750582,Kidney
305,ERBB3_proteomics,0.3096258589938275,0.0009963152730555296,0.016439202005416237,Kidney
225,CYB5R2_proteomics,-0.3094933716547262,0.0010015772476655066,0.016497966819780552,Kidney
536,MIOX_proteomics,-0.3094168725549318,0.0010046270874409027,0.016520155936189218,Kidney
869,SLAIN2_proteomics,-0.30934711005658794,0.0010074157417421323,0.016527175794491682,Kidney
427,HTD2_proteomics,-0.33044487630390496,0.0010084609431394637,0.016527175794491682,Kidney
1059,WDR60_proteomics,0.31623972698452885,0.0010145046343182132,0.016578683758936355,Kidney
0,AADAT_proteomics,-0.5001495126067258,0.0010150214546287564,0.016578683758936355,Kidney
495,LMTK2_proteomics,0.3090342435335538,0.0010200092229703144,0.01663215038866889,Kidney
274,EFHD1_proteomics,-0.3089785744091179,0.0010222650099467629,0.016640964977354854,Kidney
412,HMGA1_proteomics,-0.30870831448084,0.0010332811368499498,0.01674266574177033,Kidney
413,HMGA1_proteomics,-0.30870831448084,0.0010332811368499498,0.01674266574177033,Kidney
185,CFL1_proteomics,-0.3086611565598144,0.0010352144136955435,0.01674266574177033,Kidney
229,CYP17A1_proteomics,-0.3216813594298838,0.001037100873335616,0.01674266574177033,Kidney
812,RGS10_proteomics,-0.3086142413863185,0.0010371410132760223,0.01674266574177033,Kidney
513,MAP1B_proteomics,-0.3084622650678844,0.0010434044962267855,0.016815798043840986,Kidney
433,IFT140_proteomics,0.3084187854757554,0.0010452027825228864,0.016816844769547337,Kidney
244,DDX5_proteomics,-0.30833979162977493,0.0010484771508776035,0.016828523721317927,Kidney
14,ACOX2_proteomics,-0.3083176230862715,0.001049397737723907,0.016828523721317927,Kidney
303,EPM2AIP1_proteomics,-0.30815472266068833,0.0010561851076697094,0.016875336551060396,Kidney
114,ATP6V1C1_proteomics,-0.30813284264352986,0.0010570997994455646,0.016875336551060396,Kidney
560,MYO5B_proteomics,-0.3081224382975011,0.0010575350054674005,0.016875336551060396,Kidney
35,ADH1B_proteomics,-0.3080584108164119,0.0010602168268007846,0.016875879872777968,Kidney
508,MAN1C1_proteomics,-0.3274096078406631,0.0010621404774510102,0.016875879872777968,Kidney
467,KCTD21_proteomics,-0.3079971797046016,0.001062787322435306,0.016875879872777968,Kidney
702,PIGR_proteomics,-0.3072905773023805,0.0010928647252510745,0.01727552271149779,Kidney
645,OXNAD1_proteomics,-0.30728507231545116,0.0010931020685184234,0.01727552271149779,Kidney
627,NPEPL1_proteomics,0.3072477313513758,0.0010947132364742846,0.01727552271149779,Kidney
54,ALDH6A1_proteomics,-0.3072128631515061,0.0010962196656485964,0.01727552271149779,Kidney
831,SBDS_proteomics,0.3071980877552274,0.0010968585848570025,0.01727552271149779,Kidney
857,SERINC1_proteomics,0.3070353860319647,0.0011039166393901432,0.01735850767481875,Kidney
891,SMAP2_proteomics,-0.30655789578922277,0.0011248700769018152,0.01763438925278849,Kidney
571,NAMPT_proteomics,0.306552778810964,0.001125096572611428,0.01763438925278849,Kidney
922,STBD1_proteomics,0.30648532640423787,0.0011280861450869769,0.017652728676828787,Kidney
662,PCDHB8_proteomics,0.3736117018765529,0.0011307131974559808,0.017665345316776045,Kidney
844,SEC24D_proteomics,-0.3063259727516775,0.001135177673102762,0.017706581647014465,Kidney
601,NDUFC1_proteomics,-0.30619327550148545,0.0011411139216784257,0.01777060556681234,Kidney
352,GAS7_proteomics,-0.3337946859941836,0.0011473129823540815,0.017838510504486055,Kidney
775,PTPN23_proteomics,-0.30548438552675866,0.001173308315265752,0.018205845204403968,Kidney
189,CHMP4C_proteomics,0.3054543230634661,0.001174691723145422,0.018205845204403968,Kidney
886,SLC44A1_proteomics,-0.3052920207106405,0.0011821862200315175,0.01829277624680348,Kidney
781,PWP2_proteomics,0.30503013092235826,0.0011943711767093855,0.018451893561201364,Kidney
617,NKIRAS2_proteomics,0.30493472699706203,0.0011988383915476648,0.018467518444361633,Kidney
249,DHCR24_proteomics,0.32911519800250816,0.0011997917840819816,0.018467518444361633,Kidney
184,CFDP1_proteomics,0.3048484600213499,0.0012028908726120478,0.018467518444361633,Kidney
317,FAHD2A_proteomics,-0.30484621587162186,0.001202996460197542,0.018467518444361633,Kidney
66,ANKRD16_proteomics,0.31029838057665304,0.0012073734678014858,0.01850543030744078,Kidney
680,PFDN1_proteomics,0.3045187128474026,0.0012184963475924315,0.01864367576237132,Kidney
845,SEC31A_proteomics,-0.3044821826224747,0.0012202364573392897,0.01864367576237132,Kidney
95,ARHGEF7_proteomics,0.3043829812202483,0.0012249733188111562,0.018686621287902258,Kidney
72,ANXA4_proteomics,0.3041750665442333,0.0012349556013549427,0.01880932377448297,Kidney
746,PPP1R11_proteomics,0.3039475269752311,0.0012459649435843764,0.018947260004162417,Kidney
905,SNX33_proteomics,0.3038079825465244,0.001252760830053841,0.019020791194338603,Kidney
505,MACC1_proteomics,0.3035733777079229,0.0012642623033032648,0.01912512532028781,Kidney
44,AIF1_proteomics,-0.3035552725208481,0.0012651538906732515,0.01912512532028781,Kidney
55,ALDOB_proteomics,-0.3035473071381056,0.0012655463260796511,0.01912512532028781,Kidney
677,PET100_proteomics,-0.30346659426565176,0.0012695291113462486,0.01915547657586517,Kidney
791,RABGAP1L_proteomics,-0.30329388860523976,0.0012780896413022542,0.01920701063941456,Kidney
740,PPIE_proteomics,0.30327946909669157,0.0012788067464607298,0.01920701063941456,Kidney
654,PAN2_proteomics,0.3032779237817871,0.0012788836191570609,0.01920701063941456,Kidney
369,GM2A_proteomics,-0.30300598779538324,0.0012924769287760885,0.01938116099379538,Kidney
431,IDNK_proteomics,-0.3026375905200577,0.0013111017954694788,0.019630107437723584,Kidney
315,FADD_proteomics,0.30255434675079995,0.0013153439865868043,0.0196369726096475,Kidney
538,MME_proteomics,-0.30252393122483145,0.0013168971066830001,0.0196369726096475,Kidney
188,CHID1_proteomics,-0.302509543748431,0.001317632361253404,0.0196369726096475,Kidney
863,SH3D19_proteomics,-0.3023185305291236,0.0013274293196071443,0.019724111969834444,Kidney
218,CTSC_proteomics,-0.30231627569503383,0.0013275453634613368,0.019724111969834444,Kidney
41,AGA_proteomics,-0.3021429863337012,0.0013364912675747358,0.019822102483349237,Kidney
196,CLDN10_proteomics,-0.3569159965309966,0.0013382268734893578,0.019822102483349237,Kidney
801,RBM5_proteomics,-0.3019972844502019,0.001344055393036286,0.019878087535423854,Kidney
841,SCYL2_proteomics,-0.3018360258459487,0.0013524725302399298,0.019972128597241703,Kidney
167,CCT5_proteomics,0.3016584156702684,0.0013617986226670575,0.020074449291656343,Kidney
637,NUDT15_proteomics,0.3015538303792794,0.0013673175895783552,0.020074449291656343,Kidney
118,ATP6V1G1_proteomics,-0.30154343435966713,0.0013678672975857337,0.020074449291656343,Kidney
871,SLC13A3_proteomics,-0.30150567649549964,0.0013698655027008892,0.020074449291656343,Kidney
866,SHOC2_proteomics,-0.30147638288455536,0.0013714175945331829,0.020074449291656343,Kidney
458,ITGA2_proteomics,0.3014688663510591,0.0013718161080569114,0.020074449291656343,Kidney
859,SFXN2_proteomics,-0.30142463779652046,0.001374163162670658,0.02007851054854025,Kidney
455,ISLR_proteomics,-0.30134525017430724,0.0013783851474795685,0.02010991383585981,Kidney
652,PAICS_proteomics,0.3012690258005102,0.0013824500009977547,0.02013893379831864,Kidney
405,HDLBP_proteomics,-0.30083924292733993,0.0014055739226316926,0.02044509474868468,Kidney
692,PGM1_proteomics,0.3007905203364999,0.0014082174494559057,0.020452882776379036,Kidney
568,NAA25_proteomics,0.300660906340374,0.0014152718961308916,0.02052461574927042,Kidney
489,LCP1_proteomics,-0.3005838657156559,0.0014194801603569691,0.02055492017281092,Kidney
971,TMEM11_proteomics,-0.3005141067709881,0.0014233004794527986,0.02057952496520276,Kidney
354,GDAP2_proteomics,-0.300247915054895,0.0014379643822327929,0.020760610768485947,Kidney
792,RABGGTA_proteomics,0.30010159543795384,0.0014460831537948969,0.020846803503890177,Kidney
77,APEH_proteomics,-0.30000689258590596,0.0014513600718348164,0.02089183296282105,Kidney
385,GRAP2_proteomics,-0.30528969550085117,0.001461546560366438,0.020957399656393202,Kidney
331,FGF1_proteomics,-0.29980862383802204,0.0014624644722232127,0.020957399656393202,Kidney
519,MAP6_proteomics,-0.2997979574124062,0.0014630640472331488,0.020957399656393202,Kidney
822,RPAP1_proteomics,0.2997714426252447,0.0014645554490862287,0.020957399656393202,Kidney
267,DSG2_proteomics,0.29960219347656075,0.0014741079591682389,0.021063027127909063,Kidney
46,AJUBA_proteomics,0.34962655834279033,0.001478341574950266,0.021092455823775707,Kidney
1069,XPO4_proteomics,0.29940126887995855,0.0014855217197018722,0.02116377639434297,Kidney
614,NFIA_proteomics,0.29916349896361516,0.0014991322079583613,0.02132636463579475,Kidney
706,PIP4K2C_proteomics,-0.2989072575453334,0.0015139267795212096,0.021486680105100946,Kidney
407,HFE_proteomics,0.32260175995324997,0.001518479729115337,0.021486680105100946,Kidney
460,ITGA5_proteomics,0.29881242970458294,0.001519435371862966,0.021486680105100946,Kidney
918,STAP2_proteomics,0.29878837169208544,0.0015208358046775532,0.021486680105100946,Kidney
85,ARFGAP2_proteomics,-0.2987557934654208,0.0015227340733051963,0.021486680105100946,Kidney
743,PPM1H_proteomics,-0.29873940963598933,0.0015236895395082922,0.021486680105100946,Kidney
319,FAM169A_proteomics,-0.31133546633286924,0.0015291751017278833,0.021511440738491223,Kidney
173,CDC34_proteomics,0.2986334872975501,0.0015298798298865126,0.021511440738491223,Kidney
745,PPME1_proteomics,0.2985670151773231,0.0015337762336300612,0.021529126712017985,Kidney
836,SCFD1_proteomics,-0.2985363678466201,0.0015355757250789985,0.021529126712017985,Kidney
956,TELO2_proteomics,0.29836255068819906,0.00154581790946471,0.021568569987627836,Kidney
363,GLA_proteomics,-0.2983475619308701,0.0015467040213645504,0.021568569987627836,Kidney
222,CUL1_proteomics,0.29831885262301705,0.0015484025586164209,0.021568569987627836,Kidney
32,ADD1_proteomics,-0.31715404089786264,0.0015495045641493097,0.021568569987627836,Kidney
33,ADD1_proteomics,-0.31715404089786264,0.0015495045641493097,0.021568569987627836,Kidney
709,PLA2G15_proteomics,-0.2980294498940282,0.0015656194077748081,0.021761661166520327,Kidney
554,MT3_proteomics,0.2976311605865885,0.0015895982354419249,0.02206335061553298,Kidney
402,HCCS_proteomics,-0.2974232698322004,0.0016022461681422621,0.02219845348221582,Kidney
930,STXBP3_proteomics,0.2973960647308641,0.0016039080489624086,0.02219845348221582,Kidney
348,GABARAPL2_proteomics,-0.29709690334334965,0.0016222864172067062,0.022388487607534775,Kidney
1068,XPNPEP2_proteomics,-0.2970600563433409,0.001624563206063385,0.022388487607534775,Kidney
183,CFAP97_proteomics,0.30245138193302423,0.001626276377527421,0.022388487607534775,Kidney
121,ATXN2_proteomics,-0.2970227864526849,0.0016268690747590206,0.022388487607534775,Kidney
611,NDUFV2_proteomics,-0.2967679184632368,0.0016427173866117202,0.02256219610469816,Kidney
380,GPI_proteomics,0.29674510617975525,0.0016441427175862293,0.02256219610469816,Kidney
535,MIF_proteomics,0.2966301380330717,0.0016513431172343524,0.02262899847938939,Kidney
1082,ZER1_proteomics,-0.2964707121883088,0.0016613752246414102,0.022734361677674137,Kidney
909,SPAG9_proteomics,0.2964022691216112,0.001665699043619615,0.022761425522813388,Kidney
512,MANF_proteomics,-0.29626051040009366,0.0016746869849479618,0.022852057845239276,Kidney
113,ATP6V1B2_proteomics,-0.29618421601523154,0.00167954247277986,0.02288612509959298,Kidney
751,PPP2CB_proteomics,0.3029337085184011,0.001682899230778144,0.022899703137460804,Kidney
153,CAND2_proteomics,-0.29596101099723593,0.0016938209836091483,0.022997336590598164,Kidney
830,SARS_proteomics,0.29593277985127636,0.0016956347619471923,0.022997336590598164,Kidney
136,BPHL_proteomics,-0.29588868176452254,0.001698471475182986,0.022997336590598164,Kidney
529,ME2_proteomics,-0.2958718431096037,0.0016995557962748797,0.022997336590598164,Kidney
602,NDUFC2_proteomics,-0.29581150472270473,0.0017034464292482536,0.023017879187418603,Kidney
302,EPHA7_proteomics,0.3025082164547396,0.0017097050357591642,0.023051581153124414,Kidney
403,HCLS1_proteomics,-0.29569946078802495,0.0017106924788960606,0.023051581153124414,Kidney
298,ENPP1_proteomics,-0.29556745742556884,0.0017192651905505484,0.023106270008139074,Kidney
900,SNX11_proteomics,-0.3009102980530609,0.0017226070292876,0.023106270008139074,Kidney
966,TLR3_proteomics,0.2954724246035006,0.0017254610162270635,0.023106270008139074,Kidney
151,CALB1_proteomics,-0.295466739766301,0.001725832289771777,0.023106270008139074,Kidney
718,PLD3_proteomics,-0.29545408517427785,0.0017266590142136495,0.023106270008139074,Kidney
258,DNM1L_proteomics,-0.2952021420424989,0.0017431933747611337,0.023295402371807876,Kidney
947,TBL1X_proteomics,0.2950763318159117,0.0017515035866328592,0.023374261069480054,Kidney
874,SLC22A6_proteomics,-0.29502490301754836,0.0017549109699364694,0.023387563503191794,Kidney
333,FKBP15_proteomics,-0.2949736102632968,0.0017583153237938406,0.023400789124071113,Kidney
668,PDCD10_proteomics,-0.2949238335614389,0.001761624778250821,0.023412717258341736,Kidney
825,RRP8_proteomics,0.29472621717811937,0.001774819281749439,0.023555809400182023,Kidney
335,FLOT2_proteomics,0.294171228477351,0.0018123553265703201,0.02399054595019501,Kidney
910,SPCS3_proteomics,-0.29415879566848135,0.0018132043824065865,0.02399054595019501,Kidney
329,FECH_proteomics,-0.2941326240637493,0.0018149928599714635,0.02399054595019501,Kidney
301,EPG5_proteomics,-0.2940796447746701,0.0018186181763611671,0.024005759927967406,Kidney
84,ARF6_proteomics,-0.29396907181110205,0.0018262057118785787,0.024073162794355937,Kidney
885,SLC41A3_proteomics,-0.31892943979291843,0.0018342056220030805,0.024145811322488313,Kidney
259,DOCK2_proteomics,-0.2937557130997037,0.0018409275399330603,0.02420146204936389,Kidney
190,CHN2_proteomics,-0.3423301325161362,0.0018823649475767992,0.02471272628063614,Kidney
155,CARD10_proteomics,0.293087793149343,0.0018877120135344426,0.024749435074744815,Kidney
200,CNKSR3_proteomics,0.292766206758212,0.0019106193140484258,0.025015963002561172,Kidney
257,DNLZ_proteomics,-0.3128357911656564,0.0019138548847925057,0.02502455538040012,Kidney
231,DAAM2_proteomics,-0.5129019213275048,0.001923878065580004,0.025121756382580348,Kidney
694,PHF14_proteomics,0.29253941003380923,0.0019269255727607686,0.02512773105769486,Kidney
658,PARP12_proteomics,-0.2922160704136219,0.0019503909807012025,0.02537542265215429,Kidney
657,PARD6B_proteomics,0.29220565918959573,0.0019511508244183776,0.02537542265215429,Kidney
545,MRPL13_proteomics,-0.29214802064444056,0.001955362316152155,0.0253961515278557,Kidney
674,PDK4_proteomics,0.29195075532873843,0.001969838301114294,0.025549961493864813,Kidney
733,POLD3_proteomics,0.29190343870238855,0.0019733249443098302,0.025561012830032006,Kidney
1085,ZNF3_proteomics,0.305648800341671,0.0019853141255750354,0.025682023528438656,Kidney
518,MAP4K2_proteomics,-0.2969973794418117,0.001990859707325112,0.025719468549225345,Kidney
394,GZMM_proteomics,-0.35820123558740946,0.0020052522093414976,0.02587095337105214,Kidney
1024,UBA5_proteomics,0.29131113711042084,0.0020174452182036657,0.02599369655645679,Kidney
1081,ZCCHC8_proteomics,0.2912669132539195,0.002020774971414762,0.026002067337753343,Kidney
156,CARHSP1_proteomics,0.29121654082275056,0.002024573726916794,0.026016442779532103,Kidney
540,MOXD1_proteomics,-0.29095254663474923,0.0020445882852703225,0.026238882994302472,Kidney
575,NAT10_proteomics,0.29080430675585933,0.002055905309708003,0.026349264616627534,Kidney
340,FOXRED1_proteomics,-0.2906843497109436,0.0020651045916295057,0.026432249007901667,Kidney
366,GLRX5_proteomics,-0.2903529626745511,0.002090711862375478,0.026724751632103937,Kidney
419,HSD11B2_proteomics,-0.29029175892565345,0.002095472553667396,0.026750361468001412,Kidney
526,MCCD1_proteomics,-0.3086501020465614,0.0020985973137394756,0.02675504748738554,Kidney
80,APPL1_proteomics,-0.2901311243059078,0.0021080140705529416,0.026839832693575642,Kidney
580,NCF2_proteomics,-0.2900899893932694,0.0021112365676375674,0.026845631951795124,Kidney
207,COX7A2_proteomics,-0.2899782119259078,0.002120015691399164,0.02692197936905064,Kidney
912,SRGAP3_proteomics,-0.31601935683222737,0.002149510889959801,0.027253400107991602,Kidney
360,GGT5_proteomics,-0.2895778498758279,0.0021517320637725796,0.027253400107991602,Kidney
666,PCYT2_proteomics,-0.2894622870628557,0.002160966295605477,0.02731328587403047,Kidney
130,BCL2L13_proteomics,-0.2894482466203592,0.0021620906566950527,0.02731328587403047,Kidney
653,PAK1IP1_proteomics,0.28929862446484633,0.0021741053099866826,0.027429349437569306,Kidney
408,HIGD1A_proteomics,-0.2890304595359211,0.0021957900370573897,0.027666954466923112,Kidney
469,KIAA0513_proteomics,-0.3010813340697033,0.00221714355215043,0.027865721557841814,Kidney
682,PFDN4_proteomics,0.28876669363873686,0.0022173095282059245,0.027865721557841814,Kidney
986,TNIP2_proteomics,-0.31500637453264924,0.0022253213956414945,0.02793023050519247,Kidney
2,AATF_proteomics,0.28856856105378553,0.002233599425593699,0.02797256009361753,Kidney
773,PTPMT1_proteomics,-0.28855812637315315,0.002234460324938527,0.02797256009361753,Kidney
260,DOCK8_proteomics,-0.2884401744883809,0.0022442126558220132,0.02805844225101182,Kidney
180,CETN2_proteomics,0.28837207741382626,0.002249860454569803,0.028065259703701828,Kidney
639,NUP160_proteomics,0.2883638534419296,0.0022505433982148034,0.028065259703701828,Kidney
122,BAG1_proteomics,-0.2882067121207741,0.002263628920245762,0.02819220511453708,Kidney
220,CTSO_proteomics,-0.2879839071142414,0.0022823002253855983,0.028388303572680865,Kidney
890,SLIT2_proteomics,-0.29972389855756887,0.0023266202456648667,0.02890252192501989,Kidney
1084,ZFAND6_proteomics,-0.28734983045158746,0.0023362002231674833,0.028984417602520362,Kidney
269,DYM_proteomics,-0.2871112437743266,0.002356777174630535,0.029202365451169155,Kidney
256,DNAJB11_proteomics,-0.2870605761423816,0.002361168020647989,0.02921945425551886,Kidney
281,EHHADH_proteomics,-0.2867703198158858,0.0023864642066089587,0.029494873544611618,Kidney
616,NKIRAS1_proteomics,-0.286702804290537,0.002392383220830456,0.029527080613582304,Kidney
1070,XPOT_proteomics,0.2866292710737479,0.0023988448715655517,0.029527080613582304,Kidney
15,ACOX3_proteomics,-0.28661752851587885,0.0023998781932402934,0.029527080613582304,Kidney
959,THSD4_proteomics,-0.28660201777415284,0.0024012437233680104,0.029527080613582304,Kidney
749,PPP1R21_proteomics,-0.28647725747500685,0.0024122528646336855,0.029616321298766388,Kidney
233,DAP3_proteomics,-0.28644284620741134,0.0024152973997309834,0.029616321298766388,Kidney
788,RAB42_proteomics,0.31090799348185394,0.0024190377423372314,0.029616321298766388,Kidney
877,SLC25A5_proteomics,-0.2863817494094613,0.0024207114811298437,0.029616321298766388,Kidney
492,LGMN_proteomics,-0.2862514971130552,0.00243229034321376,0.0297205049242568,Kidney
87,ARHGAP45_proteomics,-0.28620660567064693,0.0024362925626127034,0.02973196282071503,Kidney
765,PRODH2_proteomics,-0.28613374441631256,0.0024428010332800667,0.02976228126351144,Kidney
372,GOLGA4_proteomics,-0.31907170464075896,0.0024457039990340985,0.02976228126351144,Kidney
823,RPUSD3_proteomics,-0.3190436823717094,0.0024479798441849237,0.02976228126351144,Kidney
968,TMCC3_proteomics,-0.28597328906760605,0.0024571893631865245,0.029836860077141,Kidney
109,ATP13A3_proteomics,0.28581384463484927,0.0024715627397547354,0.029919534133070417,Kidney
203,CORO2B_proteomics,-0.2857961885151542,0.0024731590349414147,0.029919534133070417,Kidney
815,RICTOR_proteomics,-0.2857743299827926,0.0024751365600281425,0.029919534133070417,Kidney
752,PPP2R3A_proteomics,0.28573499558630844,0.002478698706862031,0.029919534133070417,Kidney
828,SACM1L_proteomics,-0.2857021702221243,0.0024816749311558574,0.029919534133070417,Kidney
1044,VAV1_proteomics,-0.2856930653299403,0.0024825010283572135,0.029919534133070417,Kidney
212,CRADD_proteomics,0.2854375193593679,0.002505788429754591,0.030139473780303294,Kidney
1025,UBA7_proteomics,-0.28542468660269793,0.0025069630324371017,0.030139473780303294,Kidney
995,TRAPPC2L_proteomics,-0.2852469103192635,0.0025232863521850494,0.03029817350111306,Kidney
377,GPC4_proteomics,-0.28517836878172553,0.0025296053577436206,0.030336503313756005,Kidney
800,RBM19_proteomics,0.2849538531135475,0.002550404046367891,0.030543003093584785,Kidney
764,PROCR_proteomics,0.28492465134333134,0.0025531205430733106,0.030543003093584785,Kidney
31,ADAP1_proteomics,-0.2848428273211623,0.0025607461314283634,0.030596501191031997,Kidney
164,CCM2_proteomics,0.2846269451692849,0.002580963931147043,0.030800137835164342,Kidney
263,DPEP1_proteomics,-0.28427114630498246,0.0026145994378398967,0.031163198705064715,Kidney
201,CNP_proteomics,-0.2841975520942406,0.0026216057991155194,0.031208367439286837,Kidney
326,FCGRT_proteomics,0.28412346988269976,0.0026286757065463375,0.03125418101092226,Kidney
242,DDX27_proteomics,0.28402827794760876,0.0026377854095515343,0.03132410531636351,Kidney
578,NBEAL2_proteomics,-0.2837847718011636,0.002661218149249981,0.031563738978023614,Kidney
349,GABPB2_proteomics,-0.36660466708840744,0.002667703920257378,0.03160203105535663,Kidney
532,MICAL3_proteomics,0.28366564091547997,0.002672750379754284,0.03162320022484885,Kidney
849,SEPT1_proteomics,-0.2836283043278879,0.0026763739315023897,0.03162750290308914,Kidney
734,POLR1B_proteomics,0.2833976651928793,0.0026988559785011508,0.03185097044689471,Kidney
858,SEZ6L2_proteomics,0.33944396528373055,0.002701849997711229,0.03185097044689471,Kidney
486,LACTB_proteomics,-0.2832626205699816,0.002712098586735741,0.03192854123130296,Kidney
65,ANK2_proteomics,-0.28319955452940754,0.0027183029331123735,0.03192854123130296,Kidney
64,ANK2_proteomics,-0.28319955452940754,0.0027183029331123735,0.03192854123130296,Kidney
744,PPM1K_proteomics,-0.2831140845395114,0.0027267317539670616,0.031988816779913457,Kidney
382,GPN3_proteomics,0.28941921268191073,0.0027486933272435642,0.032207515290962635,Kidney
92,ARHGEF35_proteomics,0.34090541931168483,0.0027629830151494586,0.032335900136284734,Kidney
899,SNX10_proteomics,0.29917584150108834,0.002766582650163408,0.0323390179179342,Kidney
504,M6PR_proteomics,0.2824054257011187,0.0027975297565499204,0.03266141239235539,Kidney
161,CCDC86_proteomics,0.28228224092753185,0.0028100039387975134,0.03276761804592966,Kidney
103,ASAH1_proteomics,-0.28218255280207183,0.0028201353962395313,0.03284628285031925,Kidney
630,NR1H4_proteomics,0.31995531896366924,0.002835266456298459,0.03298291985492524,Kidney
669,PDCD4_proteomics,-0.2819542243631779,0.002843464805499433,0.033038677296952694,Kidney
406,HEBP2_proteomics,0.2818712088220703,0.002851989872822263,0.033098092997753105,Kidney
10,ACAP1_proteomics,-0.2869955541083131,0.002856432347315827,0.03311004376781141,Kidney
378,GPCPD1_proteomics,0.2816137253159185,0.002878578028123965,0.03332692604875741,Kidney
397,HACD3_proteomics,-0.28148130384306963,0.002892338770058848,0.03344632985352913,Kidney
477,KIF1C_proteomics,-0.281355045127947,0.002905514206221245,0.03355868908185538,Kidney
943,TBC1D22B_proteomics,-0.2812136146747361,0.0029203369711804433,0.03368978513007451,Kidney
88,ARHGAP9_proteomics,-0.2808811023619656,0.0029554546702675044,0.03402299847183696,Kidney
353,GAS8_proteomics,-0.45274516507826235,0.002956234561096532,0.03402299847183696,Kidney
1066,WWP2_proteomics,-0.2807564125109095,0.0029687212093929766,0.034126224139254334,Kidney
779,PTPRK_proteomics,0.2807028472309634,0.0029744367894918543,0.03415096700034361,Kidney
999,TRAPPC6A_proteomics,-0.280638408118336,0.002981325757257362,0.03415096700034361,Kidney
485,L1CAM_proteomics,-0.29263604428556356,0.0029814336270141246,0.03415096700034361,Kidney
300,ENPP6_proteomics,-0.28059887053881605,0.002985559687775376,0.03415790105046781,Kidney
465,JUP_proteomics,0.28042313913524175,0.003004443622069681,0.03433346527835105,Kidney
179,CES3_proteomics,0.31435659971848273,0.003024119599075333,0.03451765688262221,Kidney
728,PMM2_proteomics,0.2800169484982905,0.003048504273963823,0.03473132267427237,Kidney
1029,UBXN1_proteomics,-0.2800032647716386,0.0030499986516677033,0.03473132267427237,Kidney
1051,WAS_proteomics,-0.27981387372305405,0.0030707495030778634,0.03492662564931,Kidney
510,MAN2B2_proteomics,-0.27975406650634416,0.0030773286731008618,0.03496047164686717,Kidney
965,TLN2_proteomics,0.2795868837438622,0.0030957871128547477,0.035097995856196856,Kidney
631,NR2C2_proteomics,-0.2795789170313981,0.0030966691870649874,0.035097995856196856,Kidney
975,TMEM176B_proteomics,0.27943025762560114,0.0031131702515738288,0.0351930212362912,Kidney
499,LPIN3_proteomics,0.27934799997146736,0.003122334708986585,0.0351930212362912,Kidney
145,C7orf50_proteomics,0.27934466870861985,0.003122706360742108,0.0351930212362912,Kidney
239,DCUN1D3_proteomics,0.2793392180814896,0.003123314544764193,0.0351930212362912,Kidney
480,KRI1_proteomics,0.2793376580379415,0.0031234886348927206,0.0351930212362912,Kidney
482,KRT78_proteomics,0.32056977898705635,0.003130383408805285,0.0351930212362912,Kidney
623,NOL11_proteomics,0.2792681935484932,0.003131249240798014,0.0351930212362912,Kidney
582,NCKAP5L_proteomics,-0.32243384476693265,0.003134072392100144,0.0351930212362912,Kidney
141,BYSL_proteomics,0.2791860688628319,0.0031404466047426235,0.03522383001065079,Kidney
509,MAN2B1_proteomics,-0.27908044093489703,0.0031523118571002693,0.03531608503185544,Kidney
629,NPHS2_proteomics,-0.29096901731799457,0.003157689960920912,0.03533553402636065,Kidney
94,ARHGEF6_proteomics,-0.27879993286128113,0.0031840173230507063,0.0355890968528087,Kidney
770,PTGDS_proteomics,-0.2786279854098359,0.003203593700901822,0.035766704356903885,Kidney
375,GORASP1_proteomics,-0.2785904007270056,0.003207887128503952,0.035773472322695794,Kidney
67,ANKRD39_proteomics,0.2946834484882428,0.0032244442457886793,0.03591682901566219,Kidney
1079,ZC3H11A_proteomics,-0.27840663730301096,0.003228953582403368,0.035925811532657656,Kidney
202,COL18A1_proteomics,-0.27815635132039446,0.003257846031165511,0.036205752799963103,Kidney
613,NEK6_proteomics,0.27809678317963593,0.003264756564278995,0.0362410391151428,Kidney
106,ASRGL1_proteomics,0.2780624520342603,0.0032687453179899633,0.036243848085872714,Kidney
695,PHF2_proteomics,-0.27798547531401613,0.0032777047500102056,0.03629839037996164,Kidney
7,ABL2_proteomics,0.2843789126672345,0.0032811470174424194,0.03629839037996164,Kidney
539,MMP2_proteomics,-0.2777664082322726,0.0033033231179553477,0.03650209668610795,Kidney
816,RIN3_proteomics,-0.27769325849999293,0.0033119174315424716,0.03655542994405581,Kidney
125,BBS2_proteomics,0.277386132439611,0.0033482210283127915,0.036914136837148524,Kidney
739,PPID_proteomics,-0.27733160700077913,0.003354703384604075,0.036943623425004235,Kidney
713,PLCG1_proteomics,-0.287556169032825,0.0033836926277744863,0.03717623035410142,Kidney
628,NPEPPS_proteomics,0.2770633931132591,0.003386754817767663,0.03717623035410142,Kidney
71,ANO10_proteomics,-0.27701154375133347,0.0033929824058204455,0.03717623035410142,Kidney
903,SNX24_proteomics,-0.2770060638312317,0.003393641195193558,0.03717623035410142,Kidney
726,PLXNC1_proteomics,-0.33853041981677034,0.003394984548931546,0.03717623035410142,Kidney
