,Comparison,Correlation,P_value
4113,HSD17B11_proteomics,-0.49184266467177457,5.9638544446739436e-05
9074,SVIL_proteomics,-0.49130315234332644,6.0322885156317034e-05
8764,SOX9_proteomics,0.49067010488451357,6.141432576269325e-05
2551,DOCK10_proteomics,-0.48971507364617484,6.386357170049437e-05
8348,SH3BP1_proteomics,-0.4884798437640261,6.619683790963951e-05
5350,MITF_proteomics,-0.5096486438817509,6.619683790963951e-05
3710,GPHN_proteomics,0.48659911599553907,7.28721806487145e-05
2585,DPP6_proteomics,0.4863244796622994,7.28721806487145e-05
2856,ENG_proteomics,-0.48563903357264726,7.459794723178736e-05
578,ARHGAP27_proteomics,-0.48444882721818805,7.662197730949509e-05
6283,OSTF1_proteomics,-0.48429806091463534,7.662197730949509e-05
8924,ST14_proteomics,-0.48465923206111367,7.662197730949509e-05
496,APBB1IP_proteomics,-0.4830555483585245,7.98401911156248e-05
1937,COL6A2_proteomics,-0.4827741454334567,7.98401911156248e-05
7044,PPP2R3A_proteomics,-0.5037773152130771,7.98401911156248e-05
2172,CTSZ_proteomics,-0.48170904715372437,8.176586692694852e-05
3870,HAAO_proteomics,-0.48197358928803796,8.176586692694852e-05
2113,CSK_proteomics,-0.481564725075465,8.176586692694852e-05
9333,THEMIS2_proteomics,-0.48106531136839314,8.296000207711621e-05
5916,NFIA_proteomics,0.48042978003337344,8.491035007664669e-05
4738,LANCL2_proteomics,0.47872313065582084,9.144414288701263e-05
5961,NIPSNAP2_proteomics,0.47888120867778167,9.144414288701263e-05
569,ARHGAP15_proteomics,-0.4748493488654879,0.00010906225221072758
653,ARMT1_proteomics,-0.4735976201606943,0.00010906225221072758
4503,KCND3_proteomics,0.47461967486681345,0.00010906225221072758
19,ABCA1_proteomics,-0.47409469035326185,0.00010906225221072758
932,BCR_proteomics,0.47380283053930905,0.00010906225221072758
7784,RNF130_proteomics,-0.4754253341978527,0.00010906225221072758
10699,ZYG11B_proteomics,0.4738725020249037,0.00010906225221072758
2552,DOCK11_proteomics,-0.47347615851379904,0.00010906225221072758
3222,FCGRT_proteomics,-0.4743710606768027,0.00010906225221072758
1446,CD14_proteomics,-0.4746481984106531,0.00010906225221072758
6773,PLCG2_proteomics,-0.4724528986019063,0.00011452353581161155
3541,GGA2_proteomics,-0.47146549139865473,0.00011999428445311436
7147,PROCR_proteomics,-0.470784064713155,0.00012025095504716426
9083,SYK_proteomics,-0.4708487814463348,0.00012025095504716426
3490,GBA_proteomics,-0.47079605765005716,0.00012025095504716426
9940,UAP1_proteomics,-0.4701864303894616,0.00012216647890428255
2157,CTNND2_proteomics,0.4700018930346916,0.00012216647890428255
3614,GMIP_proteomics,-0.4698996531247181,0.00012216647890428255
498,APC_proteomics,0.46833309134661727,0.00013263358428977293
575,ARHGAP24_proteomics,-0.4678576140628673,0.00013483493351569185
1468,CD4_proteomics,-0.46747903299664095,0.00013629232285767694
5785,NCKAP1L_proteomics,-0.4671625433058982,0.00013647702685706556
580,ARHGAP30_proteomics,-0.4670639849246152,0.00013647702685706556
6670,PI4K2A_proteomics,-0.4666231050334723,0.00013851702691733392
6704,PIK3CD_proteomics,-0.4662648948315302,0.00013990804197056106
8149,SCRN1_proteomics,0.46596514982339154,0.00014025313898467377
962,BLOC1S1_proteomics,-0.4658473823629272,0.00014025313898467377
4775,LDLRAP1_proteomics,-0.46540089073266905,0.00014245553008060063
6043,NPAS3_proteomics,0.46517664566307715,0.00014246388846860696
3404,FYB1_proteomics,-0.46503494439218146,0.00014246388846860696
7526,RASAL3_proteomics,-0.4645787127341439,0.00014453169687359734
171,ADAP2_proteomics,-0.4644349187011614,0.00014453169687359734
3105,FAM19A5_proteomics,0.4640521725822081,0.0001463142528017067
6392,PARVG_proteomics,-0.4631967506858821,0.00015233671825977573
2559,DOCK8_proteomics,-0.4629196820492616,0.00015327424998485203
5047,MAN2A1_proteomics,-0.4621881013097853,0.0001584262704709768
7637,REL_proteomics,-0.46118506580762286,0.00016638822273050172
2153,CTNNB1_proteomics,0.4608358789852845,0.00016650849753803302
4763,LCP2_proteomics,-0.46088097013207374,0.00016650849753803302
2519,DNAJC21_proteomics,-0.4600181607794885,0.00017133233501540575
2732,EHBP1L1_proteomics,-0.4600736240604506,0.00017133233501540575
60,ABI3_proteomics,-0.4585684170672143,0.00018471056596376485
275,AIF1_proteomics,-0.458124004543946,0.00018476789318522534
5358,MLC1_proteomics,0.4580797432124604,0.00018476789318522534
7424,RAB3IL1_proteomics,-0.4583886434542359,0.00018476789318522534
3219,FCGR2A_proteomics,-0.45614754384248934,0.00020480681629608843
6765,PLCB2_proteomics,-0.4539868320636522,0.00022988429802638596
9681,TRAF3IP3_proteomics,-0.45370692647269656,0.00023150709369900742
2169,CTSL_proteomics,-0.45307843241566226,0.0002378654481102188
4314,INPP5F_proteomics,-0.452337339773245,0.0002459795761112699
5558,MSR1_proteomics,-0.4518416229187484,0.00025065883172182055
9225,TBXAS1_proteomics,-0.45170041569799063,0.00025065883172182055
3252,FGD3_proteomics,-0.45050399709487854,0.000257721735703069
6294,OTULINL_proteomics,-0.450567114368572,0.000257721735703069
1938,COL6A3_proteomics,-0.45069607788066646,0.000257721735703069
5729,NAIP_proteomics,-0.450599041426451,0.000257721735703069
1924,COL1A1_proteomics,-0.4504654484371207,0.000257721735703069
3476,GAS2_proteomics,-0.4697398983127423,0.0002610042060574146
7734,RIN2_proteomics,-0.4499853188856706,0.0002610042060574146
7687,RGS12_proteomics,0.44987987377193384,0.0002610042060574146
6660,PHLDB2_proteomics,-0.4490432852775595,0.00027036190505987453
9572,TNFAIP8_proteomics,-0.4487992023446223,0.00027192823659185673
3966,HEXB_proteomics,-0.4468664074316057,0.0002894593407062251
4269,IL18_proteomics,-0.44685949345758735,0.0002894593407062251
3221,FCGR3A_proteomics,-0.44714792640110335,0.0002894593407062251
5672,MYO10_proteomics,0.44747819395886473,0.0002894593407062251
10169,VAV1_proteomics,-0.44714281575333015,0.0002894593407062251
5049,MAN2B1_proteomics,-0.4470946229040094,0.0002894593407062251
3417,GAA_proteomics,-0.44589844827073527,0.00029866057508575665
4811,LIG4_proteomics,-0.4459812151698548,0.00029866057508575665
855,B4GALT1_proteomics,-0.44594460701449457,0.00029866057508575665
8929,ST6GAL1_proteomics,-0.4456766956565269,0.00030015367353941163
7771,RNASET2_proteomics,-0.4446926822173949,0.0003102355385519684
2843,EMILIN3_proteomics,0.4448454995715303,0.0003102355385519684
9199,TBC1D2B_proteomics,-0.44478800074311653,0.0003102355385519684
120,ACSL1_proteomics,-0.4430988657917541,0.00033658784260935475
9564,TMX2_proteomics,0.44247121596391603,0.00034359245912801863
228,AFAP1L1_proteomics,0.44247019495352147,0.00034359245912801863
7259,PTBP3_proteomics,-0.4421726263221297,0.00034684433500291984
4014,HLA-DMB_proteomics,-0.4420053958513874,0.0003476225330120655
3740,GPSM3_proteomics,-0.4413199028416614,0.00035636965045418616
2171,CTSS_proteomics,-0.44130470634471874,0.00035636965045418616
850,B3GLCT_proteomics,0.43973627038719365,0.00038156649596622605
1459,CD300A_proteomics,-0.43969280266112104,0.00038156649596622605
9929,TYROBP_proteomics,-0.439821091408167,0.00038156649596622605
6730,PITPNC1_proteomics,0.4389280514887456,0.00039001583342575084
199,ADGRG1_proteomics,0.43904986726272655,0.00039001583342575084
5906,NF1_proteomics,0.4390237262660885,0.00039001583342575084
9307,TFRC_proteomics,0.43876522364762793,0.0003902649041866292
9657,TPMT_proteomics,-0.43867625407667193,0.0003902649041866292
3613,GMFG_proteomics,-0.4382236838709577,0.0003970096845292139
9285,TES_proteomics,-0.43812580224901176,0.0003970096845292139
9022,STXBP2_proteomics,-0.4378059058846811,0.0004014211901692199
6424,PCDH19_proteomics,0.43734566119664203,0.00040386597530738113
59,ABI2_proteomics,0.43736669249384297,0.00040386597530738113
3215,FCER1G_proteomics,-0.43757752821444584,0.00040386597530738113
10157,VAMP8_proteomics,-0.43717980024779174,0.00040498788368411806
2819,ELOVL2_proteomics,0.4369619362258975,0.00040727904918087376
2209,CXXC5_proteomics,0.4368327665975318,0.0004076225105051351
7621,RCSD1_proteomics,-0.43603279507538234,0.0004231353975116075
9744,TRIM9_proteomics,0.4355361097258303,0.0004320458212714068
5871,NEDD4_proteomics,-0.43492452558367484,0.0004428009654600601
6293,OTULIN_proteomics,-0.4348584303290468,0.0004428009654600601
8456,SLC1A4_proteomics,0.4343277691531323,0.00045129444499986273
594,ARHGDIB_proteomics,-0.43428547405214163,0.00045129444499986273
2564,DOK3_proteomics,-0.43312664513707677,0.0004775474988724205
9648,TPD52L2_proteomics,-0.43283322233579696,0.0004822909065837083
5978,NLGN3_proteomics,0.4324734096342814,0.0004859890908923352
8671,SNAPIN_proteomics,-0.4324808050285488,0.0004859890908923352
1691,CHDH_proteomics,0.4323313546635734,0.00048687937358863297
383,AMPD3_proteomics,-0.43196184325911535,0.0004937734242484634
6698,PIK3AP1_proteomics,-0.4317342235852393,0.0004969782153947338
573,ARHGAP22_proteomics,-0.431206827760685,0.0004997861401183348
658,ARPC1B_proteomics,-0.4314725422377172,0.0004997861401183348
10282,WDFY4_proteomics,-0.4312759004135461,0.0004997861401183348
9602,TNS3_proteomics,-0.4313928875879236,0.0004997861401183348
2124,CSPG5_proteomics,0.43072866994431275,0.0005070584604989565
5678,MYO1F_proteomics,-0.43077658405344676,0.0005070584604989565
10427,YWHAE_proteomics,0.4301541477005727,0.0005199711539343954
2636,DUSP23_proteomics,-0.4299489119185799,0.0005228171543174354
2553,DOCK2_proteomics,-0.42884069263366176,0.0005515438361977945
6613,PGM1_proteomics,0.4282548716357236,0.0005658753344241051
3273,FHL2_proteomics,-0.4281008737367134,0.0005674437240973352
1567,CDKN2C_proteomics,0.42719733165047696,0.0005860091538203678
2137,CTBS_proteomics,-0.4271931207859735,0.0005860091538203678
6397,PAWR_proteomics,-0.4271896496512475,0.0005860091538203678
4266,IL16_proteomics,-0.4265713290680917,0.0006022555148771912
339,ALDH7A1_proteomics,0.4262293120626578,0.0006036735136249397
10069,UPP1_proteomics,-0.4262618708725739,0.0006036735136249397
2416,DGKZ_proteomics,0.4263280321554888,0.0006036735136249397
3914,HCK_proteomics,-0.4260010610637584,0.0006047032155735097
3220,FCGR2B_proteomics,-0.42602763013464,0.0006047032155735097
8276,SERPINB8_proteomics,-0.4256142933763225,0.000604722455925532
3418,GAB1_proteomics,0.4258739014606532,0.000604722455925532
1786,CLDN10_proteomics,0.42562711333320014,0.000604722455925532
6761,PLAUR_proteomics,-0.4256393559046623,0.000604722455925532
9435,TMED5_proteomics,-0.42530730301280817,0.0006114795598468408
7304,PTPRC_proteomics,-0.42495788600673146,0.0006196952281022098
3972,HGF_proteomics,-0.4438754601660816,0.0006197765174232833
2033,CPNE2_proteomics,0.4248405049107025,0.0006197765174232833
7294,PTPN18_proteomics,-0.4238355954905362,0.0006449551485997644
10338,WIPF1_proteomics,-0.4238181973608884,0.0006449551485997644
1042,BTK_proteomics,-0.4233800315892208,0.0006552046936406375
660,ARPC3_proteomics,-0.42333025849723027,0.0006552046936406375
5725,NAGA_proteomics,-0.4229703523952185,0.0006644065076772862
270,AHR_proteomics,-0.42276073166758277,0.0006684876364910608
3559,GIMAP1-GIMAP5_proteomics,-0.4226368649588044,0.000669608942427052
2594,DPYD_proteomics,-0.4222140537304998,0.0006812560959975891
9039,SULF1_proteomics,-0.4410860997763089,0.0006831708420746183
3561,GIMAP4_proteomics,-0.42129232796130356,0.0006854436107224183
2693,EDNRB_proteomics,0.4217204154726886,0.0006854436107224183
5732,NANS_proteomics,-0.42142979542179404,0.0006854436107224183
8560,SLC6A9_proteomics,0.4215702800908227,0.0006854436107224183
4980,LUZP1_proteomics,-0.42131594837583186,0.0006854436107224183
5679,MYO1G_proteomics,-0.4211167115526103,0.0006854436107224183
1881,CNPY3_proteomics,-0.4211264967824083,0.0006854436107224183
8941,STAMBPL1_proteomics,-0.42122833188373415,0.0006854436107224183
9249,TCIRG1_proteomics,-0.4214257021892915,0.0006854436107224183
9408,TLR7_proteomics,-0.4214657674336453,0.0006854436107224183
7535,RASSF1_proteomics,-0.4617734428726475,0.0006862006544706784
3357,FPR1_proteomics,-0.42089503362601977,0.0006871671713657671
335,ALDH3B1_proteomics,-0.42080849274160387,0.0006871844530857265
7482,RALGAPA1_proteomics,0.4202735232277472,0.0006977804877015251
7265,PTER_proteomics,-0.4203613592944818,0.0006977804877015251
5967,NKAIN3_proteomics,0.4222427316581944,0.0006977804877015251
4814,LILRB1_proteomics,-0.4197620483657131,0.0007121880501850404
6763,PLBD2_proteomics,-0.41969128451128934,0.0007121880501850404
3955,HEPACAM_proteomics,0.41932433219727516,0.0007199402783136275
4489,KBTBD6_proteomics,0.4193132437143131,0.0007199402783136275
6041,NOVA1_proteomics,0.41898512661283693,0.0007274616450929044
1011,BRI3_proteomics,-0.4189446141231125,0.0007274616450929044
126,ACSS1_proteomics,0.41863082687492104,0.0007361492581890146
8582,SLFN5_proteomics,-0.4184524366691809,0.00073978001926859
3268,FGL2_proteomics,-0.4183446680806845,0.0007407472820216912
1925,COL1A2_proteomics,-0.417762961922836,0.0007599803996314172
7385,RAB11FIP1_proteomics,-0.4365183610279324,0.0007610719268557312
3915,HCLS1_proteomics,-0.4171020146537781,0.0007642168364492213
117,ACSBG1_proteomics,0.41725657798640803,0.0007642168364492213
3307,FLNB_proteomics,-0.4172346263709471,0.0007642168364492213
8274,SERPINB2_proteomics,-0.4827558458776459,0.0007642168364492213
2980,EVI2B_proteomics,-0.4174054665566349,0.0007642168364492213
5447,MRC1_proteomics,-0.4171237639253955,0.0007642168364492213
966,BLOC1S5_proteomics,-0.4163216726122936,0.0007904837347795239
3276,FHOD1_proteomics,-0.4162674963657118,0.0007904837347795239
4035,HMGA1_proteomics,-0.4154867251670677,0.0008088836270106465
3130,FAM49B_proteomics,-0.4154224486799629,0.0008088836270106465
3965,HEXA_proteomics,-0.4154743813952714,0.0008088836270106465
2736,EHD4_proteomics,-0.4156646681960542,0.0008088836270106465
8128,SCIN_proteomics,-0.41545292568278036,0.0008088836270106465
4097,HPS5_proteomics,-0.41508051452911515,0.0008198173357537334
9762,TRMT1L_proteomics,-0.41494580983014484,0.0008221979169653313
2161,CTSA_proteomics,-0.41451604843654904,0.0008239738538221484
9901,TUT7_proteomics,-0.4145261482995832,0.0008239738538221484
5921,NFKB2_proteomics,-0.41429221012761336,0.0008239738538221484
6124,NTAN1_proteomics,-0.41437124133527453,0.0008239738538221484
10457,ZBTB47_proteomics,0.4143113269248181,0.0008239738538221484
4364,IRF5_proteomics,-0.4331115903040691,0.0008239738538221484
4147,HSPBP1_proteomics,0.41456606897323467,0.0008239738538221484
2375,DEF6_proteomics,-0.4148077668451957,0.0008239738538221484
7701,RHBDF2_proteomics,-0.4141361962652817,0.000827356962899887
2909,EPN2_proteomics,0.4140606955147329,0.0008273817738934505
4917,LRRC25_proteomics,-0.413658970125033,0.0008388393327051674
5121,MARC1_proteomics,0.41363993108833264,0.0008388393327051674
6959,POU3F3_proteomics,0.41310175962639994,0.0008572411707271105
567,ARHGAP10_proteomics,-0.4130586731656679,0.0008572411707271105
5944,NHS_proteomics,-0.4129886135815363,0.0008572411707271105
4396,ITGAL_proteomics,-0.41264408258515983,0.000865836075968985
122,ACSL4_proteomics,-0.4126802038742674,0.000865836075968985
4400,ITGB1_proteomics,-0.4123638693676748,0.0008749238230347115
10340,WIPF3_proteomics,0.4120990789075213,0.0008825530148361984
9926,TYMP_proteomics,-0.41204598504497547,0.0008825530148361984
4902,LRMDA_proteomics,-0.41176039732682457,0.0008920692296782145
2147,CTHRC1_proteomics,-0.41165046653075105,0.0008937634054792513
2871,ENTPD1_proteomics,-0.4109100759710935,0.0009242657061939263
3177,FBP1_proteomics,-0.41041375252678935,0.0009407493869000011
3193,FBXO17_proteomics,0.41044070313903813,0.0009407493869000011
8069,SAMSN1_proteomics,-0.4101538826517691,0.0009496616153163462
10563,ZNF185_proteomics,-0.410065836815915,0.0009504589844489365
6303,P2RX4_proteomics,-0.4099886887798543,0.0009507496673351498
4887,LPXN_proteomics,-0.40969930860443393,0.0009578078139318845
3352,FOXP1_proteomics,-0.45223073724969676,0.0009578078139318845
6509,PDGFA_proteomics,0.4129047933502273,0.0009889319588579954
7639,RELB_proteomics,-0.40870963861961507,0.0009992386386414578
3581,GLB1_proteomics,-0.40858941310188723,0.0010017356167271137
5687,MYOF_proteomics,-0.4084881177494487,0.0010033031248563018
1292,CARD11_proteomics,-0.40816321074792977,0.001009137195956985
4312,INPP5D_proteomics,-0.4081806069217912,0.001009137195956985
2334,DDR1_proteomics,0.40830140973003015,0.001009137195956985
1325,CAV1_proteomics,-0.4079974999455609,0.0010139982197394839
1800,CLIC2_proteomics,-0.40751970241859525,0.0010347966985445336
1499,CDC34_proteomics,0.4074059174559267,0.0010371140652941882
1632,CERS1_proteomics,0.40715432670602053,0.0010465706430359152
7317,PTPRZ1_proteomics,0.40704902886856287,0.0010484907655000843
2098,CRYBG1_proteomics,-0.4068802113983254,0.0010537336059022475
10266,WASF3_proteomics,0.4066422126456417,0.0010626411287720874
5920,NFKB1_proteomics,-0.406439468334648,0.0010697602889655777
659,ARPC2_proteomics,-0.4063273917893301,0.0010721178000713013
7351,PYCARD_proteomics,-0.4058488671481377,0.0010868875302343444
1232,CACUL1_proteomics,-0.4059102128717704,0.0010868875302343444
5675,MYO1C_proteomics,-0.4059147320458793,0.0010868875302343444
3744,GPX3_proteomics,-0.4053625710111532,0.0011096033786290773
201,ADGRL2_proteomics,0.4050506627240138,0.001123084896158117
3249,FGB_proteomics,-0.40493606022275647,0.0011257460768635801
1420,CCNDBP1_proteomics,-0.4047649460274346,0.0011306133140884323
4274,IL4I1_proteomics,-0.4047159052383673,0.0011306133140884323
4903,LRMP_proteomics,-0.404324668295278,0.0011488300144825775
6806,PLEKHO2_proteomics,-0.4036127628005014,0.00118581983173773
2146,CTH_proteomics,0.40350979659830066,0.001187984332649383
8530,SLC38A3_proteomics,0.403315138214721,0.0011916983294338376
3218,FCGR1A_proteomics,-0.40333545106828633,0.0011916983294338376
2541,DNMBP_proteomics,-0.403173371414394,0.001192376147233909
1457,CD2AP_proteomics,-0.4032292148942779,0.001192376147233909
6597,PFN1_proteomics,-0.4026947909828807,0.0012135169059632812
3320,FMNL1_proteomics,-0.4026844501521673,0.0012135169059632812
2276,DBI_proteomics,0.4021201509340753,0.0012396424528328452
8455,SLC1A3_proteomics,0.4021191873892645,0.0012396424528328452
7300,PTPN6_proteomics,-0.4020169106226247,0.0012419463164977597
2488,DMRTA2_proteomics,0.41959917128288926,0.0012814619004660054
628,ARL4A_proteomics,0.49760626867840085,0.0012878474344489763
33,ABCD1_proteomics,-0.4008443531187188,0.0013026517148963252
4720,LAIR1_proteomics,-0.40050658892929325,0.0013200978475601322
9956,UBASH3B_proteomics,-0.4001597279916402,0.0013318360602317559
7023,PPP1R1C_proteomics,0.40018509073385394,0.0013318360602317559
5028,MAGED2_proteomics,-0.40013391079197663,0.0013318360602317559
4276,ILDR2_proteomics,0.39953215931646496,0.0013587382125204326
1920,COL14A1_proteomics,-0.3995424007342699,0.0013587382125204326
4391,ITGA4_proteomics,-0.3996057835812449,0.0013587382125204326
6077,NRBF2_proteomics,-0.3994514017128499,0.0013590177998785479
9204,TBC1D8B_proteomics,-0.41762398549019064,0.0013590177998785479
9405,TLR1_proteomics,-0.4174059480487964,0.0013687874930478135
7303,PTPRA_proteomics,0.39897406917402956,0.001379160453812283
3562,GIMAP6_proteomics,-0.41697283505827065,0.001379531717972358
5031,MAGI1_proteomics,0.3988067725464009,0.001379531717972358
2731,EHBP1_proteomics,-0.398721794706447,0.001379531717972358
6957,POU2F2_proteomics,-0.4624454522783024,0.001379531717972358
8015,RUSC1_proteomics,-0.4375827899536873,0.0013915813773235138
461,AOAH_proteomics,-0.3982750748919244,0.0014012682915488885
7198,PSAT1_proteomics,0.3979466242971892,0.0014194275641772316
6120,NT5DC1_proteomics,-0.39783295991692635,0.001423037602627028
5369,MLX_proteomics,-0.4157786812190126,0.0014333610990058308
9406,TLR2_proteomics,-0.39728485964627347,0.0014525254778203474
697,ASIC1_proteomics,0.3971460115779735,0.0014580012639584113
8255,SEPT7_proteomics,0.39706783294665793,0.0014592518388660805
4717,LACTB_proteomics,-0.39700208535978865,0.0014596436077254412
3341,FOLR2_proteomics,-0.3966539984038359,0.001479943746653633
2408,DGKA_proteomics,-0.3964967855996573,0.0014868596973743222
3266,FGG_proteomics,-0.39627544761929967,0.0014941378279686496
3564,GIMAP8_proteomics,-0.3962941148471736,0.0014941378279686496
8248,SEPT11_proteomics,0.39587096612633277,0.0015146949571320538
412,ANKMY2_proteomics,0.3959198994881884,0.0015146949571320538
185,ADCY8_proteomics,0.39554960087191277,0.0015337848354759595
1448,CD163_proteomics,-0.39547616793666257,0.0015348360868807007
4938,LRRFIP1_proteomics,-0.3953881522168185,0.0015369683215413904
5172,MCC_proteomics,0.3950186172926452,0.0015512267525463663
8058,SALL2_proteomics,0.39506702791711107,0.0015512267525463663
7582,RBM47_proteomics,-0.39510025696661333,0.0015512267525463663
8879,SRPRA_proteomics,-0.39456796349910506,0.0015804841768307276
2983,EVL_proteomics,-0.3944477315294467,0.0015851504209784706
3246,FEZ1_proteomics,0.39422337216900005,0.001597731328317692
1398,CCDC88B_proteomics,-0.39409315698684166,0.001602237170221578
6705,PIK3CG_proteomics,-0.3940482187861718,0.001602237170221578
8953,STAT6_proteomics,-0.39394272426454735,0.0016045709905142971
2827,ELP6_proteomics,0.39390224963734316,0.0016045709905142971
1880,CNPY2_proteomics,-0.3935116113614139,0.0016301486601057688
5079,MAP3K3_proteomics,-0.41118172734201913,0.001651004560458543
4601,KIF16B_proteomics,-0.3929047302516979,0.0016686227256804827
8213,SELENOM_proteomics,-0.39282796891782557,0.001670171311535937
5912,NFATC2_proteomics,-0.3926023250196009,0.0016814476271635524
9574,TNFAIP8L2_proteomics,-0.39257182507927146,0.0016814476271635524
4762,LCP1_proteomics,-0.39249900664722415,0.0016827245121831564
8272,SERPINB1_proteomics,-0.39204076660338155,0.0017103856876167826
7673,RFX4_proteomics,0.3920926355422456,0.0017103856876167826
5064,MAP2_proteomics,0.39198267063941095,0.0017105220110691089
7686,RGS10_proteomics,-0.3918117211696854,0.0017133451656589811
8943,STARD13_proteomics,-0.39186911415216263,0.0017133451656589811
7735,RIN3_proteomics,-0.39177932779418023,0.0017133451656589811
4787,LFNG_proteomics,0.41147598657313533,0.0017377168010381276
6544,PDZD2_proteomics,0.3913681002774162,0.0017377168010381276
3558,GIMAP1_proteomics,-0.39087717798540766,0.0017736900407645238
8400,SIGLEC7_proteomics,-0.39081643092033125,0.001774120918114077
2620,DTNBP1_proteomics,-0.39041722015349145,0.0018030158987548577
8615,SMARCD2_proteomics,-0.3901865118653788,0.0018179191562831753
5806,NDN_proteomics,-0.4070998386462057,0.0018946953934145113
3175,FBN1_proteomics,-0.3890600116091279,0.0019016243461161487
965,BLOC1S4_proteomics,-0.3890819796037153,0.0019016243461161487
462,AOC3_proteomics,-0.42480934386139946,0.0019043974436278378
5300,MGAT1_proteomics,-0.38886409530326244,0.0019043974436278378
2251,CYTH4_proteomics,-0.42734705550381963,0.0019043974436278378
8232,SEMA6A_proteomics,0.38868514780509167,0.001914935779362623
7255,PSTPIP2_proteomics,-0.3886367733307035,0.001914935779362623
7683,RGP1_proteomics,-0.45052726906695734,0.0019431037995822514
9529,TMEM51_proteomics,0.38806162845641534,0.0019570614231565237
6956,POU2F1_proteomics,-0.3877721888290956,0.001959465288214024
6441,PCDHGC3_proteomics,0.387861058002283,0.001959465288214024
1289,CAPZA1_proteomics,-0.3877653201176855,0.001959465288214024
7062,PPP5C_proteomics,0.38782993684699474,0.001959465288214024
6305,P2RY1_proteomics,0.3879329669018331,0.001959465288214024
570,ARHGAP17_proteomics,-0.38744165048541934,0.001984249855890857
4301,INKA2_proteomics,0.4051271791310613,0.0019881407728042735
1145,C3AR1_proteomics,-0.38719349078088616,0.0019973205107052033
7301,PTPN7_proteomics,-0.3869766328697451,0.0020125563300963096
1141,C2orf72_proteomics,0.3868574740195861,0.0020187286095359617
5900,NETO2_proteomics,0.38659590984877024,0.0020383544429102233
9096,SYNGR2_proteomics,-0.38637899592556413,0.002053906422732606
6370,PAPSS2_proteomics,-0.3861106308437481,0.0020745141041532333
5158,MBD4_proteomics,-0.38603058356099973,0.0020771290899936814
759,ATP13A3_proteomics,-0.38592421967753066,0.0020822934198391034
5919,NFIX_proteomics,0.38581878930650815,0.0020873893026112983
6458,PCMTD2_proteomics,0.38535123354335665,0.002127839082731188
5122,MARC2_proteomics,0.38508963954026426,0.0021484924033815223
9575,TNFAIP8L3_proteomics,-0.4022236938039388,0.0021977139643760764
642,ARMC6_proteomics,0.38421893045464384,0.002225724428153258
1103,C1QB_proteomics,-0.3839822720197488,0.002244691733982425
