,Difference_In_Median_Brca,P_Value_Brca,Difference_In_Median_Endo,P_Value_Endo,Difference_In_Median,P_Value
ATXN1,0.26980000000000004,0.21781931631094195,-0.229,0.010818358392810933,,
ATXN2L,-0.5284,0.12111862126721751,-0.055999999999999994,0.48074853221043723,,0.028155283926088893
ATXN3,0.17420000000000002,0.026651041679999373,0.014299999999999993,0.36822345350173513,,0.2308062181959176
ATXN7,0.14159999999999998,0.4734734498137021,-0.1462,0.0413523565576801,,
AUH,-0.48189999999999994,0.04397139258031851,0.1812,0.34028168668660497,,0.003755350684212969
AVL9,-0.3174,0.054274509861512533,0.08599999999999997,0.13606651852272983,,0.012881144808719316
B3GLCT,0.7608,0.02320119486667085,0.038000000000000006,0.27272530554294533,,0.8385927991131242
BAG4,-0.31869999999999993,0.02939426620342937,-0.0040000000000000036,0.25233393571492646,,0.287119450847847
BAZ1A,-0.042300000000000004,0.6901637889069729,-0.0969,0.390097190055966,,0.040857075863611994
BAZ2B,-0.4371,0.02443453809003831,0.011500000000000003,0.7820262609212444,,
BCAP29,0.3451000000000001,0.045734913840320496,-0.08300000000000002,0.462410581879356,,0.13771360249801876
BCAP31,-0.248,0.9515489940871894,0.037000000000000005,0.8372652457945082,,0.03297538476097177
BCL11A,0.4075000000000002,0.340041720555865,0.14755000000000001,0.04693377352585474,,
BCL2L1,0.1242,0.49653457983888327,0.12360000000000002,0.19860287518291503,,0.039599765135559455
BCL2L13,-0.8574999999999999,5.325594115072769e-05,0.008000000000000007,0.6019986535671991,,0.3550721427564929
BCR,-0.2999,0.02002753353152906,-0.08680000000000002,0.9323674850924819,,0.0665197923992763
BCS1L,-0.1827,0.011489745556848667,-0.07046,0.3539991145530097,,0.9732558380417126
BECN1,0.24659999999999999,0.011933401456359422,-0.026000000000000002,0.8404779862435683,,0.41105212916583933
BICC1,0.5558000000000001,0.119370597156505,-0.3831,0.04265406377792951,,
BLOC1S4,0.267,0.004081098178185024,-0.02236,0.9777063674319739,,0.07753652369644197
BOLA2,-0.4887,0.019499657709336513,0.065,0.3677815728830275,,0.8948907997766354
BOLA3,-0.5344,0.007303188309595127,0.1,0.06772001231844615,,0.392710662628871
BPHL,-0.2228,0.16765431042587095,0.14400000000000002,0.15444598065023413,,0.016327066817769544
BRD2,-0.2091,0.003944626753155038,0.0465,0.40379729058748515,,0.3004656264819146
BRD8,-0.1837,0.036286519915891116,0.022600000000000002,0.7522478966599332,,0.1271382862291502
BRI3BP,-0.95125,0.13632177872762022,-0.1845,0.09293261900489701,,0.03713122011790313
BRMS1,-0.35150000000000003,0.023739727116503708,-0.02704999999999999,0.6383652386856455,,0.726979781182453
BROX,0.3338,0.05027238449859895,0.16595400000000002,0.42344522980334165,,0.028906000396318313
BSDC1,-0.2058,0.33946352852436024,0.08499999999999999,0.9119192853639082,,0.01611523579621689
BSG,-0.3408,0.14229809788100867,-0.017999999999999995,0.8317213006806891,,0.010386792542028941
BTBD9,0.037099999999999966,0.9889517956334022,-0.0028000000000000004,0.02927548973618254,,
BUB1B,-0.4626,0.047210824944787885,-0.05500000000000002,0.6663581793348288,,
BZW2,0.2698,0.01223651072766878,0.11399999999999996,0.7975053234585978,,0.1549476420239877
C12orf75,-0.13545000000000001,0.7023603595633587,-0.0905,0.9685464432833442,,0.029731542771310515
C19orf25,0.352,0.04989347266942578,0.0423,0.2777910117997174,,0.26532247780764456
C19orf70,-0.21730000000000005,0.9671331427082339,0.093,0.11438375335772992,,0.01272637909676111
C1QBP,-0.499,0.17385385441247092,0.353,0.0053823300673370884,,0.7973266925771701
C1orf174,-0.3007,0.013337272514306161,-0.07540000000000001,0.8813935176529155,,0.26919954184603256
C1orf21,0.5165,0.30655973046114837,0.04200000000000004,0.5639363295329279,,0.04267666683195196
C1orf226,0.04749999999999999,0.6910780279690245,-0.059,0.9415287932172505,,0.024916008229930123
C1orf43,-0.5569999999999999,0.035648466440434345,-0.11669999999999997,0.9969651436874958,,
C20orf24,0.4328000000000001,0.34924716127920785,,,,0.025061866522628172
C4orf33,-0.47524999999999995,0.7084966419287672,0.19,0.5532540632283514,,0.011221276986092005
C5orf51,0.634,0.0006758480303718058,-0.030399999999999996,0.4938273522306341,,0.6753136129932367
C7orf50,-0.49549999999999994,0.19599136662237265,0.1701,0.35173743998605356,,0.04519296449415716
C7orf55-LUC7L2,-0.21789999999999998,0.049199467822516996,,,,
C8orf37,-0.6428999999999999,0.02906205880052514,0.0662,0.9474757625568828,,
C8orf82,-0.8968,0.02569586891455197,0.118,0.21527911822953574,,0.23416081880838494
C9orf72,-0.83275,0.02287798435180225,-0.032,0.5715303031635623,,
CA9,0.2550000000000001,0.2446603896181759,0.39,0.44919013384202944,,0.013417996220224458
CAAP1,-0.42200000000000004,0.023349169183674003,0.07322000000000001,0.23147500737475094,,0.7182949697567687
CALML3,0.5764,0.014864303397343619,0.1548,0.8428837167591073,,0.894328963427343
CAMK4,0.5829,0.0026023966741110633,-0.005000000000000032,0.994187696807241,,
CAMKMT,0.09689999999999999,0.4749475544184182,0.1463,0.27671535331781016,,0.04081668984131641
CAMSAP1,0.275,0.025531430280631654,-0.1549,0.03512943424856783,,
CAPN13,1.0581,0.007647888722783491,-0.3586,0.6945899626750012,,
CAPN2,0.6431,0.042065066592062036,-0.08000000000000002,0.682300566139916,,0.36208498178728143
CAPN6,-0.4979499999999999,0.12338746336100317,0.07020000000000001,0.27916576529021436,,0.01951401520433164
CAPZA1,0.2192,0.46260447480225175,-0.055200000000000006,0.9975829478295692,,0.03147204406603981
CARHSP1,0.3246,0.24379757995268825,0.186,0.0350477284761515,,0.470554773852789
CARTPT,-1.4990999999999985,0.02329717065759218,,,,
CASK,-0.0443,0.8314664847918596,-0.0456,0.8099608498783257,,0.03591914384419831
CASP2,-0.053300000000000014,0.14451849327132826,0.18030000000000002,0.03854857314719141,,0.949409589694558
CASP7,0.4736,0.3481735302267355,0.39980000000000004,0.002192080881422438,,0.40719008719639194
CBX4,-0.2624000000000001,0.025968835193462155,-0.017000000000000015,0.9402244314915961,,
CCAR2,0.2832,0.1343454689683511,0.047299999999999995,0.4919151895997522,,0.04200144163060177
CCDC134,0.2364,0.7571434617348233,0.1545,0.024004493903945257,,0.02987661863631114
CCDC149,-0.31815,0.028269286115613232,-0.1225,0.12085782467071218,,
CCDC25,0.088,0.189546749043779,0.2308,0.0069950612424244905,,0.15503675147643461
CCDC51,-0.4022,0.14384049904865281,0.09400000000000003,0.8581570048248921,,0.008810484283957172
CCDC58,0.1998,0.20993122993280006,0.2257,0.004232078838459732,,0.1283307004394047
CCDC6,0.6168,0.038041430755300754,-0.07,0.8473058469719521,,0.9992331499294498
CCDC7,-0.08960000000000001,0.04141588999552656,,,,
CCDC71L,-0.1099,0.683790285418868,-0.0966,0.06764232490868721,,0.04396301890172963
CCDC90B,-0.4321,0.04229229684028968,0.255,0.20368833865394614,,0.03215993400432337
CCNA2,-0.5751999999999999,0.02924773788973342,0.007000000000000062,0.9588413373539937,,
CCNDBP1,-0.1726,0.21493808625046415,-0.18009999999999998,0.0481327822789568,,
CCNY,0.3826,0.04253288113426501,-0.2143,0.06312860413930084,,0.6272637809732031
CCS,-0.3494,0.019830294003689183,0.149,0.36157830124762813,,0.5077861850386174
CD163,-0.5075,0.04043617596289989,-0.352,0.6989542818458326,,0.4905633514956397
CD320,-1.6737,0.0002797480654135571,0.2721,0.13280633689071386,,0.677076973229068
CD34,0.3609,0.2767457675669247,-0.3800000000000001,0.007564407218863047,,0.7187496024157978
CD55,-0.16990000000000002,0.716575838694617,-0.137,0.8535530932401929,,0.03915671959638569
CD81,-0.3853,0.37627396067485774,-0.45899999999999996,0.023754894529248023,,0.3077449761960193
CD99,0.7587999999999999,0.0020556813898998136,0.044999999999999984,0.5689002358856425,,0.06794566616900931
CDC16,-0.033100000000000004,0.6714364834275706,-0.02719,0.26809904386615696,,0.0009257470956371873
CDC20,-0.748,0.01288332560012238,0.294545,0.7891664244153517,,
CDC40,0.05839999999999998,0.40998523892209693,0.0022000000000000075,0.1687630210161195,,0.04949384833893508
CDC42,-0.16519999999999999,0.5802785355543856,-0.02260000000000001,0.237215244956767,,0.0496864704238273
CDC42BPB,-0.19870000000000002,0.8978055055034357,-0.1518,0.25782251167180803,,0.044363889824688287
CDC42EP3,-0.7236,0.04214668181502845,-0.276,0.3192299655083232,,0.1647661978340213
CDC42EP4,-0.5797,0.03994933277835778,0.08499999999999999,0.9990651559882107,,0.903061429176998
CDH11,0.8381,0.31210117589724246,-0.20199999999999996,0.019716240237213068,,0.3404657268083615
CDK14,0.6884,0.033315687208422304,0.21199999999999997,0.1643516100259249,,
CDK17,0.1762,0.7280999169548198,-0.1791,0.042597625696022226,,
CDK2AP1,-0.6159,0.03663369659489759,0.05430000000000001,0.5900125818867377,,
CDK5,0.09509999999999999,0.660444729369581,0.1434,0.08691966024591057,,0.019561396777105507
CDKAL1,-0.2339,0.54568569973335,0.06489,0.02895087689793618,,0.7281346360901733
CDKL5,0.25139999999999996,0.19527177313744815,0.21055,0.025101614544241296,,
CDKN2AIPNL,0.48879999999999996,0.014442898601903913,0.0624,0.6232459663022711,,0.30663077979715975
CDYL,0.022299999999999986,0.7863159139200202,0.009000000000000008,0.6293896890472883,,0.04181020307287171
CEACAM5,0.7707999999999999,0.7952373021527704,0.3275,0.6308363846635443,,0.007226326922269804
CECR5,-1.018,0.0004403029850854238,,,,
CELF2,0.07984999999999999,0.8583033483021136,-0.039200000000000006,0.8255520704237453,,0.010377208595422455
CENPC,-0.1444,0.2128419717125882,-0.1568,0.05038992300898052,,0.04919005055489807
CENPV,-1.4988,0.0027553736811083704,-0.08700000000000002,0.842716170415057,,0.8890140129879369
CEP164,1.13495,0.04734193405863024,0.08499999999999999,0.7332394127834323,,
CEP78,0.48819999999999997,0.035184760802402106,0.1038,0.9403481450395713,,
CEP85,-0.11109999999999999,0.020934902015336182,0.05910000000000001,0.9462448810467867,,
CES2,0.4196,0.9698378065486672,0.0728,0.4784918364575226,,0.03785384242316695
CGA,-5.269350000000001,0.04338407423521115,,,,
CGN,-0.6305000000000001,0.5177956492156969,0.01999999999999999,0.5232099551663585,,0.016926040998580857
CHAC2,-0.6592500000000001,0.04670203633112844,0.061,0.9058618884396615,,
CHCHD1,-0.3124,0.10341351388268923,0.039400000000000004,0.04425894577488696,,0.3448863884927733
CHCHD3,-0.0863,0.19439914654110868,0.2154,0.2204810796066978,,0.04745540609042035
CHCHD4,-1.0273,0.0022716270096696965,0.07130000000000002,0.25603922578617205,,0.09910834259556699
CHCHD7,-0.5445,0.15706087188320927,0.2148,0.2982183528016106,,0.030624464685546214
CHD6,0.08270000000000002,0.8206613620523903,-0.141245,0.012264069169484281,,
CHDH,-1.1586,0.044692273272702976,0.0458,0.5608368400236555,,0.10052633198264976
CHGB,-2.2548999999999992,0.006734653912903268,-0.08149999999999999,0.9503342896654589,,0.8573173161637209
CHIT1,-0.21314999999999995,0.6486210959463437,-0.6819999999999999,0.02394573615609849,,0.4414583736021357
CHP1,-0.08750000000000002,0.861237988826882,-0.10283000000000002,0.7631297313959933,,0.019459792578091103
CHTF8,-1.03145,0.006807752074672189,-0.014200000000000004,0.8809880506719514,,0.24835760138909546
CILP,1.0911,0.014361064995386601,-0.14500000000000002,0.8408908219237261,,0.38059270882065077
CINP,-0.17220000000000002,0.10723085507429106,0.217,0.03044174392862243,,
CISD1,-0.465,0.003259091899200358,0.27869999999999995,0.757207391993729,,0.5634979224518474
CISD3,-0.08999999999999997,0.04823565014268691,0.24000000000000002,0.07195085218937515,,0.6506663667860064
CIT,-0.3897999999999999,0.03899172622952997,0.16100000000000003,0.7559401097948026,,
CKM,-1.1497,0.014453972159721419,0.981901,,,0.267370038337023
CLASP2,0.2693,0.4210541283130973,-0.08196,0.03457181080496784,,0.40251446814825953
CLCN5,0.3376,0.04277471475880029,0.1713,0.640574056732902,,
CLDN3,-1.3334,0.025088747826464957,0.18,0.31430079462424826,,0.006374817601923931
CLDND1,-1.5084,0.005559558743516996,0.046999999999999986,0.8239526199863275,,0.5097771804773098
CLEC3A,-2.8422,0.046962682444920675,,,,
CLK1,0.42715000000000003,0.050356179837360335,-0.5865,0.025777555024242546,,
CLK3,-0.2765,0.04041416279356717,-0.022699999999999998,0.7043666073006969,,0.9264228309322253
CLPP,-0.5353,0.006746323045465721,0.038000000000000006,0.6392873797529752,,0.45746122690473623
CLPX,-0.2574,0.04406320208909934,-0.0069999999999999785,0.9043433762970458,,0.9971727703382243
CLUAP1,0.47200000000000003,0.04969558453540136,-0.1135,0.79195731710602,,0.7051003872041409
CMC2,-0.6944,0.0011385095922204686,0.12100000000000002,0.7376321078296014,,0.04640691402204111
CMPK2,-0.05359999999999998,0.5952488783980394,0.055999999999999994,0.4592537138231333,,0.026845241024606652
CNKSR3,-0.7931,0.006514612942712517,-0.1375,0.406284069070571,,
CNOT6L,-0.2848,0.009875307724926018,0.0024999999999999883,0.7666455665264171,,0.6818618040238362
CNPY4,0.3625,0.02175172977955564,0.07800000000000004,0.7398140280825585,,0.14654543181342808
CNTROB,-0.15189999999999998,0.6797984345558633,-0.1493,0.03136118068557462,,
COA1,-0.9439500000000001,0.0033620268457218196,0.0935,0.1966236701559112,,0.2787715403472761
COA7,-0.6726,0.00897830543546117,0.027700000000000002,0.5412562002038606,,0.7516277066047459
COBL,-0.5007,0.18047125027823907,-0.08800000000000002,0.8692839009990854,,0.02032301334212825
COBLL1,0.3827,0.04808784141074264,0.01016,0.8224878421772919,,0.9717828450368267
COG3,0.17109999999999997,0.7661768460296937,0.02799999999999997,0.40947288602127496,,0.0169770019331871
COL16A1,1.0457,0.040476963574029155,,,,0.7822271466357484
COL1A1,1.1240999999999999,0.048952504524730864,-1.0110000000000001,0.005557081779688194,,0.7014489468267291
COL1A2,0.8554,0.046770350218715666,-0.5319999999999999,0.012314210941765503,,0.5596250790428414
COL28A1,0.37255,0.46032706885345553,-0.475,0.016249498148065724,,0.3883198135314101
COL3A1,1.0843,0.062419483301271915,-0.42699999999999994,0.028142794618005916,,0.8003375305817464
COL4A3BP,0.061600000000000016,0.7958035350939896,0.07699999999999999,0.5004262061756414,,0.049914682104632936
COL5A1,1.8086,0.008869807412426859,-0.062,0.02079120085900923,,0.9036107909507057
COL5A2,1.1059999999999999,0.02430366576688183,-0.19300000000000003,0.10704892610519398,,0.6492777414745997
COL5A3,1.085,0.00456579849377261,,,,0.2904684614253784
COL6A2,0.42880000000000007,0.13448717478951494,-0.376,0.037931018087591965,,0.4963873378638649
COL6A3,0.5367999999999999,0.17639191338483015,-0.683,0.015036613372216057,,0.5284807809138247
COL7A1,0.4571,0.04744459770794985,-0.43500000000000005,0.3573882698897486,,0.5122061941095166
COLGALT2,0.11124999999999999,0.6464007296977469,0.0822,0.04525753591510418,,
COMMD5,-0.17109999999999997,0.9248212092087793,-0.12190000000000001,0.018725980997408048,,0.4041234445388021
COQ5,-0.3708,0.07314773545284614,0.0266,0.9428663766340194,,0.008737383783356732
COQ7,-0.40800000000000003,0.05884622931525527,0.0001999999999999988,0.7387975107393252,,0.02854606603034273
COQ8A,-0.5253,0.07154315195172181,0.03,0.3688079734513644,,0.0048336729095057
COQ9,-0.2446,0.014839083241362213,0.0619,0.6585784874627251,,0.0010342427076153898
CORO7-PAM16,-0.1371,0.10809255877754424,0.16799999999999998,0.020338107129379453,,0.39604394007306376
COX17,-0.9954000000000001,0.12570721284738326,0.15299999999999997,0.02625841985974942,,0.839107099693231
COX4I1,-0.44539999999999996,0.032446096360685184,-0.03999999999999998,0.9904586455123776,,0.11298491138264688
COX5B,-0.2986,0.002998115820635864,0.11140000000000001,0.5873890513222169,,0.12860613316195005
COX6A1,-0.3597,0.014099168497018127,-0.15400000000000003,0.7670654159624579,,0.7988964891552696
COX6C,-1.0023000000000002,0.0035950681575737473,-0.022999999999999993,0.5597492850873445,,0.05145775195002974
COX7A2L,-0.29519999999999996,0.3490826167912491,-0.035,0.7086533629951233,,0.045768869439304465
COX7B,-0.8756,0.001842846690033154,0.35459999999999997,0.3693695236078951,,0.3594758130955581
COX8A,-0.6241,0.0011907975582754607,-0.077,0.9564217488515723,,0.7703804954582414
CPB1,-1.5079000000000011,0.0006501691540772392,,,,0.42146932392650094
CPE,-0.6131000000000001,0.03053941137081341,-0.0009999999999999731,0.694512588088693,,0.06682137534994277
CPEB4,-0.5550999999999999,0.0023920195585128536,0.050699999999999995,0.548790925769263,,0.51494056429469
CPLX2,-4.680149999999999,0.001452937579525704,-1.282,0.23998091743159042,,
CPSF7,-0.017299999999999982,0.6000625295069605,0.0615,0.02547015252011921,,0.6240683486323114
CPT2,-0.4133,0.17033766146228443,0.07000000000000003,0.44739584187608894,,0.02602838288354505
CPXM1,1.326,0.043706399549462864,-0.254,0.03757619978623619,,
CREB5,0.4901,0.005506598785337686,-0.06520000000000001,0.18127935550794358,,
CREG1,-0.3033,0.04792252573713417,-0.0573,0.29148747769669126,,0.636891388191711
CRISPLD2,0.6696,0.31822030496573495,-0.392,0.02449691197702298,,0.26043492431690834
CRMP1,-0.2763000000000001,0.28819731804567733,-0.19499999999999995,0.10272047352704224,,0.030644491276747742
CRTAP,0.9799,0.04657722676547664,0.0994,0.7905101806173697,,0.7540747206834855
CRYL1,0.1492,0.45449901339402154,-0.1846,0.5746363264036756,,0.0287127615695034
CSK,0.19889999999999997,0.38260902957994203,0.012889999999999999,0.6146079063103397,,0.047023416695185866
CSMD3,-0.5932,0.028764302419814102,,,,
CSN3,-1.1995999999999998,0.03529234685074973,,,,
CSPP1,-0.33694999999999997,0.019463508561996773,0.11944000000000002,0.8562733271390441,,
CST6,0.7826,0.017159022440484183,0.603,0.5388456201043765,,
CTPS1,-0.6116000000000001,0.042428869473972695,-0.04959999999999999,0.5307908073897025,,0.9181866499148685
