Proteomics,P_Value,Medians,Cancer,size
MAPK3,1.0206600748639713e-06,0.6651049672988946,Gbm,1.3795061007748277
DCTN6,1.0814311084086874e-06,0.29149198815814903,Gbm,1.3737225293620432
INPP5F,1.1856419161910156e-06,0.49794675010187756,Gbm,1.3645226228617415
RABGGTA,1.2236926275624003e-06,0.34407553479442066,Gbm,1.3613637526682916
SEMA7A,1.3109110537264824e-06,0.8348579315947146,Gbm,1.3544788201612143
EIF2S2,1.5015673354993383e-06,-0.3234582325974178,Gbm,1.3409001105041152
HERC4,1.5946656088114018e-06,0.3635233120773429,Gbm,1.3348846493355049
CASP2,1.6204341713327581e-06,-0.4139271504405456,Gbm,1.3332816437631911
LIPE,1.6725388065595356e-06,0.3883654038670028,Gbm,1.3301167842487027
PRKDC,1.7162270498094852e-06,-0.4673597642944506,Gbm,1.3275382252242358
DEPTOR,1.7343065649563647e-06,0.7270441409950436,Gbm,1.3264902898833277
RBP7,1.7534015488814836e-06,0.6786073211856101,Gbm,1.3253952914433422
ABHD6,1.918252404041122e-06,0.6102542626463034,Gbm,1.3164095992642388
MINDY1,2.000507252130193e-06,0.6319573589664325,Gbm,1.3122109783496885
NCBP2,2.1872105556254507e-06,-0.571310957653664,Gbm,1.303288354489773
TMCC2,2.3028528315715995e-06,0.7360387938194519,Gbm,1.2981361842089185
DCTN3,2.6831597250556224e-06,0.3535030102807755,Gbm,1.2828515456032001
VPS26A,2.9419623962433063e-06,0.37262570344240153,Gbm,1.2736433717565114
KLK6,2.952388033659498e-06,0.9655816311612929,Gbm,1.273289621214791
ADO,3.112017290909481e-06,0.537734831228088,Gbm,1.268023939545872
ELMO1,3.1194639219990244e-06,0.7064987971360025,Gbm,1.2677849390777716
HDAC5,3.149736010074901e-06,0.359660892103481,Gbm,1.2668191914964106
BRCC3,3.2220414736712844e-06,0.22449767778044122,Gbm,1.2645495401265245
KXD1,3.285832932518507e-06,0.3460024847180629,Gbm,1.2625890381845448
SGCD,3.2943332966002656e-06,1.013305887886234,Gbm,1.2623306748388718
SSB,3.3238955003454372e-06,-0.5349652434758666,Gbm,1.2614373119387807
RPS5,3.392185674846548e-06,-0.49757790836006904,Gbm,1.2594036102486004
NUP205,3.45539326567995e-06,-0.3221240287200276,Gbm,1.2575574282133961
EIF4G1,3.531287139785665e-06,-0.4023805818847615,Gbm,1.2553848124645541
DENND1A,3.549258662267974e-06,0.23785148821905083,Gbm,1.2548771803814602
CYTH1,3.7191863865481394e-06,0.560385184352127,Gbm,1.250200562689397
EI24,3.7595651575930396e-06,-0.522440225021052,Gbm,1.2491207256826717
PMP2,3.936489010085949e-06,0.8976186160700544,Gbm,1.2445221346124096
DNAJB12,3.999150066868381e-06,0.3875659213430376,Gbm,1.242942870270506
MMS19,4.040102735616463e-06,0.32428672480430704,Gbm,1.2419240436706507
LARS,4.047423191002326e-06,-0.4332508394337515,Gbm,1.241743012847343
FAM160B1,4.054802826552808e-06,0.30375368474960296,Gbm,1.2415608496350314
BORCS5,4.075705919722032e-06,0.30669518607559887,Gbm,1.241046659444072
PPA1,4.120476787026988e-06,0.46397239145477553,Gbm,1.239954167629191
CARNS1,4.498992753675221e-06,0.924979447437839,Gbm,1.2311657018758855
HAT1,4.607145078179807e-06,-0.5815104259882585,Gbm,1.2287902181692383
YPEL2,4.6695384529141765e-06,0.475129613010485,Gbm,1.2274450323520132
QDPR,4.694964209082383e-06,0.5177524118479475,Gbm,1.2269020068531744
GLTP,4.775901582604219e-06,0.6862168284505473,Gbm,1.2251927788743702
PIP5K1A,4.983419647981273e-06,0.3297892456254968,Gbm,1.2209394226280552
GRWD1,5.036240320618097e-06,-0.530032311614201,Gbm,1.2198850722385
AKR1C1,5.200129867865178e-06,1.2795171880770853,Gbm,1.2166826958099295
MKLN1,5.557412057720775e-06,-0.21641357355484528,Gbm,1.2100378015305098
GPR89A,5.728278524309683e-06,-0.2648299451095369,Gbm,1.2070095504434024
PDIA2,6.04036276318759e-06,0.6148231834097171,Gbm,1.2017046487690692
SHTN1,6.054504227102373e-06,0.5915992419522784,Gbm,1.201470806257693
PRKRIP1,6.541557043127665e-06,-0.4432217840297285,Gbm,1.193733534084277
DNAJB4,6.733327248626043e-06,0.4409626913667895,Gbm,1.1908441145895032
U2AF2,7.20940437316141e-06,-0.5139142621341487,Gbm,1.1840124221291919
POLR1B,7.265286111399013e-06,-0.4279429487296905,Gbm,1.1832402879556576
LDB3,7.4943263824722824e-06,0.6765792856260254,Gbm,1.1801364306036186
SGF29,7.732715773332892e-06,-0.313492830219253,Gbm,1.177005042804546
CENPM,7.887774697311178e-06,-1.067398274693894,Gbm,1.1750196503785961
LMNB1,8.28837806367079e-06,-0.6516559644128684,Gbm,1.1700656257697122
LARP7,8.373986522069018e-06,-0.276510542526428,Gbm,1.1690380499865989
FA2H,8.410173365835235e-06,0.687316479626613,Gbm,1.1686068469942752
HINT3,9.066928663455098e-06,0.590196666035774,Gbm,1.1610876977043327
ARHGDIA,9.3441787828284e-06,0.3012181968450568,Gbm,1.1580756998625188
ZSWIM8,9.566217557586032e-06,0.2030643358023689,Gbm,1.1557272670168834
EDIL3,9.677939839400992e-06,0.7650849814135879,Gbm,1.1545661505834726
PPIP5K1,9.994345801036119e-06,0.42890243902132075,Gbm,1.1513491044776727
SPOCK3,1.0571763477944181e-05,0.876529067223879,Gbm,1.145732393397116
SLC9A9,1.0913642278008095e-05,0.5955493781958537,Gbm,1.142549696617059
PGS1,1.0917152115421425e-05,0.4020322807839387,Gbm,1.14251754169516
XPR1,1.1208870043810272e-05,-0.3909296162278745,Gbm,1.1398805124907212
NUP35,1.121150667127507e-05,-0.3083832981295715,Gbm,1.1398569925694422
CLDND1,1.1460434147128067e-05,0.485421715173164,Gbm,1.1376609963701703
KCTD5,1.1970248818851354e-05,-0.47799936072506855,Gbm,1.1333086251738977
TPP1,1.2540820457904114e-05,0.6603892204370041,Gbm,1.1286521597634689
RHOG,1.2876492451103108e-05,0.6357868181608781,Gbm,1.1260107199600227
MAST3,1.315516416633849e-05,0.4595743110352936,Gbm,1.1238696164162696
USP25,1.373541123211348e-05,0.1881301886044784,Gbm,1.119553329841286
TSPAN15,1.3802052829196182e-05,0.618216282159328,Gbm,1.1190693221125299
CNOT3,1.392506227751474e-05,-0.2491363531472846,Gbm,1.1181820299807983
MCM6,1.3925676338984358e-05,-1.085407303029358,Gbm,1.1181776203205867
TMEM259,1.3934464653694936e-05,-0.45389963672753186,Gbm,1.1181145315156564
MCM4,1.3971960322097895e-05,-1.2364838744723565,Gbm,1.1178458070839217
MAD2L1,1.399448378356767e-05,-0.546913936694619,Gbm,1.1176847321452956
DTL,1.402323983589298e-05,-0.8221944855973713,Gbm,1.1174794616328652
SUSD5,1.4175671313077842e-05,0.8119613111178401,Gbm,1.1163983350524567
PLCL1,1.4358853807925836e-05,0.4937994539384736,Gbm,1.1151143815919418
CNTNAP4,1.4496295849580777e-05,1.044755087445428,Gbm,1.1141617399822465
TANGO2,1.450900015914538e-05,0.521108681658334,Gbm,1.114074140046199
NAA50,1.4660722799450535e-05,-0.4035870774551527,Gbm,1.1130338558529467
FAM177A1,1.4844371583372852e-05,0.4602003985530555,Gbm,1.1117889782515715
SELL,1.5133367215311594e-05,0.7115678685209035,Gbm,1.1098608502690346
ATG4C,1.6084284035130526e-05,0.13670498196054653,Gbm,1.1037667909601803
ASAP1,1.6592777960277717e-05,0.27844318461983697,Gbm,1.1006543019902855
RARS,1.6667183941748516e-05,-0.35512004786879875,Gbm,1.100206880518095
USP39,1.742951671763575e-05,-0.4197656966513674,Gbm,1.095734542586002
GRID1,1.788633600091605e-05,0.7253794306303759,Gbm,1.0931473488523116
LTA4H,1.864740087430859e-05,0.3470875955611596,Gbm,1.0889803784894267
TSPAN14,1.8722139093035922e-05,0.5860380598282965,Gbm,1.0885803825652514
CNDP1,1.8762432315142968e-05,0.888662576986052,Gbm,1.0883653968465272
PCNA,1.89426068738042e-05,-0.631486413863703,Gbm,1.0874096841145227
ILF3,1.912764869203618e-05,-0.4214956424621741,Gbm,1.0864375694139805
POLD2,2.004268305788508e-05,-0.4052486600467675,Gbm,1.0817646405585417
RAB8B,2.0271731672046172e-05,0.446976426090049,Gbm,1.0806283170855977
MAP1LC3B,2.0323538648354648e-05,0.577114476492644,Gbm,1.0803730804335216
GINS3,2.090641272869013e-05,-0.8944315345010209,Gbm,1.0775454616932008
PEMT,2.1631363906833676e-05,1.4228247343655833,Gbm,1.074136626373051
BZW1,2.18363818483762e-05,-0.38346314774409,Gbm,1.0731933087094885
NIPA1,2.2172464863015293e-05,0.33476759217741947,Gbm,1.071665936040716
GTF2I,2.222231837816522e-05,-0.54089383129857,Gbm,1.0714413441744384
DTYMK,2.246567859302141e-05,-0.41941406159905154,Gbm,1.0703521809220358
REPS2,2.279080888546606e-05,0.60915767290676,Gbm,1.0689153222336716
TARSL2,2.34479076835809e-05,0.3975468814875881,Gbm,1.0660729291633506
DCTN5,2.3631707646389587e-05,0.2898255973570384,Gbm,1.065292120334226
SAAL1,2.3978971453969313e-05,-0.5251692380032473,Gbm,1.0638333301112588
EPB41L3,2.4237753147020727e-05,1.1701093828326856,Gbm,1.0627599093013915
FAM124A,2.428792932393374e-05,0.48337850010438893,Gbm,1.0625531066672378
SPATA13,2.4649485768156647e-05,0.5971644970805841,Gbm,1.0610754519025565
RANGAP1,2.4794795590302263e-05,-0.2881706067810445,Gbm,1.0604876782045776
SAE1,2.4815786099240598e-05,-0.4701211497404149,Gbm,1.060403057103691
TCF3,2.483373298597582e-05,-0.664142961713341,Gbm,1.0603307627981367
GPATCH11,2.5722257342828686e-05,-0.5105384482536749,Gbm,1.0568153896395187
PI4K2A,2.5960329622160318e-05,0.5580968316034195,Gbm,1.0558940968899275
LANCL1,2.6156186531131695e-05,0.495755843913812,Gbm,1.0551424816805288
TSR1,2.6912888665619454e-05,-0.37585265573462323,Gbm,1.052290525355292
KIAA0930,2.7394026038052417e-05,0.4998377445759716,Gbm,1.0505185596150075
TMEM63A,2.7589410662162038e-05,0.4203003060229902,Gbm,1.0498078530522768
TRIM28,2.7598553411022794e-05,-0.6328058166438386,Gbm,1.0497747199258862
FCHO1,2.7970611993969284e-05,0.5304410723155919,Gbm,1.048435617061905
UBE2D4,2.8122482248121217e-05,0.34480278338446746,Gbm,1.0478941221513651
SIRT2,2.831434642194066e-05,0.6687591323729969,Gbm,1.0472141941061495
TFRC,2.9002510018769535e-05,-0.7459332689316355,Gbm,1.0448128179351879
ACTR10,2.940012784893691e-05,0.4656434974143857,Gbm,1.0434511535025797
DEF8,3.00391925304205e-05,0.2042870930219512,Gbm,1.0413007611242509
CCDC47,3.100033720753191e-05,-0.3898540836640907,Gbm,1.038151247587597
PURB,3.1386357902345355e-05,-0.3983225989129025,Gbm,1.0369137221164646
SLC39A7,3.201800824601044e-05,-0.513747594478762,Gbm,1.0349212055765447
SERBP1,3.251621465751777e-05,-0.3476545402592645,Gbm,1.0333771680505055
COQ8A,3.257755703207645e-05,0.3306668349796585,Gbm,1.0331886941270407
ATRX,3.3016426530432966e-05,-0.43501278038733776,Gbm,1.0318505346696516
ATG10,3.353723081473157e-05,0.5448813550906307,Gbm,1.0302854368641117
BCAS2,3.359987742219361e-05,-0.36497359425133813,Gbm,1.0300988139150768
LSM4,3.372402202401447e-05,-0.4028123087377336,Gbm,1.0297300154837563
PPM1K,3.4788243488469905e-05,0.735186856897631,Gbm,1.0266231059052617
NASP,3.5524354431603425e-05,-0.7135279988115064,Gbm,1.0245292056374138
FOLH1,3.5813656525603966e-05,0.7117573901671225,Gbm,1.0237181270102091
GUCY1A1,3.613531761634774e-05,0.6221029186802339,Gbm,1.0228239843553064
POLD3,3.630443780984872e-05,-0.4836131565510346,Gbm,1.0223570570451004
RFC5,3.668960368547378e-05,-0.48163520890781747,Gbm,1.0213017121359598
MTAP,3.673833605295394e-05,0.9136327111828361,Gbm,1.0211689768997303
TYW1,3.706725159394144e-05,-0.3013818964111644,Gbm,1.0202776684528323
AMPD3,3.775768829366571e-05,0.7760122859966825,Gbm,1.0184321439597455
PCSK6,3.7880058695340204e-05,0.5484973495257675,Gbm,1.0181085740140199
ABHD17B,3.813734136670787e-05,0.3589089243585276,Gbm,1.01743166674396
TBC1D7,3.814764645248032e-05,0.2962053272722432,Gbm,1.0174046494077063
YPEL5,3.81616355833348e-05,-0.3349509466895568,Gbm,1.0173679851104203
DDX23,3.819539356351391e-05,-0.3612117417902807,Gbm,1.017279563696555
BCAS1,3.825068836435463e-05,1.1171665278578005,Gbm,1.0171349001399947
TSPAN8,3.8317042948331536e-05,2.060104688017562,Gbm,1.0169615775158278
MITF,3.838346797654061e-05,0.4713929922663236,Gbm,1.016788371251581
NABP2,3.8705329463323596e-05,-0.3648306297286798,Gbm,1.0159533255179414
VPS39,3.9177249689977076e-05,0.2380712055800916,Gbm,1.0147414344696446
ENPP2,3.9812527793391156e-05,0.6913942393698705,Gbm,1.0131328926524978
CNP,4.023316775662793e-05,1.145510822330035,Gbm,1.0120818833948437
RUVBL1,4.045696289044692e-05,-0.314840557178192,Gbm,1.0115271793539264
MCM5,4.100556313951896e-05,-0.8705330309606905,Gbm,1.0101802814134793
SRBD1,4.100978209351362e-05,-0.3576169481556335,Gbm,1.01016999320708
CUEDC2,4.101520725669781e-05,0.377696907312579,Gbm,1.0101567651329648
VAT1,4.109404252828569e-05,0.5121178947802558,Gbm,1.009964739761843
MCM2,4.136722462609951e-05,-0.9395132155795306,Gbm,1.0093021666371782
OBSL1,4.162655370455146e-05,-0.36437835188527,Gbm,1.00867722841248
DIP2C,4.2263993687962546e-05,0.6286952740207751,Gbm,1.0071575047450119
XPNPEP1,4.2450859961298225e-05,0.2150913992486652,Gbm,1.0067163387195428
HNRNPD,4.2560195568042025e-05,-0.36296381413891005,Gbm,1.0064591117827673
PDAP1,4.417972319845722e-05,-0.47901970283458206,Gbm,1.0027244625305258
CNPY4,4.512696964746066e-05,-0.6358379290788461,Gbm,1.0006030493566616
USP31,4.512884144121304e-05,0.3994139201516925,Gbm,1.000598901604334
RPAP2,4.61268865494276e-05,-0.3248049662957646,Gbm,0.99841145556394
DNAJC12,4.620631411436543e-05,0.848463764400467,Gbm,0.9982394100072849
GPX7,4.8551973300834815e-05,-0.578718737047914,Gbm,0.9932875719339529
GNPDA2,4.907479869241904e-05,0.41868906940687645,Gbm,0.9922164919849511
PRPF6,4.964120764059522e-05,-0.3918699551897835,Gbm,0.9910689269950476
GSTO1,4.998463197934404e-05,0.8432274194743387,Gbm,0.9903794960194141
LIG3,5.0084742792509396e-05,-0.5717001972179869,Gbm,0.9901794131333332
PCM1,5.112434764721637e-05,-0.35432011368007854,Gbm,0.9881249703639365
IPO9,5.17474280164911e-05,-0.31742877426744087,Gbm,0.9869135827218314
PTBP1,5.1815532357750165e-05,-0.4120935788190102,Gbm,0.9867820601179383
IFITM3,5.2170251249333774e-05,0.39728597331502946,Gbm,0.9860998124968141
MTMR7,5.237340084883052e-05,0.6013784242667939,Gbm,0.9857111712907332
MCM7,5.28430493167614e-05,-1.0364554796463556,Gbm,0.9848184371482386
WDFY4,5.306359567013831e-05,0.6357060889969898,Gbm,0.984401944543426
NEDD1,5.3112683310723836e-05,-0.43312219813209335,Gbm,0.9843094801162412
DHFR,5.4278009332797824e-05,-1.0215005600599758,Gbm,0.9821391397715844
ZKSCAN1,5.5047973945686846e-05,-0.21073014554066388,Gbm,0.9807305499365929
BABAM2,5.505801572251331e-05,0.2055385372069534,Gbm,0.9807123097357018
FKBP9,5.639532298367228e-05,-0.8120792150453716,Gbm,0.9783124328720211
SNRNP27,5.7044503338411584e-05,-0.3843484082868018,Gbm,0.9771678834441501
ARL8A,5.827568600429707e-05,0.22027007730036066,Gbm,0.9750325601266232
PDE1A,5.9941482428159555e-05,1.090115840636605,Gbm,0.9722141764513724
NAA10,6.062872065262566e-05,-0.22781863861088147,Gbm,0.9710741839000084
ERLIN1,6.081828799506912e-05,0.305040357969053,Gbm,0.9707620024827628
POLR2C,6.106756800053367e-05,-0.3024325933227105,Gbm,0.9703529634667213
HDAC11,6.132635105306142e-05,0.584223874538065,Gbm,0.9699300937030009
G3BP1,6.299068163978733e-05,-0.2650186345663064,Gbm,0.9672523752992142
DCTN2,6.411995149057408e-05,0.37216290221105547,Gbm,0.9654754986764473
AFF4,6.554772569560406e-05,-0.2759503601378106,Gbm,0.9632732044075712
SLC35E1,6.592226725274261e-05,-0.41086000363227304,Gbm,0.9627034278950534
ABR,6.61905751411306e-05,0.5163697282349194,Gbm,0.9622972474626132
NAA15,6.696926411937992e-05,-0.2302990775670164,Gbm,0.9611276788315619
LHPP,6.804271412755548e-05,0.6130733183983464,Gbm,0.9595374901056493
WDCP,6.85271036958242e-05,-0.36630676700572395,Gbm,0.958828121656297
NUP37,6.884455321152304e-05,-0.46392953303117224,Gbm,0.9583659446862793
RBM33,6.96610408546714e-05,-0.2739419036214812,Gbm,0.9571869351210524
PTER,6.9919551238708e-05,0.8860068359896226,Gbm,0.9568165244848288
GCLC,7.126442248109606e-05,0.476277164073063,Gbm,0.9549113338512525
CDC42EP2,7.15084783229311e-05,0.6854118443078975,Gbm,0.9545694537351028
CCDC28A,7.164890227612713e-05,0.5729623259168535,Gbm,0.9543732724447691
ALDH1A1,7.34495691605688e-05,1.274592549785523,Gbm,0.9518911521112867
THOC6,7.349417713100073e-05,-0.36574697145767454,Gbm,0.951830437759124
DHX34,7.392293538209361e-05,-0.39794073903276295,Gbm,0.9512487421163682
TAF7,7.398606067363383e-05,-0.3005503886154759,Gbm,0.9511633851779043
DDX17,7.408350024440386e-05,-0.4092827343356734,Gbm,0.9510317719223084
NCBP1,7.428702459438763e-05,-0.3867164980743214,Gbm,0.9507574256829073
NT5C2,7.434424238906676e-05,0.32879440600580223,Gbm,0.9506804327342945
NPL,7.539389093293336e-05,1.0864863938518778,Gbm,0.949278430834247
MAP1A,7.573934547665164e-05,0.7357876056649265,Gbm,0.9488212777241041
HGS,7.666456285159146e-05,0.2809935632219598,Gbm,0.9476070979151899
TNRC18,7.717982087137084e-05,-0.27544972569409854,Gbm,0.9469372522777799
NT5DC1,7.720518156970808e-05,0.580501107611014,Gbm,0.9469043984407305
SF3B5,7.944819688457151e-05,-0.33848853715215355,Gbm,0.9440405360209864
TPR,8.168249437865829e-05,-0.3313253556014946,Gbm,0.9412670846147876
LRRC14,8.171609216766199e-05,0.29425547405763913,Gbm,0.9412259608937232
MAP6D1,8.18597665707228e-05,1.0191621999807174,Gbm,0.9410502938471115
CRYBB1,8.307584894442288e-05,0.6592148349580058,Gbm,0.9395756524763819
FAM207A,8.335371742456482e-05,-0.6048297091509586,Gbm,0.9392417349587288
MCM3,8.335616300065465e-05,-0.9265258372271765,Gbm,0.9392388010281376
ARHGAP22,8.403675193550755e-05,0.374672161451171,Gbm,0.9384256331764501
KCNAB2,8.475045500255637e-05,0.558784508292067,Gbm,0.93757994429564
PUS7,8.64967549021681e-05,-0.43916788547769403,Gbm,0.9355403660312038
PRPF8,8.793286659109016e-05,-0.32707312805733496,Gbm,0.9338936914273528
NSUN2,8.793462731935032e-05,-0.3148783620022745,Gbm,0.9338916890922754
CLMN,8.876333405223239e-05,0.3022107349795715,Gbm,0.932953689805202
SLK,8.924095070418251e-05,0.3057573605529692,Gbm,0.9324170535115334
AKR1C3,8.971298311321783e-05,0.8056327009482855,Gbm,0.9318895060095451
ANLN,9.052761430653467e-05,0.9962724699476301,Gbm,0.9309855623342278
UBTD1,9.085916279313414e-05,0.5779786066975947,Gbm,0.9306199911926688
RFX2,9.127882398862527e-05,-0.6760220556822114,Gbm,0.9301591736053645
SHOC2,9.15077801896954e-05,0.2647367226213155,Gbm,0.9299086559902013
GATAD2A,9.330913868199171e-05,-0.34810180155637516,Gbm,0.9279592505475858
FHIT,9.36629138344954e-05,0.3762238621308755,Gbm,0.9275808243925188
IRF2BP1,9.471081664040758e-05,-0.4190358835909478,Gbm,0.9264682344227195
DSC2,9.610829115504839e-05,0.7244170717399425,Gbm,0.9250034969382369
NUP98,9.640175920753817e-05,-0.27033844344631913,Gbm,0.9246986107473434
CLEC16A,9.691877522734663e-05,0.2131324558150764,Gbm,0.9241637299040217
SF3B6,9.73893651883472e-05,-0.3494656052963618,Gbm,0.9236793540255072
CAPRIN1,9.84983544623728e-05,-0.3721865166688796,Gbm,0.9225470715891536
WBP2,9.944506692091993e-05,0.4918854990684404,Gbm,0.9215905157505253
ACTR1B,9.952762253368646e-05,0.41813265559164303,Gbm,0.9215075338923313
SP3,9.957692417891475e-05,-0.3729970130789333,Gbm,0.9214580105167481
EVL,9.977563063484336e-05,0.44874314784616304,Gbm,0.9212586586479736
CHAF1A,0.00010070562978486105,-0.6469874691542796,Gbm,0.9203308853299379
WASHC5,0.0001014282381541935,0.2189875629560892,Gbm,0.9196159022793351
SLC44A1,0.00010191962846807843,0.6141865522817425,Gbm,0.9191326011475965
FKBP14,0.00010215450918159169,-0.44166673003976153,Gbm,0.9189024094928046
AKR1D1,0.00010326547250389884,0.929409302599842,Gbm,0.9178207482590924
UBA2,0.00010335956055032221,-0.4037595917771549,Gbm,0.917729676958064
MAG,0.00010447511253634998,1.119455209478744,Gbm,0.916656167247031
LIN37,0.00010507971256626737,-0.49325294084913346,Gbm,0.9160791328530697
FAM107B,0.0001100110173833111,0.45046017949708905,Gbm,0.9114930039157236
TREM2,0.00011125276642237425,0.6116092828768566,Gbm,0.9103705770509125
CCDC134,0.00011170477648067659,-0.39581619302985477,Gbm,0.9099651091114238
ARGLU1,0.00011217454168976676,-0.44895329893942904,Gbm,0.9095454491782364
CBX5,0.00011237786700240762,-0.6016960145875405,Gbm,0.909364355268452
LIPA,0.00011261299321001073,0.6530127919879182,Gbm,0.9091553456287033
SIK3,0.0001132586275704036,0.31445930555013185,Gbm,0.9085836614865686
RPS25,0.00011477430381615021,-0.506882082450324,Gbm,0.9072542933487548
NCKAP1L,0.0001158028818234252,0.929567485592471,Gbm,0.9063621106922384
GLDN,0.0001160039518785005,0.6734810242168779,Gbm,0.9061886299520101
ALAD,0.00011610955079605912,0.5975132957221945,Gbm,0.9060976409111939
SPOCK1,0.00011627576247682442,0.7119548090240548,Gbm,0.9059545925345411
PHAX,0.00011636907876251472,-0.4463721030256415,Gbm,0.9058743704327332
NINJ2,0.00011914909487630278,0.46209648792281255,Gbm,0.9035134950954438
CREG1,0.00011956397253048725,0.4660578386613925,Gbm,0.9031658994850206
C1orf35,0.00012198398019478859,-0.4916685378345887,Gbm,0.9011620831731696
YBX1,0.0001229774393108153,-0.5839298062324785,Gbm,0.900350963965268
AKAP6,0.00012342121408658713,0.3637567270439461,Gbm,0.8999907548086945
NCL,0.00012406612892550473,-0.3727680272599479,Gbm,0.8994695836725637
DOCK10,0.0001241014428929339,0.5007155781412646,Gbm,0.8994411238964464
UGT8,0.0001245524463761841,0.5552925314623416,Gbm,0.8990783674729317
RNF13,0.0001254949036413433,0.44265725010249546,Gbm,0.8983245408652492
EIF2B5,0.00012634559848720677,-0.18843120265002722,Gbm,0.8976489560611751
EFTUD2,0.0001267126968409913,-0.30442935594168385,Gbm,0.8973588263811239
TESC,0.0001278257071019737,0.49201148972679154,Gbm,0.8964842885216339
RBM39,0.00012798171921129503,-0.39731641169509546,Gbm,0.896362312290597
PEX5L,0.00012810502336192694,0.9507260311543679,Gbm,0.8962660135451628
THOC2,0.00012913223982554068,-0.2766275774241525,Gbm,0.8954673563747428
WDR44,0.00012931338313097287,0.2548207778738025,Gbm,0.8953271773049467
MTSS1,0.00013090592905514898,0.5214792424357145,Gbm,0.8941031591535233
MMP12,0.00013141421819549647,0.9145496755931527,Gbm,0.8937156252322372
ZFYVE27,0.0001318625231700965,0.444018720684461,Gbm,0.8933750669242293
CCDC6,0.00013215991542310905,0.4764060626080959,Gbm,0.8931497888150126
SEPT4,0.000133103390441279,0.7157145631027161,Gbm,0.8924384360000491
ENPP4,0.00013320872202420236,0.7037125340458635,Gbm,0.892359332133957
DOCK3,0.00013376612425568352,0.45242861672029333,Gbm,0.891941762427167
ZC3HC1,0.00013540940873296457,-0.320748305733361,Gbm,0.8907207711473687
NUP153,0.00013657616491208764,-0.38395972299956044,Gbm,0.88986281142509
UBAP2L,0.00013754825613772594,-0.2369067493038743,Gbm,0.8891535748698587
APLP1,0.0001395915471381529,0.39303844670918603,Gbm,0.8876789920055559
POMT2,0.00014121796181327257,-0.4738473836235008,Gbm,0.8865206032686128
RPS15A,0.00014167948549992672,-0.33553135848752347,Gbm,0.8861943195919733
NES,0.0001427432513177302,-1.2449455934018065,Gbm,0.8854462986778774
SON,0.0001482178022933942,-0.3096582905348192,Gbm,0.8816827728879322
MBD3,0.00014907141376569523,-0.6250089440607435,Gbm,0.8811085079822062
EIF2S3,0.00014925085217330905,-0.260444370801663,Gbm,0.8809882096003949
ACTL6A,0.00015029072583609476,-0.3692203627384491,Gbm,0.8802938967459804
RFC3,0.00015120891883698163,-0.4436710716837048,Gbm,0.8796848108941433
SELPLG,0.00015177774636460675,0.6003688887542046,Gbm,0.8793093302137963
COMMD4,0.00015253885963963757,0.257528466695935,Gbm,0.8788091177068125
