,Comparison,Slope,R_squared,P_value
4735,LANCL2,0.45453065580926455,0.5509015583820882,2.0517246017053978e-32
9504,TPBG,0.40311069451106873,0.39070733943715535,1.1056010791067917e-20
6627,PHLDA2,0.4610514571461469,0.3783921870856362,6.533169908413862e-20
3407,FSCN1,0.40794793600736123,0.3477648397561412,4.688474165487963e-18
6628,PHLDA3,0.36005797618447805,0.34695041024866763,5.238620767491551e-18
4356,IRF6,0.3444116193878916,0.31570500859133366,3.3512259558597287e-16
791,ATP2B4,0.2054196045248742,0.29841605504151253,3.0945966655555064e-15
6922,PPFIBP1,0.20854430090605489,0.282236541096854,2.3638430734196062e-14
6771,PLOD1,0.44373619836664785,0.27401456299172966,6.532713759473658e-14
8863,STX6,0.1838311685470815,0.2738218442479183,6.689358418062325e-14
6322,P4HA2,0.4523540279903761,0.2710169834492004,9.43770581237839e-14
3298,FGL2,-0.37035078335850624,0.27025482219031205,1.0360739235733789e-13
6717,PLAU,0.5546008508716946,0.2685646380928508,1.2738414338281577e-13
3032,F11R,0.29961259155070524,0.2653104881507752,1.8937073791603093e-13
6321,P4HA1,0.4282645401035141,0.2601496672367289,3.539416941002366e-13
3279,FERMT1,0.36308488877542455,0.2601334650197414,3.546350398399029e-13
5358,MMP14,0.3618765802289754,0.25981159379943736,3.686908737048099e-13
5828,NDRG1,0.38529219472847925,0.2584394182003429,4.350603289405623e-13
6945,PPM1K,-0.45409407909414207,0.2581546054759417,4.5025118847575253e-13
2695,ECHDC1,-0.22384489516461686,0.2562170952153772,5.684728275598933e-13
6178,NUP133,0.12876884518282947,0.25455986226519545,6.936181269003927e-13
1859,CLSTN1,0.373657933650232,0.2543333227144777,7.127193084880318e-13
4252,IL1RAP,0.27440319938283214,0.25230775339667605,9.083640517088797e-13
1831,CLIC2,-0.3361724439526158,0.251082574474164,1.0515898809837301e-12
4408,IVNS1ABP,0.28096247030803606,0.25002219783215607,1.1934409199500478e-12
2119,CSE1L,0.1762622447193601,0.24913556715902094,1.3264628331686961e-12
1494,CD276,0.34897192654927567,0.24792207714055262,1.5325901784060076e-12
7849,RSL1D1,0.2508586528983175,0.24673951935628308,1.7638710647309873e-12
82,ACADSB,-0.43485193796064,0.24581542271777457,1.968358059694726e-12
7861,RTKN,0.3113602918323309,0.24523221758475042,2.1093094136912545e-12
9415,TMTC3,0.301237378824034,0.24507577662853697,2.1487882008370247e-12
3921,HEATR1,0.22142597358200583,0.24381613085096518,2.4944873052044838e-12
1500,CD34,-0.5492246308407838,0.24354102890030085,2.5770169380587436e-12
3355,FN3K,-0.4295405289343739,0.24265317186398036,2.8622438897423242e-12
996,BMP1,0.4478315525158863,0.2424346906501434,2.9370915438019543e-12
10270,YKT6,0.16471606057741892,0.24186685855649984,3.140800404284242e-12
4400,ITPR3,0.2989412671500413,0.24084884493571912,3.541613086754784e-12
1958,COLGALT1,0.31912266870852757,0.23835559086987929,4.749798264981141e-12
8733,SRPK2,0.23319637343143168,0.23757619913911623,5.205277453269743e-12
6188,NUP37,0.13702112150141274,0.2361581184068416,6.147592092293841e-12
1900,CNOT1,0.11666940708545358,0.23523007066169024,6.853747895968676e-12
5139,MBOAT7,0.2710680963502441,0.23487374252234242,7.145711923337626e-12
5367,MMRN2,-0.3502150187610527,0.23454843505317968,7.422988859735499e-12
7235,PUS7,0.2702780538325851,0.23451958553631821,7.448086829073254e-12
6970,PPP1R7,-0.14270077902049266,0.2343597577620779,7.588659818700426e-12
4820,LIMD1,-0.12773410313772438,0.2338352423356135,8.068690218604766e-12
1353,CAVIN2,-0.6679659531221138,0.23352567592587278,8.365977550821064e-12
1944,COL12A1,0.5249524924062753,0.23229489036900772,9.659028913117946e-12
9875,UBR4,0.1163086066455491,0.23220923833149046,9.756042454291363e-12
9155,TFRC,0.4826801128292185,0.23091842233291673,1.1340403226926275e-11
