,Comparison,Slope,R_squared,P_value
5648,NUDCD3,0.2710015542819289,0.31048833658751684,1.3136091194310172e-18
3295,GGCT,0.6218658526708215,0.3068076112879858,2.304632643070418e-18
4360,LANCL2,0.33783042041399836,0.29337685903749733,1.7496075853638337e-17
8271,TAX1BP1,0.47643403803102263,0.28871098424591063,3.5075288303004016e-17
6042,PGRMC1,0.4229936065784309,0.25985411793457525,2.35485765723718e-15
838,BAG6,0.17651615911193066,0.25256011772943415,6.65260530030869e-15
3441,GPC4,0.37332772898284544,0.2473768939144338,1.383465970242508e-14
2419,DPY19L1,0.4673471052173901,0.2451276380171954,1.8980610706975877e-14
4607,MACC1,0.5135310635802492,0.24199089949776564,2.945768723508027e-14
3282,GET4,0.2118966310686043,0.2263945818254358,2.5552353287276294e-13
194,ADGRF1,1.068891540229247,0.28843492552827027,2.921624992918473e-13
4726,MBOAT2,0.4861731152768385,0.22163908187929995,4.897659562197666e-13
9029,UBL4A,0.21614730028572596,0.21880065872769636,7.208989687284001e-13
2640,EMD,0.2841560568488204,0.21459169087975435,1.2758079963625603e-12
4079,IVL,0.9688657163239149,0.2120185379052559,1.8060950003219107e-12
787,ATP9A,0.38206177983555833,0.2118356264503357,1.851202094764606e-12
1454,CDK13,0.20539587452487762,0.20847395887592124,2.9103257789002085e-12
2923,FAM84B,0.3417262718280234,0.20506454944635583,4.596601395503639e-12
3481,GRAMD2B,0.5435873015591525,0.22822072818334407,7.020287746856088e-12
9244,VSTM2L,1.0841841148030935,0.2075871073819003,8.472527993155589e-12
6702,RAB38,0.4952392647411729,0.19959665768492063,9.531307397020675e-12
3460,GPR89A,0.34671299448006837,0.19668328466766066,1.4031271539345437e-11
4353,LAMP2,0.35663673555187203,0.1952995998162636,1.6852600175817786e-11
2830,FAF2,0.28588998476031185,0.1948654582277416,1.784871458026524e-11
6615,PURB,0.1858331387119505,0.1944567845568566,1.8839647257930463e-11
5607,NSDHL,0.2638529656337939,0.19391646941721255,2.0233955523751053e-11
2751,ESRP1,0.47122920388225437,0.19150311728758015,2.7819576387337243e-11
1320,CCDC47,0.2701655026394562,0.1891246031894124,3.8041655692460773e-11
9114,URGCP,0.2601622524778701,0.18541660270166493,6.186148250887696e-11
