,Comparison,Slope,R_squared,P_value
186,ITGA3,0.9035150680532317,0.3707806160207495,2.2456749029383135e-21
56,TOP1,-0.8520365920345928,0.35487398333169257,2.6166945152884684e-20
45,MAPT,1.510706260179395,0.35137607430588697,3.198113938798691e-19
67,CRABP1,2.0688763757643094,0.4349064764422961,3.3727504747123797e-19
518,COL6A2,1.4310668247959564,0.3370379308568635,3.8321167921764746e-19
674,TRIM28,-0.7355460494729982,0.336999661640997,3.8539572121474285e-19
631,GAP43,2.185744935453041,0.3364343119048819,4.1913380389414445e-19
320,LAMA2,0.9672332707407554,0.3318075158949515,8.307970640439753e-19
104,TNXB,1.410216094900316,0.330790539665181,9.650268330985033e-19
7,COL6A3,1.3081749452806044,0.31554086522905483,8.883075745116505e-18
248,COL6A1,1.3321830600061981,0.3143445029843815,1.0551415320139085e-17
585,LPAR1,1.9543209961568493,0.31387920910789147,1.1281002736163568e-17
653,GNB2,0.41402832448598387,0.313603881112595,1.1736018291921497e-17
486,SDPR,2.0161930700230903,0.31153733489325036,1.578358703609625e-17
352,LAMA5,1.4120371719292513,0.3095309257691203,2.102758594851392e-17
140,GNG2,0.8607405004058358,0.3083253682981507,2.4973416942651808e-17
147,PRKAR2B,1.0140111658055784,0.30610661431894143,3.4246003542529175e-17
669,SELENOP,0.9449938706532772,0.32921516745045787,4.6387883764763235e-17
803,TBC1D1,0.8970495323438253,0.3149321029647834,5.4428799101512005e-17
447,GSTM2,1.4790849272732614,0.3024830418895629,5.723494533475987e-17
327,VWF,0.6317088429753791,0.29361809400532946,1.9892065733052957e-16
758,ROCK1,0.4328611681833001,0.29111740322425395,2.819124566689556e-16
680,COL5A3,1.251656866415155,0.28662319839862205,5.260000640373638e-16
602,BLVRB,0.9036605326232399,0.28652923697649707,5.328825413692243e-16
105,LAMB2,1.5484529909065905,0.28652171581157865,5.334372902889833e-16
655,HSP90AB1,-0.5953427251857704,0.28642646800770855,5.405122914012133e-16
14,CSPG4,0.9698357997955618,0.285867383335888,5.839544245470344e-16
478,COL1A1,1.753915124007486,0.2831645214452106,8.478776780824346e-16
23,PPP1R12C,1.11619388361045,0.2798372957215869,1.339363018449173e-15
196,CAV1,1.9410361864841026,0.27903145771127363,1.4957459038182696e-15
489,PGM1,0.9311812331336214,0.27850390713754025,1.6077824997910217e-15
538,RRAS,1.3751539979108447,0.27740505266278986,1.868519438646106e-15
156,GSN,1.125189175583982,0.27731323535985625,1.8921132996041694e-15
672,PRKAR1A,0.6992696598442847,0.27636887297833845,2.152575336524328e-15
411,RPS6,-0.48604136329067255,0.27555067256260785,2.4067466091151684e-15
203,BRIX1,-0.525145710689985,0.274961090326123,2.608111453558249e-15
583,CDKN2C,0.8479926235505751,0.2975217269298577,2.8976037240605528e-15
675,CHGA,1.9065410600874886,0.273074985689491,3.3711495531626085e-15
405,PRKCB,1.0093056514012784,0.27289592656851985,3.4541760538974446e-15
665,ARRB1,0.6879926419892107,0.27220512816422066,3.793900251073049e-15
357,GNB1,0.5386600369902405,0.2718831245415196,3.963366413829766e-15
132,AQP1,1.2985982144481716,0.2816702329167523,4.722183764844421e-15
475,GNAQ,0.5069608254329945,0.26989552482588536,5.188395309702692e-15
642,CAP2,1.4343393188101778,0.26619529109905427,8.550350842712324e-15
108,LAMC1,1.1678054343991464,0.26421573078255367,1.115891752158611e-14
559,ITGA7,1.4844021380194274,0.261732930096221,1.5568275455591348e-14
339,RAD50,-0.40821451995772773,0.26076994174747165,1.7709592028776742e-14
24,VCL,1.3122808937328623,0.2604922123230045,1.8379644316408875e-14
297,ELAVL1,-0.36500703244656396,0.2585509234791423,2.381843603984987e-14
93,COL1A2,1.5750854431054506,0.258055302038426,2.5445428881519423e-14
299,SOD3,1.1171631433085254,0.25805115619813235,2.5459492555541815e-14
620,RRAS2,0.8557816602195145,0.25700606693531436,2.9261780497458313e-14
597,MYLK,1.8917772977867646,0.2562532400415491,3.2344213070716113e-14
260,GNA11,0.5178555513344376,0.25564521053141787,3.5066798239881335e-14
393,RAB5B,0.5042463327018882,0.2553522667960373,3.645835780217766e-14
619,WNT2B,1.359471245279916,0.2763091595787328,4.177819260549355e-14
407,PFKM,0.7339786251441156,0.25426956716091015,4.209276529155099e-14
237,PPP1R12B,1.6902284256842859,0.2538617918697962,4.443147750037513e-14
344,COL3A1,1.5206839152125977,0.2519203031677873,5.745565006798488e-14
29,SFRP1,1.24025486919636,0.27348841628153486,5.923945824727523e-14
378,PRDX6,0.6994120969449826,0.2500641957173465,7.34191793005398e-14
747,GNB4,0.7740810009961562,0.24930411111568515,8.115971691046427e-14
148,PPP1R14A,1.8758139983197903,0.24920563390141495,8.221998543179131e-14
480,MDH1,0.8049464919640857,0.2481474369616093,9.451593482391972e-14
0,CD81,1.162443695800016,0.2479497602353414,9.700698649871282e-14
460,RDX,0.7313390679662405,0.2443687902235925,1.5523385968436905e-13
766,SORBS2,1.5625786296648092,0.24327159331129108,1.792113054542286e-13
266,PFN1,0.7852009832684643,0.24112116058079106,2.3734380713231076e-13
414,SERPINA1,1.1622611416976876,0.2408505349550965,2.4587242107506245e-13
730,PIP5K1C,1.0307201060690583,0.2508381287490086,2.4876683757369743e-13
285,NTN1,1.4332657526936257,0.5385941368032541,3.31958060771394e-13
511,MYL3,1.4135606019538336,0.23803663220892474,3.5467003092422913e-13
776,PRKACB,0.8345619415076849,0.2361140443649018,4.552214528393413e-13
62,MYL9,1.9624094208213947,0.23571687237513675,4.792741632458915e-13
309,CDH2,1.274791480634007,0.36814359439213185,5.230788298827957e-13
109,COL5A2,1.0438071318529936,0.23470031798882077,5.467236782004236e-13
491,LDHD,0.8783577526464175,0.23452004011120156,5.596307582162229e-13
531,ENO2,1.1809909636056308,0.23310271591748763,6.721929183614877e-13
99,CFL2,1.788622798465249,0.2307425052534986,9.114472713033763e-13
742,FLNA,1.6857999884272352,0.23069880765279538,9.165924249996642e-13
254,PLCB1,0.9205088800759337,0.24040460562155813,9.188957029776727e-13
324,HSPA2,1.3380714083754548,0.230610330471841,9.270983955795555e-13
558,FLNC,1.81983329596033,0.23035190349751505,9.584724672981692e-13
436,ILK,1.113641764369948,0.22994052235664347,1.0105989654301413e-12
592,CBR3,0.6372065477210368,0.22945708235776077,1.0754545165100401e-12
201,ITGA1,0.8855238514826705,0.2291138608775788,1.123985401211474e-12
8,CRK,0.4233330624415607,0.2290747064342926,1.1296578048880386e-12
439,HSPA1A,0.693723282334261,0.22881943875922964,1.1673405185743443e-12
177,SMC1A,-0.25332089776396777,0.22589688675776948,1.6984035241314774e-12
560,PRKCA,0.9425550226199098,0.22549000853813875,1.7892318825769089e-12
305,FKBP1A,0.5997498241314523,0.22460256184488844,2.004368814698263e-12
729,PPP1R12A,0.8638604458246001,0.22403557666240456,2.1550372222891786e-12
542,APOA1,1.0702202408237542,0.2239432616191102,2.1806089044498695e-12
500,PARVA,1.1057525145190883,0.22385892490944237,2.2042331849387403e-12
316,TLN1,0.9354513057372276,0.22201481032233392,2.7891241135282785e-12
826,CES3,0.6048366584834008,0.22175974337702634,2.8812920828756897e-12
158,PCK1,1.0095228389837545,0.22173180331247858,2.8915697401199478e-12
358,SHMT2,-0.6899875871420589,0.22139521697040948,3.018272982414119e-12
306,STOM,0.6479409644413836,0.2208385157265321,3.2400145745069974e-12
784,SLC5A6,-0.8824245342676427,0.2504634478929071,3.66880896902832e-12
228,ITGB1,0.8875457484405752,0.21875888931309967,4.220669455713185e-12
719,CAPN2,0.36371841778018815,0.21771868412583853,4.8163079203000015e-12
36,ITGA5,1.3746308138402294,0.21736638670241532,5.036349267914543e-12
