,Comparison,Correlation,P_value
8407,TCIRG1_proteomics,-0.4214257021892915,1.3991487108177748e-05
4534,LUZP1_proteomics,-0.42131594837583186,1.4071331355051648e-05
3258,GIMAP4_proteomics,-0.42129232796130356,1.4088570691347121e-05
8117,STAMBPL1_proteomics,-0.42122833188373415,1.4135377848550253e-05
1724,CNPY3_proteomics,-0.4211264967824083,1.4210161803128892e-05
5172,MYO1G_proteomics,-0.4211167115526103,1.421736724099569e-05
3069,FPR1_proteomics,-0.42089503362601977,1.4381523534142936e-05
304,ALDH3B1_proteomics,-0.42080849274160387,1.4446090062999947e-05
6599,PTER_proteomics,-0.4203613592944818,1.4784045017849848e-05
6785,RALGAPA1_proteomics,0.4202735232277472,1.4851299831708444e-05
5443,NKAIN3_proteomics,0.4222427316581944,1.486442597364736e-05
4373,LILRB1_proteomics,-0.4197620483657131,1.5248668014794267e-05
6174,PLBD2_proteomics,-0.41969128451128934,1.5304424137396924e-05
3608,HEPACAM_proteomics,0.41932433219727516,1.5596633783161414e-05
4071,KBTBD6_proteomics,0.4193132437143131,1.5605544666800113e-05
5511,NOVA1_proteomics,0.41898512661283693,1.5871397224504037e-05
930,BRI3_proteomics,-0.4189446141231125,1.5904515084718268e-05
112,ACSS1_proteomics,0.41863082687492104,1.616323233433789e-05
7782,SLFN5_proteomics,-0.4184524366691809,1.631206993809093e-05
2993,FGL2_proteomics,-0.4183446680806845,1.6402607291333347e-05
6704,RAB11FIP1_proteomics,-0.4365183610279324,1.6994879054332408e-05
2720,EVI2B_proteomics,-0.4174054665566349,1.721183852452858e-05
103,ACSBG1_proteomics,0.41725657798640803,1.7343511101268445e-05
4949,MRC1_proteomics,-0.4171237639253955,1.7461764553572105e-05
3569,HCLS1_proteomics,-0.4171020146537781,1.748120132479528e-05
891,BLOC1S5_proteomics,-0.4163216726122936,1.8192148872219885e-05
2999,FHOD1_proteomics,-0.4162674963657118,1.8242500466275104e-05
2502,EHD4_proteomics,-0.4156646681960542,1.8811658424303848e-05
3667,HMGA1_proteomics,-0.4154867251670677,1.898281898136315e-05
3617,HEXA_proteomics,-0.4154743813952714,1.89947462479845e-05
2866,FAM49B_proteomics,-0.4154224486799629,1.904500364446257e-05
3729,HPS5_proteomics,-0.41508051452911515,1.9379032602606238e-05
8889,TRMT1L_proteomics,-0.41494580983014484,1.9512124722899576e-05
2160,DEF6_proteomics,-0.4148077668451957,1.9649403771399654e-05
3770,HSPBP1_proteomics,0.41456606897323467,1.9891946735873514e-05
9021,TUT7_proteomics,-0.4145261482995832,1.9932276000834514e-05
1963,CTSA_proteomics,-0.41451604843654904,1.994249137723584e-05
5591,NTAN1_proteomics,-0.41437124133527453,2.008949525639774e-05
3976,IRF5_proteomics,-0.4331115903040691,2.0100338410017267e-05
9542,ZBTB47_proteomics,0.4143113269248181,2.015061513101038e-05
6974,RHBDF2_proteomics,-0.4141361962652817,2.0330270133856886e-05
2656,EPN2_proteomics,0.4140606955147329,2.0408183528718202e-05
4472,LRRC25_proteomics,-0.413658970125033,2.0827473458164813e-05
4636,MARC1_proteomics,0.41363993108833264,2.084754391288186e-05
6356,POU3F3_proteomics,0.41310175962639994,2.1422424118784105e-05
518,ARHGAP10_proteomics,-0.4130586731656679,2.1469085958435808e-05
5420,NHS_proteomics,-0.4129886135815363,2.1545162564289708e-05
108,ACSL4_proteomics,-0.4126802038742674,2.1883073016425687e-05
9431,WIPF3_proteomics,0.4120990789075213,2.253331831734791e-05
4458,LRMDA_proteomics,-0.41176039732682457,2.292058657960469e-05
1953,CTHRC1_proteomics,-0.41165046653075105,2.30476221538142e-05
2623,ENTPD1_proteomics,-0.4109100759710935,2.3920545698936523e-05
2925,FBXO17_proteomics,0.41044070313903813,2.448987289488436e-05
2909,FBP1_proteomics,-0.41041375252678935,2.4522944870139243e-05
7322,SAMSN1_proteomics,-0.4101538826517691,2.48439925524224e-05
9649,ZNF185_proteomics,-0.410065836815915,2.4953655482589102e-05
5767,P2RX4_proteomics,-0.4099886887798543,2.505011736788865e-05
3064,FOXP1_proteomics,-0.45223073724969676,2.5396857627420645e-05
4443,LPXN_proteomics,-0.40969930860443393,2.5415062987634795e-05
3277,GLB1_proteomics,-0.40858941310188723,2.6861452116292778e-05
2120,DDR1_proteomics,0.40830140973003015,2.724916696963916e-05
3927,INPP5D_proteomics,-0.4081806069217912,2.7413347703178122e-05
1186,CARD11_proteomics,-0.40816321074792977,2.7437066619030427e-05
1645,CLIC2_proteomics,-0.40751970241859525,2.8328079293053193e-05
1378,CDC34_proteomics,0.4074059174559267,2.8488417751704322e-05
1488,CERS1_proteomics,0.40715432670602053,2.884596278572316e-05
1915,CRYBG1_proteomics,-0.4068802113983254,2.9240295333361443e-05
9357,WASF3_proteomics,0.4066422126456417,2.958675664524732e-05
603,ARPC2_proteomics,-0.4063273917893301,3.0050952071511766e-05
5168,MYO1C_proteomics,-0.4059147320458793,3.066973036681934e-05
1133,CACUL1_proteomics,-0.4059102128717704,3.067657231588578e-05
6671,PYCARD_proteomics,-0.4058488671481377,3.076958998981653e-05
181,ADGRL2_proteomics,0.4050506627240138,3.200419446213451e-05
2982,FGB_proteomics,-0.40493606022275647,3.218520970945114e-05
1304,CCNDBP1_proteomics,-0.4047649460274346,3.24572682480398e-05
3889,IL4I1_proteomics,-0.4047159052383673,3.2535634937796614e-05
4459,LRMP_proteomics,-0.404324668295278,3.316719372840479e-05
6208,PLEKHO2_proteomics,-0.4036127628005014,3.4345898144323674e-05
1952,CTH_proteomics,0.40350979659830066,3.4519585859474736e-05
2952,FCGR1A_proteomics,-0.40333545106828633,3.4815552684022874e-05
7749,SLC38A3_proteomics,0.403315138214721,3.485018939669169e-05
1341,CD2AP_proteomics,-0.4032292148942779,3.499705921373055e-05
2321,DNMBP_proteomics,-0.403173371414394,3.5092823169081695e-05
3037,FMNL1_proteomics,-0.4026844501521673,3.594177886483791e-05
7680,SLC1A3_proteomics,0.4021191873892645,3.694720568566548e-05
6627,PTPN6_proteomics,-0.4020169106226247,3.71319089301395e-05
2270,DMRTA2_proteomics,0.41959917128288926,3.843308138368567e-05
574,ARL4A_proteomics,0.49760626867840085,3.874491954522754e-05
30,ABCD1_proteomics,-0.4008443531187188,3.9312015688266196e-05
4295,LAIR1_proteomics,-0.40050658892929325,3.996185206105604e-05
6410,PPP1R1C_proteomics,0.40018509073385394,4.0589702426499785e-05
9070,UBASH3B_proteomics,-0.4001597279916402,4.0639623127450946e-05
4581,MAGED2_proteomics,-0.40013391079197663,4.069049721534001e-05
1761,COL14A1_proteomics,-0.3995424007342699,4.187251937379363e-05
3890,ILDR2_proteomics,0.39953215931646496,4.1893264517587854e-05
5542,NRBF2_proteomics,-0.3994514017128499,4.205718469806746e-05
8365,TBC1D8B_proteomics,-0.41762398549019064,4.215583570584676e-05
8545,TLR1_proteomics,-0.4174059480487964,4.258677335185666e-05
6354,POU2F2_proteomics,-0.4624454522783024,4.3194464224343374e-05
4584,MAGI1_proteomics,0.3988067725464009,4.338727650246062e-05
3259,GIMAP6_proteomics,-0.41697283505827065,4.345500259614189e-05
2497,EHBP1_proteomics,-0.398721794706447,4.3565516273442685e-05
7272,RUSC1_proteomics,-0.4375827899536873,4.4076061563362714e-05
421,AOAH_proteomics,-0.3982750748919244,4.451380165622929e-05
5586,NT5DC1_proteomics,-0.39783295991692635,4.547125666620981e-05
4870,MLX_proteomics,-0.4157786812190126,4.593505157049425e-05
640,ASIC1_proteomics,0.3971460115779735,4.69971443581848e-05
7498,SEPT7_proteomics,0.39706783294665793,4.71737957813383e-05
4292,LACTB_proteomics,-0.39700208535978865,4.7322837697909756e-05
3056,FOLR2_proteomics,-0.3966539984038359,4.811925851027416e-05
2192,DGKA_proteomics,-0.3964967855996573,4.848304535024185e-05
3261,GIMAP8_proteomics,-0.3962941148471736,4.895580809668012e-05
2991,FGG_proteomics,-0.39627544761929967,4.899956812267551e-05
374,ANKMY2_proteomics,0.3959198994881884,4.984004984553468e-05
7491,SEPT11_proteomics,0.39587096612633277,4.995677098641642e-05
164,ADCY8_proteomics,0.39554960087191277,5.072968623362512e-05
1331,CD163_proteomics,-0.39547616793666257,5.090785862306351e-05
4492,LRRFIP1_proteomics,-0.3953881522168185,5.1122182796294035e-05
6864,RBM47_proteomics,-0.39510025696661333,5.182912110290651e-05
7311,SALL2_proteomics,0.39506702791711107,5.191130077442891e-05
4684,MCC_proteomics,0.3950186172926452,5.2031243965630714e-05
8060,SRPRA_proteomics,-0.39456796349910506,5.3160263819402216e-05
2723,EVL_proteomics,-0.3944477315294467,5.346531831946444e-05
2979,FEZ1_proteomics,0.39422337216900005,5.403893682621737e-05
1285,CCDC88B_proteomics,-0.39409315698684166,5.4374484258252027e-05
8126,STAT6_proteomics,-0.39394272426454735,5.476454824133517e-05
2584,ELP6_proteomics,0.39390224963734316,5.48699413742159e-05
1723,CNPY2_proteomics,-0.3935116113614139,5.589690350918594e-05
4620,MAP3K3_proteomics,-0.41118172734201913,5.6766297136199555e-05
4182,KIF16B_proteomics,-0.3929047302516979,5.7527962793244707e-05
7459,SELENOM_proteomics,-0.39282796891782557,5.7737399352358846e-05
5393,NFATC2_proteomics,-0.3926023250196009,5.835717200223763e-05
8713,TNFAIP8L2_proteomics,-0.39257182507927146,5.8441419910757876e-05
4326,LCP1_proteomics,-0.39249900664722415,5.8643019998534744e-05
6949,RFX4_proteomics,0.3920926355422456,5.9780025479117555e-05
7514,SERPINB1_proteomics,-0.39204076660338155,5.9926621774856905e-05
4617,MAP2_proteomics,0.39198267063941095,6.0091215188450424e-05
8119,STARD13_proteomics,-0.39186911415216263,6.0414152832082426e-05
6959,RGS10_proteomics,-0.3918117211696854,6.0577984528935976e-05
7002,RIN3_proteomics,-0.39177932779418023,6.06706360632303e-05
4347,LFNG_proteomics,0.41147598657313533,6.17702313790135e-05
5994,PDZD2_proteomics,0.3913681002774162,6.185836692474321e-05
3255,GIMAP1_proteomics,-0.39087717798540766,6.330464314416968e-05
7626,SIGLEC7_proteomics,-0.39081643092033125,6.348578077526782e-05
2398,DTNBP1_proteomics,-0.39041722015349145,6.468822807828323e-05
7806,SMARCD2_proteomics,-0.3901865118653788,6.539277540586961e-05
5290,NDN_proteomics,-0.4070998386462057,6.833153525721773e-05
890,BLOC1S4_proteomics,-0.3890819796037153,6.886598028131249e-05
2907,FBN1_proteomics,-0.3890600116091279,6.893676971812256e-05
2045,CYTH4_proteomics,-0.42734705550381963,6.921599553987014e-05
422,AOC3_proteomics,-0.42480934386139946,6.95257708551648e-05
4806,MGAT1_proteomics,-0.38886409530326244,6.95710922599724e-05
6590,PSTPIP2_proteomics,-0.3886367733307035,7.031390837050462e-05
6956,RGP1_proteomics,-0.45052726906695734,7.152974839161048e-05
8669,TMEM51_proteomics,0.38806162845641534,7.2226409618502e-05
5769,P2RY1_proteomics,0.3879329669018331,7.266081886809373e-05
5901,PCDHGC3_proteomics,0.387861058002283,7.29046684936302e-05
6353,POU2F1_proteomics,-0.3877721888290956,7.320708455902719e-05
1183,CAPZA1_proteomics,-0.3877653201176855,7.323050689391848e-05
521,ARHGAP17_proteomics,-0.38744165048541934,7.434216502029651e-05
3916,INKA2_proteomics,0.4051271791310613,7.467369809093881e-05
1064,C3AR1_proteomics,-0.38719349078088616,7.520509817940735e-05
1060,C2orf72_proteomics,0.3868574740195861,7.638840389255951e-05
5383,NETO2_proteomics,0.38659590984877024,7.7321489659119e-05
8262,SYNGR2_proteomics,-0.38637899592556413,7.810332748315153e-05
5830,PAPSS2_proteomics,-0.3861106308437481,7.908079552410718e-05
4672,MBD4_proteomics,-0.38603058356099973,7.93745489869584e-05
698,ATP13A3_proteomics,-0.38592421967753066,7.976644885864079e-05
5399,NFIX_proteomics,0.38581878930650815,8.015668535674517e-05
5917,PCMTD2_proteomics,0.38535123354335665,8.190878277915065e-05
4637,MARC2_proteomics,0.38508963954026426,8.290454663146488e-05
8714,TNFAIP8L3_proteomics,-0.4022236938039388,8.50092106186766e-05
587,ARMC6_proteomics,0.38421893045464384,8.630062951355715e-05
80,ACBD4_proteomics,0.41918933750642334,8.862362448211966e-05
411,ANPEP_proteomics,-0.38360846585254676,8.87583363917248e-05
4072,KBTBD7_proteomics,0.41893188323906844,8.960530177092163e-05
1345,CD33_proteomics,-0.38326883894384767,9.015368186843375e-05
9704,ZNF521_proteomics,0.38317234641120057,9.055382272802035e-05
2661,EPS8_proteomics,-0.3831198895787356,9.077204601143336e-05
7477,SEMA6D_proteomics,0.3830671382621169,9.099198735380905e-05
787,B3GAT3_proteomics,-0.3828176753313266,9.203882611329816e-05
8782,TPK1_proteomics,-0.38260485202518596,9.294075065832717e-05
2910,FBP2_proteomics,-0.38233986989950824,9.407520251072346e-05
331,ALOX5_proteomics,-0.38228725425923393,9.430198876852768e-05
2386,DSC2_proteomics,-0.3822725673198023,9.436538372794011e-05
5103,MTHFD2_proteomics,-0.38226473499150565,9.439920751881655e-05
6699,R3HCC1L_proteomics,-0.382134826467487,9.496186161549176e-05
4310,LARP4B_proteomics,-0.3821236317306664,9.501049336429468e-05
8805,TRAF1_proteomics,-0.38170673584709797,9.683812625302184e-05
5240,NAT14_proteomics,0.3816435193706833,9.711809735505796e-05
7627,SIGLEC8_proteomics,-0.4169865333569367,9.735513792773971e-05
2169,DENND1C_proteomics,-0.39911834322853157,9.752299467099957e-05
7952,SOX8_proteomics,0.3810834186416881,9.963171798662517e-05
6260,PNMA1_proteomics,0.3810763173519559,9.966397176228307e-05
7652,SKAP2_proteomics,-0.38104144834529896,9.98224862349778e-05
847,BCL10_proteomics,-0.38103971787615976,9.983035904429458e-05
9772,ZNF853_proteomics,0.41633242836336914,0.00010009736462289649
2981,FGA_proteomics,-0.38088888873860066,0.00010051878064514704
7639,SIPA1L3_proteomics,0.3805134948969272,0.00010225136862592191
4865,MLKL_proteomics,-0.37970969241399055,0.00010605494094611112
9347,VWA5A_proteomics,-0.37967342113041314,0.0001062296358772306
9608,ZFYVE16_proteomics,-0.3793962158340635,0.0001075736050029734
843,BCHE_proteomics,0.379264487781027,0.00010821777940589755
5294,NDRG2_proteomics,0.37886144898983914,0.00011021103040243891
3674,HMGCS1_proteomics,0.3786845329235846,0.00011109670035564573
2637,EPB41L5_proteomics,0.3786843032718903,0.00011109785431134021
7409,SDC3_proteomics,0.3786573721956134,0.00011123325500907948
3093,FST_proteomics,-0.3979222575369044,0.00011261425822379025
3956,IPO5_proteomics,0.3780462822533035,0.00011434710852757425
7407,SDC1_proteomics,-0.3780422993381519,0.00011436766662152439
4479,LRRC47_proteomics,0.37781072352449274,0.0001155688781011856
6001,PECAM1_proteomics,-0.3774539664801754,0.00011744235895723216
1363,CD84_proteomics,-0.3772866130143935,0.00011833088125927195
1167,CAMSAP2_proteomics,0.37725884713416635,0.00011847889947537046
3876,IKZF1_proteomics,-0.3771072006771064,0.00011929035444285917
7246,RSU1_proteomics,-0.37671435860963887,0.00012141648961502446
2585,EMB_proteomics,-0.41149287789933653,0.0001227194036830906
9273,VANGL2_proteomics,0.3763389327615382,0.0001234811782266511
701,ATP1A2_proteomics,0.3763355663911891,0.00012349983838525012
8627,TMEM179B_proteomics,-0.3934368870119791,0.00012494309320411405
7538,SEZ6L_proteomics,0.37568242262393947,0.0001271701991715904
7591,SH3GLB1_proteomics,-0.3752657889477602,0.00012956407834500947
9618,ZHX3_proteomics,0.37525643572880035,0.00012961829636080863
2341,DOK1_proteomics,-0.3752386924655659,0.00012972120697158016
38,ABCG1_proteomics,-0.37522738860856997,0.0001297868086583866
8049,SRGAP3_proteomics,0.374681271450676,0.00013299309328377787
3095,FTO_proteomics,0.3746433646237063,0.00013321835060319534
4794,MFAP5_proteomics,-0.37455279450525414,0.00013375798746667744
7017,RLBP1_proteomics,0.3740516299365201,0.00013678086247050504
