,Comparison,Slope,R_squared,P_value
6252,PHLDA1,0.5368720111489886,0.6591140165164092,9.317623581970053e-27
8130,SOCS2,0.2909120839079422,0.33120174027924515,5.912446908119425e-11
3488,GPRIN3,-0.19687114772407083,0.2860431165372923,2.0894331617246814e-09
5532,NFIA,0.2349342771633606,0.27887303610326475,3.6090646069458734e-09
4885,MEOX2,0.293814569594955,0.28938693849982683,1.114403499044651e-08
607,ARMT1,-0.10238080048158087,0.2621614382660586,1.2656146649122317e-08
6268,PI4K2A,-0.12577097828811823,0.25771923786274303,1.7589185215413524e-08
5653,NPAS3,0.17155399740692426,0.2535098463322785,2.3987385216057093e-08
2138,DCBLD2,-0.19481605440995475,0.27082144538496683,3.368401900188688e-08
907,BLOC1S2,-0.07898580793455355,0.24554464796491338,4.296049810160111e-08
2056,CXXC5,0.1563693012147653,0.23947010139456493,6.675328021589574e-08
210,AFAP1L1,0.20844649291295514,0.2386793192410018,7.067873082685856e-08
5300,MYO10,0.11959529451904594,0.23390469221632543,9.968709100093378e-08
5891,OSTF1,-0.14739828425086177,0.22827062521101882,1.4921559400600786e-07
2939,FAM49B,-0.15046754427862458,0.22761706029163978,1.5633700927277887e-07
4025,INPP5F,-0.13902807386025626,0.2259789513457178,1.7568901289044283e-07
2645,ELOVL2,0.3244182554833774,0.22563058979204367,1.8009874588397852e-07
4652,LUZP1,-0.11747195003264703,0.2252105374398932,1.855610059873323e-07
2393,DOCK10,-0.10690575753943972,0.22422631262356768,1.990062417296169e-07
8683,TFRC,0.18995509752547046,0.2234926812070812,2.0964748770215825e-07
179,ADGRG1,0.1542430799574491,0.2218384532546853,2.3573955219926634e-07
108,ACSL4,-0.12060770877169749,0.2216706317209412,2.3855872913120184e-07
1686,CLIP2,0.1400617324637036,0.2202156880774542,2.6443228788372316e-07
8330,STAMBPL1,-0.1500187341683277,0.2195719322355325,2.767437086829115e-07
532,ARHGAP22,-0.13967165287630248,0.21593799107304915,3.5758098649209446e-07
608,ARNT2,0.10638947646340373,0.215865632889569,3.5940654543518433e-07
1899,CPNE2,0.12567941237920793,0.2154310820523841,3.7056459928428084e-07
2249,DGKA,-0.09985603080411565,0.21329321364663265,4.3062102902168447e-07
2795,EVL,-0.11719174214333734,0.212990916687724,4.3985208699906573e-07
5728,NT5DC1,-0.20224846074680555,0.21275830952175856,4.470874246122804e-07
5683,NRBF2,-0.13927458234969492,0.21150829746970054,4.880227782839439e-07
9302,UBASH3B,-0.12437397851250935,0.20919135017588827,5.73886453420184e-07
8340,STAT6,-0.14505187733822042,0.2087653274945121,5.912194796292812e-07
7497,SALL2,0.18489849393274937,0.20766640202687803,6.383450850573582e-07
8332,STARD13,-0.10589704869032948,0.2070892611152481,6.64556604800455e-07
3071,FHL2,-0.19764312896906366,0.20600667012303292,7.166131147801668e-07
2175,DDR1,0.1272278863180429,0.20582497155582027,7.257351176611653e-07
4980,MITF,-0.12258900539502651,0.22436834684739693,7.348525962682985e-07
9286,UAP1,-0.1391038796558975,0.20513530762362414,7.614113850471731e-07
4576,LRMP,-0.12630688365464585,0.20353762460171432,8.508271897224884e-07
860,BCHE,0.2162651159637991,0.20196085195316316,9.491870748162328e-07
4807,MCC,0.13416069874639003,0.19897426827790887,1.1671451051897428e-06
5426,NDN,-0.2149047973199579,0.21715738250079716,1.1685681734281794e-06
3317,GGA2,-0.09823782883534955,0.19785281458728218,1.261135004225442e-06
106,ACSL1,-0.1381971465415779,0.19526907133361676,1.5069824417879876e-06
6577,PPP1R1C,0.2899752464370084,0.1947265451920953,1.564309937752056e-06
63,ABRAXAS2,-0.06981600513102569,0.1939536734187353,1.6497042337148997e-06
5535,NFIX,0.15413952955446084,0.19387516416991366,1.658631408949327e-06
3254,GAS2,-0.2585316823541885,0.21117552981652382,1.7122495927455652e-06
7624,SEC23IP,-0.07502182788968957,0.19282802749533134,1.7823488471211153e-06
7126,RFX4,0.10816584869812908,0.19201723757791592,1.884346084929672e-06
350,AMPD3,-0.16913481353963492,0.19189100206823692,1.9007354620315932e-06
1746,CNNM4,-0.10460727114917154,0.19107836196684264,2.009654918478278e-06
6254,PHLDA3,0.2097645847671676,0.19019209511653848,2.135457510427125e-06
9858,ZHX3,0.0937452525292264,0.19001270200366963,2.1618501460761358e-06
9506,VANGL2,0.11559959889733737,0.18934591198900846,2.2627966349712012e-06
7645,SELENOM,-0.15983543872013753,0.18920779399045987,2.2842799056975606e-06
2333,DMRTA2,0.4275822762489586,0.2104121703345767,2.2986520501607898e-06
2364,DNAJC21,-0.08313561093216798,0.18844373201012693,2.406805071395381e-06
1511,CEP78,0.11259288542374075,0.18835075640358456,2.422149620879321e-06
6102,PDCD6IP,-0.07403024614139324,0.1881181291620635,2.460965572497278e-06
6059,PCDHGC3,0.12940345613530552,0.1880705231161273,2.4689842818258157e-06
2225,DENND2A,0.15272325910944348,0.1870444861605583,2.6482021020392656e-06
6502,POMT1,0.10341345531314446,0.18622684807705017,2.800142742124808e-06
6521,POU3F3,0.1757785337664934,0.1858756600139895,2.8680109221524417e-06
613,ARPC3,-0.07317584172867925,0.18575501199576533,2.891698520497568e-06
2565,EHBP1,-0.08757728064184299,0.18468280584548402,3.110860262589828e-06
6329,PLA2G15,-0.08546311762782917,0.18466537247531187,3.1145556160266016e-06
6075,PCMTD2,0.13858287412556483,0.18461647525045455,3.124943460854141e-06
4449,LDLRAP1,-0.140040332531466,0.1836179241449132,3.3447034897320755e-06
1157,CACUL1,-0.06901454928867658,0.18340046332966636,3.3945444433965684e-06
1519,CERS1,0.13626385764920487,0.1832288917085025,3.4343836661410695e-06
9959,ZNF521,0.11189283550093353,0.18301687342445325,3.4842515833037457e-06
9546,VPS26A,-0.07787486880590772,0.18205142122364293,3.7205036405209726e-06
8411,SUB1,0.15448769524029846,0.18155437343258216,3.848219977161704e-06
906,BLOC1S1,-0.06731775292839431,0.18108778017530797,3.972037884424683e-06
5361,NANS,-0.08548444172475292,0.179455337217438,4.4369267202953496e-06
3559,GTF2F2,0.13624330745046118,0.1793146172278359,4.479425202101835e-06
764,ATP7A,-0.1009648182109113,0.1792656030989913,4.494321833939662e-06
2529,EDNRB,0.20694228506337095,0.1786074750795162,4.6991363036493335e-06
7193,RIPOR1,-0.056970366329777616,0.17850188511852416,4.732842115172169e-06
2416,DPF3,0.15876290956220165,0.1779206744319716,4.922682804312698e-06
1721,CMIP,-0.10557035485521418,0.177666553218575,5.00802614193322e-06
561,ARHGEF26,0.1194940718007384,0.17757488698729998,5.039167594869141e-06
