Proteomics,Hnscc_P_Value,Hnscc_Median
FAS,0.01181012853075713,-0.5134348995534985
GFM1,0.01197671440431465,0.3962668357991497
DARS2,0.01197671440431465,0.3748964617965491
CAB39,0.01197671440431465,-0.3880587922021981
CYBA,0.01197671440431465,-0.6760531749156549
SSB,0.01197671440431465,0.2745255723653486
IDI1,0.012799309679257643,0.5687718709011982
PPME1,0.012799309679257643,0.500062274510654
RPS6KA4,0.012835206577143477,-0.40112277008389796
RAB3B,0.01300263997329618,1.3262455482910482
TFRC,0.013269914814151716,0.8987722576870496
TNIP1,0.013469474761032761,-0.2533003218060479
TNFAIP8,0.013635845068079256,-0.49847131021629565
ACTR10,0.013635845068079256,-0.15989547672265303
ARHGAP45,0.013649298807749987,-0.4977791106915994
ZBP1,0.013719024199781018,-0.48076942801389677
PLD4,0.014176777402147097,-0.5925922657374976
SQSTM1,0.014176777402147097,0.26711185901690015
TKT,0.014202626464227134,0.2303981496466001
UGT1A7,0.014202626464227134,0.7482906570577512
IMP4,0.014202626464227134,0.25858766036339986
C12orf57,0.014202626464227134,0.28106473295769874
GMIP,0.014276737832498701,-0.39113969841345053
RHOF,0.014526529273538022,-0.6980006100844953
HDAC7,0.014526529273538022,-0.20844702059275022
SOX2,0.014648618280056256,0.7597432448418502
PIK3C2B,0.014648618280056256,-0.2763744360846978
GNG2,0.014648618280056256,-0.3799196645771481
PPP1R18,0.014648618280056256,-0.32235064439979766
OPA1,0.014672112082843783,0.2803616896546046
CUTC,0.014672112082843783,-0.3143072125900517
AS3MT,0.01502474547870734,0.30066760739654796
DOCK8,0.01502474547870734,-0.5841008130539507
ISG20,0.01502474547870734,-0.7516953007840499
RFTN1,0.01502474547870734,-0.30561284004500067
B4GALT2,0.01502474547870734,-0.5925970357908454
GINS2,0.01506519193584349,0.5073506386724986
LRCH4,0.015218645912860476,-0.3031577831611507
PABPN1,0.015218645912860476,0.12039940276090277
FLI1,0.015668070268452516,-0.4008248265583454
WAS,0.015668070268452516,-0.4264653269372545
INPP5D,0.015668070268452516,-0.5561001915026509
TAOK3,0.015668070268452516,-0.29962670634045097
NUP133,0.015685335281758864,0.1394550200803053
CYP4F11,0.015685335281758864,0.7494124612208495
COMT,0.015923767804563012,0.28107356507234726
MYO1G,0.015999897770972615,-0.4146136513253005
SC5D,0.015999897770972615,0.78459669350325
RCSD1,0.015999897770972615,-0.48696540713629943
BIN2,0.015999897770972615,-0.6304382099436481
LIG3,0.015999897770972615,0.2974088301877522
ZFR,0.01605685238366723,0.25249652946279966
ABCB6,0.016121507673324702,0.577757562185603
PSPH,0.016121507673324702,0.6611419988428509
ADA2,0.016728543750625276,-0.4369605448002467
EIF3A,0.01706420472704009,-0.1533934116093505
UCHL5,0.017143477551828094,0.22784716905994884
RFC3,0.017143477551828094,0.2512107797439569
LILRB1,0.017270587984822745,-0.6958498296879014
TOR4A,0.017270587984822745,-0.5100517555320998
PRPF3,0.017402686313921296,0.1679093704371013
XPO5,0.017402686313921296,0.511937197969047
NUDT9,0.017402686313921296,0.22888182713435157
IPO9,0.017527464283485315,0.2805372578048484
GMPS,0.017527464283485315,0.4154515761497457
ABCC5,0.017527464283485315,0.7670106258314995
PSMB9,0.017659191681005316,-0.3713575881171991
STX11,0.017886339138746925,-0.42953460292090284
IMP3,0.017960430420826942,0.3357288511238501
PHF6,0.018196469445715756,0.4103769679295013
LNPK,0.01825075828126318,0.2789242041318545
ACOT13,0.01825075828126318,0.36704607295930103
GRHL2,0.01825075828126318,0.3660930601195993
CCR1,0.01825075828126318,-0.7595716514688995
FAM107B,0.01825075828126318,-0.3884232578963953
HSPD1,0.01825075828126318,0.31030310226114466
SP140L,0.01825075828126318,-0.42183926800435145
DECR2,0.01825075828126318,0.5098912509343023
GIMAP6,0.01825075828126318,-0.4291195101102012
NKRF,0.01825075828126318,0.3467709581755507
PRAM1,0.01825075828126318,-0.38425071242250297
WDR26,0.01825075828126318,0.14348007596190016
FYB1,0.01825075828126318,-0.6449807932744491
DEF6,0.018371924839878748,-0.2502478775023036
IGLL1,0.018371924839878748,-0.4115814224861474
STK4,0.018371924839878748,-0.2577711207270994
MDC1,0.018445147839440127,0.35795691404410235
UNC13D,0.018445147839440127,-0.5573150835384517
KPNA2,0.018445147839440127,0.44892787152609515
PI4K2A,0.018445147839440127,-0.2944582595805052
FASN,0.01875690816375106,0.28765635029674996
PLCL2,0.018872910672121,-0.3314737553603493
TMEM14C,0.018979307581350923,0.4285266870165003
ISYNA1,0.01919364700156045,0.36446380150589874
SH3KBP1,0.01919364700156045,-0.5712429370663017
PRKCB,0.01977922554358812,-0.5693018478280543
HACD3,0.01977922554358812,0.49912758709190186
MCCC1,0.01977922554358812,0.4350393272801014
SIPA1,0.01977922554358812,-0.23228931451405188
INTS3,0.019886088318230213,0.18460066810134634
HEXIM1,0.020175292661806652,0.27024428415625223
PRTFDC1,0.020175292661806652,0.6735727697357525
RAB3GAP2,0.020175292661806652,0.11782820971959751
SPN,0.02066042744778069,-0.5637024711200986
VAMP4,0.020825872439146298,0.3447649249717024
ARHGAP9,0.021010977054817064,-0.4104294301352489
PRMT5,0.02115141559870179,0.3181353050403537
NOL9,0.02115141559870179,0.2012821152629023
APBB1IP,0.021576510290071557,-0.5313207538984521
LRPPRC,0.021576510290071557,0.3544197781301506
APOBR,0.021576510290071557,-0.4303719550293472
IL16,0.021854377012579283,-0.5034160393343505
TUBB,0.021854377012579283,0.28862190103960117
BDH1,0.021854377012579283,0.49815418551970225
ACAP1,0.02206090094460935,-0.3952890112701475
GPC3,0.02206090094460935,0.5236574247758021
PLCG2,0.022450970195062835,-0.38900515240105094
DCTN6,0.022450970195062835,-0.22588346373199997
XPNPEP3,0.022457912609878138,0.388347830938649
TOP3A,0.02285242084289686,0.37407119466514516
GSTCD,0.02285242084289686,0.25863142416370266
PCBP1,0.02285242084289686,0.12604188640585434
RELB,0.02285242084289686,-0.3449216647862521
PHYH,0.02285242084289686,0.4528153794147478
TNFAIP8L2,0.02285242084289686,-0.45917494141779613
PTGES,0.02350231124909706,-0.6494503454719514
CYBB,0.02350231124909706,-0.711264916949748
RFC4,0.02350231124909706,0.44631222553274696
PTDSS1,0.023708760944252578,0.3132596907473477
MT1E,0.023708760944252578,-0.9811983276703984
THUMPD3,0.023708760944252578,0.23022848721810263
SYNJ1,0.02388281932738621,-0.12195249314315504
CHUK,0.02388281932738621,-0.224067471199902
RAB8B,0.02388281932738621,-0.3767231471775041
NUF2,0.02388281932738621,0.6720254981361009
CD27,0.023951493247365035,-0.5507815398445963
BTK,0.02395918374278523,-0.5156384591611953
ARMH3,0.024046564469319236,-0.13594070132674574
KDM3A,0.024103935123811027,0.4519661654629985
NOL10,0.024103935123811027,0.3064576532261505
TENT5C,0.024103935123811027,-0.335868035732652
LIN54,0.024103935123811027,0.24060995342750147
LRRK2,0.024103935123811027,-0.4136310995829504
TBCE,0.024103935123811027,0.2594553172327956
GRAP,0.024103935123811027,-0.30835880156999806
ARHGAP30,0.024103935123811027,-0.5072581047870024
GNAI2,0.024103935123811027,-0.1695153037011039
ARHGAP25,0.024103935123811027,-0.47468974789554963
MT2A,0.024103935123811027,-0.7808046485823539
ACLY,0.024103935123811027,0.3505277839083476
SAMD9L,0.024103935123811027,-0.40229819743530015
STX2,0.024103935123811027,-0.36144458022175385
ACAP2,0.024103935123811027,0.2908298249745478
MLKL,0.024103935123811027,-0.31661213624180107
GSS,0.024103935123811027,0.25187707245470037
FES,0.024103935123811027,-0.3028660826041012
LAMB4,0.024103935123811027,-0.4427033330104493
PPP2R2D,0.024293928267072152,-0.23350959252180203
PUF60,0.024352123410623892,0.20372187442735168
DENND3,0.024473420254384596,-0.312258396598903
SPAST,0.02451651939204043,0.3255553168576455
ADAMTSL4,0.02451651939204043,-0.36976423357369725
PAPOLA,0.024623244013844747,0.2230393295278965
RFC2,0.024623244013844747,0.37143410174319413
BIN3,0.024743569426464097,-0.22104329294304748
EVI2B,0.024999627809023397,-0.47443390864039614
SP100,0.025000811382328274,-0.4772024822004006
CPNE2,0.025067616013844978,0.14073426749115114
PECAM1,0.025067616013844978,-0.30185163144679805
ZC3H12A,0.025067616013844978,-0.3542929683338478
CD48,0.025067616013844978,-0.6372385993976017
PPP1R9B,0.025067616013844978,-0.1842979970113987
WAPL,0.025067616013844978,-0.22097438963885097
PTGDS,0.025067616013844978,-0.3038046048183993
ICAM1,0.025067616013844978,-0.4751337209571993
HNRNPU,0.025067616013844978,0.2235138456816017
TSNAX,0.025067616013844978,0.215148321809
USP5,0.025067616013844978,0.16244302219890017
INPP4B,0.025067616013844978,-0.5915958152576515
NAMPT,0.025115051204945997,0.21819705466254646
PAK1,0.025153678444566795,0.37226068664799783
CTSG,0.025153678444566795,-0.6454740067482554
ATAD3B,0.025234332828755854,-0.45871131599564663
PSMD9,0.02531136928973731,-0.1589906919704518
MAP2,0.025605038358517573,0.8483481520040499
RASIP1,0.02596690063443258,-0.28234133487624646
EPCAM,0.026241128971089527,1.2822430793626545
RAB8A,0.02668139389134844,-0.2637322981640544
INTS7,0.0267825110474963,0.15967211492824873
HSPE1,0.0267825110474963,0.3630246595448483
HNRNPL,0.0267825110474963,0.13815728478650158
MCM3,0.02689505524430494,0.48662914919804834
INTS4,0.027525259418792646,0.19297113391385068
NCKAP1L,0.027525259418792646,-0.4629032158325508
ZEB2,0.027847193754648062,-0.2645747679730519
PDZK1IP1,0.027896237209041025,-0.9819435340219016
UBA3,0.027896237209041025,0.07620554533719925
TOP2B,0.027948949213102783,0.2577558027713991
PIK3CG,0.027948949213102783,-0.47524109021304994
PARD3,0.027952078197194738,0.4704434527061494
C1QBP,0.027961450669820594,0.2907007469526981
DOCK10,0.028515796878115306,-0.47447377181624617
PCNA,0.028515796878115306,0.42073993630175366
HNRNPA3,0.028515796878115306,0.32226134388004724
BIRC6,0.028791909103405903,0.21756881113059734
FNBP1,0.028791909103405903,-0.42383608641965154
PCDH1,0.029026118982663798,-0.2852416731935037
KPNB1,0.029026118982663798,0.16172637356549657
PAG1,0.029043302319654324,-0.2503582256217527
ARHGEF1,0.029455681049944962,-0.16060643173829803
FXR1,0.029455681049944962,0.363027464638602
RAC2,0.029766828038480967,-0.5179849902449511
NCBP1,0.029766828038480967,0.19139309475480104
PSTPIP1,0.029766828038480967,-0.42042527049924416
NUP210,0.029766828038480967,0.53503565605455
DARS,0.029766828038480967,0.1784710318758016
GRK2,0.029766828038480967,-0.18953926504950047
IKZF1,0.03009596162093564,-0.4646666633847012
MAP4K1,0.03009596162093564,-0.4191450314306522
DTX2,0.030324149996001065,-0.3644226303010534
ELMO1,0.030846545036945446,-0.5086578024041977
LSM2,0.03087091787103548,0.16623464601255478
PIGU,0.03087091787103548,0.2070900881033495
PSMD2,0.03087091787103548,0.0986877985704453
NUP85,0.03087091787103548,0.17515486147190273
UBAP2L,0.03087091787103548,0.17660883582309594
ZNF324,0.03094439143106201,-0.3502671319772972
HEATR1,0.03094439143106201,0.18270021754389631
MCM4,0.03094439143106201,0.5263351540492991
DYNC1H1,0.03094439143106201,0.16469582527079396
SIKE1,0.03094439143106201,-0.17603737615715076
IRF4,0.03094439143106201,-0.8459168227498033
MCM7,0.030953741751490592,0.5777182285904985
ZC3HAV1L,0.031070159523655556,0.19816592583070047
PPAT,0.031070159523655556,0.1887969944217005
PSMD8,0.03110956482283767,0.11681997735569638
SENP3,0.031111091877979426,0.22051329458989954
PSD4,0.031111091877979426,-0.2861562932284514
AHCTF1,0.03153263784473075,0.13756009268769986
RCOR3,0.03162564487980857,0.3422976557201487
PGRMC1,0.03162564487980857,0.36554153846505244
MCM2,0.03164415665397936,0.470941348502695
DOCK2,0.03170329410865059,-0.4700433080863
ATAD1,0.03170329410865059,-0.18274669672679877
DNAJC19,0.03170329410865059,0.22709803243949622
SYNE1,0.03170329410865059,-0.3067804478560987
WDFY4,0.03170329410865059,-0.4761850299486525
WIPF1,0.03170329410865059,-0.3376784662828989
EIF4A3,0.03181958565336353,0.12186121146010365
RAI1,0.03194711618991226,0.26840852259520176
DHX8,0.03196941500586057,0.23015275867560092
PHB,0.03196941500586057,0.18727295807060074
CD2,0.0322188105593301,-0.6411170338958989
CYFIP2,0.0322188105593301,-0.4936720433220465
ANPEP,0.0323251076252503,-0.3091000320386996
VRK1,0.0323251076252503,0.14278053487854336
POLB,0.03237715896259754,0.3952098247138025
UBA2,0.0325547418153901,0.39946673917004816
MYO19,0.0325547418153901,0.19660437175905088
PRKDC,0.03257176059696916,0.304890431247852
TUBA1B,0.032738961529239136,0.2834141577200491
PPP1R3G,0.032738961529239136,0.27153628550395226
APAF1,0.032738961529239136,-0.30906732995524777
TRAP1,0.03323108266455406,0.19126816387054646
NXNL1,0.03323108266455406,-0.8013505591953987
CORO1A,0.03323108266455406,-0.4545491719154029
ENOPH1,0.03323108266455406,0.2460561356095461
WDR75,0.03330616865681372,0.26084692949885024
METAP1,0.03330616865681372,0.2122398393400502
ODF2,0.03330616865681372,-0.15519133923610084
PRPF40A,0.03330616865681372,0.17857511290659644
SMAP2,0.03339957936812107,-0.29069419926884876
PFN2,0.03339957936812107,0.7202963138246012
CAPZB,0.03339957936812107,-0.18398273744704952
MME,0.03355914171691951,-0.5842013590048474
NAE1,0.03364594666294993,0.12645329418100104
UBE2O,0.033662288971374625,0.14265259157194876
DDX5,0.03397440305218636,0.17012925577644822
AP1S2,0.034041389156946454,-0.2126822304852496
CDH5,0.0343657438929822,-0.1646087899107016
APOBEC3A_B,0.034405874530682175,-0.8412874802280506
PSMD1,0.03456681527675987,0.09309789736039775
ZFYVE27,0.03456681527675987,-0.39557006481374657
DOK2,0.03458693984372355,-0.4932939868531001
CD5,0.03461143821229901,-0.5940904709317998
GFPT1,0.03461143821229901,0.1233072122977994
LIME1,0.03503309550768376,-0.6145466045625447
MAD2L1,0.0351578579835706,0.3852094407858502
ADGRE5,0.0351578579835706,-0.3440021333259011
PREX1,0.03568984140086735,-0.395413674744745
GPM6B,0.03568984140086735,-0.324083769008503
SYNCRIP,0.03568984140086735,0.21705693413505145
AHCY,0.03568984140086735,0.2544271330317933
UTP6,0.035812748655088766,0.1852535153072452
C3orf58,0.03641429625651544,0.6276369899395
SKAP2,0.03641429625651544,-0.6211453911069462
MAPKAPK2,0.03641429625651544,-0.1341532436867503
PAPLN,0.03641429625651544,-0.5196444519800991
PGLYRP3,0.03641429625651544,-0.9600695398598944
MAST3,0.03645688888116328,-0.27926622273739454
SHOC2,0.03645688888116328,-0.18801840410199588
DKC1,0.03719599656714316,0.14427891517815183
COTL1,0.03725530896488217,-0.4324060357384951
TIMM8A,0.03734703252651547,0.26217482179924545
GAPDH,0.037354471830735224,0.3082498346207494
MCCC2,0.03787318527568381,0.3153365922861475
RCOR1,0.03787318527568381,0.22851722801610208
PTS,0.03787318527568381,0.5099152750079021
ARHGDIB,0.03817192179341462,-0.500412812805596
MIF,0.03817192179341462,0.17812213163794866
ITGA4,0.038186121957827564,-0.1776181335637972
MCM5,0.038186121957827564,0.4759112294018486
PIP4K2A,0.038186121957827564,-0.2247127830474014
DSG2,0.038186121957827564,0.5341955630326964
IFNAR2,0.038186121957827564,-0.5105976606587461
PMVK,0.038186121957827564,0.40086107958995143
TARBP1,0.038186121957827564,0.20167431387029922
TPR,0.038186121957827564,0.2078201641014985
SIRPA,0.038186121957827564,-0.29298588952714866
DNM1L,0.038186121957827564,0.1455849052285494
CD4,0.03855943919907562,-0.5795518673823032
ST6GAL1,0.038685147545378336,-0.6245621226267488
U2AF1L5,0.038685147545378336,0.24224577605674824
FKBP11,0.038685147545378336,-0.3574027942460489
RIF1,0.03881170082346384,0.4687724490382479
YARS2,0.0389622960342197,0.2228572359834473
COX7A2,0.03898121244714926,-0.31398245887545073
ACSS1,0.03898121244714926,0.5476694556889505
VNN2,0.03898121244714926,-0.6479294598291467
GSDMB,0.03898121244714926,-0.8570339874127022
HIF1AN,0.039021479535920243,-0.21389154341455097
CD53,0.03907552447670249,-0.4690456356683974
TRAFD1,0.03912670452925076,-0.20723576009719835
IFT27,0.03912670452925076,0.24093914189504773
ANXA4,0.03916155141493387,0.22652962641454621
HDAC2,0.039164794260905716,0.25207511833029983
NMT1,0.039165628538273524,0.1309382058067996
GCLM,0.039165628538273524,0.6655752322239508
MYO1F,0.039165628538273524,-0.4747944506606494
C8orf82,0.039189200663289445,0.3065864821617481
PIK3CA,0.039189200663289445,0.16366335136745036
DCTN5,0.03929156867559759,-0.17782068670575768
RUNX3,0.03929156867559759,-0.28881426020130263
FAHD1,0.03929156867559759,0.35487383361790137
SEMA4A,0.03929156867559759,-0.4592778492252947
THOC2,0.039582378422643956,0.2219156390411996
RGS19,0.03966100944770912,-0.3209032049459495
PSMB10,0.039846113700675465,-0.4503519273825489
WDR4,0.039846113700675465,0.20614067423919735
MPHOSPH10,0.039846113700675465,0.13979334434080215
CD93,0.039846113700675465,-0.2309998972838514
SPR,0.039846113700675465,0.2533144594417003
NOTCH2,0.039846113700675465,-0.1735293955607986
FCHSD2,0.039889788224182744,-0.3179092572363018
OPTN,0.039889788224182744,-0.28526236784560055
DCTN1,0.039889788224182744,-0.12108952912249649
FADS2,0.039889788224182744,0.6919802017906562
RANBP2,0.039889788224182744,0.11676598224289947
ARHGAP29,0.039889788224182744,-0.7183040486731471
EXOSC9,0.03994426007254698,0.20873513476675143
PSMB8,0.03994426007254698,-0.3696381098166057
LPXN,0.03994426007254698,-0.3992554814075504
ATE1,0.03994426007254698,-0.12841576792294518
LSG1,0.03994426007254698,0.33627394035615055
GSTA4,0.03994426007254698,0.46946777233264925
TPX2,0.03994426007254698,0.4906426435192479
DNAJA3,0.03994426007254698,0.20750360737055118
HK2,0.03994426007254698,0.3646213328933996
EMG1,0.04006374184089907,0.2939725637600006
XPOT,0.04015424933748277,0.2191780714851035
ZAP70,0.04015424933748277,-0.5394513607942493
IKZF3,0.04024163964690001,-0.6338494282890998
RAB27A,0.04024163964690001,-0.5401599101021013
CMC1,0.04024163964690001,0.3876880729778449
NHEJ1,0.04024163964690001,-0.321346371118004
SYTL5,0.04024163964690001,-1.2791153093359
PSMB5,0.04024163964690001,0.5214147974815475
BTN3A3,0.04024163964690001,-0.35281419186055274
CPSF3,0.04024163964690001,0.24589306625824747
C19orf66,0.04034405511507452,-0.31555507018344997
ITGB2,0.04034405511507452,-0.48462373876309783
TFDP2,0.04073156127587726,0.4353827417691498
LAS1L,0.04073156127587726,0.17666430192419824
PIGB,0.04073156127587726,-0.782065055477748
SYK,0.04073156127587726,-0.22532284597120267
PSMD11,0.04073156127587726,0.13789944476670257
GSR,0.04094238356235284,0.23567624713330204
RGS10,0.04142950571457594,-0.26270529580405366
ELAVL1,0.041503089283477304,0.12760146291745045
ECT2,0.041503089283477304,0.3905909729809487
VBP1,0.041579938902627574,0.07150364390734865
CARMIL2,0.041579938902627574,-0.4057959803708968
NT5C2,0.041579938902627574,-0.24078833231499885
ATAD2B,0.04167247003986572,0.26347254250000063
DDX59,0.041732460374577354,0.16460133226044604
WDR3,0.041732460374577354,0.11136469704464602
NACC1,0.041732460374577354,0.17728563323274926
NTPCR,0.041732460374577354,0.3074075768042981
NFATC2,0.041732460374577354,-0.37573462735164753
ALYREF,0.041732460374577354,0.28878009436485286
PUM2,0.041784053684722405,0.185283431586047
PI15,0.04200752307340006,-0.5562109133456978
INTS13,0.04204946963878359,0.21921314246479895
GIMAP1,0.04213553450919363,-0.6145723726153527
CPSF4,0.042514234879350625,0.10630889075380168
KIAA0513,0.042514234879350625,-0.4565021201668493
CNNM4,0.042557940770957155,0.27666487179005017
IARS,0.042557940770957155,0.11127565721899302
EPSTI1,0.04263372812555733,-0.5275714640226994
TFEB,0.04263372812555733,-0.32228493490385546
SCPEP1,0.04272540046883976,0.3145606037859494
EIF3C,0.04304993232220127,-0.16222440329829624
SSRP1,0.04304993232220127,0.33310770940509826
DNMT3A,0.04339158338429133,0.47106179925154734
UTP18,0.04346455855269286,0.1987930294077458
PSMD10,0.044292540620603685,0.16545971926950642
ANKRD28,0.044428422857933025,0.09428939827635574
ELOVL5,0.044428422857933025,0.31949604007105137
FLAD1,0.044428422857933025,0.126955006104847
SUPT16H,0.044428422857933025,0.39718023960604754
GSTM4,0.044428422857933025,0.6022143292033952
CD3D,0.044759107465171685,-0.7825119349312502
HIP1R,0.045183389639028786,-0.39776262605805
GCSH,0.045183389639028786,0.3414083727176518
POGZ,0.045342385558667785,0.2455766710584939
DHCR7,0.045342385558667785,0.6998393098965501
TRAF1,0.045829969236171594,-0.5338179318355998
WDR36,0.0462340923341011,0.175779867602202
HCLS1,0.0462340923341011,-0.5071900150566506
TAB2,0.046262375535810495,-0.22307611854799703
DDX47,0.046689053350201445,0.32300205248445124
EFTUD2,0.04673971376207422,0.12037551908349542
NTRK2,0.04673971376207422,0.6211332040972479
CSF1R,0.04673971376207422,-0.2779708281021982
BOLA1,0.04673971376207422,0.3109415906372526
CD109,0.046899545793377774,0.35845328889839934
ADSS,0.046899545793377774,0.179278680409098
BRCA1,0.04694205871505062,0.2151342878327469
MAGED2,0.04715733501956651,0.1773862871700942
FERMT3,0.04765061843106748,-0.43514526546929844
GIMAP7,0.047937972458295244,-0.5211778424037519
BPI,0.04801429860492131,-0.8858016160548523
SMAP1,0.04801429860492131,0.1749627582150488
EHBP1,0.04801429860492131,0.28060558319365114
LCAT,0.04801429860492131,-0.2001768338161014
DDX18,0.04801429860492131,0.2649802841221458
CASK,0.04801429860492131,0.42255289804245066
RPRD1A,0.04801429860492131,0.2855694426247055
PTGS1,0.04801429860492131,-0.47569306084194807
ITGAL,0.04801429860492131,-0.4770941315922528
PTPRCAP,0.04820182363904295,-0.5727963445961493
FLRT2,0.04820182363904295,-0.5035879743463028
GPSM3,0.04820182363904295,-0.4507912639452982
TRIM22,0.04820182363904295,-0.49382575280830565
SH3GLB2,0.04820182363904295,-0.24301157221225367
TCN1,0.048304139555718974,-0.2541181993862516
HEG1,0.0485017622676913,-0.5036073251656994
ACSL5,0.048554586812420475,-0.41642732098495117
WDR45,0.04878747606756904,-0.29782734528965094
TNPO1,0.04903006432789197,0.08614338069049765
SNX29,0.04903006432789197,-0.2299584403682502
TALDO1,0.04964411292806056,0.43396205081615236
FOLR2,0.04970158909706443,-0.5595043273927018
CRISP3,0.04970158909706443,-0.35898269053084775
GAMT,0.04970158909706443,0.24121333314695192
TTLL12,0.04986838372784844,0.22359225454840015
SAMD9,0.049908567317516896,-0.6953564999902007
NUP153,0.05018116843205081,0.24619794223860225
SLIRP,0.0502494771547984,0.28456848284395164
EXOSC2,0.05041028111304433,0.13059561081964688
ANKRD13A,0.050659260892419164,-0.2754837635229528
RANBP1,0.050659260892419164,0.20530609424875124
