Proteomics,Ov_P_Value,Ov_Median
PI16,0.9857040435694392,-0.112633655
PHACTR4,0.9857040435694392,0.08699495249999999
PHACTR2,0.9857040435694392,0.265496982
PGRMC1,0.9857040435694392,0.07582148899999999
PKD2,0.9857040435694392,0.277474746
PGR,0.9857040435694392,-0.17483699299999989
PGPEP1,0.9857040435694392,-0.11791617949999998
PKHD1L1,0.9857040435694392,-0.2505976455000001
PI4K2B,0.9857040435694392,0.03221919799999999
PGP,0.9857040435694392,0.04977075
PIP5K1A,0.9857040435694392,-0.07737473350000001
PHF12,0.9857040435694392,-0.15678587100000002
PHF14,0.9857040435694392,0.005358476000000001
PHF2,0.9857040435694392,0.110906787
PITPNA,0.9857040435694392,0.06222087949999999
PHLDB1,0.9857040435694392,0.07717768200000003
PHLDA3,0.9857040435694392,-0.318047477
PHLDA1,0.9857040435694392,-0.39326360600000004
PHLDB2,0.9857040435694392,0.1376897385
PHOX2B,0.9857040435694392,0.16645324000000006
PHKG2,0.9857040435694392,0.042857131000000014
PHPT1,0.9857040435694392,0.20258027399999998
PHKG1,0.9857040435694392,-0.20562122
PHKB,0.9857040435694392,0.1294914495
PHKA2,0.9857040435694392,0.0913504075
PHKA1,0.9857040435694392,0.0902683805
PHF6,0.9857040435694392,0.024910817499999988
PISD,0.9857040435694392,-0.09165937000000002
PHF5A,0.9857040435694392,-0.016320528
PHF3,0.9857040435694392,-0.07288660799999999
PITPNC1,0.9857040435694392,-0.027334844999999997
PIR,0.9857040435694392,0.10915058750000006
PHF21A,0.9857040435694392,0.106112456
PHF20L1,0.9857040435694392,0.17242997149999997
PHRF1,0.9857040435694392,-0.174665461
PGM5,0.9857040435694392,-0.09349391549999997
PEX2,0.9857040435694392,-0.20343700250000002
PKM,0.9857040435694392,0.030715351500000015
PGM2L1,0.9857040435694392,0.0658438495
PIAS3,0.9857040435694392,0.016092366999999996
PLA2G16,0.9857040435694392,-0.32286775300000004
PFN2_isoform_1,0.9857040435694392,
PICALM,0.9857040435694392,0.020024222500000022
PFKP_isoform_1,0.9857040435694392,
PLA2G2A,0.9857040435694392,-0.32062780550000003
PIN4,0.9857040435694392,-0.12372590150000001
PFKP,0.9857040435694392,0.15475373750000002
PFKFB3,0.9857040435694392,-0.119483258
PIAS2,0.9857040435694392,-0.024203124000000006
PFKFB1,0.9857040435694392,0.1756135995
PFDN5,0.9857040435694392,0.023871517999999987
PFDN4,0.9857040435694392,0.066377638
PLA2G4A,0.9857040435694392,-0.060825172500000024
PFAS,0.9857040435694392,-0.2295934865
PEX6,0.9857040435694392,-0.028943206
PLA2G6,0.9857040435694392,0.5404199590000001
PEX5,0.9857040435694392,-0.0779641915
PEX3,0.9857040435694392,-0.053911671499999994
PEX26,0.9857040435694392,-0.12721432849999997
PFDN6,0.9857040435694392,-0.08745784000000001
PGAM5,0.9857040435694392,-0.124283532
PINX1,0.9857040435694392,-0.194565082
PLA2G15,0.9857040435694392,0.0268677415
PKM_isoform_1,0.9857040435694392,
PKN1,0.9857040435694392,0.11124768299999999
PI4KA,0.9857040435694392,0.1213418345
PKN2,0.9857040435694392,0.08233565499999998
PGM2,0.9857040435694392,0.005050331500000005
PIP4K2A,0.9857040435694392,0.052954994
PGM1,0.9857040435694392,-0.1461747665
PKNOX1,0.9857040435694392,-0.077981219
PGLYRP2,0.9857040435694392,0.017519369000000007
PGLS,0.9857040435694392,-0.1138628455
PKP2,0.9857040435694392,-0.356845377
PGK1,0.9857040435694392,0.115116852
PKP3,0.9857040435694392,-0.343433655
PKP4,0.9857040435694392,-0.015829196500000003
PIK3C2B,0.9857040435694392,0.19475729349999998
PGGT1B,0.9857040435694392,0.12321871150000002
PKP4_isoform_1,0.9857040435694392,
PGD,0.9857040435694392,-0.058881400500000014
PI4KB,0.9857040435694392,0.07167479599999999
PGAM5_isoform_1,0.9857040435694392,
PLA2G12A,0.9857040435694392,0.0799026045
PIP4K2A_isoform_1,0.9857040435694392,
PIK3C2A,0.9857040435694392,-0.09687788650000001
PCBP2,0.9857040435694392,0.0299728115
PDCD2,0.9857040435694392,0.024270948000000014
OFD1,0.9857040435694392,-0.11073731050000002
ODF2,0.9857040435694392,0.014220082000000023
OCRL,0.9857040435694392,0.08129728650000001
OCLN,0.9857040435694392,-0.13556779749999998
OCIAD2,0.9857040435694392,0.669781465
OBSL1,0.9857040435694392,-0.10044606
OBSCN_isoform_1,0.9857040435694392,
OBSCN,0.9857040435694392,-0.302683824
OBP2B,0.9857040435694392,0.23698823000000002
OAT_isoform_1,0.9857040435694392,
OAT,0.9857040435694392,0.2087373175
OASL,0.9857040435694392,0.1659473825
OAS3,0.9857040435694392,0.3004731235
OGDH,0.9857040435694392,-0.0806911515
OAS2,0.9857040435694392,0.11457062350000002
OAF,0.9857040435694392,-0.06209403349999998
NXT2,0.9857040435694392,0.07633777150000001
NXT1,0.9857040435694392,-0.0435786495
NXN,0.9857040435694392,0.060887605
NXF1,0.9857040435694392,-0.06591826849999999
NVL,0.9857040435694392,0.2154424165
NUTF2,0.9857040435694392,-0.15457857900000002
NUSAP1,0.9857040435694392,0.12399262050000001
NUP98,0.9857040435694392,-0.07400557699999999
NUP93,0.9857040435694392,-0.060524438999999985
NUP58,0.9857040435694392,9.241049999997308e-05
NUP50,0.9857040435694392,0.0557450095
NUP43,0.9857040435694392,-0.07918237649999998
OAS1,0.9857040435694392,0.2265746115
OGDHL,0.9857040435694392,-0.065858306
OGFRL1,0.9857040435694392,0.145281412
OGT,0.9857040435694392,-0.11930789849999998
OXA1L,0.9857040435694392,0.07081815600000008
OVGP1,0.9857040435694392,-0.321065975
OTULIN,0.9857040435694392,0.13137422099999999
OTUD7B,0.9857040435694392,-0.06856135350000003
OTUD7A,0.9857040435694392,-0.07544372650000003
OTUD4,0.9857040435694392,0.08319640649999999
OTUD1,0.9857040435694392,0.16315030200000002
OSTC,0.9857040435694392,-0.06654946949999996
OSMR,0.9857040435694392,-0.13406559100000004
OSGEPL1,0.9857040435694392,-0.04903223799999999
OSBPL9,0.9857040435694392,0.0013615474999999766
OSBPL8,0.9857040435694392,-0.098011616
OSBPL7,0.9857040435694392,0.07572274899999998
OSBPL5,0.9857040435694392,-0.186611791
OSBPL1A,0.9857040435694392,-0.011697333000000002
OSBPL10,0.9857040435694392,-0.0816804
OSBP,0.9857040435694392,0.14105573349999995
ORMDL3,0.9857040435694392,-0.19026067500000002
ORMDL2,0.9857040435694392,-0.133253679
ORMDL1,0.9857040435694392,-0.134898833
ORM2,0.9857040435694392,0.38899266849999997
ORM1,0.9857040435694392,0.3457846559999999
ORC5,0.9857040435694392,-0.09676961299999999
ORC3,0.9857040435694392,0.033017104500000005
OPHN1,0.9857040435694392,-0.16893701749999998
OPA3,0.9857040435694392,0.06444581500000002
OLFML2B,0.9857040435694392,-0.055760138499999945
OLFML2A,0.9857040435694392,-0.11052092599999996
OLFM4,0.9857040435694392,-0.13690634549999992
NUP37,0.9857040435694392,-0.1442202145
OXLD1,0.9857040435694392,0.24584916149999997
NUP35,0.9857040435694392,-0.0693931705
NUP214,0.9857040435694392,0.041413791500000005
NTN4,0.9857040435694392,0.466186775
NTN1,0.9857040435694392,-0.031183018000000007
NTMT1,0.9857040435694392,0.12539447249999996
NTM,0.9857040435694392,0.274007652
NTHL1,0.9857040435694392,-0.20005148000000003
NTAN1,0.9857040435694392,0.11290405649999999
NT5E,0.9857040435694392,0.0427237915
NT5DC1,0.9857040435694392,-0.003889272000000027
NT5C3B,0.9857040435694392,-0.12441158499999999
NT5C3A_isoform_1,0.9857040435694392,
NT5C3A,0.9857040435694392,0.0993264495
NT5C2,0.9857040435694392,-0.15984876099999998
NSUN4,0.9857040435694392,-0.10505836
NTPCR,0.9857040435694392,0.006882411000000005
NSUN3,0.9857040435694392,-0.031809436499999996
NSMCE4A,0.9857040435694392,0.019094013
NSMCE2,0.9857040435694392,0.10313389600000002
NSMCE1,0.9857040435694392,-0.0880505355
NSMAF,0.9857040435694392,0.1364907225
NSL1,0.9857040435694392,-0.157337734
NSF,0.9857040435694392,-0.0022918600000000344
NSDHL,0.9857040435694392,0.21389075149999998
NSD2,0.9857040435694392,0.278292259
NSD1,0.9857040435694392,-0.31468362150000007
NRP2,0.9857040435694392,0.276802577
NRP1,0.9857040435694392,-0.07734922999999999
NRM,0.9857040435694392,-0.06818575950000003
NRIP2,0.9857040435694392,-0.09707367150000001
NSRP1,0.9857040435694392,-0.164379067
NUB1,0.9857040435694392,0.17297993350000002
NUBP1,0.9857040435694392,-0.050451877000000006
NUBPL,0.9857040435694392,0.049482942
NUP210,0.9857040435694392,-0.02960101599999998
NUP205,0.9857040435694392,-0.074284664
NUP160,0.9857040435694392,-0.06370033649999995
NUP155_isoform_1,0.9857040435694392,
NUP155,0.9857040435694392,-0.09069846100000001
NUP133,0.9857040435694392,-0.1118033095
NUP107,0.9857040435694392,-0.11424654550000002
NUFIP2,0.9857040435694392,0.07644310199999999
NUDT9,0.9857040435694392,-0.18250594550000002
NUDT8,0.9857040435694392,0.45732926049999995
NUDT6,0.9857040435694392,-0.23440754500000002
NUDT5_isoform_1,0.9857040435694392,
NUDT5,0.9857040435694392,-0.048255810499999996
NUDT4_isoform_1,0.9857040435694392,
NUDT4,0.9857040435694392,0.03592869300000001
NUDT3,0.9857040435694392,-0.08425894349999999
NUDT2,0.9857040435694392,0.011387835000000013
NUDT19,0.9857040435694392,0.163315353
NUDT18,0.9857040435694392,0.058832826999999976
NUDT16L1,0.9857040435694392,-0.122221908
NUDT16,0.9857040435694392,0.1586687855
NUDT15,0.9857040435694392,-0.2421262695
NUDT14,0.9857040435694392,-0.0613007565
NUDT10,0.9857040435694392,-0.014529838500000003
NUDT1,0.9857040435694392,-0.1289524705
NUDCD2,0.9857040435694392,-0.0481938675
NUDCD1,0.9857040435694392,-0.044983499
NUCKS1,0.9857040435694392,-0.019576018
NUCB1,0.9857040435694392,-0.07925148400000001
NUP214_isoform_1,0.9857040435694392,
OXNAD1,0.9857040435694392,-0.028316334999999998
OXR1,0.9857040435694392,0.012367377999999998
OXR1_isoform_1,0.9857040435694392,
PCCB,0.9857040435694392,0.050078759500000014
PCCA,0.9857040435694392,0.0961204805
PCBP4,0.9857040435694392,-0.09170804799999999
PCBP2_isoform_2,0.9857040435694392,
PCBP2_isoform_1,0.9857040435694392,
PCBP1,0.9857040435694392,-0.04842957249999999
PCBD2,0.9857040435694392,0.23495422300000002
PC,0.9857040435694392,0.2187553915
PBXIP1,0.9857040435694392,-0.0858346295
PBX3,0.9857040435694392,0.007560614000000007
PBX2,0.9857040435694392,0.007847455000000003
PBRM1,0.9857040435694392,0.06153005549999999
PBK,0.9857040435694392,0.25783456350000006
PCDH1,0.9857040435694392,0.383409255
PBDC1,0.9857040435694392,0.063217097
PAXBP1,0.9857040435694392,-0.12941376699999999
PAX8_isoform_1,0.9857040435694392,
PAX8,0.9857040435694392,-0.0036196035000000126
PAX5,0.9857040435694392,-0.24637794400000002
PAX2,0.9857040435694392,-0.24637794400000002
PAWR,0.9857040435694392,-0.21169655249999997
PATJ,0.9857040435694392,-0.1609246955
PASK,0.9857040435694392,-0.178083781
PARVG,0.9857040435694392,0.09889713400000001
PARVB,0.9857040435694392,-0.12490496300000001
PARVA,0.9857040435694392,0.021922792000000003
PARP9,0.9857040435694392,0.15468759299999998
PARP4,0.9857040435694392,0.06733969850000002
PAXX,0.9857040435694392,0.12360823349999997
PCDH19,0.9857040435694392,0.12249115950000009
PCDHB11,0.9857040435694392,0.28266817850000003
PCDHB13,0.9857040435694392,0.233470826
PDCD11,0.9857040435694392,-0.18506298149999997
PDCD10,0.9857040435694392,0.2019147595
PDAP1,0.9857040435694392,-0.120585582
PCYOX1,0.9857040435694392,-0.11741793250000002
PCTP,0.9857040435694392,0.1825961505
PCP4,0.9857040435694392,-0.5357163220000001
PCNX3,0.9857040435694392,0.09830758149999999
PCNT,0.9857040435694392,-0.10044084499999999
PCNP,0.9857040435694392,0.01343192650000001
PCNA,0.9857040435694392,0.028374661999999995
PCMTD2,0.9857040435694392,-0.323086147
PCMTD1,0.9857040435694392,0.0555299105
PCMT1,0.9857040435694392,-0.12433312800000001
PCM1,0.9857040435694392,-0.09044236700000001
PCLAF,0.9857040435694392,0.34016054500000004
PCIF1,0.9857040435694392,-0.078797709
PCID2,0.9857040435694392,-0.030322706000000033
PCGF2,0.9857040435694392,-0.11457110399999998
PCDHGC3,0.9857040435694392,0.05890335999999999
PCDHGB5,0.9857040435694392,0.21407756349999998
PCDHGA8,0.9857040435694392,0.431112257
PCDHGA3,0.9857040435694392,0.07546629800000001
PCDHGA10,0.9857040435694392,0.08618644500000003
PCDHB9,0.9857040435694392,0.24689463950000004
PCDHB8,0.9857040435694392,0.279356603
PCDHB5,0.9857040435694392,0.26653389
PCDHB3,0.9857040435694392,0.312603826
PCDHB2,0.9857040435694392,0.337272123
PCDHB15,0.9857040435694392,0.337272123
PARP16,0.9857040435694392,-0.019396716
PARP14,0.9857040435694392,0.11417695850000001
PARP12,0.9857040435694392,0.137278848
PARP10,0.9857040435694392,0.19028914200000002
PAICS,0.9857040435694392,0.20234123899999995
PAGR1,0.9857040435694392,0.116057817
PAGE2,0.9857040435694392,1.1386936609999996
PAG1,0.9857040435694392,0.05704335249999998
PAFAH1B2,0.9857040435694392,-0.2847521395
PAFAH1B1,0.9857040435694392,-0.10751830100000002
PAF1,0.9857040435694392,-0.020304270000000003
PAEP,0.9857040435694392,0.04244621500000001
PADI2,0.9857040435694392,-0.060802067000000015
PACSIN3,0.9857040435694392,-0.20230066300000005
PACSIN2_isoform_1,0.9857040435694392,
PACSIN2,0.9857040435694392,0.038522546500000004
PACSIN1,0.9857040435694392,0.1060384695
PACS2,0.9857040435694392,0.12470529450000001
PACS1,0.9857040435694392,-0.008574318000000011
PABPN1,0.9857040435694392,0.024400171499999956
PABPC4L,0.9857040435694392,-0.16719879649999997
PABPC4_isoform_1,0.9857040435694392,
PABPC4,0.9857040435694392,-0.0764857
PA2G4,0.9857040435694392,-0.017781690500000003
P4HTM,0.9857040435694392,-0.070007489
P4HB,0.9857040435694392,0.3404082575
P4HA2_isoform_1,0.9857040435694392,
P4HA2,0.9857040435694392,-0.001055177500000004
P3H4,0.9857040435694392,0.024368316
P3H3,0.9857040435694392,-0.08068622149999997
P2RX7,0.9857040435694392,0.20609871750000003
OXSR1,0.9857040435694392,-0.0428455155
OXSM,0.9857040435694392,-0.11607523199999999
PAIP1,0.9857040435694392,0.03247833
PDCD2L,0.9857040435694392,0.11483379800000004
PAIP2B,0.9857040435694392,-0.2440587125
PAK2,0.9857040435694392,-0.08893545050000001
PARN,0.9857040435694392,-0.06138203200000002
PARL,0.9857040435694392,0.26344605050000003
PARK7,0.9857040435694392,0.05726270300000001
PARG,0.9857040435694392,-0.0941154535
PARD6B,0.9857040435694392,-0.076704354
PARD3B,0.9857040435694392,-0.09286845700000002
PARD3_isoform_2,0.9857040435694392,
PARD3_isoform_1,0.9857040435694392,
