Proteomics,Ov_P_Value,Ov_Median
MCM8,0.9857040435694392,-0.681453731
MCM7,0.9857040435694392,-0.16331628399999998
MCM6,0.9857040435694392,-0.10902424149999998
MCM5,0.9857040435694392,-0.11734346799999999
MCM4,0.9857040435694392,-0.020916145999999997
MCM3AP,0.9857040435694392,-0.029486248500000006
MCM3,0.9857040435694392,-0.1449832365
MCM2,0.9857040435694392,-0.023866339500000014
MCL1,0.9857040435694392,0.06156207100000001
MCF2L,0.9857040435694392,0.07751910650000002
MCUR1,0.9857040435694392,0.008034464500000005
LRRFIP1,0.9857040435694392,0.041132261
LRRC8E,0.9857040435694392,0.162992643
LRRC8C,0.9857040435694392,0.16005255899999998
KRT31,0.9857040435694392,-0.22151824049999957
KRT18,0.9857040435694392,-0.09531308100000002
KRT17,0.9857040435694392,-0.03147882149999992
KRT15,0.9857040435694392,0.015270045000000065
KRT14,0.9857040435694392,0.10483497749999993
KRT12,0.9857040435694392,-0.24215811999999992
KRR1,0.9857040435694392,-0.03475584049999997
KRIT1,0.9857040435694392,0.13162773300000002
KRAS_isoform_1,0.9857040435694392,
KRAS,0.9857040435694392,-0.035996689000000026
KPTN,0.9857040435694392,-0.32635749750000004
KPNB1,0.9857040435694392,-0.012915377000000006
KPNA6,0.9857040435694392,-0.11723445300000002
KPNA4,0.9857040435694392,-0.003749301500000024
KPNA3,0.9857040435694392,0.08181813300000002
KPNA2,0.9857040435694392,0.102692225
KPNA1,0.9857040435694392,0.08264816799999997
KNOP1,0.9857040435694392,-0.048571198999999954
KNG1_isoform_1,0.9857040435694392,
KNG1,0.9857040435694392,0.11693430399999999
KMT2B,0.9857040435694392,-0.03818354199999996
KLRG2,0.9857040435694392,-0.425971303
KLKB1,0.9857040435694392,0.102117928
KLK8,0.9857040435694392,0.2435577465
KLK6,0.9857040435694392,0.307487914
KLK14,0.9857040435694392,0.17890352600000003
KLHL9,0.9857040435694392,0.044093457
KLHL7,0.9857040435694392,-0.012835246000000002
KLHL42,0.9857040435694392,0.057840309499999965
KRT33A,0.9857040435694392,-0.10353993550000001
KRT35,0.9857040435694392,-0.16425155349999998
KRT36,0.9857040435694392,-0.20933981000000035
KRT38,0.9857040435694392,-0.21623902600000022
LAMA1,0.9857040435694392,-0.5026031790000001
LAIR1,0.9857040435694392,0.293848993
LAGE3,0.9857040435694392,-0.09685874
LAD1,0.9857040435694392,-0.3105674835
LACTB2,0.9857040435694392,0.04817061099999999
LACTB,0.9857040435694392,-0.015430120999999991
LACC1,0.9857040435694392,0.2819577265
L3MBTL3,0.9857040435694392,0.1624979165
L1CAM,0.9857040435694392,0.15844032000000002
KYNU,0.9857040435694392,0.20344793800000002
KYAT3,0.9857040435694392,-0.173376536
KYAT1,0.9857040435694392,-0.14760984850000014
KXD1,0.9857040435694392,0.06115293250000001
KTN1,0.9857040435694392,0.17690586749999998
KLHL36,0.9857040435694392,-0.014507036000000001
KTI12,0.9857040435694392,0.13540237799999993
KRTCAP2,0.9857040435694392,-0.11127936250000003
KRT86,0.9857040435694392,-0.358816644
KRT85,0.9857040435694392,-0.3659792655
KRT81,0.9857040435694392,-0.36067265550000005
KRT80,0.9857040435694392,0.058531225000000006
KRT8,0.9857040435694392,-0.09295038499999997
KRT74,0.9857040435694392,-0.19124597850000002
KRT72,0.9857040435694392,-0.4948075030000001
KRT7,0.9857040435694392,-0.3952880040000001
KRT6C,0.9857040435694392,-0.3036677160000001
KRT6B,0.9857040435694392,-0.3058088945
KRT6A,0.9857040435694392,-0.3059805965
KRT5,0.9857040435694392,-0.3515995774999999
KRT4,0.9857040435694392,-0.19189687050000004
KRTCAP3,0.9857040435694392,-0.22762737500000005
LAMA2,0.9857040435694392,-0.3493120395
KLHL26,0.9857040435694392,-0.1648641025
KLHL20,0.9857040435694392,-0.288498083
KIF11,0.9857040435694392,-0.06033354099999999
KIDINS220,0.9857040435694392,0.003764392499999991
KIAA1551,0.9857040435694392,0.11338894299999999
KIAA1524,0.9857040435694392,0.2046733735
KIAA1468,0.9857040435694392,0.0442858395
KIAA1324L,0.9857040435694392,-0.21745355300000002
KIAA1324,0.9857040435694392,0.04860422450000007
KIAA1217_isoform_1,0.9857040435694392,
KIAA1217,0.9857040435694392,-0.08455718650000002
KIAA1211L,0.9857040435694392,0.3627243
KIAA1211,0.9857040435694392,0.1336873435
KIAA1191_isoform_1,0.9857040435694392,
KIAA1191,0.9857040435694392,0.08907539149999999
KIAA1161,0.9857040435694392,-0.10147662
KIAA1147,0.9857040435694392,0.004543460500000013
KIAA1143,0.9857040435694392,-0.05417224400000001
KIAA0556,0.9857040435694392,0.19802250899999999
KIAA0391,0.9857040435694392,-0.0011660880000000373
KIAA0368,0.9857040435694392,0.18141825849999996
KIAA0040,0.9857040435694392,-0.684911357
KHSRP,0.9857040435694392,-0.157038564
KHK,0.9857040435694392,-0.2724333355
KHDRBS3,0.9857040435694392,0.01823194800000001
KHDRBS1,0.9857040435694392,-0.029468665000000005
KERA,0.9857040435694392,-0.2709521120000001
KDM8,0.9857040435694392,-0.029520643999999995
KDM5C_isoform_1,0.9857040435694392,
KDM5B,0.9857040435694392,-0.10169571900000002
KDM4B,0.9857040435694392,-0.285834648
KIF13B,0.9857040435694392,0.1312923095
KIF15,0.9857040435694392,-0.065289659
KIF18B,0.9857040435694392,0.42180531499999996
KIF1A,0.9857040435694392,-0.148115437
KLHL14,0.9857040435694392,-0.061871677999999986
KLHL12,0.9857040435694392,-0.3419307455
KLHDC8B,0.9857040435694392,0.012494802999999999
KLF5,0.9857040435694392,0.089870368
KLF3,0.9857040435694392,0.044415263999999996
KLF12,0.9857040435694392,0.13832251099999998
KLC3,0.9857040435694392,-0.05043358700000003
KLC2,0.9857040435694392,0.020176677500000004
KLC1,0.9857040435694392,-0.003146118499999989
KIT,0.9857040435694392,0.504228355
KIRREL1,0.9857040435694392,-0.04325194649999997
KIN,0.9857040435694392,-0.04222656999999999
KIFC3,0.9857040435694392,0.011323077999999986
KIFC1,0.9857040435694392,0.21366465349999997
KLHL22,0.9857040435694392,-0.1973965265
KIFAP3,0.9857040435694392,0.12971558900000002
KIF6,0.9857040435694392,-0.33023365099999996
KIF5A,0.9857040435694392,0.052813361999999975
KIF4A,0.9857040435694392,0.307447194
KIF2C,0.9857040435694392,0.161934831
KIF26B,0.9857040435694392,-0.47923666150000005
KIF23,0.9857040435694392,0.0960463795
KIF22,0.9857040435694392,0.07155868300000001
KIF21B,0.9857040435694392,0.22828007299999994
KIF21A,0.9857040435694392,0.15804574050000003
KIF20B,0.9857040435694392,0.11106452150000001
KIF20A,0.9857040435694392,0.2870593035
KIF1C,0.9857040435694392,-0.043961597500000005
KIF1B_isoform_1,0.9857040435694392,
KIF1B,0.9857040435694392,0.039273768
KIF7,0.9857040435694392,0.10581878549999998
LAMA4,0.9857040435694392,0.033391336999999965
LAMA5,0.9857040435694392,-0.12215084900000003
LAMB1,0.9857040435694392,0.112043227
LPCAT3,0.9857040435694392,-0.0564278705
LPCAT1,0.9857040435694392,0.111517058
LPAR1,0.9857040435694392,0.1738821135
LOXL4,0.9857040435694392,0.08638817599999998
LOXL3,0.9857040435694392,-0.03238252999999999
LOXL2,0.9857040435694392,0.013011779499999987
LONRF2,0.9857040435694392,-0.002275732500000016
LONP2,0.9857040435694392,-0.09226506399999995
LONP1,0.9857040435694392,0.08096575299999999
LNPK,0.9857040435694392,0.020655802499999987
LNPEP,0.9857040435694392,-0.18400160250000003
LMTK2,0.9857040435694392,0.163826037
LMO4,0.9857040435694392,0.1634181555
LMNB2,0.9857040435694392,-0.21881011050000002
LMNB1_isoform_1,0.9857040435694392,
LMNB1,0.9857040435694392,-0.105902466
LMNA_isoform_2,0.9857040435694392,
LMNA_isoform_1,0.9857040435694392,
LMNA,0.9857040435694392,-0.335128764
LMF2,0.9857040435694392,0.022129410000000016
LMCD1,0.9857040435694392,-0.07063438949999998
LMBRD2,0.9857040435694392,0.10011946399999999
LMAN2L,0.9857040435694392,-0.05579756799999999
LMAN1,0.9857040435694392,-0.08074694899999996
LLPH,0.9857040435694392,0.07679824900000001
LIX1L,0.9857040435694392,0.049879243499999976
LIPT2,0.9857040435694392,-0.332620141
LIPE,0.9857040435694392,0.012099244000000065
LIPA,0.9857040435694392,-0.39190819349999995
LPGAT1,0.9857040435694392,-0.121528195
LPIN2,0.9857040435694392,-0.14790634000000003
LPIN3,0.9857040435694392,-0.27461488349999996
LPXN,0.9857040435694392,0.049607385000000004
LRRC8A,0.9857040435694392,0.062030754
LRRC59,0.9857040435694392,0.18370698649999995
LRRC57,0.9857040435694392,-0.15639058499999997
LRRC47,0.9857040435694392,-0.04374657300000001
LRRC45,0.9857040435694392,0.20287936599999995
LRRC42,0.9857040435694392,-0.05606828900000001
LRRC41,0.9857040435694392,-0.3590900945
LRRC40,0.9857040435694392,-0.043738517000000005
LRRC32,0.9857040435694392,0.1319029875
LRRC25,0.9857040435694392,0.19145278500000001
LRRC20,0.9857040435694392,-0.05821683750000001
LRRC15,0.9857040435694392,-0.24935655750000002
LRRC14,0.9857040435694392,0.097198641
LRRC1,0.9857040435694392,-0.05161711149999998
LIN9,0.9857040435694392,0.020657187500000007
LRPAP1,0.9857040435694392,0.05205253850000001
LRP6,0.9857040435694392,-0.253125036
LRP5,0.9857040435694392,-0.17423176700000004
LRP1B,0.9857040435694392,0.1960271609999999
LRMDA,0.9857040435694392,-0.06357386300000001
LRIG3,0.9857040435694392,0.1282445665
LRIG2,0.9857040435694392,0.10812901399999997
LRIG1,0.9857040435694392,0.3207447225
LRIF1,0.9857040435694392,0.06084005649999999
LRG1,0.9857040435694392,0.22912901700000002
LRCH4_isoform_1,0.9857040435694392,
LRCH4,0.9857040435694392,0.054155509000000004
LRCH3,0.9857040435694392,-0.063998501
LRBA_isoform_1,0.9857040435694392,
LRBA,0.9857040435694392,-0.18047596750000003
LRP8,0.9857040435694392,-0.106896135
LIN37,0.9857040435694392,0.017997084500000038
LIMS2_isoform_1,0.9857040435694392,
LIMS2,0.9857040435694392,0.09424571050000001
LDHAL6B,0.9857040435694392,0.052748032499999986
LDB3_isoform_1,0.9857040435694392,
LDB3,0.9857040435694392,0.303916965
LDB1,0.9857040435694392,-0.12245588250000003
LDAH,0.9857040435694392,-0.06778813049999999
LCP2,0.9857040435694392,0.1793637515
LCP1,0.9857040435694392,0.1800705885
LCN2,0.9857040435694392,0.47579963950000004
LCMT1,0.9857040435694392,-0.03034806849999999
LCLAT1,0.9857040435694392,-0.1517811505
LCA5,0.9857040435694392,-0.0465640215
LBR,0.9857040435694392,0.0012064395000000172
LBP,0.9857040435694392,0.1985804545
LBH,0.9857040435694392,-0.018799831000000017
LDHB,0.9857040435694392,0.21183065349999997
LATS1,0.9857040435694392,0.09754923500000007
LARP7,0.9857040435694392,-0.20327526250000003
LARP4,0.9857040435694392,0.066765185
LARP1B,0.9857040435694392,0.134190671
LAP3,0.9857040435694392,0.1318925705
LANCL1,0.9857040435694392,-0.15583505549999999
LAMTOR5,0.9857040435694392,-0.010205147000000012
LAMTOR4,0.9857040435694392,0.160206876
LAMTOR3,0.9857040435694392,0.07588594400000004
LAMP1,0.9857040435694392,0.06524878250000005
LAMC3,0.9857040435694392,-0.0008228455000000023
LAMC2,0.9857040435694392,-0.14656286349999997
LAMC1,0.9857040435694392,-0.14196193650000002
LAMB3,0.9857040435694392,-0.48642227849999997
LAMB2,0.9857040435694392,-0.10238321050000004
LAS1L,0.9857040435694392,-0.09353328499999997
MGST3,0.9857040435694392,-0.117146046
LDHC,0.9857040435694392,-0.06594548700000002
LECT2,0.9857040435694392,0.266797966
LIMS1,0.9857040435694392,0.16525227299999998
LIMK2,0.9857040435694392,0.064997281
LIMK1,0.9857040435694392,-0.079559871
LIME1_isoform_1,0.9857040435694392,
LIME1,0.9857040435694392,-0.03485456399999998
LIMD2,0.9857040435694392,0.172333083
LIMD1,0.9857040435694392,0.047952518
LIMCH1,0.9857040435694392,-0.037407285500000026
LILRB5,0.9857040435694392,0.138466696
LILRB4,0.9857040435694392,0.09223113500000002
LIG4,0.9857040435694392,0.017087649499999996
LIG3,0.9857040435694392,-0.1033426455
LIG1,0.9857040435694392,0.175770393
LHPP,0.9857040435694392,-0.15202031650000003
LDHD,0.9857040435694392,0.28901551000000003
LGMN,0.9857040435694392,0.23614492
LGALS9,0.9857040435694392,0.04013059800000002
LGALS7,0.9857040435694392,0.08907028250000004
LGALS3BP,0.9857040435694392,0.31953677249999995
LGALS3,0.9857040435694392,0.23992499350000002
LGALS1,0.9857040435694392,0.10440444500000001
LFNG,0.9857040435694392,-0.46925455250000003
LETMD1,0.9857040435694392,0.12936962600000002
LETM1,0.9857040435694392,0.204334016
LEO1,0.9857040435694392,-0.090676237
LENG9,0.9857040435694392,-0.0923248565
LENG1,0.9857040435694392,-0.11070024749999999
LEMD3,0.9857040435694392,-0.1544783975
LEMD2,0.9857040435694392,-0.10529008649999999
LEF1,0.9857040435694392,-0.2787520115
LGALSL,0.9857040435694392,0.0434176425
NRDC,0.9857040435694392,0.05424868100000002
MIA3,0.9857040435694392,-0.0520777025
MIB2,0.9857040435694392,-0.005293376500000002
NDUFB1,0.9857040435694392,0.19686335600000002
NDUFAF7,0.9857040435694392,0.2030289
NDUFAF6,0.9857040435694392,0.18236343250000003
NDUFAF5,0.9857040435694392,0.27556417
NDUFAF4,0.9857040435694392,0.19039958
NDUFAF3,0.9857040435694392,0.1905361525
NDUFAF2,0.9857040435694392,0.18802016400000002
NDUFAB1,0.9857040435694392,0.27865035600000004
NDUFA8,0.9857040435694392,0.07071477949999999
NDUFA4,0.9857040435694392,0.2812439995
NDUFA3,0.9857040435694392,0.15471907350000003
NDUFA2,0.9857040435694392,0.2002563495
NDUFA13,0.9857040435694392,0.14988487099999998
NDST2,0.9857040435694392,-0.335803528
NDST1,0.9857040435694392,0.02194269849999997
NDRG3,0.9857040435694392,-0.12393012649999997
NDRG2_isoform_2,0.9857040435694392,
NDRG2_isoform_1,0.9857040435694392,
NDRG2,0.9857040435694392,0.081956429
NDRG1,0.9857040435694392,0.4872406525
NDOR1,0.9857040435694392,0.182536661
NDFIP1,0.9857040435694392,-0.35625032749999996
NDEL1,0.9857040435694392,-0.21688744550000005
NDE1,0.9857040435694392,-0.10858442000000001
NDC80,0.9857040435694392,0.2415563815
NCSTN,0.9857040435694392,-0.1315764415
NCOA7,0.9857040435694392,0.20703097599999998
NCOA6,0.9857040435694392,0.00651926550000001
NCOA5,0.9857040435694392,0.04943153500000001
NDUFB10,0.9857040435694392,0.07947876450000002
NDUFB11,0.9857040435694392,0.13916591899999997
NDUFB2,0.9857040435694392,-0.1308069365
NDUFB4,0.9857040435694392,0.2265383695
NEK8,0.9857040435694392,0.23875035449999998
NEK7,0.9857040435694392,0.02350423600000001
NEK6,0.9857040435694392,0.0543556625
NEK4,0.9857040435694392,-0.14699044400000003
NEK3,0.9857040435694392,-0.38277562749999994
NEGR1,0.9857040435694392,0.17300192800000003
NEDD9,0.9857040435694392,-0.16533507
NEDD8-MDP1,0.9857040435694392,0.12947676349999998
NEDD8,0.9857040435694392,0.16423639850000002
NEDD4_isoform_1,0.9857040435694392,
NEDD4,0.9857040435694392,0.001637416499999999
NECTIN4,0.9857040435694392,0.36905458199999996
NECTIN3_isoform_1,0.9857040435694392,
NECTIN2_isoform_1,0.9857040435694392,
NCOA1,0.9857040435694392,0.186603018
NECTIN2,0.9857040435694392,0.12700503599999996
NECAP2,0.9857040435694392,0.2663073315
NECAP1,0.9857040435694392,-0.007137931000000014
NEBL_isoform_1,0.9857040435694392,
NEBL,0.9857040435694392,0.26030495649999996
NDUFS7,0.9857040435694392,0.16979785200000003
NDUFS4,0.9857040435694392,0.15164243649999998
NDUFS3,0.9857040435694392,0.10052418299999999
NDUFS2,0.9857040435694392,0.08760924349999999
NDUFS1,0.9857040435694392,-0.025782224
NDUFC2,0.9857040435694392,-0.051933390499999996
NDUFB9,0.9857040435694392,-0.05809537100000001
NDUFB7,0.9857040435694392,0.043574259000000004
NDUFB6,0.9857040435694392,0.11280332100000001
NDUFB5,0.9857040435694392,0.1322764455
NECTIN1,0.9857040435694392,0.08829764299999998
NEK9,0.9857040435694392,-0.09325886050000001
NCLN,0.9857040435694392,-0.014506348000000002
NCKIPSD,0.9857040435694392,-0.02612122850000001
NAPB_isoform_1,0.9857040435694392,
NAPB,0.9857040435694392,0.25965151649999996
NAP1L5,0.9857040435694392,0.39895601550000004
NAP1L4,0.9857040435694392,-0.23832328200000003
NAP1L1,0.9857040435694392,-0.19590018549999996
NANS,0.9857040435694392,0.0438791925
NAMPT,0.9857040435694392,0.118685141
NAIP,0.9857040435694392,0.09093506899999998
NAGLU,0.9857040435694392,-0.09885356749999999
NAGK,0.9857040435694392,0.0729038505
NAGA,0.9857040435694392,0.0005943650000000134
NAF1,0.9857040435694392,0.06578975099999998
NADSYN1,0.9857040435694392,0.1440941775
NADK2,0.9857040435694392,-0.042292387
NADK,0.9857040435694392,0.13845821749999998
NACC2,0.9857040435694392,-0.08193676050000001
NACAD,0.9857040435694392,-0.10500567400000005
NACA2,0.9857040435694392,0.07544160700000002
NACA,0.9857040435694392,-0.13959701400000005
NABP2,0.9857040435694392,-0.185824287
NABP1,0.9857040435694392,0.129092766
NAB2,0.9857040435694392,0.016676684499999928
NAALAD2,0.9857040435694392,-0.1765585415
NAAA,0.9857040435694392,-0.21698904149999998
NAA50,0.9857040435694392,0.06797800650000001
NAA40,0.9857040435694392,0.049035788999999996
NAA38,0.9857040435694392,-0.05334215899999997
NAA30,0.9857040435694392,-0.184215114
NAA25,0.9857040435694392,-0.196747699
NAPEPLD,0.9857040435694392,-0.1245656055
NAPG,0.9857040435694392,0.2356095145
NAPRT,0.9857040435694392,0.3135292455
NARF,0.9857040435694392,0.201704041
NCKAP5L,0.9857040435694392,-0.003935758499999997
NCKAP1L,0.9857040435694392,-0.0023328140000000164
NCKAP1,0.9857040435694392,0.19940971
NCK1_isoform_1,0.9857040435694392,
NCK1,0.9857040435694392,0.06818265400000001
NCF4,0.9857040435694392,0.11259454549999999
NCF1,0.9857040435694392,0.08867316650000001
NCEH1,0.9857040435694392,0.265458886
NCDN,0.9857040435694392,0.13005973699999998
NCCRP1,0.9857040435694392,-0.20564355300000003
NCBP1,0.9857040435694392,0.0014272909999999972
NCAPH2,0.9857040435694392,0.16116526799999997
NCAPH,0.9857040435694392,0.2928727835
NCAPG,0.9857040435694392,0.2036743185
NCL,0.9857040435694392,-0.332350743
NCAPD3,0.9857040435694392,-0.1644154115
NCAM1_isoform_1,0.9857040435694392,
NCAM1,0.9857040435694392,-0.06264094049999991
NCALD,0.9857040435694392,-0.10544140499999999
NBEAL2,0.9857040435694392,-0.0466548245
NBEAL1,0.9857040435694392,0.1646784015
NAXE,0.9857040435694392,-0.10398608999999999
NAV1,0.9857040435694392,0.16618142049999998
NAT6,0.9857040435694392,-0.4447326365
NAT14,0.9857040435694392,0.1720228875
NAT10,0.9857040435694392,-0.15785483649999998
NASP,0.9857040435694392,0.13132199749999998
NARS2,0.9857040435694392,0.00861775850000001
NARS,0.9857040435694392,-0.09580439000000002
NARFL,0.9857040435694392,-0.21559949549999996
NCAPD2,0.9857040435694392,0.3367345995
NAA20,0.9857040435694392,-0.2552881185
NELFB,0.9857040435694392,-0.07634815199999997
NELFE,0.9857040435694392,-0.07875154949999999
NOS3,0.9857040435694392,0.01625813899999995
NOS1AP,0.9857040435694392,-0.07829508549999997
NOP9,0.9857040435694392,-0.1133187695
NOP58,0.9857040435694392,-0.260453402
NOP56,0.9857040435694392,-0.2479970195
NOP53,0.9857040435694392,-0.019953861000000017
RBAK,0.9857040435694392,0.0854784555
NOP10,0.9857040435694392,-0.20436341300000002
NONO,0.9857040435694392,-0.0349234745
NOMO3,0.9857040435694392,-0.02145528100000002
NOMO2,0.9857040435694392,-0.044155699500000006
NOMO1,0.9857040435694392,-0.049808054499999976
NOM1,0.9857040435694392,-0.32557854750000004
NOL8,0.9857040435694392,-0.1049947275
NOL4L,0.9857040435694392,-0.087912823
NOL3,0.9857040435694392,-0.2152545965
NOL12,0.9857040435694392,0.333675836
NOL11,0.9857040435694392,-0.21683695799999997
NOL10,0.9857040435694392,-0.24700735800000004
NOCT,0.9857040435694392,-0.045216012500000013
NOC4L,0.9857040435694392,-0.122400167
NOC3L,0.9857040435694392,-0.194709994
NOC2L,0.9857040435694392,-0.059165637999999965
NOB1,0.9857040435694392,-0.14411918099999996
NOA1,0.9857040435694392,0.12866238200000002
NNT_isoform_1,0.9857040435694392,
NNT,0.9857040435694392,0.06324642050000001
NMT2,0.9857040435694392,-0.043681697500000005
NMRK1,0.9857040435694392,0.0804970055
NOSIP,0.9857040435694392,0.059323591
NOTCH1,0.9857040435694392,0.10877040449999999
NOV,0.9857040435694392,0.455180131
NOVA1,0.9857040435694392,-0.182492673
NRBP2,0.9857040435694392,-0.1083890855
NRBF2,0.9857040435694392,0.0790105525
NR3C2,0.9857040435694392,0.15939246500000004
NR3C1,0.9857040435694392,0.08865261299999999
NR2F6,0.9857040435694392,0.010089353999999995
NR2F2,0.9857040435694392,-0.03833061550000001
NR2C2,0.9857040435694392,-0.14206492850000002
NR2C1,0.9857040435694392,-0.4817746015
NR1H2,0.9857040435694392,0.10788522350000002
NQO1,0.9857040435694392,0.23607642249999994
NPY,0.9857040435694392,-0.011109315000000008
NPTXR,0.9857040435694392,0.298504681
NPTN,0.9857040435694392,-0.079262675
NPRL3,0.9857040435694392,-0.06766821799999997
NMRAL1,0.9857040435694392,-0.17111034549999998
NPRL2,0.9857040435694392,-0.1481584135
NPR1,0.9857040435694392,-0.20982422199999998
NPNT_isoform_1,0.9857040435694392,
NPNT,0.9857040435694392,0.10941294949999997
NPM3,0.9857040435694392,-0.358501473
NPM1_isoform_1,0.9857040435694392,
NPM1,0.9857040435694392,-0.1196625455
NPLOC4,0.9857040435694392,0.2723093205
NPL,0.9857040435694392,0.057963479000000005
NPHP1,0.9857040435694392,-0.0006967449999999986
NPEPPS,0.9857040435694392,-0.11675871250000006
NPEPL1,0.9857040435694392,-0.2687195495
NPC1,0.9857040435694392,0.0685222325
NPAT,0.9857040435694392,0.148925688
NOVA2,0.9857040435694392,0.17123732849999995
NPR2,0.9857040435694392,-0.202251877
NELFCD,0.9857040435694392,0.0006799359999999921
NMNAT3,0.9857040435694392,0.18740212499999997
NME7,0.9857040435694392,-0.184829448
NGDN,0.9857040435694392,-0.1546621215
NFYC,0.9857040435694392,0.093048872
NFYB,0.9857040435694392,-0.071103736
NFYA,0.9857040435694392,0.11215113450000003
NFXL1,0.9857040435694392,0.13813815999999998
NFX1,0.9857040435694392,0.08522849499999999
NFS1,0.9857040435694392,-0.2787191465
NFRKB,0.9857040435694392,-0.036062631
NFKBIL1,0.9857040435694392,-0.297091957
NFKBIE,0.9857040435694392,0.13782435199999998
NFKBIB,0.9857040435694392,0.135049793
NFKBIA,0.9857040435694392,-0.18164628850000003
NFIX_isoform_1,0.9857040435694392,
NFIX,0.9857040435694392,0.06251797299999999
NFIC,0.9857040435694392,-0.1897731805
NFIA,0.9857040435694392,-0.06638459900000002
NFATC2IP,0.9857040435694392,-0.07823235500000003
NFATC2,0.9857040435694392,0.004094131000000029
NFASC_isoform_1,0.9857040435694392,
NFASC,0.9857040435694392,-0.042169186000000025
NF2,0.9857040435694392,0.07594412149999999
NF1,0.9857040435694392,-0.1983951885
NEXN,0.9857040435694392,0.1123752845
NEURL4,0.9857040435694392,-0.200642693
NEU1,0.9857040435694392,-0.16801139350000002
NES,0.9857040435694392,0.148128629
NEO1,0.9857040435694392,-0.09007546499999997
NENF,0.9857040435694392,-0.009171748499999993
NEMP1,0.9857040435694392,-0.106806047
NGFR,0.9857040435694392,0.30897010199999997
NGLY1,0.9857040435694392,0.2480219085
NGRN,0.9857040435694392,0.4532308
NHEJ1,0.9857040435694392,-0.2296597355
NME6,0.9857040435694392,-0.2072123515
NME3,0.9857040435694392,-0.035155084
NME1-NME2,0.9857040435694392,0.030651935000000005
NME1,0.9857040435694392,0.02641867600000001
NMD3,0.9857040435694392,0.205722324
NLRX1,0.9857040435694392,-0.06583544599999999
NLRP2,0.9857040435694392,-0.13556809449999996
NLRC4,0.9857040435694392,-0.08721613050000002
NLN,0.9857040435694392,0.15219720199999998
NKRF,0.9857040435694392,-0.1460308435
NKIRAS1,0.9857040435694392,-0.11940950549999998
NKAPL,0.9857040435694392,-0.3476204425
NKAP,0.9857040435694392,0.115691819
NIT2,0.9857040435694392,-0.007994589999999996
NMI,0.9857040435694392,0.09917510000000002
NIT1,0.9857040435694392,-0.151718419
NIPSNAP3A,0.9857040435694392,0.4364173925
NIPSNAP2,0.9857040435694392,0.07458047200000001
NIPSNAP1,0.9857040435694392,-0.029430707999999972
NIPBL_isoform_1,0.9857040435694392,
NIPBL,0.9857040435694392,0.0823873135
NIP7,0.9857040435694392,-0.027028400000000008
NINJ2,0.9857040435694392,-0.011687264499999975
NINJ1,0.9857040435694392,0.23199667699999998
NIFK,0.9857040435694392,0.04506596299999999
NIF3L1,0.9857040435694392,-0.17908634250000002
NID1,0.9857040435694392,-0.037531443499999984
NHSL1,0.9857040435694392,0.20184179850000006
NHP2,0.9857040435694392,-0.253107692
NHLRC2,0.9857040435694392,-0.11669671649999999
NIPSNAP3B,0.9857040435694392,0.10661291299999998
NAA16,0.9857040435694392,-0.12871345599999998
N6AMT1,0.9857040435694392,-0.1982074345
N4BP3,0.9857040435694392,-0.15430454799999999
MRPL33,0.9857040435694392,-0.0231089069999999
MRPL32,0.9857040435694392,0.20446278500000004
MRPL30,0.9857040435694392,0.06004817650000001
MRPL3,0.9857040435694392,0.042552503500000005
MRPL27,0.9857040435694392,-0.0577122135
MRPL23,0.9857040435694392,0.08213236749999997
MRPL22,0.9857040435694392,0.0970859635
MRPL20,0.9857040435694392,-0.0672084415
MRPL2,0.9857040435694392,0.15433038649999997
MRPL19,0.9857040435694392,0.065031931
MRPL17,0.9857040435694392,-0.04319024349999995
MRPL16,0.9857040435694392,0.1450685315
MRPL14,0.9857040435694392,-0.016343465000000057
MRPL12,0.9857040435694392,0.488733922
MRPL10,0.9857040435694392,0.375786713
MRPL1,0.9857040435694392,0.048518752
MROH8,0.9857040435694392,-0.1508806965
MROH1,0.9857040435694392,0.2112873835
MRNIP,0.9857040435694392,-0.021449170000000004
MRM3,0.9857040435694392,0.135809462
MRGPRF,0.9857040435694392,0.01097987349999996
MRGBP,0.9857040435694392,0.07347066749999999
MRC2,0.9857040435694392,0.298075691
MPZL1,0.9857040435694392,0.25767952850000003
MPZ,0.9857040435694392,-0.454110809
MPST,0.9857040435694392,0.0141903325
MPPED2,0.9857040435694392,0.07592589799999996
MPP7,0.9857040435694392,0.298213938
MPP6,0.9857040435694392,0.0595056925
MRPL34,0.9857040435694392,-0.09019502749999997
MRPL35,0.9857040435694392,-0.34905067700000003
MRPL38,0.9857040435694392,0.051571946499999986
MRPL39,0.9857040435694392,0.14552616499999999
MRPS5,0.9857040435694392,0.196687999
MRPS36,0.9857040435694392,0.227564648
MRPS34,0.9857040435694392,0.18387519749999998
MRPS33,0.9857040435694392,0.1960561585
MRPS31,0.9857040435694392,0.04021573449999999
MRPS28,0.9857040435694392,0.1810455675
MRPS27,0.9857040435694392,0.11251659800000005
MRPS23,0.9857040435694392,0.19000575900000002
MRPS22,0.9857040435694392,0.1070687345
MRPS21,0.9857040435694392,0.0950976805
MRPS18C,0.9857040435694392,0.22071040050000004
MRPS18B,0.9857040435694392,0.12913574649999998
MRPS18A,0.9857040435694392,0.11746238349999999
MRPS17,0.9857040435694392,0.21705146200000003
MPP5,0.9857040435694392,0.0027780285
MRPS16,0.9857040435694392,0.1101931125
