Trans_Gene,Correlation_Gbm,P_value_Gbm,Correlation_kidney,P_value_kidney,Correlation_Ovar,P_value_Ovar,Correlation_Brca,P_value_Brca,Correlation_Luad,P_value_Luad,Correlation_hnscc,P_value_hnscc,Correlation_colon,P_value_colon,Correlation_Lscc,P_value_Lscc
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
CD99,0.2160221364546808,0.031751864347637285,-0.017164634769767095,0.8587380510310045,0.032880269440773525,0.7679248387307783,0.22011239653892248,0.027770498575145842,-0.027397756578052684,0.7763177358412608,-0.06777315419767059,0.4837894876505083,0.022450029617373943,0.8272200808793054,0.16202108291196007,0.09388165364719082
ORM2,-0.21598790153445926,0.031779596707685626,-0.0028916677388252108,0.9760816685465252,0.27118165578495473,0.013146693639339905,0.13703942518564655,0.1441720791524145,-0.22186524221092327,0.01983406889042186,-0.006896362252153732,0.9432617446245584,0.2078955585275868,0.04101547515451046,-0.05638814645865571,0.562153726920589
CDC23,0.21596871052111816,0.03179515153200549,0.22389874373753504,0.0187039637321067,-0.10728163456264496,0.33436991850002024,-0.15604930866572791,0.0958369396342543,,,0.12405285270708848,0.1987263133269344,-0.19304596192024687,0.06374352823609611,-0.06845785735587948,0.4814433344069965
SAMHD1,-0.2158884156442437,0.031860302362825256,-0.22061019323996847,0.020560496601989768,-0.3188187817882168,0.003307669674298684,0.10603897346232836,0.2593612518130819,-0.07132151384402567,0.4590422049963071,-0.3869854638257351,3.226992339396538e-05,0.03335985605524152,0.7456446860855954,-0.21530779608529405,0.02523260972401516
CD34,-0.2155805770557568,0.03211112590636435,0.1212090955766235,0.2180600375831684,0.14354207056489174,0.1954535146258884,0.012892177817378671,0.8912295468548905,-0.18526452016023084,0.05266189175644328,-0.4116507158477375,8.706848546876117e-06,0.2339205493472235,0.02110633061157525,-0.17369861231941625,0.07220607702026782
SMARCA4,0.21547120414118406,0.03220064194374811,,,-0.3217129711419982,0.0030192719554353394,,,,,0.08744521760195277,0.3659089052366161,0.010776338382738448,0.9165648545272844,-0.030325565230969506,0.7741417203862736
SMARCA4,0.21547120414118406,0.03220064194374811,,,-0.3217129711419982,0.0030192719554353394,,,,,0.08744521760195277,0.3659089052366161,0.010776338382738448,0.9165648545272844,-0.030325565230969506,0.7741417203862736
KCTD6,0.21539066096305864,0.03226669685185514,-0.1729677659169121,0.2615238526238436,,,-0.4049953472475984,1.511529641336298e-05,,,,,,,,
AP1B1,-0.21509603647267628,0.032509298242200696,0.029271364252262774,0.7614641237932227,0.25363024073755364,0.02068923905895383,0.04823761400194742,0.6354009371155871,-0.14669193716772905,0.12620794856454434,-0.09561431202397724,0.3226620471356755,-0.2050464803639747,0.043930299165380486,0.08626902480789901,0.3746707609803864
AP1B1,-0.21509603647267628,0.032509298242200696,0.029271364252262774,0.7614641237932227,0.25363024073755364,0.02068923905895383,0.04823761400194742,0.6354009371155871,-0.14669193716772905,0.12620794856454434,-0.09561431202397724,0.3226620471356755,-0.2050464803639747,0.043930299165380486,0.08626902480789901,0.3746707609803864
AP1B1,-0.21509603647267628,0.032509298242200696,0.029271364252262774,0.7614641237932227,0.25363024073755364,0.02068923905895383,0.04823761400194742,0.6354009371155871,-0.14669193716772905,0.12620794856454434,-0.09561431202397724,0.3226620471356755,-0.2050464803639747,0.043930299165380486,0.08626902480789901,0.3746707609803864
AP1B1,-0.21509603647267628,0.032509298242200696,0.029271364252262774,0.7614641237932227,0.25363024073755364,0.02068923905895383,0.04823761400194742,0.6354009371155871,-0.14669193716772905,0.12620794856454434,-0.09561431202397724,0.3226620471356755,-0.2050464803639747,0.043930299165380486,0.08626902480789901,0.3746707609803864
AP1B1,-0.21509603647267628,0.032509298242200696,0.029271364252262774,0.7614641237932227,0.25363024073755364,0.02068923905895383,0.04823761400194742,0.6354009371155871,-0.14669193716772905,0.12620794856454434,-0.09561431202397724,0.3226620471356755,-0.2050464803639747,0.043930299165380486,0.08626902480789901,0.3746707609803864
AP1B1,-0.21509603647267628,0.032509298242200696,0.029271364252262774,0.7614641237932227,0.25363024073755364,0.02068923905895383,0.04823761400194742,0.6354009371155871,-0.14669193716772905,0.12620794856454434,-0.09561431202397724,0.3226620471356755,-0.2050464803639747,0.043930299165380486,0.08626902480789901,0.3746707609803864
AP1B1,-0.21509603647267628,0.032509298242200696,0.029271364252262774,0.7614641237932227,0.25363024073755364,0.02068923905895383,0.04823761400194742,0.6354009371155871,-0.14669193716772905,0.12620794856454434,-0.09561431202397724,0.3226620471356755,-0.2050464803639747,0.043930299165380486,0.08626902480789901,0.3746707609803864
AP1B1,-0.21509603647267628,0.032509298242200696,0.029271364252262774,0.7614641237932227,0.25363024073755364,0.02068923905895383,0.04823761400194742,0.6354009371155871,-0.14669193716772905,0.12620794856454434,-0.09561431202397724,0.3226620471356755,-0.2050464803639747,0.043930299165380486,0.08626902480789901,0.3746707609803864
AP1B1,-0.21509603647267628,0.032509298242200696,0.029271364252262774,0.7614641237932227,0.25363024073755364,0.02068923905895383,0.04823761400194742,0.6354009371155871,-0.14669193716772905,0.12620794856454434,-0.09561431202397724,0.3226620471356755,-0.2050464803639747,0.043930299165380486,0.08626902480789901,0.3746707609803864
AP1B1,-0.21509603647267628,0.032509298242200696,0.029271364252262774,0.7614641237932227,0.25363024073755364,0.02068923905895383,0.04823761400194742,0.6354009371155871,-0.14669193716772905,0.12620794856454434,-0.09561431202397724,0.3226620471356755,-0.2050464803639747,0.043930299165380486,0.08626902480789901,0.3746707609803864
AP1B1,-0.21509603647267628,0.032509298242200696,0.029271364252262774,0.7614641237932227,0.25363024073755364,0.02068923905895383,0.04823761400194742,0.6354009371155871,-0.14669193716772905,0.12620794856454434,-0.09561431202397724,0.3226620471356755,-0.2050464803639747,0.043930299165380486,0.08626902480789901,0.3746707609803864
AP1B1,-0.21509603647267628,0.032509298242200696,0.029271364252262774,0.7614641237932227,0.25363024073755364,0.02068923905895383,0.04823761400194742,0.6354009371155871,-0.14669193716772905,0.12620794856454434,-0.09561431202397724,0.3226620471356755,-0.2050464803639747,0.043930299165380486,0.08626902480789901,0.3746707609803864
AP1B1,-0.21509603647267628,0.032509298242200696,0.029271364252262774,0.7614641237932227,0.25363024073755364,0.02068923905895383,0.04823761400194742,0.6354009371155871,-0.14669193716772905,0.12620794856454434,-0.09561431202397724,0.3226620471356755,-0.2050464803639747,0.043930299165380486,0.08626902480789901,0.3746707609803864
AP1B1,-0.21509603647267628,0.032509298242200696,0.029271364252262774,0.7614641237932227,0.25363024073755364,0.02068923905895383,0.04823761400194742,0.6354009371155871,-0.14669193716772905,0.12620794856454434,-0.09561431202397724,0.3226620471356755,-0.2050464803639747,0.043930299165380486,0.08626902480789901,0.3746707609803864
AP1B1,-0.21509603647267628,0.032509298242200696,0.029271364252262774,0.7614641237932227,0.25363024073755364,0.02068923905895383,0.04823761400194742,0.6354009371155871,-0.14669193716772905,0.12620794856454434,-0.09561431202397724,0.3226620471356755,-0.2050464803639747,0.043930299165380486,0.08626902480789901,0.3746707609803864
AP1B1,-0.21509603647267628,0.032509298242200696,0.029271364252262774,0.7614641237932227,0.25363024073755364,0.02068923905895383,0.04823761400194742,0.6354009371155871,-0.14669193716772905,0.12620794856454434,-0.09561431202397724,0.3226620471356755,-0.2050464803639747,0.043930299165380486,0.08626902480789901,0.3746707609803864
LAMTOR2,-0.2144107738927873,0.03307951567118024,-0.19529157371130326,0.0408974592020543,-0.04161722983623307,0.7087295795069519,0.15121658908728405,0.10670254099406927,0.056920260334109664,0.5547588126266026,-0.015144124587527941,0.8758001545250853,-0.04544472894614904,0.6584856623789318,-0.009915542836047786,0.9188767031285382
ILF2,0.21438255913270668,0.03310317309717335,-0.0561484964814414,0.5601470298069056,-0.2841236289742636,0.009238052341036768,-0.0964476757069232,0.3051839366929209,0.1445509729866984,0.1318953689850009,0.01793954699086127,0.8531114097329575,-0.11088637792921699,0.27957031787870584,-0.08840473251203337,0.3629166735025657
TUBA1B,-0.21369568719821108,0.03368351224201955,,,-0.21962428001917889,0.04604760467919265,,,,,0.2689409452246986,0.004687637489967982,0.14629051316528205,0.15276833328069672,,
PAG1,0.21349892705642187,0.033851324937922235,0.14149136822444205,0.14036032944214602,-0.11234152784365188,0.35807229667035056,0.21935569921276687,0.023201221328414654,0.10904411380157493,0.2568008896596458,-0.3140478186911367,0.0008825755331495908,0.17888829556601982,0.07957168281344615,-0.05993213424596325,0.5378022340488351
ATAD3B,-0.2891513224183439,0.03395285820043476,,,-0.3247955362629441,0.0027370476071502674,0.4000981391827585,1.9565018638551568e-05,-0.14578600592565538,0.13783011142819618,0.010293840017262723,0.9153961925516241,-0.013078263306860759,0.9259474294741659,-0.06655614918454217,0.502039839144321
ASAH1,-0.2131076309647182,0.03418714518475406,-0.28218255280207183,0.002820135396239532,-0.10985755558586756,0.3228256881790597,-0.2611427053887311,0.004818270279443394,-0.19223260101693468,0.04422767343606488,-0.2911267701401511,0.002131829409721932,-0.10813407684834768,0.2917520129321927,-0.1694959318020103,0.07948723047065412
RGL2,-0.2124274334267633,0.034777578811287804,0.18390497954348348,0.054453041371419375,0.10210487280745124,0.3583488737952522,-0.07449436384376869,0.4288061304331269,0.3286022349952552,0.00045678937179089666,0.03909199193681971,0.68652055808365,0.14830351147150744,0.22393374558333803,-0.08447503895647174,0.3847212595981703
FBXL18,0.2122145457451841,0.0349641244326771,0.047961130728876325,0.6187936236608395,0.06958924696148869,0.531884493528258,0.20621888837015906,0.02702780284526534,0.4461440472373779,1.0349877917024818e-06,0.34697486005577777,0.0002187814797838874,0.0096584720089318,0.9340049714729856,0.10989838553847146,0.2575330093047841
ICAM5,0.211509077045495,0.03558832232228861,,,,,,,0.26730551939076896,0.011812820841198815,0.08430750248955189,0.6301507095552508,,,0.07482453176835915,0.4616867755124364
RAB3D,0.21121721114551886,0.03584928789160455,0.20579294371442386,0.03101650351951293,0.11761671080710627,0.289613697019254,-0.1375128093320489,0.14277835367461758,0.1824042189320844,0.05648812398288376,0.04412991459867453,0.6486487085290283,0.25342903998341143,0.012256851947566006,0.3080418941741404,0.001181704864744066
MAVS,0.21118665197112613,0.03587670438660468,-0.0926566724098277,0.3356663630184964,-0.1866648642041384,0.0910866262209876,-0.25202783985144245,0.006584082452327571,0.05135926607080647,0.5941311760877268,0.026211456306286005,0.7867393202219111,-0.09353962736899332,0.3621290209049887,0.12791748535949793,0.18706351393882656
ATP6V0A2,-0.2110436105035356,0.03600526972091191,0.06705706125541291,0.4863973431916672,0.17580929077989005,0.11187583557215668,0.06903666152774382,0.4634831806284748,0.09791023412521922,0.30886430493081884,0.03747201951001515,0.6988709797764725,-0.07355965234935202,0.5060599550896481,-0.11536165872373187,0.23448010751352136
KIF2A,0.21090544169483064,0.03612982246242315,0.17806460389993342,0.3136797200581094,-0.22440097421581368,0.04140268920122928,-0.19499074701573915,0.036771783204929145,0.00533868428038569,0.9558569594772722,-0.2372103659780891,0.01300791455598142,-0.06111098787276108,0.5520927482232939,-0.14329186226051827,0.13901982423587106
KIF2A,0.21090544169483064,0.03612982246242315,0.17806460389993342,0.3136797200581094,-0.22440097421581368,0.04140268920122928,-0.19499074701573915,0.036771783204929145,0.00533868428038569,0.9558569594772722,-0.2372103659780891,0.01300791455598142,-0.06111098787276108,0.5520927482232939,-0.14329186226051827,0.13901982423587106
KIF2A,0.21090544169483064,0.03612982246242315,0.17806460389993342,0.3136797200581094,-0.22440097421581368,0.04140268920122928,-0.19499074701573915,0.036771783204929145,0.00533868428038569,0.9558569594772722,-0.2372103659780891,0.01300791455598142,-0.06111098787276108,0.5520927482232939,-0.14329186226051827,0.13901982423587106
KIF2A,0.21090544169483064,0.03612982246242315,0.17806460389993342,0.3136797200581094,-0.22440097421581368,0.04140268920122928,-0.19499074701573915,0.036771783204929145,0.00533868428038569,0.9558569594772722,-0.2372103659780891,0.01300791455598142,-0.06111098787276108,0.5520927482232939,-0.14329186226051827,0.13901982423587106
KIF2A,0.21090544169483064,0.03612982246242315,0.17806460389993342,0.3136797200581094,-0.22440097421581368,0.04140268920122928,-0.19499074701573915,0.036771783204929145,0.00533868428038569,0.9558569594772722,-0.2372103659780891,0.01300791455598142,-0.06111098787276108,0.5520927482232939,-0.14329186226051827,0.13901982423587106
KIF2A,0.21090544169483064,0.03612982246242315,0.17806460389993342,0.3136797200581094,-0.22440097421581368,0.04140268920122928,-0.19499074701573915,0.036771783204929145,0.00533868428038569,0.9558569594772722,-0.2372103659780891,0.01300791455598142,-0.06111098787276108,0.5520927482232939,-0.14329186226051827,0.13901982423587106
KIF2A,0.21090544169483064,0.03612982246242315,0.17806460389993342,0.3136797200581094,-0.22440097421581368,0.04140268920122928,-0.19499074701573915,0.036771783204929145,0.00533868428038569,0.9558569594772722,-0.2372103659780891,0.01300791455598142,-0.06111098787276108,0.5520927482232939,-0.14329186226051827,0.13901982423587106
KIF2A,0.21090544169483064,0.03612982246242315,0.17806460389993342,0.3136797200581094,-0.22440097421581368,0.04140268920122928,-0.19499074701573915,0.036771783204929145,0.00533868428038569,0.9558569594772722,-0.2372103659780891,0.01300791455598142,-0.06111098787276108,0.5520927482232939,-0.14329186226051827,0.13901982423587106
KIF2A,0.21090544169483064,0.03612982246242315,0.17806460389993342,0.3136797200581094,-0.22440097421581368,0.04140268920122928,-0.19499074701573915,0.036771783204929145,0.00533868428038569,0.9558569594772722,-0.2372103659780891,0.01300791455598142,-0.06111098787276108,0.5520927482232939,-0.14329186226051827,0.13901982423587106
KIF2A,0.21090544169483064,0.03612982246242315,0.17806460389993342,0.3136797200581094,-0.22440097421581368,0.04140268920122928,-0.19499074701573915,0.036771783204929145,0.00533868428038569,0.9558569594772722,-0.2372103659780891,0.01300791455598142,-0.06111098787276108,0.5520927482232939,-0.14329186226051827,0.13901982423587106
KIF2A,0.21090544169483064,0.03612982246242315,0.17806460389993342,0.3136797200581094,-0.22440097421581368,0.04140268920122928,-0.19499074701573915,0.036771783204929145,0.00533868428038569,0.9558569594772722,-0.2372103659780891,0.01300791455598142,-0.06111098787276108,0.5520927482232939,-0.14329186226051827,0.13901982423587106
KIF2A,0.21090544169483064,0.03612982246242315,0.17806460389993342,0.3136797200581094,-0.22440097421581368,0.04140268920122928,-0.19499074701573915,0.036771783204929145,0.00533868428038569,0.9558569594772722,-0.2372103659780891,0.01300791455598142,-0.06111098787276108,0.5520927482232939,-0.14329186226051827,0.13901982423587106
KIF2A,0.21090544169483064,0.03612982246242315,0.17806460389993342,0.3136797200581094,-0.22440097421581368,0.04140268920122928,-0.19499074701573915,0.036771783204929145,0.00533868428038569,0.9558569594772722,-0.2372103659780891,0.01300791455598142,-0.06111098787276108,0.5520927482232939,-0.14329186226051827,0.13901982423587106
KIF2A,0.21090544169483064,0.03612982246242315,0.17806460389993342,0.3136797200581094,-0.22440097421581368,0.04140268920122928,-0.19499074701573915,0.036771783204929145,0.00533868428038569,0.9558569594772722,-0.2372103659780891,0.01300791455598142,-0.06111098787276108,0.5520927482232939,-0.14329186226051827,0.13901982423587106
KIF2A,0.21090544169483064,0.03612982246242315,0.17806460389993342,0.3136797200581094,-0.22440097421581368,0.04140268920122928,-0.19499074701573915,0.036771783204929145,0.00533868428038569,0.9558569594772722,-0.2372103659780891,0.01300791455598142,-0.06111098787276108,0.5520927482232939,-0.14329186226051827,0.13901982423587106
KIF2A,0.21090544169483064,0.03612982246242315,0.17806460389993342,0.3136797200581094,-0.22440097421581368,0.04140268920122928,-0.19499074701573915,0.036771783204929145,0.00533868428038569,0.9558569594772722,-0.2372103659780891,0.01300791455598142,-0.06111098787276108,0.5520927482232939,-0.14329186226051827,0.13901982423587106
TP53,-0.24551451653514555,0.036292803255516363,,,-0.06976568913825269,0.530842279613552,0.1896765346061089,0.04232568865162386,0.021752734611677704,0.8442947227328055,0.07549212879016738,0.4623868375320106,-0.30325442750736065,0.028860468251126183,-0.04447069263272718,0.6476699649208811
CD63,-0.21058082225672506,0.03642387506026736,0.07906775053718157,0.41159901733495935,-0.09370478059987147,0.3994519096474577,-0.10423972029096618,0.2675776861901216,0.08676966991803467,0.3674003559479174,-0.13529545915392516,0.16070637321675826,0.1390261885932881,0.17443064539212094,0.047236246354184434,0.627355415964791
MGST1,-0.2102332842018992,0.03674091081991685,0.027539188652332174,0.7845670503563661,0.18968354347387573,0.08588389965262938,0.2143876799540581,0.021405423517757108,0.3957876248148128,1.8710398363126003e-05,0.04359929993657991,0.6525976742481933,-0.018006074533278498,0.8610368272562231,-0.01749607775441899,0.8573703689621575
CFHR5,-0.21017953217821814,0.036790151215088086,-0.0618485756604419,0.5209523042322618,0.455529552013266,1.5101799089381299e-05,0.23395606107188696,0.011852049535474208,-0.32590501863368904,0.0005119236721814311,0.009942539803933007,0.918273332983624,0.16728677752464788,0.1014658898956812,-0.08169432109377901,0.4006172200434471
GPR84,-0.2822266940836773,0.03683209370056688,,,,,,,,,,,,,,
HLA-DRB1,-0.20990544839521647,0.03704209124343677,-0.14378387892833105,0.1788593284095922,0.14629586065130654,0.18692899007053929,0.19682380364708452,0.035004036981282016,0.20768610640904114,0.038133657287356834,-0.17541485569175352,0.06808486308732634,0.2436726728438655,0.01616543877140401,-0.1549641336143976,0.11805778816398092
HLA-DRB1,-0.20990544839521647,0.03704209124343677,-0.14378387892833105,0.1788593284095922,0.14629586065130654,0.18692899007053929,0.19682380364708452,0.035004036981282016,0.20768610640904114,0.038133657287356834,-0.17541485569175352,0.06808486308732634,0.2436726728438655,0.01616543877140401,-0.1549641336143976,0.11805778816398092
HLA-DRB1,-0.20990544839521647,0.03704209124343677,-0.14378387892833105,0.1788593284095922,0.14629586065130654,0.18692899007053929,0.19682380364708452,0.035004036981282016,0.20768610640904114,0.038133657287356834,-0.17541485569175352,0.06808486308732634,0.2436726728438655,0.01616543877140401,-0.1549641336143976,0.11805778816398092
HLA-DRB1,-0.20990544839521647,0.03704209124343677,-0.14378387892833105,0.1788593284095922,0.14629586065130654,0.18692899007053929,0.19682380364708452,0.035004036981282016,0.20768610640904114,0.038133657287356834,-0.17541485569175352,0.06808486308732634,0.2436726728438655,0.01616543877140401,-0.1549641336143976,0.11805778816398092
HLA-DRB1,-0.20990544839521647,0.03704209124343677,-0.14378387892833105,0.1788593284095922,0.14629586065130654,0.18692899007053929,0.19682380364708452,0.035004036981282016,0.20768610640904114,0.038133657287356834,-0.17541485569175352,0.06808486308732634,0.2436726728438655,0.01616543877140401,-0.1549641336143976,0.11805778816398092
