Proteomics,P_Value,Medians,Cancer
TSR1,0.0018676496179836047,0.3758526557346232,Gbm
KIAA0930,0.0018786352885579655,-0.4998377445759716,Gbm
TRIM28,0.0018786352885579655,0.6328058166438386,Gbm
TMEM63A,0.0018786352885579655,-0.4203003060229902,Gbm
UBE2D4,0.0018902199231803235,-0.34480278338446746,Gbm
FCHO1,0.0018902199231803235,-0.5304410723155919,Gbm
SIRT2,0.0018912213763204989,-0.6687591323729969,Gbm
TFRC,0.001925154189879441,0.7459332689316355,Gbm
ACTR10,0.0019395010266764735,-0.4656434974143857,Gbm
DEF8,0.0019695021507521713,-0.2042870930219512,Gbm
CCDC47,0.0020201256325420337,0.3898540836640907,Gbm
PURB,0.0020328848903173624,0.3983225989129025,Gbm
SLC39A7,0.0020613039405127324,0.513747594478762,Gbm
COQ8A,0.0020723592381059587,-0.3306668349796585,Gbm
SERBP1,0.0020723592381059587,0.3476545402592645,Gbm
ATRX,0.002087849410241048,0.43501278038733776,Gbm
ATG10,0.002095398973085132,-0.5448813550906307,Gbm
LSM4,0.002095398973085132,0.4028123087377336,Gbm
BCAS2,0.002095398973085132,0.3649735942513381,Gbm
PPM1K,0.00214902865989178,-0.735186856897631,Gbm
DDX23,0.0021703921812978285,0.3612117417902807,Gbm
POLD3,0.0021703921812978285,0.4836131565510346,Gbm
MTAP,0.0021703921812978285,-0.913632711182836,Gbm
BCAS1,0.0021703921812978285,-1.1171665278578005,Gbm
NASP,0.0021703921812978285,0.7135279988115064,Gbm
GUCY1A1,0.0021703921812978285,-0.6221029186802339,Gbm
TSPAN8,0.0021703921812978285,-2.0601046880175615,Gbm
TYW1,0.0021703921812978285,0.3013818964111644,Gbm
YPEL5,0.0021703921812978285,0.3349509466895568,Gbm
FOLH1,0.0021703921812978285,-0.7117573901671225,Gbm
ABHD17B,0.0021703921812978285,-0.3589089243585276,Gbm
RFC5,0.0021703921812978285,0.4816352089078175,Gbm
AMPD3,0.0021703921812978285,-0.7760122859966825,Gbm
TBC1D7,0.0021703921812978285,-0.2962053272722432,Gbm
PCSK6,0.0021703921812978285,-0.5484973495257675,Gbm
MITF,0.0021703921812978285,-0.4713929922663236,Gbm
NABP2,0.0021770729261817857,0.3648306297286798,Gbm
ENPP2,0.0022160233569165173,-0.6913942393698705,Gbm
VAT1,0.002218040568180753,-0.5121178947802558,Gbm
CUEDC2,0.002218040568180753,-0.377696907312579,Gbm
SRBD1,0.002218040568180753,0.3576169481556335,Gbm
MCM5,0.002218040568180753,0.8705330309606905,Gbm
RUVBL1,0.002218040568180753,0.31484055717819204,Gbm
CNP,0.002218040568180753,-1.145510822330035,Gbm
MCM2,0.002221565475271988,0.9395132155795306,Gbm
OBSL1,0.0022243148972027073,0.36437835188527,Gbm
DIP2C,0.0022405951233284,-0.6286952740207751,Gbm
XPNPEP1,0.0022405951233284,-0.2150913992486652,Gbm
HNRNPD,0.0022405951233284,0.3629638141389101,Gbm
PDAP1,0.002314454420695649,0.4790197028345821,Gbm
USP31,0.0023412229537973,-0.3994139201516925,Gbm
CNPY4,0.0023412229537973,0.6358379290788461,Gbm
RPAP2,0.002374071533366459,0.3248049662957646,Gbm
DNAJC12,0.002374071533366459,-0.848463764400467,Gbm
GPX7,0.002482655208928333,0.578718737047914,Gbm
GNPDA2,0.002497439874408963,-0.4186890694068765,Gbm
GSTO1,0.0025129373062138397,-0.8432274194743387,Gbm
PRPF6,0.0025129373062138397,0.3918699551897835,Gbm
LIG3,0.0025129373062138397,0.5717001972179869,Gbm
PCM1,0.0025531116976906607,0.3543201136800785,Gbm
PTBP1,0.0025636694180892405,0.4120935788190102,Gbm
IPO9,0.0025636694180892405,0.3174287742674409,Gbm
MTMR7,0.002567497866382807,-0.6013784242667939,Gbm
IFITM3,0.002567497866382807,-0.3972859733150295,Gbm
NEDD1,0.0025683947807317,0.43312219813209335,Gbm
WDFY4,0.0025683947807317,-0.6357060889969898,Gbm
MCM7,0.0025683947807317,1.0364554796463556,Gbm
DHFR,0.002612923809637885,1.0215005600599758,Gbm
ZKSCAN1,0.0026268080983325877,0.21073014554066388,Gbm
FKBP9,0.00267865251878447,0.8120792150453716,Gbm
SNRNP27,0.0026974982618478078,0.3843484082868018,Gbm
ARL8A,0.0027435782217089108,-0.22027007730036066,Gbm
PDE1A,0.002809625538200619,-1.090115840636605,Gbm
POLR2C,0.0028249772142416693,0.3024325933227105,Gbm
NAA10,0.0028249772142416693,0.2278186386108815,Gbm
HDAC11,0.0028249772142416693,-0.584223874538065,Gbm
ERLIN1,0.0028249772142416693,-0.305040357969053,Gbm
G3BP1,0.002889190620963121,0.2650186345663064,Gbm
DCTN2,0.0029284184682895945,-0.37216290221105547,Gbm
AFF4,0.0029808874234422147,0.2759503601378106,Gbm
SLC35E1,0.002984720154148788,0.41086000363227293,Gbm
ABR,0.002984720154148788,-0.5163697282349194,Gbm
NAA15,0.0030071450657303076,0.2302990775670164,Gbm
LHPP,0.0030425627024317377,-0.6130733183983464,Gbm
WDCP,0.003051454821655305,0.366306767005724,Gbm
NUP37,0.003052870291168243,0.4639295330311722,Gbm
RBM33,0.003075021580609352,0.2739419036214812,Gbm
PTER,0.003075021580609352,-0.8860068359896226,Gbm
GCLC,0.0031126496692071982,-0.476277164073063,Gbm
CCDC28A,0.0031126496692071982,-0.5729623259168535,Gbm
CDC42EP2,0.0031126496692071982,-0.6854118443078975,Gbm
DHX34,0.0031403830767271013,0.39794073903276295,Gbm
NT5C2,0.0031403830767271013,-0.32879440600580223,Gbm
DDX17,0.0031403830767271013,0.4092827343356734,Gbm
NCBP1,0.0031403830767271013,0.3867164980743214,Gbm
TAF7,0.0031403830767271013,0.3005503886154759,Gbm
THOC6,0.0031403830767271013,0.36574697145767454,Gbm
ALDH1A1,0.0031403830767271013,-1.274592549785523,Gbm
NPL,0.0031721831196860587,-1.0864863938518778,Gbm
MAP1A,0.003174221118074416,-0.7357876056649265,Gbm
NT5DC1,0.0031980301373467843,-0.580501107611014,Gbm
TNRC18,0.0031980301373467843,0.2754497256940985,Gbm
HGS,0.0031980301373467843,-0.2809935632219598,Gbm
SF3B5,0.003278235058322069,0.33848853715215355,Gbm
LRRC14,0.0033390661272569263,-0.29425547405763913,Gbm
TPR,0.0033390661272569263,0.3313253556014946,Gbm
MCM3,0.00336161250561508,0.9265258372271764,Gbm
CRYBB1,0.00336161250561508,-0.6592148349580058,Gbm
FAM207A,0.00336161250561508,0.6048297091509586,Gbm
KCNAB2,0.00339224012214352,-0.558784508292067,Gbm
PUS7,0.003449219476266681,0.439167885477694,Gbm
PRPF8,0.0034805828228218405,0.32707312805733496,Gbm
NSUN2,0.0034805828228218405,0.3148783620022745,Gbm
CLMN,0.00350041974544726,-0.3022107349795715,Gbm
SLK,0.0035063163241749943,-0.3057573605529692,Gbm
AKR1C3,0.003511951100846004,-0.8056327009482855,Gbm
ANLN,0.0035304824797374548,-0.99627246994763,Gbm
RFX2,0.0035304824797374548,0.6760220556822114,Gbm
UBTD1,0.0035304824797374548,-0.5779786066975947,Gbm
SHOC2,0.0035304824797374548,-0.2647367226213155,Gbm
GATAD2A,0.0035870315291167093,0.3481018015563752,Gbm
FHIT,0.003587726022040331,-0.3762238621308755,Gbm
IRF2BP1,0.003614908919414413,0.4190358835909478,Gbm
DSC2,0.003653353193797732,-0.7244170717399425,Gbm
NUP98,0.003653353193797732,0.27033844344631913,Gbm
CLEC16A,0.0036599680242213896,-0.2131324558150764,Gbm
SF3B6,0.0036647892456615023,0.3494656052963618,Gbm
WBP2,0.003689626867109242,-0.4918854990684404,Gbm
SP3,0.003689626867109242,0.3729970130789333,Gbm
EVL,0.003689626867109242,-0.44874314784616304,Gbm
CAPRIN1,0.003689626867109242,0.3721865166688796,Gbm
ACTR1B,0.003689626867109242,-0.41813265559164303,Gbm
CHAF1A,0.003711176087968311,0.6469874691542796,Gbm
SLC44A1,0.0037260247086132094,-0.6141865522817425,Gbm
FKBP14,0.0037260247086132094,0.4416667300397615,Gbm
AKR1D1,0.003744419063055232,-0.9294093025998421,Gbm
UBA2,0.003744419063055232,0.4037595917771549,Gbm
LIN37,0.0037811006336555533,0.4932529408491335,Gbm
FAM107B,0.003945260881796798,-0.450460179497089,Gbm
CCDC134,0.003971930885925362,0.3958161930298548,Gbm
ARGLU1,0.003971930885925362,0.4489532989394289,Gbm
LIPA,0.003971930885925362,-0.6530127919879182,Gbm
CBX5,0.003971930885925362,0.6016960145875405,Gbm
SIK3,0.00398156234488455,-0.31445930555013185,Gbm
PHAX,0.0040117301443064355,0.4463721030256415,Gbm
RPS25,0.0040117301443064355,0.506882082450324,Gbm
ALAD,0.0040117301443064355,-0.5975132957221945,Gbm
NCKAP1L,0.0040117301443064355,-0.9295674855924709,Gbm
CREG1,0.004095449277029864,-0.4660578386613925,Gbm
C1orf35,0.004164992959558165,0.4916685378345887,Gbm
NCL,0.004183823723018247,0.3727680272599479,Gbm
AKAP6,0.004183823723018247,-0.3637567270439461,Gbm
DOCK10,0.004183823723018247,-0.5007155781412646,Gbm
YBX1,0.004183823723018247,0.5839298062324785,Gbm
UGT8,0.004185823881831067,-0.5552925314623416,Gbm
RNF13,0.004204275972460927,-0.44265725010249546,Gbm
EIF2B5,0.004218624894516119,0.1884312026500272,Gbm
EFTUD2,0.004218624894516119,0.30442935594168385,Gbm
RBM39,0.0042254888415707206,0.39731641169509546,Gbm
TESC,0.0042254888415707206,-0.4920114897267915,Gbm
WDR44,0.004239178299143272,-0.2548207778738025,Gbm
THOC2,0.004239178299143272,0.2766275774241525,Gbm
MTSS1,0.00427826196884519,-0.5214792424357145,Gbm
MMP12,0.004279978836747777,-0.9145496755931528,Gbm
ZFYVE27,0.004279978836747777,-0.444018720684461,Gbm
CCDC6,0.004279978836747777,-0.4764060626080959,Gbm
SEPT4,0.00428795666347184,-0.7157145631027161,Gbm
ENPP4,0.00428795666347184,-0.7037125340458635,Gbm
DOCK3,0.00429296867843991,-0.4524286167202933,Gbm
ZC3HC1,0.00433269566206345,0.320748305733361,Gbm
NUP153,0.004356983505717852,0.3839597229995605,Gbm
UBAP2L,0.0043749351587615394,0.2369067493038743,Gbm
POMT2,0.00446507798194806,0.4738473836235008,Gbm
RPS15A,0.004466456228724828,0.3355313584875235,Gbm
NES,0.004486756255389949,1.2449455934018063,Gbm
SON,0.004645172003253677,0.3096582905348192,Gbm
MBD3,0.004650273636082081,0.6250089440607435,Gbm
EIF2S3,0.004650273636082081,0.260444370801663,Gbm
ACTL6A,0.004669061008751002,0.3692203627384491,Gbm
RFC3,0.004683970190176297,0.4436710716837048,Gbm
SELPLG,0.004688002241036279,-0.6003688887542046,Gbm
COMMD4,0.004697933120947568,-0.257528466695935,Gbm
MBP,0.004713064416682794,-2.4813735068938088,Gbm
ELF2,0.004713064416682794,0.2901458494775131,Gbm
EZH2,0.004729695246089788,0.8761952041203163,Gbm
SNRNP200,0.0047417355208439075,0.3658937635849876,Gbm
BUD31,0.0047705827425755035,0.6085800236419654,Gbm
RMC1,0.0047705827425755035,-0.2234869258424877,Gbm
PEX16,0.004774680893239979,-0.32935669112997645,Gbm
POLR1D,0.004774680893239979,0.3876955859236415,Gbm
TBC1D12,0.004774680893239979,-0.485216866155521,Gbm
DPY19L4,0.004774680893239979,0.4090170912747021,Gbm
GART,0.004774680893239979,0.4782221488403358,Gbm
CPPED1,0.004774680893239979,-0.5439958156692135,Gbm
SSRP1,0.004774680893239979,0.6323784150016856,Gbm
TTC14,0.004774680893239979,0.22395386495312025,Gbm
COQ7,0.004774680893239979,-0.3250217380273935,Gbm
ALG6,0.0047828114293000604,0.345529533681336,Gbm
FARSB,0.0047828114293000604,0.2888932378095768,Gbm
ZDHHC20,0.004829673121005292,-0.2721856794565879,Gbm
TLR7,0.004829673121005292,-0.5958485420065086,Gbm
TRAPPC9,0.004837145721436761,-0.24960982033173096,Gbm
CDR2L,0.004837145721436761,-0.20079123860011008,Gbm
MED6,0.004837653306092403,0.3755778397772915,Gbm
UNC45A,0.004837653306092403,0.5606067034732595,Gbm
RCN1,0.004837653306092403,0.537546739735475,Gbm
EIF2S1,0.004837653306092403,0.3860446497773473,Gbm
ACSL5,0.004837653306092403,-0.5389231854352476,Gbm
PPP1R21,0.004837653306092403,-0.1481134984694196,Gbm
NEFM,0.004837653306092403,-1.3275711447378764,Gbm
SRRT,0.004886488937715736,0.3668133112371907,Gbm
ALG8,0.004886488937715736,0.3953963581366096,Gbm
EIF5A2,0.004914283812880105,-0.5029121439281374,Gbm
ABCF1,0.00496355623398088,0.2905302837714154,Gbm
CSE1L,0.004998333938495607,0.33338641473712044,Gbm
AKAP8,0.005022234494539074,0.2991444851364289,Gbm
DPM1,0.0051149015234962965,0.3314066376150005,Gbm
EIF4E3,0.005163375696002846,-0.4461802246087598,Gbm
SNRPB2,0.005163375696002846,0.29398017430474704,Gbm
IARS,0.005163375696002846,0.35591499160908924,Gbm
PLEKHA8,0.005169064696164714,0.373492913035221,Gbm
SLCO2B1,0.0052443591083838476,-0.6570331744730775,Gbm
PIK3IP1,0.005262216017274794,-0.646863773457775,Gbm
CTNND1,0.005262216017274794,0.278258117574141,Gbm
TBC1D22A,0.005262216017274794,-0.26413691129000616,Gbm
SPC24,0.005272817776911274,0.8906050849964601,Gbm
TIA1,0.00532148491394155,0.4195716088587721,Gbm
RPLP2,0.005336549047307985,0.4321751607479325,Gbm
JOSD2,0.005336549047307985,-0.393858931098632,Gbm
PPP1R3E,0.005336549047307985,-0.38121933901604,Gbm
PNN,0.005336549047307985,0.3802666380740379,Gbm
MED8,0.005364719397223106,0.3171572335378927,Gbm
SMC4,0.005364719397223106,0.6790944855213411,Gbm
ERC1,0.005364719397223106,0.18294271445115146,Gbm
MAP7,0.005364719397223106,-0.6789398989164054,Gbm
LRMP,0.005364719397223106,-0.392786309104696,Gbm
TNPO3,0.005364719397223106,0.27120138743959343,Gbm
NAPEPLD,0.005371621837089382,-0.5941465756026589,Gbm
NCOA7,0.005397338930629468,-0.39540283752943606,Gbm
CAB39,0.005397338930629468,-0.18709221443190746,Gbm
PNMA2,0.005415947806919965,0.7626537524897815,Gbm
PMS1,0.005415947806919965,0.33644590178361894,Gbm
DOCK2,0.0054188646053597075,-0.8007981043949994,Gbm
BCLAF1,0.0054232440558082224,0.42324372804870375,Gbm
PWP2,0.005446540676141593,0.3155941335395533,Gbm
CDK2AP1,0.005446540676141593,0.42820053306753103,Gbm
HSPBP1,0.005446540676141593,0.3318284492682913,Gbm
PEBP1,0.0055275215429091565,-0.639794052140067,Gbm
TRAPPC10,0.005587779317487053,-0.2286983659681743,Gbm
SF3B4,0.0055998871230972525,0.3387532410412644,Gbm
RPS2,0.00571509502432925,0.395415715094775,Gbm
GCN1,0.005723145328574182,0.2144498436527652,Gbm
CIAO2B,0.0057401289418504845,-0.318053934285062,Gbm
ADAP1,0.0057457509028236535,-0.8472239414893671,Gbm
FAM102A,0.005778621439386986,-0.4328827069427205,Gbm
SKP1,0.005778621439386986,-0.3650514882029855,Gbm
MEST,0.005778621439386986,0.6718594571240629,Gbm
PRPF40A,0.005787091539086074,0.3634604455111985,Gbm
ANK3,0.005787091539086074,-0.8955846189519945,Gbm
NUDT21,0.005813456948744417,0.33646287842973205,Gbm
ADNP,0.005829626367446475,0.36055551373880496,Gbm
ADA2,0.005867625154364072,-0.6574292878869921,Gbm
SMC2,0.005877963828285866,0.7850345230351241,Gbm
TRIM27,0.005877963828285866,0.3496723530510806,Gbm
CNOT10,0.005877963828285866,0.2309252387096557,Gbm
ERMN,0.005877963828285866,-1.150162037717064,Gbm
CDK11B,0.005877963828285866,0.3822677464116973,Gbm
ARL8B,0.005877963828285866,-0.3058762742944201,Gbm
ENPP6,0.005877963828285866,-0.7241652770788405,Gbm
BIN1,0.005877963828285866,-0.511620144137503,Gbm
C6orf120,0.005877963828285866,-0.45740107999389,Gbm
PPIF,0.005877963828285866,-0.5520038890901106,Gbm
RFT1,0.005877963828285866,0.5689410133242538,Gbm
NRIP2,0.005877963828285866,-0.656744064482397,Gbm
CTNNBL1,0.005877963828285866,0.22421892464573367,Gbm
NSL1,0.005877963828285866,0.46173547431873707,Gbm
HEBP1,0.0058790843714323976,-0.3988222734217945,Gbm
DDX39A,0.005888709255126677,0.4731640685429175,Gbm
PTPRJ,0.005888709255126677,-0.5832697557660331,Gbm
POLR1E,0.0059163682262485,0.32839036672971145,Gbm
SNRPA,0.005928228591481189,0.3732081020003945,Gbm
HMGB2,0.005969822792178596,0.6619172983023511,Gbm
XPO1,0.005969822792178596,0.2800925368014751,Gbm
NRDC,0.005969822792178596,0.3072494886644872,Gbm
SUB1,0.005969822792178596,0.5231530106352416,Gbm
BORCS8,0.005969822792178596,-0.3301648114433761,Gbm
PCBP2,0.005969822792178596,0.2922557137418871,Gbm
HPF1,0.005989579123617541,0.37230378953953935,Gbm
FAM45A,0.006027050893015416,-0.3707043283427523,Gbm
TEAD1,0.006027050893015416,0.42690268954216,Gbm
GBF1,0.006053082428471767,-0.250844584652212,Gbm
GLE1,0.006094522912751533,0.2305181121628455,Gbm
TRIM24,0.00609551973892707,0.5625986322023601,Gbm
SPIN1,0.006109665505436668,0.4164421103584215,Gbm
SHCBP1,0.006109665505436668,0.601745712369703,Gbm
IPCEF1,0.006144446149792646,-0.6343007028277448,Gbm
XRCC1,0.0061478326784596615,0.3801940005145722,Gbm
VAT1L,0.006167084412287748,-1.1205710192308875,Gbm
SARNP,0.006167084412287748,0.3915416397147979,Gbm
GAREM1,0.006169449024742852,-0.2966792485413288,Gbm
ADCY7,0.00619848675444251,-0.321713484997644,Gbm
MCC,0.006223195391368907,0.44349842601702705,Gbm
NKTR,0.006262873248506589,0.2823596320946279,Gbm
UHRF1,0.006309661861957235,0.5808446486049246,Gbm
SORBS1,0.006335725821617664,-0.4146429032933133,Gbm
RPS28,0.006338045770532935,0.3598033233917895,Gbm
GPRIN3,0.006338045770532935,-0.60247326356573,Gbm
ILKAP,0.006338045770532935,0.42566356067153,Gbm
MYO1D,0.006450636195918908,-0.61231813868344,Gbm
RBM25,0.0064611233254694474,0.4398541234516629,Gbm
PRPF19,0.006567736186253898,0.2263033578104379,Gbm
APBB1,0.006595123342416882,-0.4553682896064785,Gbm
RRM1,0.006669255415668706,0.6171079235460786,Gbm
NUP160,0.006683015976001057,0.34219988640630866,Gbm
IPO8,0.006683015976001057,0.1631355055757093,Gbm
MTMR9,0.006722423379778695,-0.24367504777253501,Gbm
EFHD1,0.006730519871622929,-0.3238068865419935,Gbm
PRPH,0.006874402175723111,-0.9307930139271255,Gbm
SYK,0.006883660010785857,-0.6975496593830832,Gbm
PRMT1,0.006883660010785857,0.4749765097233292,Gbm
CD2BP2,0.006927027049176392,0.35346375853621825,Gbm
PLSCR3,0.006927027049176392,-0.4496394280120275,Gbm
SRSF7,0.0069557438721817785,0.32009742978533673,Gbm
C8orf33,0.0069557438721817785,0.4675808067202245,Gbm
DENND4B,0.006964942189441202,-0.2293575340538221,Gbm
SNRPD2,0.006964942189441202,0.28345004185311845,Gbm
CYTH4,0.006974554552041472,-0.5800269259797745,Gbm
SEH1L,0.006974554552041472,0.3520355641025983,Gbm
RAB4B,0.0070725418519269985,-0.2733333539907904,Gbm
ARL3,0.007073616882128139,-0.5248601176993499,Gbm
ZC3H18,0.007194229042530269,0.3800519322798159,Gbm
