Proteomics,P_Value,Medians,Cancer
DNAJC10,0.001933988997250656,0.36763570692739134,Gbm
IFIT2,0.0019400718020526136,-0.7672650636777539,Gbm
TKT,0.0019761700861823488,-0.3850137387224105,Gbm
GYG2,0.0020059010627548786,0.672191661771212,Gbm
PES1,0.0020119833711526505,0.2655617258376648,Gbm
GMPR2,0.002014542021117591,-0.40417213307594796,Gbm
ST14,0.0021136345056696373,-0.6965361102907837,Gbm
THUMPD3,0.002134339393837052,0.3556095176895546,Gbm
EIF5,0.0021910836962792364,0.1834428370154012,Gbm
MYO1F,0.002214002845776138,-0.8546934811588812,Gbm
OPTN,0.002243815601385083,-0.760983814747785,Gbm
RIF1,0.0022595625421761452,0.3605438090469511,Gbm
USP34,0.002266766008050005,0.0641856847997517,Gbm
ORC5,0.0023097393982041328,0.2818451747179587,Gbm
VPS35,0.002327438175031384,-0.19010763060392727,Gbm
THOC3,0.002337139250425964,0.226833480656826,Gbm
LILRB1,0.002347512338797502,-0.6757621692979338,Gbm
TK1,0.002452257756003932,0.4941210733669591,Gbm
NTPCR,0.0024631417873356327,0.4338613670409592,Gbm
PIGU,0.0026015732805841282,0.2430935503587453,Gbm
OTUD6B,0.0026437871201517326,0.2240381518163555,Gbm
ITGB2,0.002652886579800931,-0.7932125728153354,Gbm
SH3KBP1,0.00267216563140444,-0.4281227583238779,Gbm
ADD3,0.0027491308704536265,-0.5386414580340856,Gbm
PPP2R2A,0.002756134153280586,-0.2380595228657875,Gbm
INTS3,0.0028264484358905147,0.2435460665439875,Gbm
NAT10,0.002891024192212421,0.29859238152496503,Gbm
SMAP2,0.003076256423642423,-0.3402531535393143,Gbm
PIK3R4,0.0030802448036286213,-0.1161756908069092,Gbm
PPP3CB,0.00323235443305955,-0.568575513207594,Gbm
CPSF3,0.0032866764656115212,0.2063368899234813,Gbm
RCSD1,0.0032964892748222788,-0.4113534909266669,Gbm
TNFAIP8L2,0.0033508879242657532,-0.5659416935430722,Gbm
SUPT5H,0.003351765895582639,0.2869431025613922,Gbm
PHF6,0.003351798710771496,0.5237946002428915,Gbm
MSH2,0.003420386690086328,0.418563315740096,Gbm
PECAM1,0.003482324254052913,-0.3362346326755031,Gbm
MKNK1,0.0035388459799592094,-0.29218795982015705,Gbm
INTS13,0.0035466970680676844,0.1711650462222823,Gbm
DCAF13,0.0036315991091827172,0.21606596596601185,Gbm
AES,0.003673335881907761,0.22599214924356045,Gbm
SETDB1,0.0036862537710791146,0.2977313124217778,Gbm
PPP2R2D,0.003788810360034064,-0.4808749322425701,Gbm
HMGB3,0.0038047661556970297,0.5634295750687499,Gbm
KDM3A,0.003841940175854864,0.28781207264955355,Gbm
THOC7,0.0038425772492806346,0.2258842396655157,Gbm
CPSF4,0.0038500619231940205,0.3542509720042425,Gbm
CCDC88B,0.0039276793473403135,-0.3402902719908241,Gbm
PRAM1,0.004094780402823157,-0.5034888527222916,Gbm
MYO10,0.004242599689922939,0.3211174765151555,Gbm
TPX2,0.004258857572770835,0.6401394220665911,Gbm
DHX30,0.004303364621696021,0.2770580896803512,Gbm
FYB1,0.004469778500807159,-0.8473238315510453,Gbm
CORO1A,0.004637171343513412,-0.5579222178984841,Gbm
METAP1,0.004696401331387353,0.2405611635100146,Gbm
SMCHD1,0.0047403664896436565,0.3047637119332233,Gbm
NUP85,0.004762944652035646,0.1887119670540929,Gbm
UBR5,0.004811519122152093,0.16513349247943587,Gbm
KLC2,0.004885709720978335,-0.3066167958236945,Gbm
WDR46,0.004921685127822211,0.15138309018559842,Gbm
LCP1,0.004977485855105214,-0.8089356118238995,Gbm
ARHGAP45,0.005000882176799091,-0.7718669386213048,Gbm
IMP4,0.005124827108758593,0.20620834260961995,Gbm
PAK1,0.005221940438606404,-0.4748116790516213,Gbm
CMSS1,0.005266629137309071,0.28723233289234495,Gbm
AATF,0.0052696347703766605,0.213864307793648,Gbm
PUF60,0.0052976334975253,0.2083472173461582,Gbm
WAS,0.00532896901506034,-0.6743393141172237,Gbm
BLNK,0.005375990439487897,-0.3880115116271317,Gbm
TRAF3IP3,0.005406207077278843,-0.6934737469820317,Gbm
RNMT,0.005469486971205535,0.2646665971763835,Gbm
MSH6,0.005530301053827718,0.4612364276419655,Gbm
PTPRE,0.005596654368969229,-0.2757031846991385,Gbm
KPNA2,0.005597095005563771,0.494171529283401,Gbm
PMVK,0.005619183576324847,0.2927112934480107,Gbm
FXR1,0.005722020362380361,0.2126926095671966,Gbm
ARHGAP15,0.0057329617095955325,-0.4150378553967427,Gbm
ARHGDIB,0.00573304346479029,-0.7495825761253546,Gbm
DDX5,0.005738398422126678,0.4020529028421175,Gbm
REXO4,0.0057428441833637205,0.3398215641413451,Gbm
RAE1,0.005752051003764641,0.1144436944646599,Gbm
DOCK8,0.005926291568945163,-0.5045264373384472,Gbm
GINS2,0.0061534972724631674,0.5378155886810678,Gbm
BUB1B,0.006255243515007554,0.7047770769727354,Gbm
USP14,0.0064666782406912135,-0.1803574340671751,Gbm
TOP2A,0.00649455557693147,0.7883636423338887,Gbm
TOP2B,0.006616591334723616,0.42394559078121297,Gbm
RGS14,0.0066268371659458526,-0.4105099779574836,Gbm
IGLL1,0.006652486430897177,-0.4660769796978563,Gbm
URB1,0.007025090414046485,0.2220723638068075,Gbm
VSIR,0.00715864303178468,-0.6686236728976191,Gbm
SYNJ1,0.007166814719428562,-0.5057553494765885,Gbm
UBXN7,0.007181423039453181,0.3413075939650529,Gbm
WDR3,0.007223314064638681,0.17574148686099011,Gbm
ELAVL1,0.007304160962439298,0.2920973728947289,Gbm
CCR1,0.00742897166409825,-0.7091968848391385,Gbm
WDR12,0.007506159656898947,0.33018191275900105,Gbm
IMP3,0.0076061862567396625,0.18003683864954484,Gbm
EXOSC9,0.007805743690984645,0.3040616248914811,Gbm
ATAD2,0.007842627382489748,0.3952751189992175,Gbm
COQ5,0.007895290266569729,-0.1562102464339644,Gbm
PSPH,0.00793550689164467,0.4308670569987871,Gbm
PTGDS,0.0079553709723551,-0.9088244236455094,Gbm
CPSF1,0.008045997816748439,0.2010405362557463,Gbm
NAP1L4,0.008074165488937834,0.2292218015887883,Gbm
TWF1,0.008242094367704351,0.263355614289474,Gbm
PTPRC,0.008368842131850459,-0.7154191102700831,Gbm
CYBB,0.00843093360911105,-0.6238539936126859,Gbm
HNRNPU,0.008538591584765113,0.25793335291343605,Gbm
WDR26,0.0085657178937643,0.1805968462469624,Gbm
FMNL1,0.008978567695258037,-0.5517590180908061,Gbm
DHX9,0.009173082404204756,0.212791172442679,Gbm
NFKB2,0.01036485556576969,-0.3785405070906003,Gbm
CD48,0.010587411852967788,-0.43382257838000704,Gbm
UTP18,0.011425470259392004,0.19004552951170614,Gbm
CD53,0.012139327296513779,-0.5878964430192591,Gbm
GNAI2,0.01345195851923238,-0.2703207561447355,Gbm
ARHGAP30,0.01422799623265692,-0.5954199247934148,Gbm
CD4,0.017266813694537024,-0.5867339914023564,Gbm
ECT2,0.02196992021861755,0.2999021530777065,Gbm
GSR,0.02359584830179671,-0.2351798945704172,Gbm
PSTPIP1,0.025162541384924027,-0.4912458360792896,Gbm
ARHGAP25,0.03648872815357206,-0.3012096366689542,Gbm
NKRF,0.03996727280049077,0.19257756472909104,Gbm
SPN,0.04287553367449254,-0.3993290273527542,Gbm
ACAP2,0.044418537724590736,-0.2145886849687825,Gbm
GFM1,0.048299038557233824,0.1330124983679881,Gbm
MPHOSPH10,0.05392700656916169,0.2814396578241869,Gbm
NUP133,0.05624065789153927,0.15863047838462122,Gbm
DHX36,0.05706522880425425,0.13112436868733546,Gbm
NOL10,0.07007385622993566,0.14676502843724715,Gbm
CD2,0.0713144251314867,-0.3929928385589807,Gbm
GNG2,0.07396590100647969,-0.2830198670635268,Gbm
BIN3,0.08169938559699558,-0.2238058269471453,Gbm
UTP6,0.08253345821275405,0.09356256991080217,Gbm
AHCTF1,0.08427958280574847,0.09119522620802836,Gbm
NUP210,0.08431451895361572,0.2359296961986105,Gbm
TFB2M,0.09415980720149517,0.2059003969048596,Gbm
OPA1,0.09465579167492999,-0.252248418923375,Gbm
DEF6,0.10285185568441316,-0.27067102418733385,Gbm
UCHL1,0.12804702678966534,-0.4520104878053296,Gbm
TRIM2,0.1510708783901138,-0.2237530563254105,Gbm
EPSTI1,0.15119409166969466,-0.2826590824742599,Gbm
RAC2,0.21267942461965805,-0.4268042343169252,Gbm
SAMD9L,0.24697859062962815,0.2468565386157345,Gbm
SP110,0.2767793533963343,0.2236101441002118,Gbm
BTAF1,0.2810792167043633,-0.05712041935122401,Gbm
PIK3CA,0.2876721301575151,-0.10574557191159717,Gbm
STK4,0.3327457785788525,0.05637988148999828,Gbm
LIME1,0.3648278057934682,-0.26150382189232835,Gbm
DARS2,0.4363512599456765,0.09552455725405884,Gbm
GRAP,0.6229018817844079,-0.11887557454914335,Gbm
ZEB2,0.8509379889708264,0.0719720400306435,Gbm
ZAP70,0.8517490796175979,0.062243588339891916,Gbm
ACAP1,0.9499854983282424,-0.3832800174214681,Gbm
AKR1C3,1.0329770604581112e-08,0.9519048342720992,Hnscc
AKR1C1,6.931627029920253e-08,1.9612623383942989,Hnscc
NFKB2,1.1827017664676625e-06,-0.4433773312651503,Hnscc
DHX30,1.2312003089629223e-06,0.2413134178682519,Hnscc
ECHDC1,2.903103242101368e-06,-0.4131667243094057,Hnscc
CCDC88B,6.538679839423232e-06,-0.5327791951194527,Hnscc
HMGB3,8.3298601308733e-06,0.6194293685975474,Hnscc
ABRAXAS2,8.50238486965619e-06,-0.23654008976089716,Hnscc
SELL,1.1432451150412587e-05,-0.5531478176740485,Hnscc
AKR1B10,1.1726267627214473e-05,1.867256317141749,Hnscc
XPO1,1.2305127509483635e-05,0.2905874329229512,Hnscc
TIA1,1.5067164390338056e-05,0.48185359927745,Hnscc
GINS4,1.6270949555765514e-05,0.4728146780419955,Hnscc
DHX9,1.711937406057678e-05,0.34195577133615274,Hnscc
WDR46,2.0663973623452174e-05,0.22194969385005334,Hnscc
PTEN,2.2852809051628075e-05,-0.31881227487765074,Hnscc
BLNK,2.518831224507811e-05,-0.5545933291618468,Hnscc
TFB2M,2.802974684447776e-05,0.4573150894124538,Hnscc
SLK,3.0639510828460745e-05,-0.44302046535290174,Hnscc
PPIG,3.2201126728222526e-05,0.2601645812465989,Hnscc
GCLC,3.473917775597083e-05,0.5124456556129005,Hnscc
EPRS,4.567301413949992e-05,0.17101137612124973,Hnscc
PTPRE,5.143141106679219e-05,-0.2724163669984456,Hnscc
SP110,5.7059715025303415e-05,-0.5134010058051004,Hnscc
FMNL1,5.9973734099374486e-05,-0.6447479332407475,Hnscc
AMPD3,6.163861679567827e-05,-0.4657908350953548,Hnscc
THOC3,6.247787121737455e-05,0.3317734737513476,Hnscc
VSIR,6.661286830004717e-05,-0.4770710814047021,Hnscc
CSE1L,6.757618314187198e-05,0.2899943479218976,Hnscc
TOP2A,6.811073145726174e-05,0.6218802207139973,Hnscc
DHX36,7.145691522211466e-05,0.24316935517039795,Hnscc
TRIM2,7.198190633691893e-05,0.561701852463699,Hnscc
RGS14,7.995613416469202e-05,-0.5711028102204523,Hnscc
UCHL1,0.0001068583510513744,1.2256193209158999,Hnscc
UBXN7,0.00011067786155064529,0.5094148166894499,Hnscc
PTPRC,0.00011106389283761066,-0.7590497278311013,Hnscc
CAD,0.00011395189421198679,0.36740859575439794,Hnscc
HNRNPH1,0.00011835164455566984,0.13152703673999966,Hnscc
DARS2,0.00012267768642708322,0.3748964617965491,Hnscc
CAB39,0.00012335927033415528,-0.3880587922021981,Hnscc
SSB,0.00012391187443076989,0.2745255723653486,Hnscc
GFM1,0.0001246972504420295,0.3962668357991497,Hnscc
TFRC,0.00014576703495984732,0.8987722576870496,Hnscc
ACTR10,0.0001537284518178139,-0.15989547672265306,Hnscc
ARHGAP45,0.00015519534200370962,-0.4977791106915994,Hnscc
ZBP1,0.0001573100674285933,-0.4807694280138968,Hnscc
TKT,0.00016829997843912064,0.2303981496466001,Hnscc
IMP4,0.000171066516479899,0.25858766036339986,Hnscc
GNG2,0.0001863189066262696,-0.3799196645771481,Hnscc
OPA1,0.0001889342326747514,0.2803616896546046,Hnscc
CUTC,0.0001894452706784609,-0.3143072125900517,Hnscc
DOCK8,0.0001995345422784435,-0.5841008130539507,Hnscc
GINS2,0.0002032305714991413,0.5073506386724986,Hnscc
INPP5D,0.00021622050893278905,-0.5561001915026509,Hnscc
WAS,0.00022031435854749185,-0.4264653269372545,Hnscc
NUP133,0.00022368757195030952,0.1394550200803053,Hnscc
LIG3,0.0002352103805076912,0.2974088301877522,Hnscc
RCSD1,0.00023654343753497445,-0.4869654071362994,Hnscc
ZFR,0.0002398161610588187,0.2524965294627997,Hnscc
PSPH,0.00024388867842666973,0.6611419988428509,Hnscc
ADA2,0.00025468393838878336,-0.4369605448002467,Hnscc
RFC3,0.0002659568207597151,0.2512107797439569,Hnscc
LILRB1,0.0002710531804396933,-0.6958498296879014,Hnscc
XPO5,0.0002769677506441105,0.511937197969047,Hnscc
PRPF3,0.0002783624906639945,0.1679093704371013,Hnscc
GMPS,0.0002838597198620421,0.4154515761497457,Hnscc
IPO9,0.00028542507842638443,0.2805372578048484,Hnscc
IMP3,0.00029766756912528764,0.3357288511238501,Hnscc
PHF6,0.00030333293641441765,0.4103769679295013,Hnscc
WDR26,0.00030859997798305766,0.14348007596190016,Hnscc
NKRF,0.00031329853008069336,0.3467709581755507,Hnscc
FYB1,0.00031376142780657686,-0.6449807932744491,Hnscc
CCR1,0.00031671296463572327,-0.7595716514688995,Hnscc
PRAM1,0.0003181389837742528,-0.38425071242250297,Hnscc
FAM107B,0.00032709973408315203,-0.3884232578963953,Hnscc
DEF6,0.0003334248499281372,-0.2502478775023036,Hnscc
STK4,0.00033402215930731794,-0.2577711207270994,Hnscc
IGLL1,0.00033458217332213176,-0.4115814224861474,Hnscc
KPNA2,0.00033866520773116217,0.4489278715260952,Hnscc
PI4K2A,0.0003398871789384353,-0.2944582595805052,Hnscc
SH3KBP1,0.00036619214745702147,-0.5712429370663017,Hnscc
PRKCB,0.0003849878165161689,-0.5693018478280543,Hnscc
INTS3,0.00038898399774530096,0.18460066810134634,Hnscc
SPN,0.00041209370607926405,-0.5637024711200986,Hnscc
APBB1IP,0.0004429010877951291,-0.5313207538984521,Hnscc
IL16,0.00045661929020490184,-0.5034160393343505,Hnscc
ACAP1,0.0004639662736175253,-0.3952890112701475,Hnscc
DCTN6,0.00047765988089290925,-0.225883463732,Hnscc
PLCG2,0.00047809447033232667,-0.3890051524010509,Hnscc
TNFAIP8L2,0.0004990053660612353,-0.4591749414177961,Hnscc
RFC4,0.000522984563513373,0.44631222553274696,Hnscc
CYBB,0.0005231291095144944,-0.7112649169497479,Hnscc
THUMPD3,0.0005345062860353349,0.23022848721810266,Hnscc
PTDSS1,0.0005345779592363754,0.3132596907473477,Hnscc
RAB8B,0.0005438086840717225,-0.3767231471775041,Hnscc
CHUK,0.0005445114693709568,-0.22406747119990197,Hnscc
SYNJ1,0.0005462199663454328,-0.12195249314315505,Hnscc
NUF2,0.0005477077471495393,0.6720254981361009,Hnscc
BTK,0.0005540763247512484,-0.5156384591611953,Hnscc
ARMH3,0.0005584141488828229,-0.13594070132674574,Hnscc
NOL10,0.0005726436042236643,0.3064576532261505,Hnscc
KDM3A,0.0005735765030591414,0.4519661654629985,Hnscc
GNAI2,0.000576013594028062,-0.1695153037011039,Hnscc
ARHGAP30,0.0005811442691747003,-0.5072581047870024,Hnscc
ARHGAP25,0.000589730351415134,-0.4746897478955496,Hnscc
ACAP2,0.0005987709111391844,0.2908298249745478,Hnscc
GRAP,0.0006034069627356768,-0.3083588015699981,Hnscc
SAMD9L,0.0006038758076884628,-0.40229819743530015,Hnscc
PPP2R2D,0.0006109766118429207,-0.23350959252180206,Hnscc
PUF60,0.0006147866962404568,0.20372187442735168,Hnscc
RFC2,0.0006321650909256749,0.3714341017431941,Hnscc
BIN3,0.0006389744272781247,-0.22104329294304748,Hnscc
EVI2B,0.0006479957487596159,-0.4744339086403962,Hnscc
PECAM1,0.0006613868898973135,-0.30185163144679805,Hnscc
HNRNPU,0.0006651441058186322,0.2235138456816017,Hnscc
CD48,0.0006651933613300589,-0.6372385993976017,Hnscc
PTGDS,0.0006811589627967126,-0.3038046048183993,Hnscc
PAK1,0.0006899387171852572,0.3722606866479978,Hnscc
RAB8A,0.0007481485471557523,-0.2637322981640544,Hnscc
MCM3,0.0007645058100857543,0.4866291491980483,Hnscc
NCKAP1L,0.0007865719058409277,-0.4629032158325508,Hnscc
ZEB2,0.0007996207110122492,-0.2645747679730519,Hnscc
TOP2B,0.0008133149607204702,0.2577558027713991,Hnscc
DOCK10,0.0008417840960528751,-0.4744737718162462,Hnscc
PCNA,0.0008435488188072267,0.4207399363017537,Hnscc
FXR1,0.0008892995373452746,0.3630274646386021,Hnscc
NUP210,0.0009096984837813867,0.53503565605455,Hnscc
RAC2,0.0009158342426613988,-0.5179849902449511,Hnscc
PSTPIP1,0.000916861895867636,-0.42042527049924416,Hnscc
NCBP1,0.0009170549620164023,0.19139309475480104,Hnscc
MAP4K1,0.0009337926037715623,-0.4191450314306522,Hnscc
ELMO1,0.000963025688183689,-0.5086578024041977,Hnscc
PIGU,0.0009700242986926396,0.2070900881033495,Hnscc
NUP85,0.0009766073834731963,0.17515486147190273,Hnscc
UBAP2L,0.0009786598554221116,0.17660883582309594,Hnscc
MCM4,0.0009933292548226016,0.5263351540492991,Hnscc
HEATR1,0.0009988794690119266,0.18270021754389631,Hnscc
MCM7,0.0010021639264309924,0.5777182285904985,Hnscc
AHCTF1,0.0010391368416744961,0.13756009268769984,Hnscc
MCM2,0.0010519593414552784,0.47094134850269503,Hnscc
ATAD1,0.0010669888486401426,-0.1827466967267988,Hnscc
WDFY4,0.0010677268397370604,-0.4761850299486525,Hnscc
DOCK2,0.0010707165038263571,-0.47004330808629996,Hnscc
CD2,0.0011077487562931405,-0.6411170338958989,Hnscc
UBA2,0.0011325759982383195,0.39946673917004816,Hnscc
PRKDC,0.001139289756860648,0.304890431247852,Hnscc
CORO1A,0.0011788876090273953,-0.4545491719154029,Hnscc
PRPF40A,0.001190675725523415,0.17857511290659644,Hnscc
METAP1,0.0011973475076045765,0.2122398393400502,Hnscc
WDR75,0.0012002801192569216,0.26084692949885024,Hnscc
SMAP2,0.0012133013511063445,-0.2906941992688488,Hnscc
