,Comparison,Correlation_Gbm,Correlation_Brca,Correlation_Luad,Correlation_hnscc
2447,EEF1A1_proteomics,,0.31073389872670504,,
2457,RNF41_proteomics,,,,
2462,CFHR5_proteomics,,0.23395606107188696,-0.32590501863368904,
2469,LGALS3_proteomics,,,0.33522479846923514,
2473,DOCK1_proteomics,,,,
2474,TUBB4B_proteomics,,,,
2475,LRSAM1_proteomics,,-0.2787216629609324,,
2477,CFHR2_proteomics,,,-0.2943065754143616,
2479,CRISP3_proteomics,,,,
2481,ATOX1_proteomics,,,,
2483,TUBB4A_proteomics,,,,
2496,C5_proteomics,,0.3302829882005175,-0.30330457471141936,
2499,FCN3_proteomics,,0.3964917861111564,,
2503,TUBB3_proteomics,,0.3169556682583321,,0.31423496011112784
2513,RNF216_proteomics,,,,0.4216608368541965
2521,TUBB_proteomics,,0.3902227492454055,,
2535,SYNGAP1_proteomics,,,,
2539,CLU_proteomics,,,-0.3250378990335665,
2549,AP1M2_proteomics,,-0.302972149578375,,
2550,LTF_proteomics,,0.3431550415503409,,
2556,LBP_proteomics,,0.2745257205150643,-0.3186898637262729,
2567,XDH_proteomics,,0.31180464834002675,0.26185447849948784,
2572,UBE2C_proteomics,,,,
2580,CFH_proteomics,,0.27977737540460423,-0.2923000142711171,
2587,GATA3_proteomics,,-0.5989112714956837,,
2623,CD58_proteomics,,0.5267782596348842,,
2638,TRIM29_proteomics,,0.4957727337385333,,
2640,ANXA1_proteomics,,0.4945361033991621,,
2642,PVR_proteomics,,0.4935023210661758,,
2644,FSCN1_proteomics,,0.4931256667037333,,0.5264347695861407
2659,TUBB6_proteomics,,0.4765588616127261,,
2665,SIRPA_proteomics,,0.4735861701808813,,
2676,CXADR_proteomics,,0.4648515302129399,,
2678,TNFAIP3_proteomics,,0.4636670712974935,,
2684,MSN_proteomics,,0.4611501866251499,,
2685,TUBA1C_proteomics,,0.4607503770453698,0.3056855002887041,0.3437170592229224
2688,ASB13_proteomics,,-0.4879841451288161,,
2697,ATP11B_proteomics,,0.4533760846161086,,0.2981978665018438
2699,UBE3B_proteomics,,-0.4511200973396993,,
2705,KIF3A_proteomics,,-0.4464660835665781,,
2733,DNM2_proteomics,,0.4649930432730008,,
2734,CALR_proteomics,,0.4339849045327439,,
2738,PTPN14_proteomics,,0.4323073379454732,,
2739,SLPI_proteomics,,0.4312912917120652,,
2740,PKP1_proteomics,,0.43110981495619816,,0.2715645102939385
2746,KLC2_proteomics,,-0.42898458086161934,,
2748,JUN_proteomics,,0.4286790220446001,,
2753,WWP1_proteomics,,-0.42781903754807504,,
2759,PADI2_proteomics,,0.4263076824649111,,
2775,TRIM2_proteomics,,0.4225715405882233,0.30096561220430346,
2780,POLR3B_proteomics,,-0.4216044712049859,,
2793,LIMK1_proteomics,,0.4164989788007905,0.2918875489198835,
2797,ACTB_proteomics,,0.4149511205587343,,
2800,MYO9B_proteomics,,0.4135217497186319,,
2802,VAV3_proteomics,,-0.4132304868007112,,
2807,FLNA_proteomics,,0.4117632053565113,,0.2821836213147666
2818,MMP1_proteomics,,0.40975563496793627,,
2821,POLR3A_proteomics,,-0.40899710937153816,,
2828,DYNLL2_proteomics,,-0.40756495900667866,,
2834,SIAH2_proteomics,,-0.4048065686459631,,
2837,PGRMC1_proteomics,,0.4028636117421244,0.5123219374034529,
2843,IL6ST_proteomics,,-0.3988701293392191,,
2850,EEF2_proteomics,,0.3968504664980328,,
2852,TOM1_proteomics,,0.39636358445944586,,
2855,SEC23A_proteomics,,0.3954235010244579,,
2862,TKFC_proteomics,,-0.3942285225349621,,
2871,KCTD6_proteomics,,-0.4049953472475984,,
2874,VIM_proteomics,,0.3907480639475533,,
2882,KIF3B_proteomics,,-0.3896812115783856,,
2886,TUBA4A_proteomics,,0.3887835283819441,,
2893,ATAD3B_proteomics,,0.4000981391827585,,
2896,FCGR3B_proteomics,,0.3861569787471032,,
2906,RAP2B_proteomics,,0.3839358002920628,,0.3046147015766009
2911,DYNLT1_proteomics,,0.3828345691231344,,0.32808185005407586
2918,BPI_proteomics,,0.3808019136716037,-0.3275132273040691,
2920,SKP1_proteomics,,-0.3803687318098911,,
2939,UNKL_proteomics,,-0.3766356876778048,,
2963,C4BPB_proteomics,,0.3710513824395424,,
2964,KPNA3_proteomics,,0.3710110803525116,,
2967,DDOST_proteomics,,0.370169562491906,,
2969,CRACR2A_proteomics,,-0.3826961733393111,,-0.2920336689427909
2971,MUCL1_proteomics,,0.3697179278705541,,
2974,SOS1_proteomics,,0.3690597806945401,,
2977,DLG3_proteomics,,-0.3689901641896749,,
2982,ITGAV_proteomics,,0.3684859780200093,,0.4428407536140119
2994,SDCBP_proteomics,,0.3665500966278941,,
3002,FABP5_proteomics,,0.3649235803553036,,
3011,TUBA1A_proteomics,,0.36302952833990426,,
3021,PNP_proteomics,,0.3613701068768256,,
3031,MASP1_proteomics,,0.3599224174115152,,
3033,CPN2_proteomics,,0.35965312702162644,,
3044,KPNA4_proteomics,,0.3575442943475846,,
3048,CTSV_proteomics,,0.3570054789628833,,
3054,STUB1_proteomics,,-0.3566684617638479,0.3000690625742961,
3060,CAMK2D_proteomics,,0.35612467783692914,0.3957261304642395,
3068,MPO_proteomics,,0.3550331585667604,,
3074,VAV2_proteomics,,-0.3536374913070292,,
3082,CHIT1_proteomics,,0.3913341168138743,-0.3372041897432245,
3087,POLR3E_proteomics,,-0.35115871372395463,,
3092,CANT1_proteomics,,-0.35034463609233,,
3113,KIFAP3_proteomics,,-0.3478823386181416,0.2738598390852617,
3117,RPS6KA5_proteomics,,-0.3474873039347406,,
3124,GFRA1_proteomics,,-0.3583887588434155,,
3128,RPS6KA3_proteomics,,0.3458723403302417,,-0.276296087135136
3138,ACTG1_proteomics,,0.344270139963703,,
3144,VAMP3_proteomics,,0.34306585506357395,,
3146,AAMP_proteomics,,-0.3430295091209148,,
3154,IFNGR1_proteomics,,0.3415147264044261,0.34062214238550625,
3155,PKM_proteomics,,0.34151242730333004,,0.3089074557931122
3157,CDC20_proteomics,,0.341306430033827,,
3163,MMP9_proteomics,,0.3405920508651143,,
3171,FUCA2_proteomics,,-0.3397832150248987,0.3165916089896321,-0.3105737667417495
3207,GSDMD_proteomics,,-0.33599049379343265,,
3209,TANK_proteomics,,0.3355304863184944,,
3211,C4BPA_proteomics,,0.33537909857758663,,
3220,CCND1_proteomics,,-0.3340159201081023,,0.2846317289567843
3221,MASP2_proteomics,,0.3457696041501731,,
3227,TRAF2_proteomics,,-0.33318378675853044,,
3233,LRRC41_proteomics,,-0.3327063693627704,,
3239,SEC61B_proteomics,,0.3320245309930346,,
3242,KIT_proteomics,,0.3313446002888651,-0.32671116240392706,
3251,DEGS1_proteomics,,0.33049727124973505,,
3255,HMOX1_proteomics,,0.3296967850288369,,-0.317504680110774
3266,SRP14_proteomics,,-0.3287216389331329,,
3276,PTX3_proteomics,,0.32752657123640816,,
3279,NPDC1_proteomics,,-0.3273062670971437,,
3282,FBXW9_proteomics,,-0.3269353306631505,,
3285,AZU1_proteomics,,0.3266769470055632,,
3290,VRK3_proteomics,,-0.326196303170282,,-0.3542420892393686
3296,ELANE_proteomics,,0.3254640915374021,,
3307,SMAD3_proteomics,,-0.3248008484269844,,
3312,UBE3A_proteomics,,-0.3243431366157071,,
3315,AP1M1_proteomics,,0.3241407353889287,,
3329,S100A9_proteomics,,0.3220708410333311,,
3333,IRS1_proteomics,,-0.3215462229599648,,
3344,CASP4_proteomics,,0.3206991827551875,,
3349,RAPGEF2_proteomics,,0.3201981670893497,,-0.32056291810221205
3368,IKBKB_proteomics,,-0.31778179783951954,,
3376,S100A12_proteomics,,0.3171290268520108,,
3383,TXNIP_proteomics,,0.3151307050461952,,
3390,CKAP4_proteomics,,0.3145008431855101,,
3391,PRDX4_proteomics,,0.3143897965066628,,
3398,CDA_proteomics,,0.31358216649773085,,
3405,PDE12_proteomics,,-0.31317342551386634,,-0.34922024912598737
3407,S100A8_proteomics,,0.3128223126511461,,
3422,BAIAP2_proteomics,,-0.3115519076827345,,
3438,RASAL2_proteomics,,0.3097034337672657,,
3441,CHI3L1_proteomics,,0.31767349628239394,,
3447,PPP2CA_proteomics,,-0.3088573610596197,,
3457,POLR3GL_proteomics,,-0.3078101408303422,,
3460,DIAPH1_proteomics,,0.3076331442083624,,
3466,SPTBN2_proteomics,,0.3073332904358813,0.3613145270858196,
3467,RALA_proteomics,,0.3071526388881399,0.3131948060437252,0.3195536032255283
3468,AKT3_proteomics,,0.3070032122727079,,
3476,ABCE1_proteomics,,0.3059733571929484,,0.31580799375397084
3490,DEFA3_proteomics,,0.3048487029836407,,
3494,KIF2C_proteomics,,0.3046762583460405,,
3504,SKP2_proteomics,,0.4125056951004406,,
3524,S100B_proteomics,,0.30294631907956404,,
3537,TRIM38_proteomics,,0.301762007647748,,-0.2745414677518317
3538,CREBBP_proteomics,,-0.3015611179532707,,
3546,CFP_proteomics,,0.3010789084595921,-0.26843695586306754,
3550,GSTP1_proteomics,,0.30090631561155434,,
3567,SLC27A2_proteomics,,-0.29955277046667594,,-0.33721214581922865
3573,ACPP_proteomics,,0.3349563984283889,,
3578,PML_proteomics,,0.2986919913373905,,
3584,METTL7A_proteomics,,0.2982337374636957,,-0.3594868766801141
3593,TRIM3_proteomics,,-0.2974458499023121,,
3595,CAMP_proteomics,,0.2973618692866131,,
3642,CNKSR1_proteomics,,-0.2936143523086194,0.4587419709732064,
3643,IQGAP1_proteomics,,0.29336411889110153,,
3647,RASAL1_proteomics,,0.2931718732462196,,
3650,LCN2_proteomics,,0.2926456547677829,,
3652,CRCP_proteomics,,-0.2926047584779079,,
3656,NCK1_proteomics,,0.29227510052133915,,
3661,NFATC3_proteomics,,0.30215042924272223,,
3668,APOB_proteomics,,0.29143395355028834,,
3670,BOLA2_proteomics,,-0.291144684732346,,
3673,TNFRSF17_proteomics,,0.4264284750253402,,
3684,DSN1_proteomics,,-0.2897751796428301,,
3686,AGPAT2_proteomics,,0.30010511341865825,,
3699,HECTD1_proteomics,,0.28889825942202985,,
3709,TCN1_proteomics,,0.2958548870834645,,
3714,CUL2_proteomics,,0.28764614717929354,,
3716,PRTN3_proteomics,,0.2876061060627857,,
3719,RHOG_proteomics,,0.2873367969465227,,
3721,UBE2J2_proteomics,,0.2988927435644593,,
3730,SNAP29_proteomics,,-0.2862341498171015,,
3741,IDH1_proteomics,,0.2852393814365758,,
3746,PRKG1_proteomics,,0.2847431300793297,,
3756,ARG1_proteomics,,0.2842829616569734,,
3759,SRC_proteomics,,0.2841360515353343,,
3761,PSMD12_proteomics,,0.2840819226860049,,
3764,CPN1_proteomics,,0.28392707840015696,,
3767,FCN2_proteomics,,0.283888837362954,,
3768,CXCL10_proteomics,,0.33091333768701303,,
3787,VTN_proteomics,,0.282489162998851,,
3796,FN1_proteomics,,0.2816895684981858,,0.3608132634028629
3797,HLA-E_proteomics,,0.2813489187318408,,
3803,POLR3D_proteomics,,-0.2808934051567815,,
3808,GBP1_proteomics,,0.2804194621159429,,
3824,RAB7A_proteomics,,0.2789575421818337,,
3835,RETN_proteomics,,0.27833523561259793,,
3839,KLHL11_proteomics,,-0.2782013355043702,,
3846,MMP3_proteomics,,0.2772094321919222,,
3848,PGLYRP1_proteomics,,0.2953323157549799,,
3853,CRLF1_proteomics,,0.4903380075604439,,
3864,TRIM11_proteomics,,0.2756011153125503,,
3866,CBL_proteomics,,0.2752933871618289,-0.3001836237793613,-0.2710792856915243
3872,MLST8_proteomics,,-0.2746562364856837,,
3905,KIF23_proteomics,,0.2718957503162313,,
3908,POLR3F_proteomics,,-0.2716355734369288,,
3910,INPPL1_proteomics,,-0.2713804881735047,,-0.2750271614131501
3928,MYD88_proteomics,,0.28117297832663946,,
3932,ENPP4_proteomics,,-0.270029745210996,,-0.3878129721232836
3963,RILP_proteomics,,0.3868749916290025,,
3974,VAMP7_proteomics,,0.2662483258868995,0.3195141007065147,
3978,PRKCSH_proteomics,,0.2660015149022349,,
3979,EIF4G3_proteomics,,-0.26589790321020584,,
3992,POLR3C_proteomics,,-0.26499418035695843,,
4003,MAPK7_proteomics,,0.2643645508216976,,
4006,LAMTOR1_proteomics,,0.26414547075126604,,
4018,CD209_proteomics,,0.2822319964935658,-0.3508353728887912,
4032,NCSTN_proteomics,,0.2621804863140331,,
4039,FBXO22_proteomics,,-0.261889041748782,,
4041,RNF213_proteomics,,-0.26184372482075313,,-0.2962099167336589
4049,UBE2K_proteomics,,-0.2616031478154859,0.2723347585387305,
4050,CBLB_proteomics,,0.2614868970885436,,
4055,DEFA4_proteomics,,0.2927694452281032,,
4056,CEACAM1_proteomics,,0.2702866999419873,,
4057,GCA_proteomics,,0.2606466867594109,,
4060,DNAJC3_proteomics,,0.26051695624470433,,
4068,BCL2L1_proteomics,,-0.2601190001670621,,
4072,TUBA8_proteomics,,0.2600147977505607,,
4084,UBE2N_proteomics,,-0.25926036033570715,-0.3878812242577347,-0.3068213597235413
4089,FGR_proteomics,,0.25901742165458164,-0.2745170042138772,
4115,UBE4A_proteomics,,0.25749526249575033,,
4126,FOXO1_proteomics,,0.2664090177732231,-0.4021944124397684,
4129,TPP2_proteomics,,0.2675890715592905,,
4139,UBE2E3_proteomics,,0.2731931772583218,,
4141,KLC1_proteomics,,0.2890885614280199,,
4151,UBE2R2_proteomics,,-0.2555156327522982,,
4166,PDXK_proteomics,,0.25389817943858484,,
4168,PDPK1_proteomics,,-0.2535908322129382,,
4177,RAB3A_proteomics,,-0.2598206434015486,,
4189,COLEC10_proteomics,,-0.2615524520619609,,
4192,MAP2K1_proteomics,,0.2520535636835065,,
4193,MAVS_proteomics,,-0.25202783985144245,,
4208,APP_proteomics,,0.2508678995084769,0.39638553377727415,
4217,CALML5_proteomics,,0.24995127447809504,,
4224,DYNC1LI2_proteomics,,0.24946764591903225,,
4225,DSG1_proteomics,,0.34936956644012834,,
4228,CD44_proteomics,,0.2492272224248162,,0.317828413210813
4230,KRAS_proteomics,,0.24914148811872835,,0.33881626743431137
4233,PEBP1_proteomics,,-0.2490518132002273,,
4237,NECTIN2_proteomics,,-0.3069884817005495,,
4240,BIRC5_proteomics,,0.2584656002746302,,
4244,COMMD3_proteomics,,0.2786061556160672,,
4249,KEAP1_proteomics,,0.24784449348779125,,
4273,LMO7_proteomics,,0.2460887044257643,,
4275,SLC44A2_proteomics,,0.2458609575424831,,
4279,TTR_proteomics,,0.2455146251522305,,
4281,ITGA2B_proteomics,,0.2643783448094639,,
4283,CTSK_proteomics,,0.2454399683318441,,
4307,ASB9_proteomics,,0.25243677430261235,,
4313,MUC16_proteomics,,0.24967219626449594,,
4319,KIF20A_proteomics,,0.2427885808595136,,
4335,MT2A_proteomics,,0.241589927278696,,
4344,RIPK2_proteomics,,0.2407843104862631,,
4353,PJA1_proteomics,,0.2401901931142581,,
4369,BTN3A3_proteomics,,0.23934841289755385,,
4375,LYZ_proteomics,,0.2391763540379932,-0.3275256202977358,
4378,RAP1B_proteomics,,0.2390489943726128,,
4382,DYNC1I2_proteomics,,0.23885488951520595,,
4383,TRPC1_proteomics,,0.2387469352193084,,
4400,ATP6V1B1_proteomics,,-0.2378428746422435,-0.4082483240791149,
4407,ADAM17_proteomics,,0.2374676921084306,,0.3552378859118801
4411,ARAF_proteomics,,-0.2372312342905168,0.2745108055309992,-0.2855685253059017
4417,DNM1_proteomics,,0.2365372040090112,,
4422,HNRNPF_proteomics,,-0.23610241324853826,,
4427,CAPZA2_proteomics,,0.2358410949133335,,
4438,SPTBN1_proteomics,,0.235171201900294,-0.29294734445572435,
4441,EIF4G1_proteomics,,0.2348993084578261,0.2819729279117794,
4442,RASA2_proteomics,,0.2347419685806052,,
4444,LAMP2_proteomics,,0.2346736631707335,0.4789656878449278,0.4887170107488884
4446,RAB10_proteomics,,0.234574111210787,,
4458,RNF14_proteomics,,-0.23403363670569235,,
4463,MBL2_proteomics,,0.2335909995238348,,
4490,SCAMP1_proteomics,,-0.2323306455440519,,
4492,ACTR1A_proteomics,,0.2322740651227218,-0.3632989356902668,
4499,IRAK1_proteomics,,0.2316583919883895,,
4500,DTX3L_proteomics,,-0.2315640590804671,,
4508,NLRX1_proteomics,,0.2307718261896741,,
4522,LAMA5_proteomics,,0.2300022412252905,,
4523,CD36_proteomics,,0.22998045909729306,,
4528,KIF15_proteomics,,0.22983655606633915,,
4532,TAX1BP1_proteomics,,,0.5615544926721305,
4534,CDK13_proteomics,,,0.541352988659871,
4537,ELOB_proteomics,,,0.4991307487527018,
4552,STAT5B_proteomics,,,-0.4545850377152757,-0.3801315711032272
4555,PPP3CB_proteomics,,,-0.4487285436308015,
4556,FAF2_proteomics,,,0.44707511214636697,
4558,FBXL18_proteomics,,,0.4461440472373779,0.34697486005577777
4560,HMOX2_proteomics,,,0.4453657512368711,
4564,DDX41_proteomics,,,0.4366261247514048,
4571,PTK2_proteomics,,,0.4291742253312461,
4573,DUSP6_proteomics,,,0.4352850223471825,
4577,PRCP_proteomics,,,-0.41740023847814667,
4592,FGFR1_proteomics,,,-0.43453532126739,
4600,MGST1_proteomics,,,0.3957876248148128,
4603,MX1_proteomics,,,0.39147932676012986,
4613,PPP2R5E_proteomics,,,0.38417756959185706,
4618,SPTB_proteomics,,,0.4323135205030408,
4622,P2RX1_proteomics,,,-0.4481688277445325,
4623,KLC3_proteomics,,,0.37927614176576535,
4630,MX2_proteomics,,,0.3765522014332817,-0.29869884929521484
4638,LCK_proteomics,,,-0.3708936631703347,-0.33114856046998725
4640,IL37_proteomics,,,0.6124814208719738,
4645,VNN1_proteomics,,,-0.3667067713535783,
4648,ISG20_proteomics,,,-0.3657747820439717,-0.44029190301190735
4649,DCTN1_proteomics,,,-0.36536134692261335,-0.3030451879556937
4651,PIK3C3_proteomics,,,-0.3639695260466069,
4661,PLA2G2A_proteomics,,,-0.3612971725709889,
4662,MGRN1_proteomics,,,0.3611507686100598,
4675,CCL5_proteomics,,,-0.360819125513599,
4686,DCTN6_proteomics,,,-0.34900531621209524,
4687,HUWE1_proteomics,,,0.3488855797856701,
4690,ALDOA_proteomics,,,0.3481133539084685,
4698,IRF4_proteomics,,,-0.34638950559444665,-0.3864794009764706
4699,SH3RF1_proteomics,,,0.3463743524290569,
4709,JAK3_proteomics,,,-0.3497290849757277,
4711,MAP3K8_proteomics,,,-0.3574221256124127,
4712,ZNRF2_proteomics,,,0.34300118025131576,
4722,DCTN3_proteomics,,,-0.3406678430784859,
4726,MAP2K6_proteomics,,,-0.34001945305362125,
4731,CR2_proteomics,,,-0.4267788926902433,
4739,BLK_proteomics,,,-0.3655115525432901,
4747,SH2D1A_proteomics,,,-0.3327919848921612,-0.3450567286982775
4761,VWF_proteomics,,,-0.32946021890344,-0.30004498414701364
4797,TBC1D10C_proteomics,,,-0.3199777709787069,-0.4096547816248133
4800,PPL_proteomics,,,0.31940403557404196,
4806,TXLNA_proteomics,,,0.3166784538008221,
4814,DCTN5_proteomics,,,-0.3153468135321176,
4821,BCAP31_proteomics,,,0.3145199443413316,
4830,RASA1_proteomics,,,0.31303892663127925,
4838,IFIT1_proteomics,,,0.3117938160651506,
4847,IL1RAP_proteomics,,,0.31015530439086186,0.4387835907302015
4853,DCTN2_proteomics,,,-0.3096369251358584,-0.2940566397594879
4857,PRKN_proteomics,,,-0.36228208846619614,
4865,S100P_proteomics,,,-0.3072142337336016,
4866,HRAS_proteomics,,,0.3071144270075861,
4868,STIM1_proteomics,,,0.3061386099187955,
4872,HECW2_proteomics,,,0.30488706611373195,
4875,NUP50_proteomics,,,-0.30386879501038977,
4878,ACTR10_proteomics,,,-0.3032894653933757,
4889,PYGB_proteomics,,,-0.3018712670492088,
4907,CDH1_proteomics,,,0.2991641059128925,
4912,FTL_proteomics,,,-0.2985258401313832,
4919,HECTD3_proteomics,,,-0.297522107055933,
4931,CD3D_proteomics,,,-0.3463916724853442,
4942,CD8A_proteomics,,,-0.2924778985059609,
4943,KCNAB2_proteomics,,,-0.2924557019154113,-0.3924041757456884
4949,RASGRP4_proteomics,,,-0.3028866965004444,
4950,CD1A_proteomics,,,0.2985699058201312,
4966,CD74_proteomics,,,0.28948253566143,-0.2985459148052117
4968,ELOC_proteomics,,,0.2892393520545592,
4970,IL33_proteomics,,,-0.2890477966659533,-0.3097314695035649
4976,VAT1_proteomics,,,-0.2882721866469149,
4977,PAFAH1B2_proteomics,,,-0.2882230391470626,
4996,ABI1_proteomics,,,-0.28490208648917,
5034,BST2_proteomics,,,0.27891622861437304,
5035,CD59_proteomics,,,0.27888117590477685,
5039,ISG15_proteomics,,,0.27835094518536263,
5051,MAP2K7_proteomics,,,0.2764352554859911,
5054,CUL7_proteomics,,,0.275900409635809,
5061,S100A1_proteomics,,,0.30180493972976463,
5066,ANGPT1_proteomics,,,-0.2869963831365732,
5070,ORMDL3_proteomics,,,0.2786500858962834,
5072,CANX_proteomics,,,0.27351214351042263,
5073,POM121C_proteomics,,,0.27321451079027337,
5076,SQSTM1_proteomics,,,0.2730340258016054,
5079,RAB24_proteomics,,,0.2726352812386428,
5088,ICAM3_proteomics,,,-0.2721677669529182,-0.3317089362774565
5093,CD3G_proteomics,,,-0.3337055243147454,-0.38103218224103175
5098,HLA-DRA_proteomics,,,0.2708006135965101,
5103,MAPKAPK3_proteomics,,,0.2705657559872324,
5108,MUC13_proteomics,,,-0.3695367699825526,
5111,CEACAM6_proteomics,,,0.2700953314920356,
5113,PTPN4_proteomics,,,-0.36002157370185656,
5124,IFIH1_proteomics,,,0.26766327451953364,
5132,CFHR4_proteomics,,,-0.3041639711377059,
5141,SH3KBP1_proteomics,,,-0.26519209848810066,-0.3556599970394298
5142,IRF7_proteomics,,,0.29596607046414203,
5148,FGF2_proteomics,,,-0.2647148812729908,-0.3488605619450745
5156,TMEM63A_proteomics,,,0.2634357164196477,
5159,ATF1_proteomics,,,-0.2800038491571518,
5168,CYFIP2_proteomics,,,-0.26231384168897537,-0.4488312062809535
5169,MLEC_proteomics,,,0.26228066745701684,
5170,RPS27A_proteomics,,,-0.2621072302133121,
5181,IRF6_proteomics,,,,0.5142276477593416
5187,ITPR1_proteomics,,,,-0.462336012377833
5192,ZBP1_proteomics,,,,-0.442137854937479
5202,RIPK3_proteomics,,,,-0.42049314202604027
5210,CD34_proteomics,,,,-0.4116507158477375
5212,NUP133_proteomics,,,,0.4098573672235587
5213,NUP37_proteomics,,,,0.4021549575568661
5220,JAK1_proteomics,,,,-0.3911420532307712
5228,SAMHD1_proteomics,,,,-0.3869854638257351
5232,UBE2J1_proteomics,,,,-0.3849932453559095
5241,LYN_proteomics,,,,-0.3747085957835987
5242,ANXA2_proteomics,,,,0.37251289406400623
5243,SIGLEC1_proteomics,,,,-0.36999650094266656
5246,CD79A_proteomics,,,,-0.3666928672246005
5261,AAAS_proteomics,,,,0.3545782270401064
5271,PRKACB_proteomics,,,,-0.34779494939830663
5281,SVIP_proteomics,,,,-0.3727553330905261
5285,LILRB5_proteomics,,,,-0.3401006112757684
5309,GBP4_proteomics,,,,-0.32884134731967435
5312,DYNC1I1_proteomics,,,,0.33514773524931984
5313,PSMB5_proteomics,,,,0.3276122670291165
5315,LILRB2_proteomics,,,,-0.3264998631137973
5321,RHOF_proteomics,,,,-0.3425024788841923
5330,PIK3CA_proteomics,,,,0.3215062789033756
5332,FBXO6_proteomics,,,,-0.3211046136118161
5337,SLAMF6_proteomics,,,,-0.6428480174619281
5344,PSMB8_proteomics,,,,-0.3181321429601428
5346,CAT_proteomics,,,,-0.3176961551838217
5348,NUP85_proteomics,,,,0.3162331354846086
5352,TYK2_proteomics,,,,-0.3149496359188097
5353,LMNB1_proteomics,,,,-0.3149019798904261
5356,PAG1_proteomics,,,,-0.3140478186911367
5365,PSMB10_proteomics,,,,-0.3111701209422632
5366,PSMB7_proteomics,,,,0.3107610119294047
5367,BTN2A1_proteomics,,,,-0.31067896057361843
5370,DYNC1H1_proteomics,,,,0.3097439133865472
5378,PSME1_proteomics,,,,-0.3076893875639444
5384,CPPED1_proteomics,,,,-0.3064485539208616
5393,UBR4_proteomics,,,,0.3033333965668931
5397,CD3E_proteomics,,,,-0.33999421875020697
5402,LTBR_proteomics,,,,0.3102160288441351
5403,PLD4_proteomics,,,,-0.3175322994899946
5410,EIF4G2_proteomics,,,,0.2984222119873517
5411,TRIM14_proteomics,,,,-0.29803947937029096
5415,FBXO44_proteomics,,,,0.3130687126042977
5440,PSMB9_proteomics,,,,-0.2916016922955109
5449,SEC61G_proteomics,,,,0.2981188676104016
5452,HSPA1A_proteomics,,,,0.2896403096555897
5453,CD27_proteomics,,,,-0.3452768647618861
5457,GOLGA7_proteomics,,,,0.2890428223753205
5458,PSMC1_proteomics,,,,0.28902585779256257
5460,PSMD2_proteomics,,,,0.288501162302712
5466,PSMB6_proteomics,,,,0.28726155874403425
5467,TREX1_proteomics,,,,-0.2870444668197655
5482,COL17A1_proteomics,,,,0.2841235724873937
5486,MUC5B_proteomics,,,,-0.28344598214362504
5487,BPIFB2_proteomics,,,,-0.2834114898459641
5496,NUP210_proteomics,,,,-0.28201334164441383
5514,RAF1_proteomics,,,,-0.2791965306230452
5526,DSP_proteomics,,,,0.2765595980728908
5528,DUSP16_proteomics,,,,-0.5499499401475406
5537,VPS35L_proteomics,,,,-0.27462033555484816
5541,PSME2_proteomics,,,,-0.27334356469040505
5550,ATP6V0A4_proteomics,,,,-0.30603489672993217
5555,EIF4E3_proteomics,,,,-0.2701706355427917
5562,TRAT1_proteomics,,,,-0.5803231054174998
5565,TUBA1B_proteomics,,,,0.2689409452246986
5566,NUP107_proteomics,,,,0.2685825393432031
5570,HVCN1_proteomics,,,,-0.267907501422923
5573,CLTC_proteomics,,,,0.26763185609536105
5577,RAE1_proteomics,,,,
5580,NUP153_proteomics,,,,
5594,XRCC6_proteomics,,,,
5599,ARMC8_proteomics,,,,
5612,UBE2H_proteomics,,,,
5616,HMGB1_proteomics,,,,
5624,MUC5AC_proteomics,,,,
5625,CXCL8_proteomics,,,,
5653,POLR2L_proteomics,,,,
5670,STOM_proteomics,,,,
5674,CPNE1_proteomics,,,,
5678,MRE11_proteomics,,,,
5684,PPP3R1_proteomics,,,,
5697,CDC42_proteomics,,,,
5704,XRCC5_proteomics,,,,
5712,ABL1_proteomics,,,,
5726,GBP2_proteomics,,,,
5737,IFI35_proteomics,,,,
5738,PHB_proteomics,,,,
5769,OAS3_proteomics,,,,
5778,IFIT3_proteomics,,,,
5785,FCAR_proteomics,,,,
5788,PPP3CA_proteomics,,,,
5797,CD47_proteomics,,,,
5798,POLR1D_proteomics,,,,
5802,VAMP2_proteomics,,,,
5809,POLR2K_proteomics,,,,
5829,RBCK1_proteomics,,,,
5833,RNF114_proteomics,,,,
5838,NCAM1_proteomics,,,,
5853,PANX1_proteomics,,,,
5857,DNASE1L1_proteomics,,,,
5862,IL1RN_proteomics,,,,
5864,RASA4_proteomics,,,,
5881,ATP6AP2_proteomics,,,,
5903,RNF126_proteomics,,,,
5905,CAPN1_proteomics,,,,
5922,PTPN13_proteomics,,,,
5927,EDARADD_proteomics,,,,
5928,DAB2IP_proteomics,,,,
5938,TRAF7_proteomics,,,,
5941,GBP6_proteomics,,,,
5945,BIRC2_proteomics,,,,
5952,TEC_proteomics,,,,
5960,UBA6_proteomics,,,,
5966,TRIM5_proteomics,,,,
5989,FBXW8_proteomics,,,,
