LINE 401 : 2022-02-03 20:46:48,781 [INFO    ] Connecting to Enrichr Server to get latest library names
LINE 227 : 2022-02-03 20:46:48,784 [DEBUG   ] Starting new HTTP connection (1): maayanlab.cloud:80
LINE 452 : 2022-02-03 20:46:48,980 [DEBUG   ] http://maayanlab.cloud:80 "GET /Enrichr/datasetStatistics HTTP/1.1" 308 172
LINE 971 : 2022-02-03 20:46:48,984 [DEBUG   ] Starting new HTTPS connection (1): maayanlab.cloud:443
LINE 452 : 2022-02-03 20:46:49,165 [DEBUG   ] https://byu.app.box.com:443 "GET /public/static/kbwivmqnrdnn5im2gu6khoybk5a3rfl0.txt HTTP/1.1" 302 None
LINE 971 : 2022-02-03 20:46:49,181 [DEBUG   ] Starting new HTTPS connection (1): public.boxcloud.com:443
LINE 452 : 2022-02-03 20:46:49,267 [DEBUG   ] https://maayanlab.cloud:443 "GET /Enrichr/datasetStatistics HTTP/1.1" 200 None
LINE 421 : 2022-02-03 20:46:49,336 [DEBUG   ] Start Enrichr using library: Reactome_2016
LINE 422 : 2022-02-03 20:46:49,336 [INFO    ] Analysis name: Tumor_partition, Enrichr Library: Reactome_2016
LINE 227 : 2022-02-03 20:46:49,340 [DEBUG   ] Starting new HTTP connection (1): maayanlab.cloud:80
LINE 452 : 2022-02-03 20:46:49,469 [DEBUG   ] http://maayanlab.cloud:80 "POST /Enrichr/addList HTTP/1.1" 308 172
LINE 971 : 2022-02-03 20:46:49,477 [DEBUG   ] Starting new HTTPS connection (1): maayanlab.cloud:443
