,Comparison,Slope,R_squared,P_value
498,FZD1,0.8594562383927107,0.46238794781412185,7.118479696354405e-21
734,LPAR1,1.112053164479421,0.5200082541493978,1.5724845300301795e-20
170,GJA1,1.0685939459106462,0.40352662216297613,1.2153745509590703e-17
106,ITGA6,0.6813667079065483,0.4001148438427513,1.829632259580919e-17
594,GNAQ,0.5211747781542423,0.3856009217104131,1.0168819755117432e-16
279,ITGB1,0.6307107121906578,0.38478607066954645,1.1183612238824197e-16
985,PTPRA,0.35751211183348885,0.3663300209434079,9.339130176108936e-16
540,SLC27A1,0.41922173056256334,0.35358756038091127,3.904997676198167e-15
322,GNA11,0.5147962750702566,0.34605616672287187,8.980570311321935e-15
205,ITGAV,0.5269552552462841,0.3426283651733446,1.3079462597507714e-14
1044,MYOF,0.5515465701336264,0.3120297265013887,3.459108718211894e-13
285,IGF1R,0.4233249362942222,0.3070063570374018,5.843475621448126e-13
0,CD81,0.7613483962862484,0.2898247929140479,3.4183062093870552e-12
502,CD44,0.6111254841666893,0.2758247044661105,1.399673832496404e-11
951,RAB14,0.4150760259735984,0.2710995771855111,2.2394585666554975e-11
1021,ALDOA,-0.36432398585676473,0.26187792962100176,5.5585049817263755e-11
46,SQSTM1,-0.2913257488975044,0.25717766488337906,8.79890240102473e-11
660,PAK2,-0.19030015413806847,0.25238283715468474,1.401870456900641e-10
274,PRDX1,-0.3949863886160621,0.24506621012184546,2.8383970431434276e-10
268,CDH11,0.6797470610035876,0.24429197363880326,3.057257035940297e-10
460,ITGB5,0.39455072342462116,0.24119832702279626,4.110807249775836e-10
149,ADAM17,0.4213295912381891,0.2357596582542954,6.899816807225437e-10
458,RAC1,0.2562715075663663,0.23434526009493378,7.890210735315331e-10
969,CACYBP,-0.3816749571462844,0.23040025287055726,1.1456293111437682e-09
27,LBR,0.4351130493795944,0.22636342553001898,1.6749030269901895e-09
293,SLC39A7,0.7129458915847103,0.2153070457943353,4.696842566236625e-09
425,COL3A1,0.7699070401973425,0.21393892798155636,5.331190950182802e-09
576,CSNK2B,-0.16939662884108822,0.21035644283559438,7.421442098693505e-09
764,PDGFRB,0.6061882702538011,0.21032194274937452,7.445073568720691e-09
1038,ACVR1,0.38567358649424477,0.22008822662963337,8.368684929263596e-09
119,COL1A2,1.0292679263819697,0.2034572959015684,1.3980829161086257e-08
597,COL1A1,1.2456030357858066,0.20335079016492738,1.4117649718912138e-08
126,NFKB2,-0.26844125302476585,0.2001689542682706,1.8875048823419764e-08
847,GRB2,-0.25942399931355536,0.19891467379499916,2.115854588164119e-08
139,COL5A2,0.772461223978583,0.19883907202723053,2.1304588336892454e-08
155,RFC4,-0.24797745291183979,0.1928362163090682,3.671878496855006e-08
588,ITGB6,0.5779643627443902,0.19136884357351097,4.192242879111363e-08
822,GNAS,0.29409803249588723,0.1908229816511592,4.403874807230932e-08
798,ITGB3,0.6459654606480856,0.19015169229032944,4.678655105862595e-08
91,WNT5A,0.47978439679748763,0.18916172881397417,5.115066809491891e-08
463,EIF2S1,-0.2009408136453275,0.18747852730015155,5.951270493512233e-08
644,DOCK1,0.3395682298260543,0.18714044180604322,6.134846453550735e-08
854,KPNA1,-0.17548616276853335,0.18147752251380997,1.0188438859669018e-07
1015,MAP2K1,-0.224330680779863,0.18079272137563812,1.0830793988804255e-07
69,LAMTOR3,-0.25905429757611637,0.1801182523908606,1.1502544725147942e-07
185,GNA13,0.31229953138008215,0.18011324073527762,1.1507687212190528e-07
884,INSR,0.34260502134632254,0.1780304118061401,1.3854035706319053e-07
691,MAP3K2,-0.13625200568981083,0.17765375290165275,1.432621538816877e-07
453,IL6ST,0.37624407536587107,0.18622868052358768,1.735802571136743e-07
917,CDKN2A,-0.4632477023505109,0.17389421861065898,2.0003425646096373e-07
718,GAPDH,-0.23818754052779142,0.1737346106697818,2.028835532090179e-07
556,GNAI3,0.3269233577784319,0.17254652602528361,2.2539218431698595e-07
1012,NRAS,0.3696539659217185,0.1713423884074352,2.507220474305952e-07
622,RAP1B,0.2839874842891878,0.1702167881727193,2.7693570758098004e-07
45,G6PC3,0.518684662209998,0.16986823422098427,2.855895068693016e-07
880,RAB10,0.467919736503818,0.1685796752941176,3.1996639612491325e-07
40,GNAI2,0.26522013921478704,0.1641157451503313,4.738311661945374e-07
816,EIF2AK2,-0.18412728314861587,0.16148172772622207,5.968883012555053e-07
790,WNT2,0.5716830780640446,0.1572505208975174,8.638373241769725e-07
63,CTNNA2,0.7434065652651229,0.15719651867787318,8.679140487901666e-07
978,GNG12,0.3768545066419311,0.15707996277025119,8.767780400332877e-07
785,COL5A1,0.5663762228267308,0.1570174202662874,8.815712064201362e-07
429,CYP1B1,0.6184862484589597,0.1558013795525703,9.800911548530747e-07
857,RELB,-0.1826749108879577,0.15543695241225458,1.0116827924474183e-06
536,STAT1,-0.5005760356336754,0.1536444461505107,1.1823476395386386e-06
11,SLC39A6,0.3582602838292733,0.1529692017894669,1.253773311342685e-06
406,ACTB,-0.46816540092783054,0.15226745575946765,1.3325260978790032e-06
201,PGK2,-0.9592297038514866,0.15195719860490833,1.4913776341025954e-06
247,AIP,-0.24580899903510936,0.15014428583689518,1.6018343288528369e-06
902,ITGA2,0.47340429563567793,0.14971339667176822,1.662732850901203e-06
252,SNAI2,0.7145995845800198,0.32329548354070975,1.7490980227238705e-06
222,LRRC8A,0.2690106894454584,0.14787072102655147,1.950069389244787e-06
145,RALB,0.29333864109810914,0.14745509163343481,2.021384255231861e-06
538,ITGB4,0.39362024069008017,0.1473349233145011,2.0424798185912233e-06
675,RTN4,0.3071258523656311,0.14393236881880647,2.7392087893431385e-06
745,PGK1,-0.2604954282064087,0.14256571844964527,3.08116140519495e-06
